SFC_Potteric_Carr_P_Q,,,,,,,,,,,,,
Degree,Radians,17.5 kV_P,17.5 kV_Q,19.0 kV_P,19.0 kV_Q,22.0 kV_P,22.0 kV_Q,25.0 kV_P,25.0 kV_Q,27.5 kV_P,27.5 kV_Q,29.0 kV_P,29.0 kV_Q
333,5.811946409,29.00226236,-14.77739077,31.48817056,-16.04402426,36.45998697,-18.57729125,41.43180337,-21.11055824,45.57498371,-23.22161406,46.5,-24.48824756
334,5.829399702,29.25574621,-14.26898083,31.7633816,-15.49203633,36.77865237,-17.93814733,41.79392315,-20.38425833,45.97331547,-22.42268416,46.5,-23.64573966
335,5.846852994,29.50031847,-13.75622442,32.02891719,-14.93532937,37.08611465,-17.29353927,42.1433121,-19.65174917,46.35764331,-21.61692409,46.5,-22.79602904
336,5.864306287,29.73590465,-13.23927773,32.28469647,-14.37407297,37.38228013,-16.64366343,42.47986378,-18.9132539,46.5,-20.80457929,46.5,-21.93937453
337,5.881759579,29.96243298,-12.71829823,32.53064152,-13.80843808,37.6670586,-15.98871778,42.80347569,-18.16899747,46.5,-19.98589722,46.5,-21.07603707
338,5.899212872,30.17983447,-12.19344462,32.76667742,-13.23859701,37.94036333,-15.3289018,43.11404924,-17.41920659,46.5,-19.16112725,46.5,-20.20627965
339,5.916666164,30.38804288,-11.66487676,32.99273227,-12.66472334,38.20211105,-14.6644165,43.41148983,-16.66410965,46.5,-18.33052062,46.5,-19.3303672
340,5.934119457,30.58699481,-11.13275567,33.20873722,-12.08699187,38.45222204,-13.99546426,43.69570687,-15.90393666,46.5,-17.49433033,46.5,-18.44856653
341,5.951572749,30.77662964,-10.59724343,33.41462646,-11.50557858,38.69062011,-13.32224888,43.96661377,-15.13891918,46.5,-16.6528111,46.5,-17.56114625
342,5.969026042,30.95688961,-10.05850317,33.61033729,-10.92066058,38.91723265,-12.64497541,44.22412801,-14.36929024,46.5,-15.80621926,46.5,-16.66837668
343,5.986479334,31.12771981,-9.516698989,33.79581008,-10.33241604,39.13199061,-11.96385016,44.46817115,-13.59528427,46.5,-14.9548127,46.5,-15.77052975
344,6.003932627,31.2890682,-8.971995932,33.97098833,-9.741024155,39.3348286,-11.2790806,44.69866886,-12.81713705,46.5,-14.09885075,46.5,-15.06748176
345,6.021385919,31.44088565,-8.424559918,34.1358187,-9.146665054,39.52568481,-10.59087533,44.91555092,-12.0350856,46.5,-13.23859416,46.5,-15.12954394
346,6.038839212,31.58312589,-7.874557702,34.29025097,-8.54951979,39.70450112,-9.899443968,45.11875127,-11.24936815,46.5,-12.37430496,46.5,-15.18789185
347,6.056292504,31.71574561,-7.322156819,34.43423809,-7.949770261,39.87122305,-9.204997144,45.30820801,-10.46022403,46.5,-11.50624643,46.5,-15.24246836
348,6.073745797,31.8387044,-6.767525536,34.56773621,-7.347599153,40.02579982,-8.507746388,45.48386343,-9.667893623,46.5,-10.63468299,46.5,-15.29322004
349,6.091199089,31.95196482,-6.2108328,34.69070466,-6.743189897,40.16818435,-7.807904091,45.64566403,-8.872618285,46.5,-9.759880114,46.5,-15.34009713
350,6.108652382,32.05549236,-5.652248183,34.80310599,-6.136726599,40.29833325,-7.10568343,45.79356052,-8.074640262,46.5,-8.882104288,46.5,-15.38305366
351,6.126105675,32.14925549,-5.091941837,34.90490596,-5.528393995,40.4162069,-6.401298309,45.92750784,-7.274202624,46.5,-8.001622887,46.5,-15.42204747
352,6.143558967,32.23322564,-4.530084436,34.99607355,-4.918377388,40.52176937,-5.694963291,46.0474652,-6.471549195,46.5,-7.118704114,46.5,-15.45704028
353,6.16101226,32.30737724,-3.966847128,35.076581,-4.306862596,40.61498853,-4.986893532,46.15339605,-5.666924468,46.5,-6.233616915,46.5,-15.48799771
354,6.178465552,32.37168769,-3.402401479,35.14640378,-3.694035892,40.69583596,-4.277304717,46.24526813,-4.860573542,46.5,-5.346630896,46.5,-15.51488933
355,6.195918845,32.42613742,-2.836919426,35.20552063,-3.080083949,40.76428705,-3.566412993,46.32305346,-4.052742038,46.5,-4.458016242,46.5,-15.53768871
356,6.213372137,32.47070984,-2.27057322,35.25391354,-2.465193782,40.82032094,-2.854434906,46.38672834,-3.243676029,46.5,-3.568043632,46.5,-15.55637341
357,6.23082543,32.50539136,-1.703535376,35.29156776,-1.849552694,40.86392056,-2.141587329,46.43627337,-2.433621965,46.5,-2.676984162,46.5,-15.57092506
358,6.248278722,32.53017142,-1.135978618,35.31847183,-1.233348213,40.89507264,-1.428087405,46.47167346,-1.622826597,46.5,-1.785109256,46.5,-15.58132933
359,6.265732015,32.54504248,-0.56807583,35.33461755,-0.616768043,40.91376769,-0.714152471,46.49291782,-0.811536899,46.5,-0.892690589,46.5,-15.587576
360,6.283185307,32.55,-7.98E-15,35.34,-8.66E-15,40.92,-1.00E-14,46.5,-1.14E-14,46.5,-0.595854659,46.5,-15.5896589
