"Variables ->","GDP","CPI_U","S","RS","GDP_RW","CPI_RW","RS_RW","D4L_CPI_TAR","CPI","L_CPI","L_CPI_RW","L_CPI_U","L_GDP","L_GDP_RW","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_CPI_U","DLA_GDP","DLA_GDP_RW","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_CPI_U","D4L_GDP","D4L_GDP_RW","D4L_S","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP","E_DLA_CPI","MCI","OBS_D4L_CPI_TAR","OBS_DLA_CPI_RW","OBS_L_CPI","OBS_L_GDP","OBS_L_GDP_RW_GAP","OBS_L_S","OBS_RS","OBS_RS_RW","PREM","RMC","RSNEUTRAL","SHK_D4L_CPI_TAR","SHK_DLA_CPI","SHK_DLA_CPI_RW","SHK_DLA_GDP_BAR","SHK_DLA_Z_BAR","SHK_L_GDP_GAP","SHK_L_GDP_RW_GAP","SHK_L_S","SHK_RR_BAR","SHK_RR_RW_BAR","SHK_RS","SHK_RS_RW","a1","a2","a3","b1","b2","b3","b4","e1","g1","g2","g3","rho_D4L_CPI_TAR","rho_DLA_CPI_RW","rho_DLA_GDP_BAR","rho_DLA_Z_BAR","rho_L_GDP_RW_GAP","rho_RR_BAR","rho_RR_RW_BAR","rho_RS_RW","ss_D4L_CPI_TAR","ss_DLA_CPI_RW","ss_DLA_GDP_BAR","ss_DLA_Z_BAR","ss_RR_BAR","ss_RR_RW_BAR"
"2002Q2",6.69214000e+05,7.80400000e+01,2.92600000e+01,3.93000000e+00,1.94584710e+06,9.37000000e+01,3.45000000e+00,3.90000000e+00,7.79688898e+01,4.35630990e+02,5.13894510e+01,4.35722152e+02,1.34138592e+03,1.44812080e+03,3.37622140e+02,-4.66193990e+01,5.99320000e-02,2.26896311e+00,-9.21541429e-01,2.84868000e+00,2.25385263e+00,-2.11661400e+01,-1.89571089e+01,2.17559600e+00,2.03769651e+00,2.26796477e+00,1.84991000e+00,9.56033104e-01,-1.43351430e+01,-1.44730428e+01,3.28557457e+00,1.18103689e+00,7.02369586e-01,2.58320499e+00,-3.13848297e+01,-1.52345694e+01,1.16540895e+00,1.56279394e-02,-2.15684636e+00,-1.53024279e-01,1.34153894e+03,2.84939408e+00,1.44796804e+03,1.52752677e-01,1.44791449e+03,2.06309004e-01,-6.72238290e-01,6.37861430e+00,3.90000000e+00,2.26896311e+00,4.35630990e+02,1.34138592e+03,2.06309004e-01,3.37622140e+02,3.93000000e+00,3.45000000e+00,1.56243772e+00,-4.67748781e+00,1.34679501e+00,9.00000000e-01,-7.57058151e-01,-6.82774546e-01,1.04312456e-01,-4.78397639e-02,1.77968212e+00,1.28001156e-01,-7.05116691e+00,8.72714227e-02,9.30704039e-02,8.50917839e-01,7.51255879e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2002Q3",6.73704000e+05,7.79700000e+01,3.03000000e+01,3.14000000e+00,1.95124120e+06,9.40800000e+01,3.36000000e+00,3.90000000e+00,7.78786639e+01,4.35515202e+02,5.18363657e+01,4.35632414e+02,1.34205461e+03,1.44839762e+03,3.41114771e+02,-4.25640653e+01,-4.63152000e-01,1.61891796e+00,-3.58951373e-01,2.67476000e+00,1.10730946e+00,1.39705240e+01,1.60525940e+01,6.96697000e-01,2.10534092e+00,6.43337268e-01,2.06010000e+00,1.14644674e+00,-1.14918650e+01,-1.00832218e+01,2.73101304e+00,1.74108204e+00,8.16077028e-01,1.91493601e+00,-3.26632416e+01,-9.90082368e+00,1.14761998e+00,5.93462062e-01,-2.19935235e+00,-2.74447615e-01,1.34232906e+03,2.89294299e+00,1.44841961e+03,-2.19818999e-02,1.44836091e+03,3.67187308e-02,-7.52488146e-01,4.31070231e+00,3.90000000e+00,1.61891796e+00,4.35515202e+02,1.34205461e+03,3.67187308e-02,3.41114771e+02,3.14000000e+00,3.36000000e+00,1.72793893e+00,-3.16236044e+00,1.22506399e+00,9.50000000e-01,3.53114131e-01,-5.96252528e-01,5.71220230e-02,-2.59236290e-02,1.17632521e+00,-1.28328472e-01,-2.67313137e+00,7.07969552e-02,3.12277733e-02,4.01991240e-01,4.66924124e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2002Q4",6.78347000e+05,7.74000000e+01,3.16000000e+01,2.74000000e+00,1.95255010e+06,9.45200000e+01,3.11000000e+00,3.80000000e+00,7.78341142e+01,4.35457982e+02,5.23295168e+01,4.34898678e+02,1.34274142e+03,1.44846468e+03,3.45315712e+02,-3.78127532e+01,-2.28880000e-01,1.86638727e+00,-2.93494269e+00,2.74724000e+00,2.68231562e-01,1.68037640e+01,1.88990313e+01,5.39889000e-01,2.23598510e+00,5.31123731e-01,2.38225000e+00,1.05703811e+00,-1.19535900e+00,5.00737685e-01,2.93580883e+00,1.24361273e+00,9.53057743e-01,1.98275109e+00,-3.37112748e+01,-4.10147842e+00,1.05187483e+00,1.91737899e-01,-2.17190201e+00,-2.74413902e-01,1.34301583e+03,2.86598183e+00,1.44886531e+03,-4.00625291e-01,1.44880180e+03,-3.37114650e-01,-1.51135326e-01,2.61836929e+00,3.80000000e+00,1.86638727e+00,4.35457982e+02,1.34274142e+03,-3.37114650e-01,3.45315712e+02,2.74000000e+00,3.11000000e+00,1.93870452e+00,-1.42253326e+00,7.57248912e-01,8.50000000e-01,4.25173649e-01,1.71252902e-01,3.77762169e-02,-1.39058178e-02,8.75436966e-01,-3.66489635e-01,-9.01062511e-01,8.79615871e-02,-2.55461296e-03,5.95474014e-01,-1.61652420e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2003Q1",6.86859000e+05,7.79400000e+01,3.19500000e+01,2.50000000e+00,1.95072350e+06,9.53200000e+01,2.68000000e+00,3.80000000e+00,7.76812945e+01,4.35261449e+02,5.31888557e+01,4.35593930e+02,1.34398843e+03,1.44837109e+03,3.46417218e+02,-3.56553753e+01,-7.86132000e-01,3.37127996e+00,2.78100773e+00,4.98804000e+00,-3.74372964e-01,4.40602400e+00,8.56343596e+00,-3.54558000e-01,2.28138708e+00,-3.58606942e-01,3.31468000e+00,8.13755172e-01,3.50354300e+00,6.13948805e+00,2.95972614e+00,-6.91279960e-01,1.08951782e+00,1.87020832e+00,-3.46002819e+01,-1.05509336e+00,9.50790875e-01,-1.64207083e+00,-2.12662126e+00,-1.01523460e-01,1.34408995e+03,3.03558313e+00,1.44930805e+03,-9.36958364e-01,1.44924028e+03,-8.69190700e-01,-3.60740566e-01,1.62567383e+00,3.80000000e+00,3.37127996e+00,4.35261449e+02,1.34398843e+03,-8.69190700e-01,3.46417218e+02,2.50000000e+00,2.68000000e+00,2.14002396e+00,-3.87594429e-01,6.29791679e-01,9.00000000e-01,-4.40174945e-01,1.47817014e+00,7.93435310e-02,-1.36138805e-02,1.29248418e+00,-5.99498980e-01,-1.54305146e+00,1.00301048e-01,-1.45930577e-02,6.31350399e-01,-6.72414167e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2003Q2",6.92788000e+05,7.80900000e+01,3.15800000e+01,2.41000000e+00,1.95265180e+06,9.55000000e+01,2.36000000e+00,3.70000000e+00,7.79898030e+01,4.35657809e+02,5.34242095e+01,4.35786201e+02,1.34484793e+03,1.44846989e+03,3.45252401e+02,-3.69811985e+01,1.58544000e+00,7.54638102e-01,7.69083106e-01,3.43800000e+00,3.95206714e-01,-4.65926800e+00,-5.49006990e+00,2.68190000e-02,1.90280582e+00,6.40491920e-02,3.46201000e+00,3.49093694e-01,7.63026100e+00,9.50624823e+00,1.87046083e+00,1.60536190e+00,1.11375959e+00,7.56701238e-01,-3.62229483e+01,-7.58250225e-01,8.83609266e-01,7.21752632e-01,-2.23201912e+00,3.43489029e-01,1.34450444e+03,2.86141972e+00,1.44975047e+03,-1.28058389e+00,1.44967926e+03,-1.20937058e+00,1.58772869e+00,7.57165934e-01,3.70000000e+00,7.54638102e-01,4.35657809e+02,1.34484793e+03,-1.20937058e+00,3.45252401e+02,2.41000000e+00,2.36000000e+00,2.31576562e+00,1.29672529e-02,1.65329876e+00,8.00000000e-01,1.65682034e+00,-2.34238587e+00,2.57576601e-02,-2.74081209e-02,1.01584893e+00,-5.14018020e-01,-1.44471730e+00,6.70714347e-02,7.12456211e-06,1.88499228e-01,-1.11649474e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2003Q3",7.00527000e+05,7.79600000e+01,3.18400000e+01,2.12000000e+00,1.96165540e+06,9.59900000e+01,2.14000000e+00,3.60000000e+00,7.78887963e+01,4.35528212e+02,5.39239052e+01,4.35619587e+02,1.34595882e+03,1.44892993e+03,3.46072336e+02,-3.55319708e+01,-5.18388000e-01,2.04710876e+00,-6.66453214e-01,4.44356000e+00,1.84014497e+00,3.27974000e+00,5.84523676e+00,1.30100000e-02,2.00985352e+00,-1.28262682e-02,3.90421000e+00,5.32302570e-01,4.95756500e+00,6.95440872e+00,2.07322403e+00,9.28912400e-02,1.11813869e+00,9.55085334e-01,-3.64523547e+01,9.20383924e-01,8.78952481e-01,-7.86061241e-01,-2.03791557e+00,-9.32985641e-03,1.34596815e+03,3.17333821e+00,1.45019465e+03,-1.26472544e+00,1.45012111e+03,-1.19117860e+00,-9.38161141e-02,3.92444557e-01,3.60000000e+00,2.04710876e+00,4.35528212e+02,1.34595882e+03,-1.19117860e+00,3.46072336e+02,2.12000000e+00,2.14000000e+00,2.16951867e+00,2.69584278e-01,1.16491467e+00,7.50000000e-01,-1.65396802e+00,1.04339828e+00,8.79799819e-02,2.04212449e-03,9.65501054e-01,-2.23682136e-01,-8.21734800e-01,5.48162949e-02,3.00640154e-03,3.00175413e-01,-3.33212248e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2003Q4",7.06623000e+05,7.80300000e+01,3.24100000e+01,2.07000000e+00,1.97567120e+06,9.64300000e+01,2.15000000e+00,3.60000000e+00,7.84511748e+01,4.36247645e+02,5.44073378e+01,4.35709337e+02,1.34682526e+03,1.44964187e+03,3.47846702e+02,-3.39936052e+01,2.87773200e+00,1.82933486e+00,3.58997396e-01,3.46576000e+00,2.84779204e+00,7.09746400e+00,6.04906686e+00,7.89663000e-01,2.00059042e+00,8.10658753e-01,4.08384000e+00,1.17719269e+00,2.53099000e+00,3.74191674e+00,3.12158016e-01,3.20665140e-01,9.98980352e-01,-6.86822336e-01,-3.76565207e+01,3.66291550e+00,7.43026893e-01,-4.22361753e-01,-2.05516073e+00,5.76268367e-01,1.34624899e+03,2.85492412e+00,1.45064184e+03,-9.99968678e-01,1.45056742e+03,-9.25545676e-01,3.08658394e+00,-1.57965029e+00,3.60000000e+00,1.82933486e+00,4.36247645e+02,1.34682526e+03,-9.25545676e-01,3.47846702e+02,2.07000000e+00,2.15000000e+00,2.20008204e+00,1.50226251e+00,2.75682234e+00,8.00000000e-01,2.01417592e+00,-2.08352148e-01,-1.84051321e-02,-7.55903758e-03,2.26298602e-01,2.73972040e-02,1.47895257e+00,6.18812735e-03,-3.44051427e-02,-4.46217274e-01,-7.64723506e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q1",7.13129000e+05,7.97900000e+01,3.28400000e+01,2.06000000e+00,1.98551860e+06,9.69800000e+01,2.06000000e+00,3.50000000e+00,7.95633879e+01,4.37655404e+02,5.49870467e+01,4.37939818e+02,1.34774176e+03,1.45013907e+03,3.49164728e+02,-3.35036293e+01,5.63103600e+00,2.27496606e+00,8.92192608e+00,3.66600000e+00,1.98878030e+00,5.27210400e+00,1.91603406e+00,2.39395500e+00,1.72651194e+00,2.34588834e+00,3.75333000e+00,1.76798101e+00,2.74751000e+00,2.08006747e+00,-1.33593091e+00,-2.14966060e-01,7.59045599e-01,-2.09497651e+00,-3.84303661e+01,4.92673680e+00,5.96677289e-01,-8.11643349e-01,-1.97085656e+00,1.01095044e+00,1.34673081e+03,2.69180361e+00,1.45109252e+03,-9.53450704e-01,1.45101907e+03,-8.80000125e-01,5.59334363e+00,-2.94450460e+00,3.50000000e+00,2.27496606e+00,4.37655404e+02,1.34774176e+03,-8.80000125e-01,3.49164728e+02,2.06000000e+00,2.06000000e+00,2.03905356e+00,2.18568635e+00,4.15497651e+00,7.00000000e-01,1.50148324e+00,4.11498172e-01,-1.49721854e-02,6.19178504e-03,-4.63219485e-02,-1.39563584e-01,2.80386398e+00,-5.57265977e-02,-5.24917639e-02,-1.16250790e+00,-2.34328670e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q2",7.21644000e+05,8.01400000e+01,3.17600000e+01,2.18000000e+00,1.99644830e+06,9.76900000e+01,2.08000000e+00,3.40000000e+00,7.99935549e+01,4.38194607e+02,5.56916601e+01,4.38377511e+02,1.34892872e+03,1.45068803e+03,3.45820764e+02,-3.66821829e+01,2.15681200e+00,2.91777120e+00,1.75076876e+00,4.74784000e+00,2.19584496e+00,-1.33758560e+01,-1.26148968e+01,2.53679800e+00,2.26729522e+00,2.59130975e+00,4.08079000e+00,2.21814057e+00,5.68363000e-01,2.98859915e-01,-1.06373873e+00,-8.37771200e-01,5.87428186e-01,-1.65116692e+00,-3.80378508e+01,1.35566790e+00,6.98057929e-01,-1.53582913e+00,-1.71787687e+00,4.72255944e-01,1.34845646e+03,3.11536952e+00,1.45154653e+03,-8.58499841e-01,1.45147634e+03,-7.88308004e-01,2.30937494e+00,-1.56251721e+00,3.40000000e+00,2.91777120e+00,4.38194607e+02,1.34892872e+03,-7.88308004e-01,3.45820764e+02,2.18000000e+00,2.08000000e+00,1.56367176e+00,7.37279531e-01,3.83116692e+00,6.50000000e-01,-2.62518159e+00,6.97798352e-01,7.76024210e-02,1.20782990e-02,3.46344122e-01,-8.43079040e-02,-9.99341028e-01,-5.14469979e-02,1.75458225e-02,-5.14708164e-01,-2.91165826e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q3",7.33530000e+05,8.04400000e+01,3.16600000e+01,2.59000000e+00,2.00385900e+06,9.81700000e+01,2.12000000e+00,3.40000000e+00,8.03846303e+01,4.38682299e+02,5.61834100e+01,4.38751156e+02,1.35056238e+03,1.45105854e+03,3.45505405e+02,-3.69934840e+01,1.95076800e+00,1.96058802e+00,1.49458388e+00,6.53464000e+00,1.48202784e+00,-1.26143600e+00,-1.25161598e+00,3.15408700e+00,2.24566503e+00,3.13156903e+00,4.60356000e+00,2.12861129e+00,-5.66931000e-01,-1.47535281e+00,-3.75264744e-01,1.59411980e-01,6.49586797e-01,-1.02485154e+00,-3.85275213e+01,1.53403728e+00,6.98558967e-01,-5.39146987e-01,-1.68543921e+00,8.99208857e-01,1.34966317e+03,3.24544282e+00,1.45200313e+03,-9.44588052e-01,1.45193896e+03,-8.80424913e-01,2.12244297e+00,-1.17760726e+00,3.40000000e+00,1.96058802e+00,4.38682299e+02,1.35056238e+03,-8.80424913e-01,3.45505405e+02,2.59000000e+00,2.12000000e+00,1.59937920e+00,1.08965738e+00,3.61485154e+00,7.00000000e-01,-4.13664769e-01,-7.73628940e-01,6.78384499e-02,-2.72067642e-04,9.24611484e-01,-2.49778510e-01,2.96865049e-01,3.66786249e-02,-4.72955351e-03,-1.56753726e-01,-7.58293973e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q4",7.46202000e+05,8.04100000e+01,3.04700000e+01,2.62000000e+00,2.01024250e+06,9.86300000e+01,2.16000000e+00,3.30000000e+00,8.08461138e+01,4.39254752e+02,5.66653710e+01,4.38713855e+02,1.35227516e+03,1.45137659e+03,3.41674259e+02,-4.09151220e+01,2.28981200e+00,1.86992210e+00,-1.49207338e-01,6.85112000e+00,1.27221604e+00,-1.53245840e+01,-1.57444739e+01,3.00710700e+00,2.25581184e+00,3.00451784e+00,5.44990000e+00,1.73471728e+00,-6.17244300e+00,-6.92373691e+00,4.49808353e-01,2.90077900e-01,7.09258747e-01,-2.59450393e-01,-3.96212027e+01,-1.29391936e+00,7.42867024e-01,-4.52789124e-01,-1.79613479e+00,1.39473624e+00,1.35088042e+03,3.38100170e+00,1.45246102e+03,-1.08442896e+00,1.45240618e+03,-1.02959198e+00,2.28337459e+00,2.06560532e-01,3.30000000e+00,1.86992210e+00,4.39254752e+02,1.35227516e+03,-1.02959198e+00,3.41674259e+02,2.62000000e+00,2.16000000e+00,1.70329956e+00,5.88139560e-01,2.87945039e+00,6.00000000e-01,1.21634112e-01,-9.85483160e-02,9.39878137e-02,-2.02574276e-02,1.54973506e+00,-3.25252050e-01,-1.71067101e+00,4.53716139e-02,1.78291739e-02,-2.69085867e-01,-5.85578248e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2005Q1",7.57727000e+05,8.10700000e+01,2.99500000e+01,2.29000000e+00,2.01495700e+06,9.90000000e+01,2.14000000e+00,3.30000000e+00,8.08519465e+01,4.39261966e+02,5.70387067e+01,4.39531298e+02,1.35380784e+03,1.45161084e+03,3.39952932e+02,-4.22703273e+01,2.88560000e-02,1.49775007e+00,3.26977298e+00,6.13072000e+00,9.36997464e-01,-6.88530800e+00,-5.41641393e+00,1.60656200e+00,2.06150785e+00,1.59147957e+00,6.06608000e+00,1.47177158e+00,-9.21179600e+00,-8.75685067e+00,1.16148948e+00,6.42249930e-01,7.69293355e-01,3.92196123e-01,-4.00658132e+01,-2.20451411e+00,8.39033082e-01,-1.96783152e-01,-1.75851130e+00,1.11088844e+00,1.35269695e+03,3.73235650e+00,1.45291834e+03,-1.30749885e+00,1.45287669e+03,-1.26585311e+00,2.44606088e-01,9.35891518e-01,3.30000000e+00,1.49775007e+00,4.39261966e+02,1.35380784e+03,-1.26585311e+00,3.39952932e+02,2.29000000e+00,2.14000000e+00,1.63706931e+00,1.16267675e-01,1.89780388e+00,6.50000000e-01,-1.67064776e+00,-3.98187610e-01,1.30826834e-01,-9.00665844e-03,1.61554440e+00,-4.42179526e-01,-2.04681599e+00,4.77564715e-02,3.34895096e-02,-7.36651148e-02,-5.53566303e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2005Q2",7.73140000e+05,8.13900000e+01,3.00300000e+01,1.85000000e+00,2.02879750e+06,9.96500000e+01,2.12000000e+00,3.20000000e+00,8.12155568e+01,4.39710682e+02,5.77090598e+01,4.39925242e+02,1.35582154e+03,1.45229538e+03,3.40219688e+02,-4.17819342e+01,1.79486400e+00,2.61767861e+00,1.57577454e+00,8.05480000e+00,2.73815911e+00,1.06702400e+00,1.88983861e+00,1.51607500e+00,1.98648470e+00,1.54773101e+00,6.89282000e+00,1.60735011e+00,-5.60107600e+00,-5.13066545e+00,2.99993180e-01,-4.97678610e-01,7.76310135e-01,-4.76316955e-01,-4.13800747e+01,-4.01859429e-01,7.64005483e-01,-1.26168409e+00,-1.87913602e+00,1.89220462e+00,1.35392934e+03,3.74738695e+00,1.45337253e+03,-1.07714948e+00,1.45334854e+03,-1.05316193e+00,2.08649528e+00,-2.12864040e-01,3.20000000e+00,2.61767861e+00,4.39710682e+02,1.35582154e+03,-1.05316193e+00,3.40219688e+02,1.85000000e+00,2.12000000e+00,1.81561346e+00,1.20398540e+00,2.32631696e+00,5.50000000e-01,9.07919135e-01,1.01947855e+00,9.58233518e-02,-1.78956249e-02,1.70264529e+00,-4.04794420e-02,-2.17131109e-01,3.54993707e-02,-1.49326714e-02,-7.55932934e-01,-2.68336819e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2005Q3",7.84625000e+05,8.19400000e+01,2.95500000e+01,1.79000000e+00,2.04146350e+06,1.00450000e+02,2.13000000e+00,3.10000000e+00,8.18843038e+01,4.40530732e+02,5.85199150e+01,4.40598727e+02,1.35729612e+03,1.45291775e+03,3.38608374e+02,-4.34024430e+01,3.28020000e+00,3.19841784e+00,2.69394271e+00,5.89832000e+00,2.48947984e+00,-6.44525600e+00,-6.52703816e+00,1.84843300e+00,2.29594216e+00,1.84757072e+00,6.73374000e+00,1.85921311e+00,-6.89703100e+00,-6.44952187e+00,-3.37785059e-01,-1.06841784e+00,6.97162375e-01,-1.03494743e+00,-4.25293578e+01,-8.73085197e-01,7.08977450e-01,-1.77739529e+00,-1.94068513e+00,2.21849982e+00,1.35507762e+03,3.68830710e+00,1.45382022e+03,-9.02470706e-01,1.45381899e+03,-9.01236224e-01,3.40722024e+00,-4.62537645e-01,3.10000000e+00,3.19841784e+00,4.40530732e+02,1.35729612e+03,-9.01236224e-01,3.38608374e+02,1.79000000e+00,2.13000000e+00,1.84073303e+00,1.29102431e+00,2.82494743e+00,5.00000000e-01,7.43424267e-01,7.04274952e-01,6.83063376e-02,-1.52458289e-02,1.19755936e+00,-5.87066800e-02,-4.64032221e-01,-2.00753418e-03,-1.39850330e-02,-8.44354674e-01,-3.47479058e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2005Q4",7.97968000e+05,8.23300000e+01,2.90100000e+01,2.11000000e+00,2.05501840e+06,1.00890000e+02,2.34000000e+00,3.00000000e+00,8.27938227e+01,4.41635345e+02,5.89662189e+01,4.41073556e+02,1.35898238e+03,1.45357954e+03,3.36764060e+02,-4.59050661e+01,4.41845200e+00,1.74828926e+00,1.89931568e+00,6.74504000e+00,2.64713963e+00,-7.37725600e+00,-1.00474187e+01,2.38059300e+00,2.26553395e+00,2.35970148e+00,6.70722000e+00,2.20294401e+00,-4.91019900e+00,-5.02525908e+00,-1.32981155e+00,5.91710740e-01,6.23931369e-01,-1.95374292e+00,-4.36338134e+01,-2.27125267e+00,7.27563577e-01,-1.35852837e-01,-1.97725804e+00,2.66316742e+00,1.35631921e+03,3.69088627e+00,1.45425737e+03,-6.77834187e-01,1.45428463e+03,-7.05090545e-01,4.26573020e+00,-6.86244244e-01,3.00000000e+00,1.74828926e+00,4.41635345e+02,1.35898238e+03,-7.05090545e-01,3.36764060e+02,2.11000000e+00,2.34000000e+00,1.77817423e+00,1.18284139e+00,4.06374292e+00,4.50000000e-01,6.06024660e-01,-1.21044501e+00,7.85329553e-02,-1.35375894e-02,1.29013623e+00,1.58984342e-02,-2.74703607e-01,-6.44615737e-03,9.42552517e-03,-9.73518028e-01,1.40829433e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2006Q1",8.15217000e+05,8.33700000e+01,2.86000000e+01,2.07000000e+00,2.07349280e+06,1.01300000e+02,2.61000000e+00,3.00000000e+00,8.31592693e+01,4.42075768e+02,5.93676285e+01,4.42328853e+02,1.36112096e+03,1.45447451e+03,3.35340672e+02,-4.73674675e+01,1.76169200e+00,1.62223873e+00,5.02118844e+00,8.55432000e+00,3.57989065e+00,-5.69355200e+00,-5.83300527e+00,2.81380200e+00,2.29665611e+00,2.79755534e+00,7.31312000e+00,2.86366731e+00,-4.61226000e+00,-5.12940607e+00,-7.76021550e-01,9.87761270e-01,5.72443204e-01,-1.34846475e+00,-4.38411633e+01,-3.52630421e+00,8.58333255e-01,1.29428015e-01,-1.84144500e+00,2.63242089e+00,1.35848854e+03,4.09777763e+00,1.45467937e+03,-2.04859479e-01,1.45474150e+03,-2.66988127e-01,1.92374220e+00,1.13965935e-01,3.00000000e+00,1.62223873e+00,4.42075768e+02,1.36112096e+03,-2.66988127e-01,3.35340672e+02,2.07000000e+00,2.61000000e+00,1.48726595e+00,7.84803362e-01,3.41846475e+00,5.00000000e-01,-2.06530773e+00,-1.76392678e-01,1.46353186e-01,-5.54606776e-04,1.58547650e+00,2.97084309e-01,-1.21199381e+00,-6.46187596e-03,4.34354363e-02,-8.06237732e-01,2.41885603e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2006Q2",8.28501000e+05,8.37800000e+01,2.85000000e+01,2.13000000e+00,2.09700900e+06,1.02090000e+02,2.89000000e+00,3.00000000e+00,8.35608016e+01,4.42557453e+02,6.01469577e+01,4.42819432e+02,1.36273733e+03,1.45560226e+03,3.34990409e+02,-4.74200863e+01,1.92674000e+00,3.10734637e+00,1.96231324e+00,6.46548000e+00,4.51100618e+00,-1.40105200e+00,-2.20445630e-01,2.84677100e+00,2.41907305e+00,2.89419002e+00,6.91579000e+00,3.30687908e+00,-5.22927900e+00,-5.65697783e+00,-4.59693717e-01,-2.17346370e-01,5.08406203e-01,-9.68099920e-01,-4.45141348e+01,-2.90595151e+00,8.61030605e-01,-1.07837698e+00,-1.82108223e+00,2.82899011e+00,1.35990834e+03,4.03291999e+00,1.45508118e+03,5.21075821e-01,1.45518519e+03,4.17066793e-01,2.25189087e+00,1.94115509e-01,3.00000000e+00,3.10734637e+00,4.42557453e+02,1.36273733e+03,4.17066793e-01,3.34990409e+02,2.13000000e+00,2.89000000e+00,1.40424138e+00,1.10850762e+00,3.09809992e+00,5.00000000e-01,-2.03713185e-01,1.40955539e+00,6.72599965e-02,-6.77064915e-03,9.02011280e-01,6.30657295e-01,-5.37094096e-01,-1.60377358e-02,1.08352948e-02,-7.25038066e-01,8.32460499e-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
