fips,place name,gid,name_1,name_2
37135,Orange County,USA.34.68_1,North Carolina,Orange
37137,Pamlico County,USA.34.69_1,North Carolina,Pamlico
37139,Pasquotank County,USA.34.70_1,North Carolina,Pasquotank
37141,Pender County,USA.34.71_1,North Carolina,Pender
37143,Perquimans County,USA.34.72_1,North Carolina,Perquimans
37145,Person County,USA.34.73_1,North Carolina,Person
37147,Pitt County,USA.34.74_1,North Carolina,Pitt
37149,Polk County,USA.34.75_1,North Carolina,Polk
37151,Randolph County,USA.34.76_1,North Carolina,Randolph
37153,Richmond County,USA.34.77_1,North Carolina,Richmond
37155,Robeson County,USA.34.78_1,North Carolina,Robeson
37157,Rockingham County,USA.34.79_1,North Carolina,Rockingham
37159,Rowan County,USA.34.80_1,North Carolina,Rowan
37161,Rutherford County,USA.34.81_1,North Carolina,Rutherford
37163,Sampson County,USA.34.82_1,North Carolina,Sampson
37165,Scotland County,USA.34.83_1,North Carolina,Scotland
37167,Stanly County,USA.34.84_1,North Carolina,Stanly
37169,Stokes County,USA.34.85_1,North Carolina,Stokes
37171,Surry County,USA.34.86_1,North Carolina,Surry
37173,Swain County,USA.34.87_1,North Carolina,Swain
37175,Transylvania County,USA.34.88_1,North Carolina,Transylvania
37177,Tyrrell County,USA.34.89_1,North Carolina,Tyrrell
37179,Union County,USA.34.90_1,North Carolina,Union
37181,Vance County,USA.34.91_1,North Carolina,Vance
37183,Wake County,USA.34.92_1,North Carolina,Wake
37185,Warren County,USA.34.93_1,North Carolina,Warren
37187,Washington County,USA.34.94_1,North Carolina,Washington
37189,Watauga County,USA.34.95_1,North Carolina,Watauga
37191,Wayne County,USA.34.96_1,North Carolina,Wayne
37193,Wilkes County,USA.34.97_1,North Carolina,Wilkes
37195,Wilson County,USA.34.98_1,North Carolina,Wilson
37197,Yadkin County,USA.34.99_1,North Carolina,Yadkin
37199,Yancey County,USA.34.100_1,North Carolina,Yancey
38001,Adams County,USA.35.1_1,North Dakota,Adams
38003,Barnes County,USA.35.2_1,North Dakota,Barnes
38005,Benson County,USA.35.3_1,North Dakota,Benson
38007,Billings County,USA.35.4_1,North Dakota,Billings
38009,Bottineau County,USA.35.5_1,North Dakota,Bottineau
38011,Bowman County,USA.35.6_1,North Dakota,Bowman
38013,Burke County,USA.35.7_1,North Dakota,Burke
38015,Burleigh County,USA.35.8_1,North Dakota,Burleigh
38017,Cass County,USA.35.9_1,North Dakota,Cass
38019,Cavalier County,USA.35.10_1,North Dakota,Cavalier
38021,Dickey County,USA.35.11_1,North Dakota,Dickey
38023,Divide County,USA.35.12_1,North Dakota,Divide
38025,Dunn County,USA.35.13_1,North Dakota,Dunn
38027,Eddy County,USA.35.14_1,North Dakota,Eddy
38029,Emmons County,USA.35.15_1,North Dakota,Emmons
38031,Foster County,USA.35.16_1,North Dakota,Foster
38033,Golden Valley County,USA.35.17_1,North Dakota,Golden Valley
38035,Grand Forks County,USA.35.18_1,North Dakota,Grand Forks
38037,Grant County,USA.35.19_1,North Dakota,Grant
38039,Griggs County,USA.35.20_1,North Dakota,Griggs
38041,Hettinger County,USA.35.21_1,North Dakota,Hettinger
38043,Kidder County,USA.35.22_1,North Dakota,Kidder
38045,LaMoure County,USA.35.23_1,North Dakota,Lamoure
38047,Logan County,USA.35.24_1,North Dakota,Logan
38049,McHenry County,USA.35.25_1,North Dakota,McHenry
38051,McIntosh County,USA.35.26_1,North Dakota,McIntosh
38053,McKenzie County,USA.35.27_1,North Dakota,McKenzie
38055,McLean County,USA.35.28_1,North Dakota,McLean
38057,Mercer County,USA.35.29_1,North Dakota,Mercer
38059,Morton County,USA.35.30_1,North Dakota,Morton
38061,Mountrail County,USA.35.31_1,North Dakota,Mountrail
38063,Nelson County,USA.35.32_1,North Dakota,Nelson
38065,Oliver County,USA.35.33_1,North Dakota,Oliver
38067,Pembina County,USA.35.34_1,North Dakota,Pembina
38069,Pierce County,USA.35.35_1,North Dakota,Pierce
38071,Ramsey County,USA.35.36_1,North Dakota,Ramsey
38073,Ransom County,USA.35.37_1,North Dakota,Ransom
38075,Renville County,USA.35.38_1,North Dakota,Renville
38077,Richland County,USA.35.39_1,North Dakota,Richland
38079,Rolette County,USA.35.40_1,North Dakota,Rolette
38081,Sargent County,USA.35.41_1,North Dakota,Sargent
38083,Sheridan County,USA.35.42_1,North Dakota,Sheridan
38085,Sioux County,USA.35.43_1,North Dakota,Sioux
38087,Slope County,USA.35.44_1,North Dakota,Slope
38089,Stark County,USA.35.45_1,North Dakota,Stark
38091,Steele County,USA.35.46_1,North Dakota,Steele
38093,Stutsman County,USA.35.47_1,North Dakota,Stutsman
38095,Towner County,USA.35.48_1,North Dakota,Towner
38097,Traill County,USA.35.49_1,North Dakota,Traill
38099,Walsh County,USA.35.50_1,North Dakota,Walsh
38101,Ward County,USA.35.51_1,North Dakota,Ward
38103,Wells County,USA.35.52_1,North Dakota,Wells
38105,Williams County,USA.35.53_1,North Dakota,Williams
39001,Adams County,USA.36.1_1,Ohio,Adams
39003,Allen County,USA.36.2_1,Ohio,Allen
39005,Ashland County,USA.36.3_1,Ohio,Ashland
39007,Ashtabula County,USA.36.4_1,Ohio,Ashtabula
39009,Athens County,USA.36.5_1,Ohio,Athens
39011,Auglaize County,USA.36.6_1,Ohio,Auglaize
39013,Belmont County,USA.36.7_1,Ohio,Belmont
39015,Brown County,USA.36.8_1,Ohio,Brown
39017,Butler County,USA.36.9_1,Ohio,Butler
39019,Carroll County,USA.36.10_1,Ohio,Carroll
39021,Champaign County,USA.36.11_1,Ohio,Champaign
39023,Clark County,USA.36.12_1,Ohio,Clark
39025,Clermont County,USA.36.13_1,Ohio,Clermont
39027,Clinton County,USA.36.14_1,Ohio,Clinton
39029,Columbiana County,USA.36.15_1,Ohio,Columbiana
39031,Coshocton County,USA.36.16_1,Ohio,Coshocton
39033,Crawford County,USA.36.17_1,Ohio,Crawford
39035,Cuyahoga County,USA.36.18_1,Ohio,Cuyahoga
39037,Darke County,USA.36.19_1,Ohio,Darke
39039,Defiance County,USA.36.20_1,Ohio,Defiance
39041,Delaware County,USA.36.21_1,Ohio,Delaware
39043,Erie County,USA.36.22_1,Ohio,Erie
39045,Fairfield County,USA.36.23_1,Ohio,Fairfield
39047,Fayette County,USA.36.24_1,Ohio,Fayette
39049,Franklin County,USA.36.25_1,Ohio,Franklin
39051,Fulton County,USA.36.26_1,Ohio,Fulton
39053,Gallia County,USA.36.27_1,Ohio,Gallia
39055,Geauga County,USA.36.28_1,Ohio,Geauga
39057,Greene County,USA.36.29_1,Ohio,Greene
39059,Guernsey County,USA.36.30_1,Ohio,Guernsey
39061,Hamilton County,USA.36.31_1,Ohio,Hamilton
39063,Hancock County,USA.36.32_1,Ohio,Hancock
39065,Hardin County,USA.36.33_1,Ohio,Hardin
39067,Harrison County,USA.36.34_1,Ohio,Harrison
39069,Henry County,USA.36.35_1,Ohio,Henry
39071,Highland County,USA.36.36_1,Ohio,Highland
39073,Hocking County,USA.36.37_1,Ohio,Hocking
39075,Holmes County,USA.36.38_1,Ohio,Holmes
39077,Huron County,USA.36.39_1,Ohio,Huron
39079,Jackson County,USA.36.40_1,Ohio,Jackson
39081,Jefferson County,USA.36.41_1,Ohio,Jefferson
39083,Knox County,USA.36.42_1,Ohio,Knox
39085,Lake County,USA.36.43_1,Ohio,Lake
39087,Lawrence County,USA.36.45_1,Ohio,Lawrence
39089,Licking County,USA.36.46_1,Ohio,Licking
39091,Logan County,USA.36.47_1,Ohio,Logan
39093,Lorain County,USA.36.48_1,Ohio,Lorain
39095,Lucas County,USA.36.49_1,Ohio,Lucas
39097,Madison County,USA.36.50_1,Ohio,Madison
39099,Mahoning County,USA.36.51_1,Ohio,Mahoning
39101,Marion County,USA.36.52_1,Ohio,Marion
39103,Medina County,USA.36.53_1,Ohio,Medina
39105,Meigs County,USA.36.54_1,Ohio,Meigs
39107,Mercer County,USA.36.55_1,Ohio,Mercer
39109,Miami County,USA.36.56_1,Ohio,Miami
39111,Monroe County,USA.36.57_1,Ohio,Monroe
39113,Montgomery County,USA.36.58_1,Ohio,Montgomery
39115,Morgan County,USA.36.59_1,Ohio,Morgan
39117,Morrow County,USA.36.60_1,Ohio,Morrow
39119,Muskingum County,USA.36.61_1,Ohio,Muskingum
39121,Noble County,USA.36.62_1,Ohio,Noble
39123,Ottawa County,USA.36.63_1,Ohio,Ottawa
39125,Paulding County,USA.36.64_1,Ohio,Paulding
39127,Perry County,USA.36.65_1,Ohio,Perry
39129,Pickaway County,USA.36.66_1,Ohio,Pickaway
39131,Pike County,USA.36.67_1,Ohio,Pike
39133,Portage County,USA.36.68_1,Ohio,Portage
39135,Preble County,USA.36.69_1,Ohio,Preble
39137,Putnam County,USA.36.70_1,Ohio,Putnam
39139,Richland County,USA.36.71_1,Ohio,Richland
39141,Ross County,USA.36.72_1,Ohio,Ross
39143,Sandusky County,USA.36.73_1,Ohio,Sandusky
39145,Scioto County,USA.36.74_1,Ohio,Scioto
39147,Seneca County,USA.36.75_1,Ohio,Seneca
39149,Shelby County,USA.36.76_1,Ohio,Shelby
39151,Stark County,USA.36.77_1,Ohio,Stark
39153,Summit County,USA.36.78_1,Ohio,Summit
39155,Trumbull County,USA.36.79_1,Ohio,Trumbull
39157,Tuscarawas County,USA.36.80_1,Ohio,Tuscarawas
39159,Union County,USA.36.81_1,Ohio,Union
39161,Van Wert County,USA.36.82_1,Ohio,Van Wert
39163,Vinton County,USA.36.83_1,Ohio,Vinton
39165,Warren County,USA.36.84_1,Ohio,Warren
39167,Washington County,USA.36.85_1,Ohio,Washington
39169,Wayne County,USA.36.86_1,Ohio,Wayne
39171,Williams County,USA.36.87_1,Ohio,Williams
39173,Wood County,USA.36.88_1,Ohio,Wood
39175,Wyandot County,USA.36.89_1,Ohio,Wyandot
40001,Adair County,USA.37.1_1,Oklahoma,Adair
40003,Alfalfa County,USA.37.2_1,Oklahoma,Alfalfa
40005,Atoka County,USA.37.3_1,Oklahoma,Atoka
40007,Beaver County,USA.37.4_1,Oklahoma,Beaver
40009,Beckham County,USA.37.5_1,Oklahoma,Beckham
40011,Blaine County,USA.37.6_1,Oklahoma,Blaine
40013,Bryan County,USA.37.7_1,Oklahoma,Bryan
40015,Caddo County,USA.37.8_1,Oklahoma,Caddo
40017,Canadian County,USA.37.9_1,Oklahoma,Canadian
40019,Carter County,USA.37.10_1,Oklahoma,Carter
40021,Cherokee County,USA.37.11_1,Oklahoma,Cherokee
40023,Choctaw County,USA.37.12_1,Oklahoma,Choctaw
40025,Cimarron County,USA.37.13_1,Oklahoma,Cimarron
40027,Cleveland County,USA.37.14_1,Oklahoma,Cleveland
40029,Coal County,USA.37.15_1,Oklahoma,Coal
40031,Comanche County,USA.37.16_1,Oklahoma,Comanche
40033,Cotton County,USA.37.17_1,Oklahoma,Cotton
40035,Craig County,USA.37.18_1,Oklahoma,Craig
40037,Creek County,USA.37.19_1,Oklahoma,Creek
40039,Custer County,USA.37.20_1,Oklahoma,Custer
40041,Delaware County,USA.37.21_1,Oklahoma,Delaware
40043,Dewey County,USA.37.22_1,Oklahoma,Dewey
40045,Ellis County,USA.37.23_1,Oklahoma,Ellis
40047,Garfield County,USA.37.24_1,Oklahoma,Garfield
40049,Garvin County,USA.37.25_1,Oklahoma,Garvin
40051,Grady County,USA.37.26_1,Oklahoma,Grady
40053,Grant County,USA.37.27_1,Oklahoma,Grant
40055,Greer County,USA.37.28_1,Oklahoma,Greer
40057,Harmon County,USA.37.29_1,Oklahoma,Harmon
40059,Harper County,USA.37.30_1,Oklahoma,Harper
40061,Haskell County,USA.37.31_1,Oklahoma,Haskell
40063,Hughes County,USA.37.32_1,Oklahoma,Hughes
40065,Jackson County,USA.37.33_1,Oklahoma,Jackson
40067,Jefferson County,USA.37.34_1,Oklahoma,Jefferson
40069,Johnston County,USA.37.35_1,Oklahoma,Johnston
40071,Kay County,USA.37.36_1,Oklahoma,Kay
40073,Kingfisher County,USA.37.37_1,Oklahoma,Kingfisher
40075,Kiowa County,USA.37.38_1,Oklahoma,Kiowa
40077,Latimer County,USA.37.39_1,Oklahoma,Latimer
40079,Le Flore County,USA.37.40_1,Oklahoma,Le Flore
40081,Lincoln County,USA.37.41_1,Oklahoma,Lincoln
40083,Logan County,USA.37.42_1,Oklahoma,Logan
40085,Love County,USA.37.43_1,Oklahoma,Love
40087,McClain County,USA.37.47_1,Oklahoma,McClain
40089,McCurtain County,USA.37.48_1,Oklahoma,McCurtain
40091,McIntosh County,USA.37.49_1,Oklahoma,McIntosh
40093,Major County,USA.37.44_1,Oklahoma,Major
40095,Marshall County,USA.37.45_1,Oklahoma,Marshall
40097,Mayes County,USA.37.46_1,Oklahoma,Mayes
40099,Murray County,USA.37.50_1,Oklahoma,Murray
40101,Muskogee County,USA.37.51_1,Oklahoma,Muskogee
40103,Noble County,USA.37.52_1,Oklahoma,Noble
40105,Nowata County,USA.37.53_1,Oklahoma,Nowata
40107,Okfuskee County,USA.37.54_1,Oklahoma,Okfuskee
40109,Oklahoma County,USA.37.55_1,Oklahoma,Oklahoma
40111,Okmulgee County,USA.37.56_1,Oklahoma,Okmulgee
40113,Osage County,USA.37.57_1,Oklahoma,Osage
40115,Ottawa County,USA.37.58_1,Oklahoma,Ottawa
40117,Pawnee County,USA.37.59_1,Oklahoma,Pawnee
40119,Payne County,USA.37.60_1,Oklahoma,Payne
40121,Pittsburg County,USA.37.61_1,Oklahoma,Pittsburg
40123,Pontotoc County,USA.37.62_1,Oklahoma,Pontotoc
40125,Pottawatomie County,USA.37.63_1,Oklahoma,Pottawatomie
40127,Pushmataha County,USA.37.64_1,Oklahoma,Pushmataha
40129,Roger Mills County,USA.37.65_1,Oklahoma,Roger Mills
40131,Rogers County,USA.37.66_1,Oklahoma,Rogers
40133,Seminole County,USA.37.67_1,Oklahoma,Seminole
40135,Sequoyah County,USA.37.68_1,Oklahoma,Sequoyah
40137,Stephens County,USA.37.69_1,Oklahoma,Stephens
40139,Texas County,USA.37.70_1,Oklahoma,Texas
40141,Tillman County,USA.37.71_1,Oklahoma,Tillman
40143,Tulsa County,USA.37.72_1,Oklahoma,Tulsa
40145,Wagoner County,USA.37.73_1,Oklahoma,Wagoner
40147,Washington County,USA.37.74_1,Oklahoma,Washington
40149,Washita County,USA.37.75_1,Oklahoma,Washita
40151,Woods County,USA.37.76_1,Oklahoma,Woods
40153,Woodward County,USA.37.77_1,Oklahoma,Woodward
41001,Baker County,USA.38.1_1,Oregon,Baker
41003,Benton County,USA.38.2_1,Oregon,Benton
41005,Clackamas County,USA.38.3_1,Oregon,Clackamas
41007,Clatsop County,USA.38.4_1,Oregon,Clatsop
41009,Columbia County,USA.38.5_1,Oregon,Columbia
41011,Coos County,USA.38.6_1,Oregon,Coos
41013,Crook County,USA.38.7_1,Oregon,Crook
41015,Curry County,USA.38.8_1,Oregon,Curry
41017,Deschutes County,USA.38.9_1,Oregon,Deschutes
41019,Douglas County,USA.38.10_1,Oregon,Douglas
41021,Gilliam County,USA.38.11_1,Oregon,Gilliam
41023,Grant County,USA.38.12_1,Oregon,Grant
41025,Harney County,USA.38.13_1,Oregon,Harney
41027,Hood River County,USA.38.14_1,Oregon,Hood River
41029,Jackson County,USA.38.15_1,Oregon,Jackson
41031,Jefferson County,USA.38.16_1,Oregon,Jefferson
41033,Josephine County,USA.38.17_1,Oregon,Josephine
41035,Klamath County,USA.38.18_1,Oregon,Klamath
41037,Lake County,USA.38.19_1,Oregon,Lake
41039,Lane County,USA.38.20_1,Oregon,Lane
41041,Lincoln County,USA.38.21_1,Oregon,Lincoln
41043,Linn County,USA.38.22_1,Oregon,Linn
41045,Malheur County,USA.38.23_1,Oregon,Malheur
41047,Marion County,USA.38.24_1,Oregon,Marion
41049,Morrow County,USA.38.25_1,Oregon,Morrow
41051,Multnomah County,USA.38.26_1,Oregon,Multnomah
41053,Polk County,USA.38.27_1,Oregon,Polk
41055,Sherman County,USA.38.28_1,Oregon,Sherman
41057,Tillamook County,USA.38.29_1,Oregon,Tillamook
41059,Umatilla County,USA.38.30_1,Oregon,Umatilla
41061,Union County,USA.38.31_1,Oregon,Union
41063,Wallowa County,USA.38.32_1,Oregon,Wallowa
41065,Wasco County,USA.38.33_1,Oregon,Wasco
41067,Washington County,USA.38.34_1,Oregon,Washington
41069,Wheeler County,USA.38.35_1,Oregon,Wheeler
41071,Yamhill County,USA.38.36_1,Oregon,Yamhill
42001,Adams County,USA.39.1_1,Pennsylvania,Adams
42003,Allegheny County,USA.39.2_1,Pennsylvania,Allegheny
42005,Armstrong County,USA.39.3_1,Pennsylvania,Armstrong
42007,Beaver County,USA.39.4_1,Pennsylvania,Beaver
42009,Bedford County,USA.39.5_1,Pennsylvania,Bedford
42011,Berks County,USA.39.6_1,Pennsylvania,Berks
42013,Blair County,USA.39.7_1,Pennsylvania,Blair
42015,Bradford County,USA.39.8_1,Pennsylvania,Bradford
42017,Bucks County,USA.39.9_1,Pennsylvania,Bucks
42019,Butler County,USA.39.10_1,Pennsylvania,Butler
42021,Cambria County,USA.39.11_1,Pennsylvania,Cambria
42023,Cameron County,USA.39.12_1,Pennsylvania,Cameron
42025,Carbon County,USA.39.13_1,Pennsylvania,Carbon
42027,Centre County,USA.39.14_1,Pennsylvania,Centre
42029,Chester County,USA.39.15_1,Pennsylvania,Chester
42031,Clarion County,USA.39.16_1,Pennsylvania,Clarion
42033,Clearfield County,USA.39.17_1,Pennsylvania,Clearfield
42035,Clinton County,USA.39.18_1,Pennsylvania,Clinton
42037,Columbia County,USA.39.19_1,Pennsylvania,Columbia
42039,Crawford County,USA.39.20_1,Pennsylvania,Crawford
42041,Cumberland County,USA.39.21_1,Pennsylvania,Cumberland
42043,Dauphin County,USA.39.22_1,Pennsylvania,Dauphin
42045,Delaware County,USA.39.23_1,Pennsylvania,Delaware
42047,Elk County,USA.39.24_1,Pennsylvania,Elk
42049,Erie County,USA.39.25_1,Pennsylvania,Erie
42051,Fayette County,USA.39.26_1,Pennsylvania,Fayette
42053,Forest County,USA.39.27_1,Pennsylvania,Forest
42055,Franklin County,USA.39.28_1,Pennsylvania,Franklin
42057,Fulton County,USA.39.29_1,Pennsylvania,Fulton
42059,Greene County,USA.39.30_1,Pennsylvania,Greene
42061,Huntingdon County,USA.39.31_1,Pennsylvania,Huntingdon
42063,Indiana County,USA.39.32_1,Pennsylvania,Indiana
42065,Jefferson County,USA.39.33_1,Pennsylvania,Jefferson
42067,Juniata County,USA.39.34_1,Pennsylvania,Juniata
42069,Lackawanna County,USA.39.35_1,Pennsylvania,Lackawanna
42071,Lancaster County,USA.39.36_1,Pennsylvania,Lancaster
42073,Lawrence County,USA.39.37_1,Pennsylvania,Lawrence
42075,Lebanon County,USA.39.38_1,Pennsylvania,Lebanon
42077,Lehigh County,USA.39.39_1,Pennsylvania,Lehigh
42079,Luzerne County,USA.39.40_1,Pennsylvania,Luzerne
42081,Lycoming County,USA.39.41_1,Pennsylvania,Lycoming
42083,Mc Kean County,USA.39.42_1,Pennsylvania,Mc Kean
42085,Mercer County,USA.39.43_1,Pennsylvania,Mercer
42087,Mifflin County,USA.39.44_1,Pennsylvania,Mifflin
42089,Monroe County,USA.39.45_1,Pennsylvania,Monroe
42091,Montgomery County,USA.39.46_1,Pennsylvania,Montgomery
42093,Montour County,USA.39.47_1,Pennsylvania,Montour
42095,Northampton County,USA.39.48_1,Pennsylvania,Northampton
42097,Northumberland County,USA.39.49_1,Pennsylvania,Northumberland
42099,Perry County,USA.39.50_1,Pennsylvania,Perry
42101,Philadelphia County,USA.39.51_1,Pennsylvania,Philadelphia
42103,Pike County,USA.39.52_1,Pennsylvania,Pike
42105,Potter County,USA.39.53_1,Pennsylvania,Potter
42107,Schuylkill County,USA.39.54_1,Pennsylvania,Schuylkill
42109,Snyder County,USA.39.55_1,Pennsylvania,Snyder
42111,Somerset County,USA.39.56_1,Pennsylvania,Somerset
42113,Sullivan County,USA.39.57_1,Pennsylvania,Sullivan
42115,Susquehanna County,USA.39.58_1,Pennsylvania,Susquehanna
42117,Tioga County,USA.39.59_1,Pennsylvania,Tioga
42119,Union County,USA.39.60_1,Pennsylvania,Union
42121,Venango County,USA.39.61_1,Pennsylvania,Venango
42123,Warren County,USA.39.62_1,Pennsylvania,Warren
42125,Washington County,USA.39.63_1,Pennsylvania,Washington
42127,Wayne County,USA.39.64_1,Pennsylvania,Wayne
42129,Westmoreland County,USA.39.65_1,Pennsylvania,Westmoreland
42131,Wyoming County,USA.39.66_1,Pennsylvania,Wyoming
42133,York County,USA.39.67_1,Pennsylvania,York
44001,Bristol County,USA.40.1_1,Rhode Island,Bristol
44003,Kent County,USA.40.2_1,Rhode Island,Kent
44005,Newport County,USA.40.3_1,Rhode Island,Newport
44007,Providence County,USA.40.4_1,Rhode Island,Providence
44009,Washington County,USA.40.5_1,Rhode Island,Washington
45001,Abbeville County,USA.41.1_1,South Carolina,Abbeville
45003,Aiken County,USA.41.2_1,South Carolina,Aiken
45005,Allendale County,USA.41.3_1,South Carolina,Allendale
45007,Anderson County,USA.41.4_1,South Carolina,Anderson
45009,Bamberg County,USA.41.5_1,South Carolina,Bamberg
45011,Barnwell County,USA.41.6_1,South Carolina,Barnwell
45013,Beaufort County,USA.41.7_1,South Carolina,Beaufort
45015,Berkeley County,USA.41.8_1,South Carolina,Berkeley
45017,Calhoun County,USA.41.9_1,South Carolina,Calhoun
45019,Charleston County,USA.41.10_1,South Carolina,Charleston
45021,Cherokee County,USA.41.11_1,South Carolina,Cherokee
45023,Chester County,USA.41.12_1,South Carolina,Chester
45025,Chesterfield County,USA.41.13_1,South Carolina,Chesterfield
45027,Clarendon County,USA.41.14_1,South Carolina,Clarendon
45029,Colleton County,USA.41.15_1,South Carolina,Colleton
45031,Darlington County,USA.41.16_1,South Carolina,Darlington
45033,Dillon County,USA.41.17_1,South Carolina,Dillon
45035,Dorchester County,USA.41.18_1,South Carolina,Dorchester
45037,Edgefield County,USA.41.19_1,South Carolina,Edgefield
45039,Fairfield County,USA.41.20_1,South Carolina,Fairfield
45041,Florence County,USA.41.21_1,South Carolina,Florence
45043,Georgetown County,USA.41.22_1,South Carolina,Georgetown
45045,Greenville County,USA.41.23_1,South Carolina,Greenville
45047,Greenwood County,USA.41.24_1,South Carolina,Greenwood
45049,Hampton County,USA.41.25_1,South Carolina,Hampton
45051,Horry County,USA.41.26_1,South Carolina,Horry
45053,Jasper County,USA.41.27_1,South Carolina,Jasper
45055,Kershaw County,USA.41.28_1,South Carolina,Kershaw
45057,Lancaster County,USA.41.29_1,South Carolina,Lancaster
45059,Laurens County,USA.41.30_1,South Carolina,Laurens
45061,Lee County,USA.41.31_1,South Carolina,Lee
45063,Lexington County,USA.41.32_1,South Carolina,Lexington
45065,McCormick County,USA.41.35_1,South Carolina,McCormick
45067,Marion County,USA.41.33_1,South Carolina,Marion
45069,Marlboro County,USA.41.34_1,South Carolina,Marlboro
45071,Newberry County,USA.41.36_1,South Carolina,Newberry
45073,Oconee County,USA.41.37_1,South Carolina,Oconee
45075,Orangeburg County,USA.41.38_1,South Carolina,Orangeburg
45077,Pickens County,USA.41.39_1,South Carolina,Pickens
45079,Richland County,USA.41.40_1,South Carolina,Richland
45081,Saluda County,USA.41.41_1,South Carolina,Saluda
45083,Spartanburg County,USA.41.42_1,South Carolina,Spartanburg
45085,Sumter County,USA.41.43_1,South Carolina,Sumter
45087,Union County,USA.41.44_1,South Carolina,Union
45089,Williamsburg County,USA.41.45_1,South Carolina,Williamsburg
45091,York County,USA.41.46_1,South Carolina,York
46003,Aurora County,USA.42.1_1,South Dakota,Aurora
46005,Beadle County,USA.42.2_1,South Dakota,Beadle
46007,Bennett County,USA.42.3_1,South Dakota,Bennett
46009,Bon Homme County,USA.42.4_1,South Dakota,Bon Homme
46011,Brookings County,USA.42.5_1,South Dakota,Brookings
46013,Brown County,USA.42.6_1,South Dakota,Brown
46015,Brule County,USA.42.7_1,South Dakota,Brule
46017,Buffalo County,USA.42.8_1,South Dakota,Buffalo
46019,Butte County,USA.42.9_1,South Dakota,Butte
46021,Campbell County,USA.42.10_1,South Dakota,Campbell
46023,Charles Mix County,USA.42.11_1,South Dakota,Charles Mix
46025,Clark County,USA.42.12_1,South Dakota,Clark
46027,Clay County,USA.42.13_1,South Dakota,Clay
46029,Codington County,USA.42.14_1,South Dakota,Codington
46031,Corson County,USA.42.15_1,South Dakota,Corson
46033,Custer County,USA.42.16_1,South Dakota,Custer
46035,Davison County,USA.42.17_1,South Dakota,Davison
46037,Day County,USA.42.18_1,South Dakota,Day
46039,Deuel County,USA.42.19_1,South Dakota,Deuel
46041,Dewey County,USA.42.20_1,South Dakota,Dewey
46043,Douglas County,USA.42.21_1,South Dakota,Douglas
46045,Edmunds County,USA.42.22_1,South Dakota,Edmunds
46047,Fall River County,USA.42.23_1,South Dakota,Fall River
46049,Faulk County,USA.42.24_1,South Dakota,Faulk
46051,Grant County,USA.42.25_1,South Dakota,Grant
46053,Gregory County,USA.42.26_1,South Dakota,Gregory
46055,Haakon County,USA.42.27_1,South Dakota,Haakon
46057,Hamlin County,USA.42.28_1,South Dakota,Hamlin
46059,Hand County,USA.42.29_1,South Dakota,Hand
46061,Hanson County,USA.42.30_1,South Dakota,Hanson
46063,Harding County,USA.42.31_1,South Dakota,Harding
46065,Hughes County,USA.42.32_1,South Dakota,Hughes
46067,Hutchinson County,USA.42.33_1,South Dakota,Hutchinson
46069,Hyde County,USA.42.34_1,South Dakota,Hyde
46071,Jackson County,USA.42.35_1,South Dakota,Jackson
46073,Jerauld County,USA.42.36_1,South Dakota,Jerauld
46075,Jones County,USA.42.37_1,South Dakota,Jones
46077,Kingsbury County,USA.42.38_1,South Dakota,Kingsbury
46079,Lake County,USA.42.39_1,South Dakota,Lake
46081,Lawrence County,USA.42.40_1,South Dakota,Lawrence
46083,Lincoln County,USA.42.41_1,South Dakota,Lincoln
46085,Lyman County,USA.42.42_1,South Dakota,Lyman
46087,McCook County,USA.42.44_1,South Dakota,McCook
46089,McPherson County,USA.42.45_1,South Dakota,McPherson
46091,Marshall County,USA.42.43_1,South Dakota,Marshall
46093,Meade County,USA.42.46_1,South Dakota,Meade
46095,Mellette County,USA.42.47_1,South Dakota,Mellette
46097,Miner County,USA.42.48_1,South Dakota,Miner
46099,Minnehaha County,USA.42.49_1,South Dakota,Minnehaha
46101,Moody County,USA.42.50_1,South Dakota,Moody
46103,Pennington County,USA.42.51_1,South Dakota,Pennington
46105,Perkins County,USA.42.52_1,South Dakota,Perkins
46107,Potter County,USA.42.53_1,South Dakota,Potter
46109,Roberts County,USA.42.54_1,South Dakota,Roberts
46111,Sanborn County,USA.42.55_1,South Dakota,Sanborn
46113,Shannon County,USA.42.56_1,South Dakota,Shannon
46115,Spink County,USA.42.57_1,South Dakota,Spink
46117,Stanley County,USA.42.58_1,South Dakota,Stanley
46119,Sully County,USA.42.59_1,South Dakota,Sully
46121,Todd County,USA.42.60_1,South Dakota,Todd
46123,Tripp County,USA.42.61_1,South Dakota,Tripp
46125,Turner County,USA.42.62_1,South Dakota,Turner
46127,Union County,USA.42.63_1,South Dakota,Union
46129,Walworth County,USA.42.64_1,South Dakota,Walworth
46135,Yankton County,USA.42.65_1,South Dakota,Yankton
46137,Ziebach County,USA.42.66_1,South Dakota,Ziebach
47001,Anderson County,USA.43.1_1,Tennessee,Anderson
47003,Bedford County,USA.43.2_1,Tennessee,Bedford
47005,Benton County,USA.43.3_1,Tennessee,Benton
47007,Bledsoe County,USA.43.4_1,Tennessee,Bledsoe
47009,Blount County,USA.43.5_1,Tennessee,Blount
47011,Bradley County,USA.43.6_1,Tennessee,Bradley
47013,Campbell County,USA.43.7_1,Tennessee,Campbell
