SFC_Hambleton_Jcn_P_Q,,,,,,,
Degree,Radians,25-29 kV Peak_P,25-29 kV Peak_Q,27-29 kV Cont._P,27-29 kV Cont._Q,25 kV Cont._P,25 kV Cont._Q
310,5.410520681,47.44093953,-50,35.35331853,-38.30222216,32.13938048,-34.47199994
311,5.427973974,48.42043663,-50,36.08324659,-37.73547901,32.80295145,-33.96193111
312,5.445427266,49.3851844,-50,36.80218335,-37.15724127,33.45653032,-33.44151715
313,5.462880559,50.33488896,-50,37.5099098,-36.56768508,34.099918,-32.91091657
314,5.480333851,51.26926103,-49.49417496,38.20621038,-35.96699002,34.73291852,-32.37029102
315,5.497787144,52.18801599,-48.65248208,38.89087297,-35.35533906,35.35533906,-31.81980515
316,5.515240436,53.09087396,-47.79596918,39.56368902,-34.73291852,35.96699002,-31.25962667
317,5.532693729,53.97755995,-46.92489716,40.22445359,-34.099918,36.56768508,-30.6899262
318,5.550147021,54.84780384,-46.03953137,40.8729654,-33.45653032,37.15724127,-30.11087729
319,5.567600314,55.70134057,-45.14014149,41.50902691,-32.80295145,37.73547901,-29.5226563
320,5.585053606,56.53791012,-44.22700148,42.13244437,-32.13938048,38.30222216,-28.92544244
321,5.602506899,57.35725769,-43.30038951,42.74302788,-31.46601955,38.85729807,-28.3194176
322,5.619960191,58.15913367,-42.36058781,43.34059145,-30.78307377,39.40053768,-27.70476639
323,5.637413484,58.94329382,-41.40788267,43.92495305,-30.09075116,39.9317755,-27.08167604
324,5.654866776,59.70949927,-40.44256428,44.49593469,-29.38926261,40.45084972,-26.45033635
325,5.672320069,60.45751663,-39.4649267,45.05336244,-28.67882182,40.95760221,-25.81093964
326,5.689773362,61.18711804,-38.47526772,45.59706649,-27.95964517,41.45187863,-25.16368066
327,5.707226654,61.89808127,-37.4738888,46.12688124,-27.23195175,41.9335284,-24.50875658
328,5.724679947,62.59018974,-36.46109498,46.64264529,-26.49596321,42.40240481,-23.84636689
329,5.742133239,63.26323263,-35.43719474,47.14420154,-25.75190375,42.85836504,-23.17671337
330,5.759586532,63.91700493,-34.4025,47.63139721,-25,43.30127019,-22.5
331,5.777039824,64.55130749,-33.35732592,48.10408389,-24.24048101,43.73098536,-21.81643291
332,5.794493117,65.16594709,-32.30199088,48.56211761,-23.47357814,44.14737964,-21.12622033
333,5.811946409,65.76073652,-31.23681633,49.00535883,-22.69952499,44.55032621,-20.42957249
334,5.829399702,66.33549459,-30.16212675,49.43367255,-21.91855734,44.93970231,-19.72670161
335,5.846852994,66.89004622,-29.0782495,49.84692829,-21.13091309,45.31538935,-19.01782178
336,5.864306287,67.4242225,-27.98551473,50.24500017,-20.33683215,45.67727288,-18.30314894
337,5.881759579,67.93786071,-26.8842553,50.62776694,-19.53655642,46.02524267,-17.58290078
338,5.899212872,68.43080439,-25.77480666,50.995112,-18.73032967,46.35919273,-16.8572967
339,5.916666164,68.90290338,-24.65750677,51.34692346,-17.91839748,46.67902132,-16.12655773
340,5.934119457,69.35401388,-23.53269596,51.68309414,-17.10100717,46.98463104,-15.39090645
341,5.951572749,69.78399847,-22.40071687,52.00352166,-16.27840772,47.27592878,-14.65056695
342,5.969026042,70.19272619,-21.2619143,52.3081084,-15.45084972,47.55282581,-13.90576475
343,5.986479334,70.58007251,-20.11663514,52.59676158,-14.61858524,47.8152378,-13.15672671
344,6.003932627,70.94591947,-18.96522827,52.86939328,-13.78186779,48.0630848,-12.40368101
345,6.021385919,71.29015561,-17.8080444,53.12592045,-12.94095226,48.29629131,-11.64685703
346,6.038839212,71.61267608,-16.64543603,53.36626495,-12.09609478,48.51478631,-10.8864853
347,6.056292504,71.91338263,-15.47775729,53.59035356,-11.24755272,48.71850324,-10.12279745
348,6.073745797,72.19218367,-14.30536389,53.79811804,-10.39558454,48.90738004,-9.356026087
349,6.091199089,72.44899427,-13.12861293,53.98949509,-9.540449769,49.08135917,-8.586404792
350,6.108652382,72.68373621,-11.94786286,54.16442642,-8.682408883,49.24038765,-7.814167995
351,6.126105675,72.89633798,-10.76347337,54.32285873,-7.821723252,49.38441703,-7.039550927
352,6.143558967,73.08673481,-9.575805212,54.46474378,-6.958655048,49.51340344,-6.262789543
353,6.16101226,73.25486872,-8.385220173,54.59003834,-6.09346717,49.62730758,-5.484120453
354,6.178465552,73.40068849,-7.192080915,54.69870425,-5.226423163,49.72609477,-4.703780847
355,6.195918845,73.52414969,-5.99675088,54.7907084,-4.357787137,49.8097349,-3.922008424
356,6.213372137,73.62521473,-4.799594176,54.86602276,-3.487823687,49.87820251,-3.139041318
357,6.23082543,73.70385281,-3.600975469,54.92462441,-2.616797812,49.93147674,-2.355118031
358,6.248278722,73.76003999,-2.401259871,54.96649549,-1.744974835,49.96954135,-1.570477352
359,6.265732015,73.79375914,-1.200812825,54.99162323,-0.872620322,49.99238476,-0.78535829
360,6.283185307,73.805,0.00E+00,55,0.00E+00,50,0.00E+00
