0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
213,Morris Duggan,de GER,DF,Minnesota Utd,23,2000,0.5,62.0,16.0,40.0,20.0,2.00,0.00,62.0,4.00,2.00,50.0,2.00,50.0,30.0,164.0,120.0,0.00,0.00,0.00,0.00,2.00,46.0,0.00,Matches
214,Bryce Duke,us USA,MF,CF Montréal,22,2001,23.8,63.3,0.59,9.92,30.0,23.8,1.81,63.3,2.31,0.84,36.4,1.34,58.2,41.8,169.6,78.9,1.39,2.18,0.29,2.65,1.09,50.4,5.17,Matches
215,Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,14.3,60.6,3.08,17.8,25.0,18.5,1.19,60.6,1.54,0.70,45.5,0.63,40.9,30.6,149.9,66.8,2.03,1.96,0.70,1.89,1.26,32.2,4.83,Matches
216,Chris Durkin,us USA,MF,St. Louis,23,2000,25.1,53.1,2.19,12.8,29.2,11.8,1.51,53.1,0.72,0.32,44.4,0.24,33.3,25.8,100.9,44.1,0.72,0.64,0.16,1.51,0.80,31.9,2.11,Matches
217,Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,1.5,66.0,2.00,19.3,32.0,14.7,0.67,66.0,1.33,0.00,0.0,1.33,100.0,20.7,94.0,50.7,0.00,1.33,0.00,0.67,0.00,28.7,1.33,Matches
218,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,26,1997,21.5,33.1,0.70,2.37,17.8,13.2,2.98,33.0,1.30,0.60,46.4,0.60,46.4,18.5,71.5,25.8,0.70,0.60,0.28,2.00,1.16,24.7,4.74,Matches
219,Daniel Edelman,us USA,MF,NY Red Bulls,20,2003,28.0,62.8,2.50,14.1,40.6,8.32,0.21,62.8,0.71,0.43,60.0,0.18,25.0,33.8,163.3,71.5,0.75,0.93,0.00,1.07,0.43,40.1,1.00,Matches
220,Earl Edwards Jr.,us USA,GK,NE Revolution,32,1992,1.0,43.0,38.0,43.0,0.00,0.00,0.00,43.0,0.00,0.00,,0.00,,25.0,95.0,51.0,0.00,0.00,0.00,0.00,0.00,27.0,0.00,Matches
221,Matthew Edwards,us USA,DF,Atlanta Utd,20,2003,0.0,3,0,1,1,1,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0,Matches
222,Michael Edwards,us USA,DF,Colorado Rapids,23,2000,2.3,61.7,7.83,33.5,25.2,3.04,1.74,61.7,0.00,0.00,,0.00,,39.1,164.8,55.7,0.43,0.00,0.00,0.43,0.43,41.3,0.87,Matches
223,Raheem Edwards,ca CAN,"DF,MF",CF Montréal,28,1995,17.2,71.6,2.56,18.8,32.7,20.8,1.98,71.6,3.55,1.51,42.6,1.86,52.5,43.9,214.7,111.6,2.09,2.62,0.12,2.21,1.80,48.7,6.69,Matches
224,Noah Eile,se SWE,DF,NY Red Bulls,21,2002,26.9,72.5,6.62,36.8,32.7,3.20,1.08,72.5,0.19,0.11,60.0,0.04,20.0,43.2,227.1,127.3,0.93,0.74,0.07,0.71,0.19,49.3,0.41,Matches
225,Piero Elias,us USA,FW,NYCFC,21,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
226,Jack Elliott,eng ENG,DF,Philadelphia Union,28,1995,26.6,58.0,7.89,35.7,20.9,1.80,0.75,58.0,0.15,0.08,50.0,0.08,50.0,31.1,125.2,61.3,0.23,0.30,0.00,0.38,0.00,35.0,0.08,Matches
227,Herbert Endeley,us USA,"MF,DF",FC Dallas,22,2001,1.3,45.4,2.31,8.46,23.1,14.6,1.54,45.4,4.62,2.31,50.0,2.31,50.0,24.6,141.5,51.5,0.77,4.62,0.77,2.31,0.77,28.5,4.62,Matches
228,Emeka Eneli,us USA,MF,Real Salt Lake,24,1999,29.6,62.6,2.13,14.1,38.7,10.6,0.44,62.6,1.35,0.71,52.5,0.54,40.0,33.6,151.9,81.3,1.62,1.22,0.14,1.05,0.81,41.9,1.59,Matches
229,Lawrence Ennali,de GER,FW,Houston Dynamo,21,2002,0.5,58.0,0.00,2.00,16.0,40.0,12.0,58.0,8.00,6.00,75.0,2.00,25.0,42.0,388.0,144.0,6.00,2.00,8.00,4.00,0.00,48.0,18.0,Matches
230,Boris Enow,cm CMR,MF,D.C. United,23,2000,3.4,52.4,3.53,12.6,33.2,7.06,0.00,52.4,2.06,1.47,71.4,0.59,28.6,26.8,130.6,68.2,1.18,0.88,0.00,0.88,0.59,30.6,0.59,Matches
231,Ramiro Enrique,ar ARG,FW,Orlando City,22,2001,12.0,31.8,1.00,2.50,12.3,17.5,5.67,31.8,2.50,1.17,46.7,0.83,33.3,19.2,120.3,59.5,2.17,1.25,1.00,1.75,1.42,25.0,6.17,Matches
232,Victor Enriquez,,MF,Portland Timbers,17,2006,0.1,100.0,0.00,0.00,70.0,30.0,0.00,100.0,10.0,0.00,0.0,10.0,100.0,60.0,110.0,80.0,0.00,0.00,0.00,0.00,0.00,80.0,0.00,Matches
233,Victor Eriksson,se SWE,DF,Minnesota Utd,23,2000,1.8,54.4,3.33,28.3,22.8,3.33,1.67,54.4,0.56,0.56,100.0,0.00,0.0,33.3,137.2,57.8,0.00,0.00,0.00,1.11,0.00,40.0,0.00,Matches
234,Franco Escobar,ar ARG,DF,Houston Dynamo,28,1995,20.2,84.5,2.92,28.6,40.0,16.2,2.13,84.5,1.09,0.74,68.2,0.30,27.3,46.4,185.8,100.2,1.68,1.19,0.05,0.74,0.40,56.7,3.61,Matches
235,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,28,1995,33.0,56.7,0.91,5.55,22.0,30.0,2.79,56.7,3.06,1.64,53.5,1.33,43.6,32.2,194.1,92.3,3.82,2.03,1.03,2.39,1.09,38.7,8.70,Matches
236,Derrick Etienne,ht HAI,"MF,FW",Toronto FC,27,1996,18.3,45.6,0.82,7.60,18.9,19.7,4.21,45.6,2.30,0.93,40.5,1.15,50.0,28.1,135.9,57.4,2.02,1.04,0.98,2.68,1.04,34.7,8.03,Matches
237,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,27,1996,0.3,63.3,3.33,6.67,26.7,33.3,3.33,63.3,6.67,0.00,0.0,6.67,100.0,30.0,186.7,76.7,3.33,3.33,0.00,0.00,3.33,40.0,10.0,Matches
238,Evander,br BRA,MF,Portland Timbers,25,1998,27.3,65.3,0.70,5.49,33.2,27.1,3.19,65.2,3.70,1.68,45.5,1.72,46.5,38.2,210.1,106.0,2.53,2.60,0.77,2.49,1.50,47.1,4.58,Matches
239,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,28,1995,18.6,53.2,0.81,7.96,21.1,25.2,2.42,53.2,1.51,0.48,32.1,0.91,60.7,30.6,166.3,87.7,2.10,1.88,0.43,1.02,0.91,38.5,6.34,Matches
240,Marco Farfan,us USA,DF,FC Dallas,25,1998,22.5,55.2,4.31,24.5,21.4,9.82,0.76,55.2,0.58,0.13,23.1,0.44,76.9,29.1,128.0,62.6,0.84,1.07,0.04,0.49,0.49,34.8,2.31,Matches
241,Bryant Farkarlun,lr LBR,FW,Austin,22,2001,0.1,30.0,0.00,0.00,20.0,10.0,0.00,30.0,20.0,10.0,50.0,10.0,50.0,10.0,130.0,80.0,10.0,0.00,0.00,0.00,0.00,10.0,10.0,Matches
242,Andrew Farrell,us USA,"DF,MF",NE Revolution,31,1992,6.1,71.1,3.77,21.3,36.7,13.4,0.98,71.1,0.49,0.16,33.3,0.33,66.7,39.3,138.2,67.5,1.31,0.66,0.33,0.82,0.82,48.5,4.26,Matches
243,Logan Farrington,us USA,"FW,MF",FC Dallas,22,2001,13.6,37.5,1.18,4.34,14.6,18.7,4.56,37.5,2.50,0.96,38.2,1.32,52.9,24.1,136.5,70.0,2.50,1.18,1.25,2.79,2.13,29.9,6.91,Matches
244,Mohamed Farsi,dz ALG,DF,Columbus Crew,24,1999,20.8,63.3,1.83,11.2,27.1,25.5,2.79,63.3,2.12,0.72,34.1,1.30,61.4,40.2,196.7,93.6,2.60,2.40,0.82,1.01,0.72,45.7,10.9,Matches
245,Felipe,br BRA,"MF,FW",Orlando City,33,1990,3.9,64.4,3.08,15.6,42.1,7.18,0.77,64.4,0.26,0.00,0.0,0.26,100.0,30.5,106.4,38.7,0.26,0.51,0.00,0.26,0.77,43.8,0.51,Matches
246,Joaquín Fernández,es ESP,DF,Sporting KC,27,1996,1.3,65.4,8.46,30.0,33.8,1.54,0.77,65.4,0.00,0.00,,0.00,,35.4,163.1,102.3,0.77,0.00,0.00,0.00,0.00,36.2,0.00,Matches
247,Julián Fernández,ar ARG,"FW,MF",NYCFC,20,2004,7.5,57.9,0.13,4.53,22.7,31.5,6.93,57.9,4.27,1.87,43.8,2.13,50.0,34.1,169.7,79.3,2.93,1.20,1.47,2.80,2.27,39.2,9.07,Matches
248,Omir Fernandez,us USA,"FW,MF",Colorado Rapids,24,1999,18.8,36.2,0.74,4.52,12.2,20.3,4.04,36.2,3.09,1.38,44.8,1.49,48.3,23.0,132.9,65.8,2.34,1.22,1.06,2.61,1.22,25.1,7.77,Matches
249,Jesús Ferreira,us USA,"MF,FW",FC Dallas,23,2000,14.7,54.1,1.09,6.73,26.2,21.5,2.38,53.9,0.75,0.34,45.5,0.41,54.5,30.4,111.2,60.8,1.29,1.43,0.54,1.90,0.68,40.3,6.67,Matches
250,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,8.0,35.1,0.63,2.50,16.8,16.4,6.00,35.0,0.63,0.50,80.0,0.13,20.0,19.3,57.8,19.9,0.50,0.63,0.38,2.25,1.75,27.8,6.25,Matches
251,Ethan Finlay,us USA,"FW,MF",Austin,33,1990,9.2,31.2,1.41,5.65,9.67,15.9,1.74,31.2,1.09,0.22,20.0,0.76,70.0,17.4,94.1,37.7,1.30,0.87,0.22,2.28,1.20,21.1,7.93,Matches
252,Nicolas Firmino,us USA,"FW,MF",Atlanta Utd,23,2001,1.8,42.2,0.56,5.00,23.9,14.4,2.78,42.2,2.78,1.11,40.0,1.67,60.0,28.3,153.9,79.4,1.67,1.11,0.00,2.22,2.22,31.7,6.11,Matches
253,Leon Flach,us USA,MF,Philadelphia Union,22,2001,20.3,40.1,1.82,10.6,23.3,6.55,0.44,40.1,0.34,0.20,57.1,0.15,42.9,18.4,68.7,30.9,0.39,0.49,0.05,0.99,0.64,23.3,1.18,Matches
254,Kristian Fletcher,us USA,"FW,MF",D.C. United,18,2005,2.7,67.8,1.11,8.15,29.6,30.7,4.81,67.8,8.89,2.96,33.3,5.56,62.5,46.3,255.6,98.9,2.59,2.59,1.48,7.41,2.96,48.1,15.6,Matches
255,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,21,2002,0.4,37.5,0.00,2.50,17.5,17.5,7.50,37.5,2.50,2.50,100.0,0.00,0.0,15.0,182.5,140.0,2.50,2.50,2.50,5.00,2.50,20.0,2.50,Matches
256,Deybi Flores,hn HON,MF,Toronto FC,27,1996,23.2,71.3,3.41,21.3,45.0,6.12,0.86,71.3,1.25,0.65,51.7,0.52,41.4,38.8,146.1,56.7,0.34,0.56,0.00,0.78,0.60,49.9,0.60,Matches
257,CJ Fodrey,us USA,"FW,MF",Austin,19,2004,2.2,52.7,1.82,5.45,16.8,30.9,3.64,52.7,4.09,1.82,44.4,2.27,55.6,26.4,149.1,55.9,2.73,1.82,0.91,5.91,1.82,34.5,11.4,Matches
258,Nathan Fogaça,br BRA,"FW,MF",Portland Timbers,24,1999,2.0,38.5,0.50,2.50,16.0,21.5,7.00,38.5,2.50,0.00,0.0,1.50,60.0,26.5,211.0,66.0,3.50,2.00,1.00,5.50,4.50,33.0,9.50,Matches
259,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,15.7,81.2,8.34,41.8,37.5,2.17,0.25,81.2,0.13,0.13,100.0,0.00,0.0,47.5,178.1,96.1,0.25,0.19,0.00,0.25,0.19,58.8,0.00,Matches
260,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,15.1,46.4,0.33,2.45,20.9,23.9,3.11,46.1,4.77,2.25,47.2,1.92,40.3,31.6,174.0,88.9,2.72,2.12,0.93,2.52,1.06,34.1,5.30,Matches
261,Ajani Fortune,tt TRI,"MF,FW",Atlanta Utd,21,2002,14.5,54.7,1.52,10.1,32.7,12.6,1.24,54.7,1.10,0.69,62.5,0.34,31.3,33.5,173.6,87.7,1.59,1.17,0.14,0.97,0.41,38.9,2.28,Matches
262,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,0.0,4,0,3,0,1,0,4,0,0,,0,,2,8,0,0,0,0,0,0,1,1,Matches
263,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,30,1993,9.2,52.8,0.54,5.98,24.8,22.6,3.91,52.8,2.07,0.87,42.1,0.98,47.4,33.2,179.6,87.0,2.39,2.17,0.22,0.98,1.74,39.1,7.50,Matches
264,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,20,2003,7.9,50.1,2.41,11.4,22.5,16.2,2.41,50.1,1.27,0.38,30.0,0.76,60.0,24.6,113.7,39.7,0.63,0.89,0.00,1.65,0.63,29.0,5.57,Matches
265,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,15.3,65.8,3.66,18.7,41.4,6.08,0.13,65.8,0.33,0.13,40.0,0.20,60.0,36.3,125.9,56.2,0.33,0.65,0.00,0.98,0.33,50.5,0.72,Matches
266,Ian Fray,jm JAM,DF,Inter Miami,21,2002,7.3,57.3,5.21,26.0,25.9,6.44,1.37,57.3,3.29,1.78,54.2,0.96,29.2,34.7,231.1,133.7,2.47,1.37,0.41,0.96,0.82,37.7,1.37,Matches
267,Carl Fred Sainté,ht HAI,MF,FC Dallas,21,2002,1.7,52.4,5.88,23.5,25.9,2.94,0.59,52.4,0.00,0.00,,0.00,,21.2,81.8,13.5,0.00,0.00,0.00,0.59,0.00,30.6,1.18,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,0.0,2,1,1,1,0,0,2,0,0,,0,,1,7,5,0,0,0,0,0,1,0,Matches
269,Alex Freeman,us USA,"DF,MF",Orlando City,19,2004,0.1,170.0,0.00,10.0,80.0,80.0,20.0,170.0,0.00,0.00,,0.00,,140.0,380.0,120.0,0.00,0.00,0.00,0.00,0.00,140.0,30.0,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,33.1,41.7,32.3,41.5,0.18,0.00,0.00,41.7,0.00,0.00,,0.00,,25.3,109.6,65.5,0.00,0.00,0.00,0.03,0.00,21.7,0.00,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,27.4,30.5,26.0,30.2,0.26,0.00,0.00,30.5,0.00,0.00,,0.00,,15.5,83.0,43.5,0.00,0.00,0.00,0.00,0.00,13.1,0.00,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,8.2,96.7,13.2,52.1,43.8,1.10,0.37,96.7,0.00,0.00,,0.00,,59.0,289.5,195.7,1.10,0.24,0.00,0.49,0.24,71.2,0.00,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,0.3,46.7,0.00,0.00,20.0,26.7,10.0,46.7,6.67,6.67,100.0,0.00,0.0,23.3,203.3,46.7,3.33,3.33,3.33,6.67,3.33,33.3,23.3,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,2.5,62.0,2.00,29.2,21.2,12.0,0.40,62.0,2.00,0.80,40.0,1.20,60.0,30.4,162.8,66.0,0.80,1.20,0.40,0.80,0.00,38.0,3.20,Matches
275,McKinze Gaines,us USA,"FW,MF",Houston Dynamo,25,1998,1.7,54.1,1.18,4.12,12.9,37.6,5.29,54.1,5.88,2.94,50.0,2.94,50.0,37.6,325.9,162.9,7.65,2.35,3.53,4.71,1.76,40.6,15.3,Matches
276,McKinze Gaines,us USA,"MF,DF",Nashville SC,25,1998,1.4,30.0,0.00,1.43,10.7,20.7,4.29,30.0,2.86,1.43,50.0,0.71,25.0,20.7,247.1,96.4,5.71,3.57,2.86,1.43,1.43,20.7,8.57,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,29.6,51.7,2.60,14.6,20.7,16.8,1.05,51.7,1.35,0.57,42.5,0.57,42.5,26.4,175.2,80.3,2.57,2.09,0.27,1.11,0.47,31.2,4.73,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29.0,26.5,22.6,26.3,0.14,0.00,0.00,26.5,0.03,0.03,100.0,0.00,0.0,12.4,72.8,48.7,0.00,0.00,0.00,0.03,0.00,9.41,0.00,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,0.1,80.0,0.00,40.0,40.0,0.00,0.00,80.0,0.00,0.00,,0.00,,50.0,90.0,10.0,0.00,0.00,0.00,0.00,10.0,70.0,0.00,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,4.4,64.5,7.95,41.1,24.3,0.23,0.00,64.5,0.45,0.45,100.0,0.00,0.0,38.9,172.7,74.1,0.45,0.00,0.00,0.00,0.00,45.2,0.00,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,2.7,63.3,5.93,25.2,25.2,13.3,0.74,63.3,2.22,2.22,100.0,0.00,0.0,33.0,115.9,63.3,1.11,0.74,0.00,1.11,0.00,36.3,3.70,Matches
282,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,28,1995,27.3,53.6,0.37,4.32,24.5,25.6,2.71,53.6,1.36,0.73,54.1,0.51,37.8,29.1,131.6,65.2,1.50,1.65,0.18,1.72,0.77,36.7,5.38,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9.0,34.8,30.3,34.6,0.22,0.00,0.00,34.8,0.00,0.00,,0.00,,16.8,73.0,45.0,0.00,0.00,0.00,0.22,0.00,16.9,0.00,Matches
284,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,27,1996,27.8,45.1,0.36,4.35,23.6,17.9,3.13,44.9,1.33,0.65,48.6,0.65,48.6,29.4,149.6,64.9,1.76,1.73,0.36,1.19,1.01,34.1,5.47,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,8.0,32.3,1.38,3.00,16.4,12.9,5.25,32.1,0.75,0.25,33.3,0.25,33.3,14.6,60.0,20.8,0.88,0.75,0.25,2.13,0.38,22.4,4.00,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,25.4,74.5,0.35,7.09,37.4,31.3,2.09,74.4,4.88,2.40,49.2,1.97,40.3,49.9,394.6,192.0,5.91,4.80,0.91,2.01,1.10,56.9,6.06,Matches
287,Nacho Gil,es ESP,"FW,MF",NE Revolution,28,1995,7.0,55.1,0.71,8.71,25.3,22.4,4.00,55.1,3.29,1.00,30.4,2.14,65.2,33.9,194.1,85.3,2.57,2.29,0.57,2.86,1.14,40.6,6.29,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,18.8,68.7,3.09,16.5,44.3,8.88,0.48,68.7,1.12,0.80,71.4,0.32,28.6,38.8,187.3,89.4,1.17,1.06,0.00,0.59,0.59,44.4,0.37,Matches
289,Nicholas Gioacchini,us USA,"FW,MF",FC Cincinnati,23,2000,4.8,30.2,0.21,1.46,16.0,13.5,3.54,30.2,1.67,0.21,12.5,0.83,50.0,19.0,79.6,22.1,0.63,0.63,0.21,2.08,1.46,23.3,6.04,Matches
290,Jake Girdwood-Reich,au AUS,"MF,FW",St. Louis,19,2004,1.7,58.2,2.35,12.9,40.0,5.29,0.00,58.2,1.18,0.59,50.0,0.59,50.0,28.8,127.6,46.5,0.59,1.18,0.00,0.59,0.00,37.6,1.18,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,6.7,29.4,1.34,3.43,15.7,10.3,2.39,29.4,0.30,0.15,50.0,0.15,50.0,12.2,43.9,15.8,0.45,0.45,0.15,1.04,0.75,19.9,3.88,Matches
292,Dennis Gjengaar,no NOR,"MF,FW",NY Red Bulls,19,2004,10.4,36.2,0.29,4.42,14.9,17.2,3.65,36.2,1.92,0.48,25.0,1.35,70.0,22.1,118.1,60.9,2.02,1.15,0.67,2.21,0.96,25.1,6.73,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,25.0,70.9,10.4,38.8,31.0,1.56,0.84,70.9,0.28,0.20,71.4,0.08,28.6,41.3,179.3,92.5,0.08,0.12,0.00,0.28,0.16,47.7,0.04,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,0.4,67.5,2.50,7.50,20.0,40.0,7.50,67.5,2.50,0.00,0.0,2.50,100.0,42.5,387.5,95.0,2.50,2.50,5.00,5.00,5.00,32.5,15.0,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,31.2,54.1,6.54,26.5,25.5,2.47,0.71,54.1,0.26,0.19,75.0,0.06,25.0,28.9,180.2,116.2,0.80,0.42,0.00,0.35,0.03,31.7,0.06,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,0.6,21.7,1.67,1.67,10.0,10.0,6.67,21.7,0.00,0.00,,0.00,,8.33,30.0,15.0,0.00,0.00,0.00,0.00,0.00,11.7,0.00,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,16.6,67.7,1.69,14.3,45.7,8.31,0.42,67.7,0.84,0.36,42.9,0.36,42.9,36.1,175.7,76.1,0.84,0.96,0.00,0.90,0.48,49.3,0.72,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,27.4,68.2,8.58,32.8,32.5,3.14,0.91,68.2,0.36,0.22,60.0,0.15,40.0,36.4,134.2,67.4,0.33,0.36,0.00,0.62,0.07,43.7,0.07,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,20.1,47.8,0.80,5.62,16.8,26.8,5.92,47.8,6.82,2.49,36.5,4.18,61.3,34.0,212.2,104.1,4.03,2.49,1.99,3.83,1.94,35.4,11.7,Matches
300,Diego Gómez,py PAR,"FW,MF",Inter Miami,20,2003,15.0,53.4,1.53,9.13,27.6,17.7,4.00,53.4,2.47,1.27,51.4,1.07,43.2,32.1,166.6,77.9,2.27,1.47,0.93,2.33,1.00,37.3,6.13,Matches
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,22.7,58.9,5.55,32.2,24.2,3.13,0.09,58.9,0.62,0.35,57.1,0.22,35.7,37.2,153.4,75.8,0.57,0.57,0.04,0.70,0.53,41.4,0.70,Matches
302,Diogo Gonçalves,pt POR,"MF,FW",Real Salt Lake,26,1997,6.1,46.9,0.33,2.46,18.0,26.9,3.44,46.7,1.15,0.33,28.6,0.82,71.4,22.1,121.8,63.1,1.80,1.15,0.33,2.46,0.66,30.0,6.56,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,9.3,63.5,14.4,43.5,19.9,0.65,0.65,63.5,0.00,0.00,,0.00,,38.9,166.1,79.6,0.00,0.00,0.00,0.11,0.00,44.7,0.00,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,0.1,50.0,0.00,0.00,40.0,10.0,0.00,50.0,0.00,0.00,,0.00,,10.0,130.0,30.0,0.00,0.00,0.00,0.00,10.0,20.0,0.00,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,18.2,66.2,2.80,19.6,31.7,15.4,1.54,66.2,0.77,0.44,57.1,0.27,35.7,31.9,137.9,65.5,1.76,1.04,0.38,0.82,0.55,40.0,5.38,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,4.2,81.4,0.71,16.0,53.3,12.4,0.24,81.4,0.71,0.48,66.7,0.24,33.3,50.2,245.5,97.1,0.71,2.14,0.00,1.19,0.95,64.3,0.71,Matches
307,Julian Gressel,us USA,"MF,FW",Inter Miami,30,1993,26.0,52.9,0.92,8.65,27.7,17.0,2.73,52.9,0.77,0.27,35.0,0.50,65.0,30.7,134.7,64.3,1.54,1.00,0.46,1.50,0.50,39.5,4.65,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,21.9,45.3,2.69,14.5,27.2,3.97,0.14,45.3,0.41,0.37,88.9,0.05,11.1,20.8,87.4,28.4,0.27,0.41,0.05,0.68,0.37,25.8,0.50,Matches
309,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,20,2003,26.4,53.8,0.49,6.06,26.3,22.2,3.14,53.7,3.30,1.55,47.1,1.63,49.4,33.1,172.5,87.3,2.69,2.27,0.83,2.31,1.02,39.5,5.23,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,8.1,58.9,3.83,20.4,24.1,14.8,3.21,58.9,2.35,1.11,47.4,1.23,52.6,29.6,136.5,71.6,1.85,1.23,0.49,2.22,0.99,33.5,3.95,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,31.7,39.9,33.5,39.8,0.09,0.00,0.00,39.9,0.03,0.03,100.0,0.00,0.0,23.7,122.1,75.4,0.00,0.00,0.00,0.03,0.00,20.1,0.00,Matches
312,Justin Haak,us USA,"DF,MF",NYCFC,22,2001,8.7,55.6,2.76,20.1,29.0,7.59,1.15,55.6,1.15,0.80,70.0,0.34,30.0,31.0,135.2,73.7,0.46,0.92,0.00,1.49,0.23,35.5,1.61,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,1.0,76.0,3.00,13.0,40.0,23.0,3.00,76.0,4.00,2.00,50.0,2.00,50.0,45.0,229.0,116.0,2.00,1.00,0.00,4.00,1.00,55.0,5.00,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,2.1,81.9,2.38,29.5,48.1,4.29,0.00,81.9,0.00,0.00,,0.00,,42.9,174.8,72.4,0.00,1.43,0.00,0.95,0.00,53.3,0.48,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,3.6,39.7,33.1,39.7,0.00,0.00,0.00,39.7,0.00,0.00,,0.00,,23.6,121.1,57.5,0.00,0.00,0.00,0.00,0.00,20.0,0.00,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,5.1,67.5,8.04,33.1,30.8,3.73,1.37,67.5,0.00,0.00,,0.00,,33.3,130.0,80.0,0.59,0.59,0.00,0.39,0.00,42.2,0.00,Matches
317,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,24,1999,22.6,45.6,0.71,4.42,18.7,23.0,3.67,45.6,2.74,1.19,43.5,1.50,54.8,28.1,164.6,76.5,2.61,2.08,0.88,2.08,1.19,33.8,8.23,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,1.9,71.1,4.21,21.1,44.7,6.32,2.63,71.1,2.11,2.11,100.0,0.00,0.0,42.1,268.9,182.6,1.58,1.05,0.00,0.00,0.53,52.6,0.53,Matches
319,Julian Hall,us USA,"MF,FW",NY Red Bulls,15,2008,1.8,48.3,0.00,6.67,21.1,21.1,4.44,48.3,2.78,1.11,40.0,0.56,20.0,26.7,121.1,59.4,0.56,0.56,0.56,1.67,0.00,33.9,6.67,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,1.2,72.5,2.50,18.3,28.3,25.8,4.17,72.5,2.50,0.00,0.0,2.50,100.0,28.3,139.2,71.7,1.67,0.00,0.00,3.33,1.67,37.5,10.8,Matches
