team,name,roster_designation,current_status,contract_thru,option_years,category,roster_model,team_gam_2025
ST. LOUIS CITY SC,Kyle Hiebert,,,2026,2027,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Jannes Horn,,Loan Player,June 2025,PT: June 2026; 2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Alfredo Morales,,,2025,2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Selmir Pidro,,Unavailable – On Loan,2025,,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Celio Pompeu,,,2026,2027,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Nökkvi Thórisson,,Unavailable – On Loan,2025,2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Tomas Totland,,,2026,2027,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Conrad Wallem,,Loan Player,2025,PT: 2027; 2028,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Caden Glover,Homegrown Player,,2027,,Homegrown,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Ben Lundt,,,2025,,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Christian Olivares,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Miguel Perez,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Jayden Reid,,,2025,2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Akil Watts,,,2025,2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Michael Wentzel,,,2025,2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Josh Yaro,,,2025,2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Joey Zalinsky,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Mykhi Joyner,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Tyson Pearce,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Federico Bernardeschi,Designated Player,,2026,2028,Designated Player,U22 Initiative Player Model,512231
TORONTO FC,Lorenzo Insigne,Designated Player,,June 2026,2026,Designated Player,U22 Initiative Player Model,512231
TORONTO FC,Cassius Mailula,U22 Initiative,Unavailable – On Loan,2026,2027,U22 Initiative,U22 Initiative Player Model,512231
TORONTO FC,Ola Brynhildsen,TAM Player,Loan Player,2025,PT: 2028; 2029,TAM Player,U22 Initiative Player Model,512231
TORONTO FC,Deybi Flores,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
TORONTO FC,Sean Johnson,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
TORONTO FC,Richie Laryea,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
TORONTO FC,Jonathan Osorio,TAM Player,,2026,,TAM Player,U22 Initiative Player Model,512231
TORONTO FC,Raoul Petretta,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
TORONTO FC,Sigurd Rosted,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
TORONTO FC,Alonso Coello,,,2027,2028,Standard,U22 Initiative Player Model,512231
TORONTO FC,Theo Corbeanu,,Loan Player,2025,PT: 2028,Standard,U22 Initiative Player Model,512231
TORONTO FC,Derrick Etienne Jr,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
TORONTO FC,Luka Gavran,,,2027,2028,Standard,U22 Initiative Player Model,512231
TORONTO FC,Kevin Long,,,2025,,Standard,U22 Initiative Player Model,512231
TORONTO FC,Matty Longstaff,,,2025,2026,Standard,U22 Initiative Player Model,512231
TORONTO FC,Zane Monlouis,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
TORONTO FC,Henry Wingo,,,2026,2027,Standard,U22 Initiative Player Model,512231
TORONTO FC,Markus Cimermancic,Homegrown Player,,2026,"2027, 2028",Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Nathaniel Edwards,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
TORONTO FC,Kobe Franklin,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Nicksoen Gomis,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
TORONTO FC,Deandre Kerr,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Hugo Mbongue,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Charlie Sharp,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
TORONTO FC,Tyrese Spicer,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
TORONTO FC,Kosi Thompson,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Adam Pearlman,Homegrown Player,Unavailable – On Loan,2027,2028,Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Adisa De Rosario,Homegrown Player,,2026,"2027, 2028",Homegrown,U22 Initiative Player Model,512231
TORONTO FC,Lazar Stefanovic,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Andrés Cubas,Designated Player,,2026,2027,Designated Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Ryan Gauld,Designated Player,,2027,,Designated Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Édier Ocampo,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Pedro Vite,U22 Initiative,,2025,,U22 Initiative,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Sam Adekugbe,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Tristan Blackmon,TAM Player,,2027,,TAM Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Mathias Laborda,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Emmanuel Sabbi,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Yohei Takaoka,TAM Player,,2025,,TAM Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Brian White,TAM Player,,2027,,TAM Player,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Sebastian Berhalter,,,2025,2026,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Bjørn Inge Utvik,,,2025,2026,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Damir Kreilach,,,2025,,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Jayden Nelson,,,2028,2029,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Daniel Ríos,,Loan Player,2025,PT: 2027; 2028,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Ranko Veselinović,,,2026,2027,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Adrían Zendejas,,,2025,2026,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Ali Ahmed,,,2025,2026,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Max Anchor,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Jeevan Badwal,Homegrown Player,,2027,"2028, 2029",Homegrown,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Isaac Boehmer,Homegrown Player,,2025,,Homegrown,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Giuseppe Bovalina,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Nicolas Fleuriau Chateau,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Belal Halbouni,,,2025,2026,Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Tate Johnson,Generation adidas,,2027,"2028, 2029",Generation Adidas,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,J.C. Ngando,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
VANCOUVER WHITECAPS FC,Ralph Priso,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,512231
