0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
118,Pavel Bucha,cz CZE,MF,FC Cincinnati,27-268,1998,32.0,0.09,0.78,0.25,32.0,0.78,0.25,0.12,0.38,19.8,0.00,0.00,0.00,0.08,0.08,0.10,0.02,0.02,Matches
119,Noel Buck,eng ENG,"MF,DF",NE Revolution,20-243,2005,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
120,Noel Buck,eng ENG,"MF,DF",SJ Earthquakes,20-243,2005,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
121,Dawid Bugaj,pl POL,DF,CF Montréal,21-148,2004,19.2,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,24.6,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
122,Osman Bukari,gh GHA,"FW,MF",Austin,26-356,1998,25.8,0.12,1.63,0.81,50.0,1.63,0.82,0.07,0.14,17.2,0.00,0.00,0.00,0.14,0.14,0.08,-0.02,-0.02,Matches
123,Teal Bunbury,us USA,"FW,MF",Nashville SC,35-280,1990,2.3,0.00,4.35,1.30,30.0,4.27,1.28,0.00,0.00,10.7,0.00,0.00,0.00,0.78,0.78,0.18,-0.78,-0.78,Matches
124,Roman Bürki,ch SUI,GK,St. Louis,35-020,1990,25.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
125,Evan Bush,us USA,GK,Columbus Crew,39-273,1986,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
126,Sergio Busquets,es ESP,MF,Inter Miami,37-141,1988,31.9,0.00,0.09,0.03,33.3,0.09,0.03,0.00,0.00,8.7,0.00,0.00,0.00,0.01,0.01,0.10,-0.01,-0.01,Matches
127,Brandon Bye,us USA,DF,NE Revolution,30-005,1995,12.3,0.00,0.73,0.08,11.1,0.73,0.08,0.00,0.00,11.8,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches
128,Nathan Byrne,eng ENG,DF,Charlotte,33-182,1992,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
129,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,26-147,1999,8.5,0.00,1.53,0.35,23.1,1.53,0.35,0.00,0.00,14.5,0.00,0.00,0.00,0.16,0.16,0.11,-0.16,-0.16,Matches
130,Rafael Cabral,br BRA,GK,Real Salt Lake,35-198,1990,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
131,Kenji Cabrera,pe PER,"MF,FW",Vancouver W'caps,22-311,2003,2.0,0.50,2.00,0.50,25.0,2.00,0.50,0.25,1.00,10.6,0.00,0.00,0.00,0.30,0.30,0.16,0.20,0.20,Matches
132,Noel Caliskan,de GER,"DF,MF",Real Salt Lake,25-097,2000,22.1,0.05,0.68,0.14,20.0,0.68,0.14,0.07,0.33,21.1,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,Matches
133,Drake Callender,us USA,GK,Inter Miami,28-058,1997,2.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
134,Brandon Cambridge,us USA,FW,Charlotte,23-093,2002,0.0,0,1,0,0.0,90.00,0.00,0.00,,2.7,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches
135,Leonardo Campana,ec ECU,FW,NE Revolution,25-133,2000,18.3,0.38,3.50,1.09,31.3,3.50,1.09,0.11,0.35,15.4,0.00,0.00,0.00,0.38,0.38,0.11,0.00,0.00,Matches
136,George Campbell,us USA,DF,CF Montréal,24-165,2001,14.9,0.00,0.74,0.13,18.2,0.74,0.13,0.00,0.00,17.6,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
137,Reggie Cannon,us USA,DF,Colorado Rapids,27-176,1998,27.1,0.00,0.15,0.07,50.0,0.15,0.07,0.00,0.00,22.3,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
138,Christian Cappis,us USA,MF,FC Dallas,26-113,1999,9.1,0.11,0.55,0.22,40.0,0.55,0.22,0.20,0.50,13.5,0.00,0.00,0.00,0.11,0.11,0.21,0.00,0.00,Matches
139,Gustavo Caraballo,ve VEN,"MF,FW",Orlando City,17-097,2008,0.2,0.00,5.00,0.00,0.0,5.29,0.00,0.00,,5.8,0.00,0.00,0.00,0.50,0.50,0.14,-0.50,-0.50,Matches
140,Felipe Carballo,uy URU,MF,NY Red Bulls,29-061,1996,10.5,0.00,1.52,0.19,12.5,1.53,0.19,0.00,0.00,21.5,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,Matches
141,Felipe Carballo,uy URU,MF,Portland Timbers,29-061,1996,1.4,0.00,2.14,0.71,33.3,2.20,0.73,0.00,0.00,18.9,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,Matches
142,Alan Carleton,us USA,"MF,FW",Nashville SC,20-259,2005,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
143,Antonio Carlos,br BRA,DF,Houston Dynamo,32-272,1993,6.7,0.15,1.19,0.30,25.0,1.19,0.30,0.13,0.50,10.6,0.00,0.00,0.00,0.06,0.06,0.05,0.09,0.09,Matches
144,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,22-283,2003,21.0,0.00,1.57,0.38,24.2,1.57,0.38,0.00,0.00,22.2,0.00,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,Matches
145,Maxi Carrizo,us USA,"MF,FW",NYCFC,17-279,2008,1.0,0.00,1.00,0.00,0.0,1.01,0.00,0.00,,20.7,0.00,0.00,0.00,0.10,0.10,0.10,-0.10,-0.10,Matches
146,Julio Cascante,cr CRC,DF,Austin,32-062,1993,8.4,0.00,0.48,0.00,0.0,0.47,0.00,0.00,,13.0,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
147,Jackson Castro,us USA,MF,Vancouver W'caps,22-345,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
148,Nico Cavallo,us USA,"DF,MF",NYCFC,23-342,2001,3.5,0.00,0.57,0.00,0.0,0.56,0.00,0.00,,23.9,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
149,Brayan Ceballos,co COL,DF,NE Revolution,24-194,2001,28.3,0.04,0.39,0.07,18.2,0.39,0.07,0.09,0.50,11.1,0.00,0.00,0.00,0.02,0.02,0.06,0.01,0.01,Matches
150,Roman Celentano,us USA,GK,FC Cincinnati,25-081,2000,30.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
151,Edwin Cerrillo,us USA,MF,LA Galaxy,25-062,2000,29.7,0.00,0.77,0.10,13.0,0.77,0.10,0.00,0.00,25.3,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
152,Dylan Chambost,fr FRA,MF,Columbus Crew,28-107,1997,29.2,0.03,1.16,0.27,23.5,1.16,0.27,0.03,0.13,21.7,0.14,0.00,0.00,0.11,0.11,0.10,-0.08,-0.08,Matches
153,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,26-337,1999,13.1,0.31,4.05,1.76,43.4,4.06,1.76,0.08,0.17,19.8,0.15,0.00,0.00,0.46,0.46,0.11,-0.15,-0.15,Matches
154,Kieran Chandler,us USA,DF,Minnesota Utd,20-178,2005,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
155,Maxime Chanot,lu LUX,DF,LAFC,36-013,1989,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
156,Diego Chará,co COL,MF,Portland Timbers,39-243,1986,13.3,0.00,0.15,0.00,0.0,0.15,0.00,0.00,,28.4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
157,Gabriel Chaves,br BRA,FW,LA Galaxy,24-296,2001,27.5,0.25,3.96,1.56,39.4,3.97,1.57,0.06,0.14,18.6,0.15,0.04,0.04,0.40,0.37,0.09,-0.15,-0.15,Matches
158,Yevhen Cheberko,ua UKR,DF,Columbus Crew,27-315,1998,25.7,0.00,0.27,0.00,0.0,0.27,0.00,0.00,,23.6,0.04,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
159,Ștefan Chirilă,ro ROU,MF,FC Cincinnati,18-323,2007,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
160,Mathieu Choiniere,ca CAN,MF,LAFC,26-300,1999,7.1,0.14,0.99,0.28,28.6,0.98,0.28,0.14,0.50,16.6,0.00,0.00,0.00,0.08,0.08,0.08,0.06,0.06,Matches
161,Dominik Chong Qui,us USA,DF,Atlanta Utd,17-340,2007,1.7,0.00,0.59,0.59,100.0,0.60,0.60,0.00,0.00,19.8,0.00,0.00,0.00,0.06,0.06,0.07,-0.06,-0.06,Matches
162,Léo Chú,br BRA,"FW,MF",FC Dallas,25-242,2000,2.3,0.43,2.61,0.43,16.7,2.57,0.43,0.17,1.00,15.4,0.00,0.00,0.00,0.43,0.43,0.16,0.00,0.00,Matches
163,José Cifuentes,ec ECU,MF,Toronto FC,26-267,1999,5.4,0.00,0.37,0.00,0.0,0.37,0.00,0.00,,23.3,0.00,0.00,0.00,0.06,0.06,0.14,-0.06,-0.06,Matches
164,Markus Cimermancic,ca CAN,"DF,MF",Toronto FC,21-064,2004,2.9,0.00,0.34,0.00,0.0,0.35,0.00,0.00,,10.7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
165,Caden Clark,us USA,"FW,MF",D.C. United,22-191,2003,1.6,0.00,1.88,0.63,33.3,1.93,0.64,0.00,0.00,18.0,0.00,0.00,0.00,0.13,0.13,0.07,-0.13,-0.13,Matches
166,Caden Clark,us USA,"FW,MF",CF Montréal,22-191,2003,17.4,0.00,1.09,0.34,31.6,1.09,0.34,0.00,0.00,18.3,0.00,0.00,0.00,0.08,0.08,0.08,-0.08,-0.08,Matches
167,Noah Cobb,us USA,"DF,FW",Atlanta Utd,20-137,2005,4.8,0.00,0.21,0.00,0.0,0.21,0.00,0.00,,16.7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
168,Noah Cobb,us USA,DF,Colorado Rapids,20-137,2005,4.0,0.00,0.50,0.25,50.0,0.50,0.25,0.00,0.00,7.5,0.00,0.00,0.00,0.05,0.05,0.12,-0.05,-0.05,Matches
169,Alonso Coello,es ESP,MF,Toronto FC,26-053,1999,24.1,0.04,0.54,0.21,38.5,0.54,0.21,0.08,0.20,25.7,0.08,0.00,0.00,0.03,0.03,0.05,0.01,0.01,Matches
170,Michael Collodi,us USA,GK,FC Dallas,24-193,2001,8.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
171,Theo Corbeanu,ca CAN,"FW,MF",Toronto FC,23-201,2002,25.6,0.23,2.15,0.94,43.6,2.15,0.94,0.09,0.21,17.3,0.00,0.04,0.04,0.20,0.17,0.08,0.04,0.03,Matches
172,Matthew Corcoran,us USA,MF,Nashville SC,19-290,2006,2.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
173,Carlos Coronel,py PAR,GK,NY Red Bulls,28-340,1996,31.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
174,David Costa,pt POR,"MF,FW",Portland Timbers,24-333,2001,27.9,0.14,1.61,0.68,42.2,1.61,0.68,0.09,0.21,18.9,0.22,0.00,0.00,0.15,0.15,0.10,-0.01,-0.01,Matches
175,Vitor Costa,br BRA,"DF,MF",SJ Earthquakes,31-156,1994,17.9,0.06,1.23,0.17,13.6,1.23,0.17,0.05,0.33,15.5,0.00,0.00,0.00,0.16,0.16,0.13,-0.10,-0.10,Matches
176,Baye Coulibaly,ml MLI,MF,Charlotte,19-330,2006,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
177,Antoine Coupland,ca CAN,FW,Vancouver W'caps,21-357,2003,0.2,5.00,5.00,5.00,100.0,5.63,5.63,1.00,1.00,15.1,0.00,0.00,0.00,0.00,0.00,0.04,5.00,5.00,Matches
178,Brandan Craig,us USA,"DF,MF",CF Montréal,21-241,2004,16.0,0.00,0.75,0.19,25.0,0.75,0.19,0.00,0.00,23.4,0.38,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
179,Ben Cremaschi,us USA,"MF,FW",Inter Miami,20-277,2005,15.4,0.06,0.78,0.19,25.0,0.78,0.19,0.08,0.33,15.4,0.06,0.00,0.00,0.10,0.10,0.13,-0.04,-0.04,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,31-207,1994,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
181,Andrés Cubas,py PAR,MF,Vancouver W'caps,29-196,1996,22.0,0.00,0.36,0.05,12.5,0.36,0.05,0.00,0.00,24.9,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
182,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,22-297,2003,8.8,0.23,0.57,0.23,40.0,0.57,0.23,0.40,1.00,22.0,0.11,0.00,0.00,0.06,0.06,0.11,0.17,0.17,Matches
183,Christopher Cupps,us USA,DF,Chicago Fire,17-192,2008,3.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
184,Hugo Cuypers,be BEL,FW,Chicago Fire,28-300,1997,31.1,0.55,2.54,1.22,48.1,2.54,1.22,0.18,0.37,11.9,0.00,0.10,0.13,0.63,0.52,0.21,-0.08,-0.07,Matches
185,Bruno Damiani,uy URU,"FW,MF",Philadelphia Union,23-230,2002,22.6,0.31,3.14,1.37,43.7,3.15,1.37,0.08,0.19,13.0,0.00,0.04,0.09,0.53,0.42,0.13,-0.22,-0.15,Matches
186,Dagur Dan Þórhallsson,is ISL,"MF,DF",Orlando City,25-216,2000,12.4,0.24,0.65,0.24,37.5,0.65,0.24,0.38,1.00,14.1,0.00,0.00,0.00,0.19,0.19,0.30,0.05,0.05,Matches
187,Daniel,br BRA,GK,SJ Earthquakes,31-212,1994,27.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
188,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,26-233,1999,10.1,0.10,1.29,0.30,23.1,1.29,0.30,0.08,0.33,19.0,0.00,0.00,0.00,0.08,0.08,0.06,0.02,0.02,Matches
189,Héctor David Martínez,py PAR,DF,Inter Miami,27-317,1998,4.2,0.24,0.71,0.24,33.3,0.71,0.24,0.33,1.00,8.2,0.00,0.00,0.00,0.05,0.05,0.08,0.19,0.19,Matches
190,Juan David Mosquera,co COL,DF,Portland Timbers,23-090,2002,25.2,0.04,0.83,0.20,23.8,0.83,0.20,0.05,0.20,20.5,0.00,0.00,0.00,0.04,0.04,0.05,0.00,0.00,Matches
191,Edward Davis,us USA,FW,Philadelphia Union,19-170,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
192,Jake Davis,us USA,"MF,DF",Sporting KC,23-335,2002,20.7,0.00,1.06,0.14,13.6,1.06,0.14,0.00,0.00,23.2,0.14,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
193,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,24-300,2001,13.0,0.31,2.92,0.69,23.7,2.92,0.69,0.11,0.44,20.3,0.08,0.00,0.00,0.22,0.22,0.08,0.08,0.08,Matches
194,Rodrigo De Paul,ar ARG,MF,Inter Miami,31-194,1994,9.9,0.00,1.11,0.00,0.0,1.11,0.00,0.00,,23.5,0.00,0.00,0.00,0.08,0.08,0.08,-0.08,-0.08,Matches
195,Osaze De Rosario,gy GUY,FW,Seattle Sounders,24-138,2001,2.9,0.34,6.21,1.38,22.2,6.25,1.39,0.06,0.25,14.1,0.00,0.00,0.00,1.14,1.14,0.18,-0.79,-0.79,Matches
196,Jonathan Dean,us USA,"DF,MF",Chicago Fire,28-203,1997,18.6,0.05,0.43,0.22,50.0,0.43,0.22,0.13,0.25,16.1,0.00,0.00,0.00,0.06,0.06,0.15,-0.01,-0.01,Matches
197,Louicius Deedson,ht HAI,FW,FC Dallas,24-296,2001,0.3,0.00,3.33,0.00,0.0,3.91,0.00,0.00,,28.4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
198,Marky Delgado,us USA,MF,LAFC,30-202,1995,28.6,0.10,0.63,0.24,38.9,0.63,0.25,0.17,0.43,18.1,0.03,0.00,0.00,0.07,0.07,0.11,0.04,0.04,Matches
199,Patrickson Delgado,ec ECU,"MF,FW",FC Dallas,22-048,2003,19.0,0.05,1.26,0.21,16.7,1.26,0.21,0.04,0.25,22.9,0.05,0.00,0.00,0.11,0.11,0.08,-0.05,-0.05,Matches
200,Kévin Denkey,tg TOG,FW,FC Cincinnati,25-004,2000,25.3,0.59,2.92,1.30,44.6,2.93,1.31,0.16,0.36,16.6,0.00,0.12,0.12,0.43,0.34,0.12,0.16,0.13,Matches
201,Mikkel Desler,dk DEN,"DF,MF",Austin,30-288,1995,14.9,0.07,0.47,0.07,14.3,0.47,0.07,0.14,1.00,16.6,0.00,0.00,0.00,0.07,0.07,0.15,-0.01,-0.01,Matches
202,Djibril Diani,fr FRA,MF,Charlotte,27-296,1998,12.8,0.00,0.70,0.39,55.6,0.70,0.39,0.00,0.00,17.6,0.00,0.00,0.00,0.06,0.06,0.09,-0.06,-0.06,Matches
203,Jefferson Díaz,co COL,DF,Minnesota Utd,24-364,2000,21.1,0.00,0.76,0.14,18.8,0.76,0.14,0.00,0.00,13.6,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
204,Luis Díaz,cr CRC,"FW,DF",NE Revolution,26-363,1998,4.4,0.00,2.95,1.36,46.2,2.94,1.36,0.00,0.00,17.2,0.00,0.00,0.00,0.20,0.20,0.07,-0.20,-0.20,Matches
205,Mamadou Dieng,sn SEN,FW,Minnesota Utd,21-303,2004,1.3,0.00,2.31,0.00,0.0,2.37,0.00,0.00,,7.9,0.00,0.00,0.00,0.54,0.54,0.22,-0.54,-0.54,Matches
206,Javairô Dilrosun,nl NED,FW,LAFC,27-165,1998,4.8,0.42,2.50,1.04,41.7,2.52,1.05,0.17,0.40,16.6,0.00,0.00,0.00,0.19,0.19,0.07,0.23,0.23,Matches
207,Hamady Diop,sn SEN,DF,San Diego FC,23-181,2002,2.2,0.00,0.91,0.45,50.0,0.92,0.46,0.00,0.00,31.5,0.45,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
208,Innocent Dje,ci CIV,MF,Chicago Fire,22-213,2003,13.0,0.15,0.38,0.15,40.0,0.38,0.15,0.40,1.00,16.6,0.00,0.00,0.00,0.02,0.02,0.07,0.13,0.13,Matches
209,Derek Dodson,us USA,"DF,MF",D.C. United,27-031,1998,6.4,0.00,0.16,0.16,100.0,0.16,0.16,0.00,0.00,15.6,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches
210,Maxime Dominguez,ch SUI,MF,Toronto FC,29-306,1996,15.7,0.00,1.21,0.19,15.8,1.21,0.19,0.00,0.00,22.2,0.00,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
211,Ronald Donkor,ml MLI,MF,NY Red Bulls,21-014,2004,9.6,0.00,0.52,0.10,20.0,0.52,0.10,0.00,0.00,27.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
212,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,25-118,2000,6.1,0.00,1.64,0.49,30.0,1.65,0.50,0.00,0.00,13.2,0.00,0.00,0.00,0.26,0.26,0.16,-0.26,-0.26,Matches
213,Griffin Dorsey,us USA,DF,Houston Dynamo,26-274,1999,29.6,0.07,1.18,0.27,22.9,1.18,0.27,0.06,0.25,15.0,0.00,0.00,0.00,0.08,0.08,0.07,-0.02,-0.02,Matches
214,C.J. dos Santos,us USA,GK,San Diego FC,25-102,2000,30.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
215,Hassani Dotson,us USA,MF,Minnesota Utd,28-120,1997,4.6,0.22,0.43,0.43,100.0,0.43,0.43,0.50,0.50,20.3,0.00,0.00,0.00,0.02,0.02,0.05,0.20,0.20,Matches
216,Souleyman Doumbia,ci CIV,DF,Charlotte,29-071,1996,6.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
217,Anders Dreyer,dk DEN,FW,San Diego FC,27-216,1998,33.5,0.57,2.99,1.28,43.0,2.98,1.28,0.16,0.37,19.0,0.15,0.09,0.12,0.51,0.41,0.14,0.06,0.07,Matches
218,Manu Duah,gh GHA,DF,San Diego FC,20-182,2005,11.5,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,15.4,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
219,Nicolás Dubersarsky,ar ARG,MF,Austin,20-348,2004,7.7,0.00,0.39,0.00,0.0,0.39,0.00,0.00,,16.2,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
220,Erik Duenas,us USA,"MF,FW",Houston Dynamo,21-047,2004,1.8,0.00,1.67,1.11,66.7,1.71,1.14,0.00,0.00,17.2,0.00,0.00,0.00,0.11,0.11,0.06,-0.11,-0.11,Matches
221,Morris Duggan,de GER,DF,Minnesota Utd,25-041,2000,14.6,0.00,0.48,0.27,57.1,0.48,0.27,0.00,0.00,13.3,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
222,Bryce Duke,us USA,"MF,FW",CF Montréal,24-279,2001,7.5,0.00,1.07,0.53,50.0,1.06,0.53,0.00,0.00,18.1,0.13,0.00,0.00,0.08,0.08,0.08,-0.08,-0.08,Matches
223,Kyle Duncan,us USA,DF,NY Red Bulls,28-118,1997,17.0,0.00,0.76,0.12,15.4,0.76,0.12,0.00,0.00,22.4,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
224,Chris Durkin,us USA,MF,St. Louis,25-299,2000,12.3,0.00,0.98,0.24,25.0,0.98,0.24,0.00,0.00,17.5,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,Matches
225,Leonard Duru,eng ENG,DF,San Diego FC,20-326,2005,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
226,Jeremy Ebobisse,us USA,FW,LAFC,28-293,1997,9.7,0.41,1.96,0.93,47.4,1.95,0.92,0.21,0.44,14.9,0.10,0.00,0.00,0.34,0.34,0.18,0.07,0.07,Matches
227,Ender Echenique,ve VEN,"DF,FW",FC Cincinnati,21-246,2004,5.6,0.18,1.61,0.36,22.2,1.60,0.36,0.11,0.50,16.7,0.00,0.00,0.00,0.20,0.20,0.13,-0.02,-0.02,Matches
228,Daniel Edelman,us USA,MF,NY Red Bulls,22-220,2003,22.4,0.04,0.63,0.18,28.6,0.62,0.18,0.07,0.25,23.4,0.00,0.00,0.00,0.03,0.03,0.05,0.01,0.01,Matches
229,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,33-314,1992,6.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
230,Matthew Edwards,us USA,DF,Atlanta Utd,22-290,2003,13.4,0.00,0.22,0.07,33.3,0.22,0.07,0.00,0.00,5.6,0.00,0.00,0.00,0.04,0.04,0.16,-0.04,-0.04,Matches
231,Michael Edwards,us USA,DF,Colorado Rapids,25-007,2000,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
232,Raheem Edwards,ca CAN,DF,NY Red Bulls,30-142,1995,15.9,0.00,0.69,0.25,36.4,0.69,0.25,0.00,0.00,21.0,0.06,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
233,Noah Eile,se SWE,DF,NY Red Bulls,23-138,2002,29.0,0.03,0.66,0.21,31.6,0.66,0.21,0.05,0.17,14.3,0.00,0.00,0.00,0.07,0.07,0.10,-0.03,-0.03,Matches
234,Jack Elliott,eng ENG,DF,Chicago Fire,30-101,1995,32.6,0.09,0.86,0.31,35.7,0.86,0.31,0.11,0.30,15.3,0.12,0.00,0.00,0.07,0.07,0.08,0.02,0.02,Matches
235,Justin Ellis,us USA,FW,Orlando City,18-204,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
236,Rayan Elloumi,ca CAN,FW,Vancouver W'caps,18-078,2007,2.3,0.87,2.61,0.87,33.3,2.66,0.89,0.33,1.00,9.0,0.00,0.00,0.00,0.43,0.43,0.16,0.43,0.43,Matches
237,Emeka Eneli,us USA,MF,Real Salt Lake,26-047,1999,20.1,0.00,0.40,0.05,12.5,0.40,0.05,0.00,0.00,24.0,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
238,Lukas Engel,dk DEN,DF,FC Cincinnati,26-355,1998,30.2,0.00,0.53,0.13,25.0,0.53,0.13,0.00,0.00,16.8,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
239,Lawrence Ennali,de GER,"MF,FW",Houston Dynamo,23-272,2002,11.0,0.09,2.18,0.64,29.2,2.17,0.63,0.04,0.14,16.4,0.00,0.00,0.00,0.25,0.25,0.12,-0.15,-0.15,Matches
240,Boris Enow,cm CMR,MF,D.C. United,25-249,2000,18.2,0.05,0.49,0.11,22.2,0.50,0.11,0.11,0.50,27.6,0.11,0.00,0.00,0.03,0.03,0.06,0.03,0.03,Matches
241,Ramiro Enrique,ar ARG,FW,Orlando City,24-214,2001,10.5,0.76,2.86,1.52,53.3,2.87,1.53,0.27,0.50,12.3,0.00,0.00,0.00,0.70,0.70,0.25,0.06,0.06,Matches
