0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
106,Israel Boatwright,do DOM,"MF,DF",Inter Miami,17,2005,0.8,66.3,6.25,21.3,27.5,17.5,0.00,66.3,3.75,1.25,33.3,1.25,33.3,40.0,183.8,81.3,1.25,1.25,0.00,1.25,1.25,38.8,8.75,Matches
107,Mateusz Bogusz,pl POL,"MF,FW",LAFC,21,2001,19.3,52.4,0.93,4.56,21.7,27.5,3.58,52.4,2.95,1.92,64.9,0.67,22.8,34.8,190.2,97.6,2.90,2.18,0.83,2.28,0.88,36.8,6.58,Matches
108,Franck Boli,ci CIV,FW,Portland Timbers,29,1993,16.2,27.7,0.25,1.91,11.0,15.1,5.25,27.7,3.33,1.30,38.9,1.73,51.9,18.4,97.8,41.9,1.73,0.93,1.30,3.21,2.35,20.4,6.60,Matches
109,Joshua Bolma,gh GHA,MF,NE Revolution,20,2002,0.3,86.7,0.00,20.0,60.0,6.67,0.00,86.7,0.00,0.00,,0.00,,53.3,330.0,163.3,3.33,3.33,0.00,0.00,0.00,76.7,0.00,Matches
110,Moïse Bombito,ca CAN,DF,Colorado Rapids,22,2000,8.3,56.1,6.02,27.8,21.7,7.11,1.81,56.1,0.48,0.36,75.0,0.12,25.0,29.0,160.0,89.9,1.45,0.60,0.36,1.20,0.12,33.1,1.33,Matches
111,Jonathan Bond,eng ENG,GK,LA Galaxy,29,1993,22.8,36.9,33.6,36.9,0.04,0.00,0.00,36.9,0.04,0.04,100.0,0.00,0.0,21.1,102.3,63.6,0.00,0.00,0.00,0.09,0.00,17.5,0.00,Matches
112,Pablo Bonilla,ve VEN,DF,Portland Timbers,23,1999,0.8,41.3,3.75,13.8,8.75,18.8,1.25,41.3,0.00,0.00,,0.00,,13.8,41.3,22.5,1.25,0.00,0.00,0.00,0.00,20.0,6.25,Matches
113,Alex Bono,us USA,GK,D.C. United,28,1994,9.5,46.6,33.4,44.7,2.00,0.00,0.00,46.6,0.21,0.21,100.0,0.00,0.0,24.3,118.5,65.7,0.00,0.00,0.00,0.00,0.00,21.9,0.00,Matches
114,Shanyder Borgelin,ht HAI,FW,Inter Miami,21,2001,1.6,30.6,0.63,2.50,10.0,19.4,8.13,30.6,2.50,0.63,25.0,1.25,50.0,15.6,113.1,15.0,0.63,0.63,0.63,6.25,3.75,21.9,5.00,Matches
115,Dylan Borrero,co COL,"FW,MF",NE Revolution,21,2002,5.7,50.4,1.05,5.26,20.5,25.6,4.74,50.4,4.74,2.46,51.9,1.58,33.3,34.0,258.9,124.6,4.91,1.93,2.81,2.63,1.05,37.7,9.12,Matches
116,Gustavo Bou,ar ARG,"FW,MF",NE Revolution,32,1990,14.0,43.9,0.43,2.71,15.8,25.8,5.07,43.9,3.14,1.43,45.5,1.21,38.6,26.1,159.9,79.1,2.86,2.07,1.00,1.93,1.50,31.3,7.71,Matches
117,Denis Bouanga,ga GAB,FW,LAFC,28,1994,28.1,45.2,0.82,4.34,13.9,28.1,8.08,45.1,6.83,3.10,45.3,3.24,47.4,29.8,241.6,129.6,5.16,2.60,3.10,3.59,2.03,32.9,11.5,Matches
118,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,22,2000,1.7,50.0,0.59,4.12,15.3,31.2,7.06,50.0,4.12,0.59,14.3,3.53,85.7,30.0,155.9,55.3,1.18,1.76,0.59,2.35,5.29,37.1,7.65,Matches
119,Aaron Boupendza,ga GAB,FW,FC Cincinnati,26,1996,6.7,39.7,0.15,2.99,16.9,20.6,6.57,39.7,4.18,1.79,42.9,2.24,53.6,24.8,139.1,63.9,2.24,1.04,1.19,3.43,0.90,28.7,5.67,Matches
120,Michael Boxall,nz NZL,DF,Minnesota Utd,34,1988,31.7,55.9,9.43,31.0,22.8,2.59,0.66,55.9,0.63,0.41,65.0,0.09,15.0,30.4,151.5,95.9,0.57,0.63,0.03,0.54,0.16,33.9,0.13,Matches
121,Tyler Boyd,us USA,"FW,MF",LA Galaxy,28,1994,25.8,44.0,0.81,5.50,15.3,23.8,4.34,44.0,3.29,1.63,49.4,1.47,44.7,31.4,212.1,101.5,4.03,2.48,1.43,2.60,1.90,33.9,10.1,Matches
122,Michael Bradley,us USA,"MF,DF",Toronto FC,35,1987,16.0,63.1,9.31,29.4,31.3,2.88,0.13,63.1,0.56,0.31,55.6,0.25,44.4,35.3,158.8,68.4,0.19,0.63,0.06,0.75,0.25,41.6,0.50,Matches
123,Chris Brady,us USA,GK,Chicago Fire,18,2004,29.3,29.8,26.3,29.7,0.07,0.00,0.00,29.8,0.00,0.00,,0.00,,13.7,66.6,40.4,0.00,0.00,0.00,0.03,0.03,9.76,0.00,Matches
124,Zachary Brault-Guillard,ca CAN,"DF,MF",CF Montréal,24,1998,14.5,53.4,2.48,11.9,22.6,19.4,2.48,53.4,1.59,0.62,39.1,0.83,52.2,29.5,144.4,70.0,1.86,1.72,0.41,1.93,1.03,33.4,8.48,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,25.9,65.9,4.05,20.7,33.0,13.3,0.66,65.9,1.66,1.00,60.5,0.46,27.9,32.6,181.0,113.2,2.36,1.66,0.15,1.00,0.81,33.4,2.20,Matches
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,0.0,1,0,0,0,1,0,1,0,0,,0,,1,2,0,0,0,0,0,0,1,0,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,5.9,48.0,0.34,3.73,24.4,20.5,3.73,48.0,2.54,1.19,46.7,1.19,46.7,32.2,146.9,45.1,1.36,1.02,1.02,1.69,2.03,40.0,6.44,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,6.0,49.0,2.83,14.8,17.7,16.8,1.17,49.0,0.33,0.00,0.0,0.17,50.0,23.0,126.0,68.7,2.00,1.83,0.17,0.50,0.67,26.0,4.17,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,61.6,3.77,17.4,28.4,16.7,0.91,61.6,1.87,1.23,66.0,0.48,25.5,33.5,221.3,129.8,3.25,2.14,0.28,0.95,0.28,38.4,5.28,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,48.4,1.91,10.6,26.3,12.3,1.91,48.4,1.25,0.49,38.9,0.63,50.0,26.4,134.3,61.8,1.67,1.35,0.24,1.53,0.94,31.7,3.85,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,66.2,5.46,25.5,28.7,12.5,1.43,66.2,0.77,0.46,60.0,0.26,33.3,33.7,141.7,76.9,1.17,1.07,0.10,0.41,0.36,39.1,3.21,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,86.2,2.65,20.9,53.6,12.7,0.71,86.1,2.18,1.47,67.4,0.43,19.6,54.1,265.1,146.0,2.42,1.94,0.19,1.28,0.66,64.0,1.75,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,25.6,2.05,2.82,15.4,7.44,3.59,25.6,1.54,0.26,16.7,1.28,83.3,13.3,39.5,16.9,0.26,0.26,0.26,2.82,1.03,17.2,2.56,Matches
134,Noel Buck,eng ENG,"MF,FW",NE Revolution,17,2005,19.5,50.3,1.38,9.95,27.2,13.8,1.03,50.3,2.21,1.33,60.5,0.56,25.6,30.5,168.7,80.7,2.46,1.59,0.31,1.54,0.72,35.9,2.82,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,30.3,0.49,1.37,14.9,14.2,4.21,30.3,1.26,0.82,65.2,0.38,30.4,14.3,60.4,23.0,1.04,0.44,0.71,1.69,0.71,23.1,6.17,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,35.1,0.83,2.41,15.0,18.5,5.37,35.1,3.89,2.22,57.1,1.57,40.5,16.5,99.5,40.3,1.39,1.20,0.74,3.43,2.22,21.9,3.89,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,37.8,27.9,37.1,0.79,0.00,0.00,37.8,0.03,0.03,100.0,0.00,0.0,20.4,116.8,68.0,0.00,0.00,0.00,0.09,0.00,15.1,0.00,Matches
138,Kendall Burks,us USA,"DF,MF",Chicago Fire,23,1999,5.7,46.5,7.02,25.4,19.3,2.11,0.53,46.5,0.53,0.35,66.7,0.00,0.0,22.8,98.6,50.5,0.70,0.00,0.00,0.53,0.00,24.6,0.35,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,79.5,4.17,21.4,47.5,11.1,0.29,79.5,0.68,0.29,42.9,0.29,42.9,42.1,162.6,76.6,0.97,0.78,0.19,0.68,1.07,56.5,1.07,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,62.6,4.43,17.9,26.9,18.5,1.68,62.6,1.57,0.76,48.3,0.65,41.4,30.9,188.9,92.6,2.65,1.62,0.05,1.08,0.54,35.7,5.03,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,65.3,3.36,21.8,33.7,10.4,0.52,65.3,0.87,0.31,36.0,0.38,44.0,31.4,146.5,79.9,1.38,1.18,0.14,0.62,0.28,38.8,1.73,Matches
142,Jorge Cabezas,co COL,"FW,MF",NY Red Bulls,19,2003,1.3,40.0,1.54,2.31,13.8,23.8,5.38,40.0,4.62,3.85,83.3,0.77,16.7,20.8,94.6,18.5,0.77,2.31,0.77,6.15,0.77,23.1,4.62,Matches
143,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,23,1999,13.1,28.5,0.61,3.28,12.7,12.9,3.66,28.5,2.37,0.99,41.9,1.15,48.4,16.0,104.2,47.3,1.76,1.15,0.99,2.06,0.46,17.8,4.27,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,70.0,0.00,0.00,30.0,40.0,0.00,70.0,0.00,0.00,,0.00,,20.0,220.0,160.0,10.0,0.00,0.00,0.00,0.00,50.0,0.00,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,65.8,7.17,30.9,32.6,2.34,0.48,65.8,0.07,0.00,0.0,0.07,100.0,39.7,167.2,100.1,0.21,0.48,0.00,0.34,0.00,47.0,0.21,Matches
146,Deiber Caicedo,co COL,"MF,FW",Vancouver W'caps,22,2000,2.2,56.4,0.91,6.36,19.5,31.4,4.55,56.4,7.27,4.09,56.3,3.18,43.8,40.0,356.8,153.2,5.45,3.64,0.45,3.18,1.82,40.0,9.55,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,52.7,2.81,15.7,33.1,4.15,0.00,52.7,0.52,0.15,28.6,0.37,71.4,30.2,108.8,48.7,0.07,0.44,0.00,0.52,0.67,35.3,0.44,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,37.4,2.11,9.47,25.3,2.63,0.00,37.4,0.53,0.53,100.0,0.00,0.0,16.8,42.6,15.3,0.00,0.00,0.00,0.00,0.00,25.3,0.00,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,68.2,3.77,21.0,32.5,15.3,0.84,68.2,1.95,1.12,57.1,0.51,26.2,39.3,204.4,119.0,1.49,1.77,0.14,1.16,0.51,44.6,4.56,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,43.4,2.07,6.55,27.2,9.66,2.07,43.4,0.34,0.00,0.0,0.34,100.0,23.4,111.7,43.8,1.38,0.69,0.34,0.00,0.34,28.3,2.07,Matches
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,36.8,32.7,36.6,0.18,0.00,0.00,36.8,0.00,0.00,,0.00,,20.0,106.5,58.2,0.00,0.03,0.03,0.00,0.00,15.7,0.00,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,78.3,9.66,42.8,34.2,1.82,0.34,78.3,0.23,0.23,100.0,0.00,0.0,49.0,276.3,130.0,0.34,0.45,0.00,0.11,0.11,52.3,0.11,Matches
153,Rudy Camacho,fr FRA,"DF,MF",CF Montréal,31,1991,17.9,70.7,10.1,40.6,27.4,2.96,0.89,70.7,0.39,0.39,100.0,0.00,0.0,37.9,204.8,103.9,0.28,0.39,0.00,0.39,0.11,43.4,0.34,Matches
154,Brandon Cambridge,us USA,"FW,DF",Charlotte,20,2002,1.5,42.0,0.67,4.67,18.7,20.0,4.00,42.0,3.33,2.00,60.0,0.67,20.0,30.7,297.3,176.0,6.00,4.67,1.33,2.67,2.00,34.0,13.3,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,34.6,1.26,2.80,17.3,15.0,3.85,34.5,1.43,0.71,50.0,0.66,46.2,18.4,67.6,21.9,0.93,0.66,0.22,1.98,1.32,26.0,5.00,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,67.2,6.41,31.6,31.9,4.08,0.49,67.2,1.36,0.87,64.3,0.49,35.7,39.9,199.5,105.5,1.17,0.83,0.10,0.92,0.34,43.1,0.53,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,53.8,1.67,14.3,33.2,6.95,0.37,53.8,1.22,0.73,60.0,0.28,23.3,25.9,112.2,43.5,0.37,0.53,0.00,1.06,0.85,31.7,0.93,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,55.5,9.17,29.0,25.4,1.66,1.08,55.5,0.25,0.25,100.0,0.00,0.0,32.0,161.1,95.7,0.76,0.13,0.00,0.13,0.00,35.3,0.13,Matches
159,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,19,2003,7.4,43.4,0.68,5.95,16.8,21.6,2.03,43.4,4.32,1.89,43.8,2.03,46.9,27.3,152.4,47.3,1.76,1.35,0.54,3.11,2.03,29.5,7.16,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,27.6,38.9,0.91,2.72,17.0,19.7,4.86,38.9,1.96,0.65,33.3,1.16,59.3,23.9,113.7,40.7,1.23,1.27,0.43,2.83,1.38,29.3,7.28,Matches
161,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,24,1998,22.6,55.5,0.62,6.06,28.5,21.6,2.35,55.5,4.07,2.12,52.2,1.68,41.3,38.3,193.0,104.5,2.70,2.79,0.44,2.17,1.46,44.1,4.87,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,58.6,1.71,12.1,39.3,7.77,0.24,58.6,1.00,0.57,57.1,0.38,38.1,33.9,138.2,54.1,0.38,0.71,0.00,0.71,1.00,41.1,0.71,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,56.7,0.00,11.7,30.0,15.0,0.00,56.7,5.00,1.67,33.3,3.33,66.7,31.7,271.7,143.3,5.00,3.33,0.00,5.00,5.00,33.3,5.00,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,73.6,10.3,41.1,30.6,2.45,1.88,73.6,0.44,0.31,70.0,0.09,20.0,50.4,239.2,123.7,0.39,0.17,0.00,0.26,0.17,56.1,0.09,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,61.8,1.00,8.69,34.6,19.4,0.94,61.8,3.00,1.44,47.9,1.13,37.5,30.4,163.5,85.0,1.69,1.75,0.25,1.38,1.56,33.4,2.50,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,67.7,8.72,39.5,26.8,1.41,1.03,67.7,0.26,0.13,50.0,0.13,50.0,43.3,207.4,94.5,0.00,0.00,0.00,0.38,0.38,44.6,0.13,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,27.1,24.3,27.0,0.06,0.00,0.00,27.1,0.00,0.00,,0.00,,11.9,73.5,44.2,0.00,0.00,0.00,0.03,0.00,7.97,0.00,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,68.5,3.18,17.5,41.8,9.93,0.20,68.5,0.79,0.46,58.3,0.26,33.3,39.2,185.8,70.5,0.79,0.99,0.07,1.39,0.79,50.5,0.99,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,72.4,2.56,17.2,47.7,8.22,0.56,72.4,1.22,0.78,63.6,0.33,27.3,46.0,214.7,94.9,0.67,0.89,0.11,1.33,0.33,57.2,1.11,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,24,1999,9.5,50.7,0.84,4.63,24.4,22.6,3.16,50.7,4.42,2.74,61.9,1.16,26.2,35.7,250.3,120.9,3.79,2.42,0.53,3.37,1.05,37.7,7.68,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,11.3,57.3,0.88,5.58,21.8,30.4,3.19,57.3,1.95,0.97,50.0,0.62,31.8,33.5,169.4,81.6,3.10,2.48,0.62,2.57,1.24,38.4,11.0,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,73.7,11.1,46.0,26.6,1.47,0.89,73.7,0.16,0.16,100.0,0.00,0.0,42.6,219.7,120.7,0.42,0.16,0.00,0.53,0.21,49.9,0.05,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,51.7,2.91,13.7,32.5,6.07,0.11,51.7,0.63,0.25,38.9,0.32,50.0,26.0,108.0,48.8,0.49,0.74,0.07,0.77,0.35,31.0,0.60,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,47.3,1.34,8.17,18.2,21.7,3.90,47.3,1.83,0.61,33.3,0.98,53.3,29.3,160.4,78.5,2.20,1.46,0.73,1.71,1.34,33.3,8.17,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,70.0,7.27,31.4,36.4,2.27,0.45,70.0,1.82,1.36,75.0,0.00,0.0,42.3,175.9,89.1,0.45,0.00,0.00,1.82,0.45,45.0,0.00,Matches
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,15.2,75.5,6.38,31.8,41.2,2.96,0.86,75.5,0.20,0.20,100.0,0.00,0.0,45.5,225.8,131.8,0.72,0.59,0.00,0.26,0.13,50.9,0.13,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,27.0,54.9,1.59,10.3,24.8,20.4,2.04,54.9,1.70,0.78,45.7,0.81,47.8,29.3,158.0,81.1,2.26,1.89,0.37,1.59,0.81,34.0,5.07,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,22.8,41.1,0.18,3.16,14.1,24.6,5.04,41.1,3.95,1.45,36.7,2.06,52.2,29.1,221.8,116.1,4.47,2.59,2.19,2.24,0.96,31.8,12.6,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,15.1,63.6,0.86,7.68,33.2,23.8,2.19,63.6,2.91,1.72,59.1,1.13,38.6,41.5,212.3,110.0,3.05,2.32,0.33,2.38,1.52,48.7,4.17,Matches
180,Cam Cilley,us USA,"FW,MF",SJ Earthquakes,22,2000,0.0,5,1,2,1,2,0,5,0,0,,0,,1,0,0,0,0,0,0,0,0,0,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,1.0,80.0,4.00,32.0,47.0,1.00,1.00,80.0,0.00,0.00,,0.00,,41.0,187.0,77.0,0.00,0.00,0.00,1.00,0.00,63.0,0.00,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33.0,35.2,31.3,35.1,0.03,0.00,0.00,35.2,0.06,0.06,100.0,0.00,0.0,22.0,110.6,73.5,0.00,0.00,0.00,0.00,0.00,17.0,0.00,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2.0,25.0,22.5,25.0,0.00,0.00,0.00,25.0,0.00,0.00,,0.00,,9.00,71.5,52.0,0.00,0.00,0.00,0.00,0.00,7.50,0.00,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,74.5,6.82,40.5,34.1,0.45,0.00,74.5,0.00,0.00,,0.00,,44.1,132.3,66.8,0.00,0.00,0.00,0.91,0.00,52.7,0.00,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,81.2,2.45,24.0,49.1,9.37,0.42,81.2,1.68,1.19,70.8,0.49,29.2,50.4,230.6,92.2,0.70,0.84,0.21,1.05,0.91,60.2,0.84,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,20.0,0.00,0.00,13.3,6.67,1.67,20.0,1.67,1.67,100.0,0.00,0.0,13.3,56.7,18.3,0.00,0.00,0.00,1.67,0.00,13.3,5.00,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,36.0,1.18,2.23,15.6,18.4,4.36,36.0,1.91,0.59,31.0,1.23,64.3,19.8,82.4,28.9,0.95,0.86,0.41,3.82,1.50,28.5,6.91,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,58.8,5.47,26.5,29.3,3.58,0.20,58.8,0.28,0.08,28.6,0.20,71.4,31.7,124.9,60.6,0.55,0.47,0.00,0.43,0.08,36.7,0.91,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver W'caps,25,1997,9.4,30.7,1.28,3.51,11.7,16.1,4.57,30.7,3.72,1.81,48.6,1.60,42.9,18.1,123.2,69.0,2.34,1.49,1.06,2.45,0.43,21.1,6.17,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,31.6,20.9,30.9,0.76,0.00,0.00,31.6,0.00,0.00,,0.00,,16.2,85.9,43.9,0.00,0.03,0.03,0.00,0.00,11.9,0.00,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,50.8,7.69,31.5,17.9,1.54,0.77,50.8,0.26,0.00,0.0,0.26,100.0,21.3,82.8,23.3,0.00,0.26,0.00,0.26,0.00,29.2,0.00,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,13.5,67.0,0.59,7.11,30.4,30.6,2.52,67.0,5.56,3.11,56.0,2.07,37.3,46.7,332.7,172.1,5.26,3.48,1.26,1.70,1.33,51.7,7.26,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,63.0,9.00,32.0,29.0,2.00,0.00,63.0,0.00,0.00,,0.00,,38.0,144.0,69.0,0.00,2.00,0.00,0.00,0.00,49.0,0.00,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,17.1,36.0,0.88,4.44,12.9,19.5,4.39,36.0,4.91,2.22,45.2,2.34,47.6,25.1,182.8,83.6,3.45,2.46,1.35,2.98,1.70,26.3,9.01,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,19.9,55.5,1.11,8.44,29.9,18.1,2.76,55.5,2.86,1.41,49.1,1.26,43.9,35.6,161.2,64.5,1.56,1.51,0.40,3.27,1.46,41.4,5.18,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7.0,32.6,26.1,32.4,0.14,0.00,0.00,32.6,0.00,0.00,,0.00,,17.9,87.6,52.4,0.00,0.00,0.00,0.14,0.00,14.3,0.00,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,3.1,55.5,1.94,14.8,27.1,13.5,0.32,55.5,1.61,1.29,80.0,0.32,20.0,38.4,157.4,57.4,0.65,1.94,0.00,0.97,0.65,37.4,2.58,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,23.8,60.2,2.69,16.2,41.6,3.15,0.00,60.2,0.71,0.38,52.9,0.29,41.2,32.9,139.4,50.3,0.17,0.42,0.00,0.88,0.55,38.2,0.21,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,49.9,0.19,2.66,16.3,31.6,6.96,49.7,4.71,2.05,43.5,2.24,47.6,33.2,194.4,92.7,3.88,2.28,2.05,3.00,1.41,39.7,8.94,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,65.3,3.62,17.9,30.9,17.2,0.64,65.3,1.91,0.85,44.4,0.64,33.3,40.4,180.6,92.3,1.91,1.91,0.00,2.13,0.21,43.2,5.96,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,55.3,3.09,14.7,24.6,16.4,1.69,55.3,1.74,1.06,61.1,0.58,33.3,26.7,120.8,57.7,1.35,0.97,0.34,1.26,0.72,32.5,6.04,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,4,0,0,4,0,0,4,0,0,,0,,2,8,7,0,0,0,1,0,3,0,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,54.7,9.28,31.5,22.0,1.79,1.08,54.7,0.54,0.32,60.0,0.18,33.3,30.4,151.5,84.5,0.50,0.25,0.07,0.39,0.14,33.2,0.25,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,8.7,40.6,1.26,4.60,17.8,18.6,3.68,40.6,3.33,1.49,44.8,1.26,37.9,26.3,159.7,76.0,3.10,1.95,1.26,2.87,1.61,29.3,8.16,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver W'caps,29,1994,3.3,46.7,0.61,5.76,13.3,28.2,3.64,46.7,4.85,1.82,37.5,2.12,43.8,22.4,165.2,75.5,3.03,1.82,0.61,2.12,1.82,29.1,8.48,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,13.4,51.7,2.16,13.0,23.1,16.4,1.34,51.7,2.09,1.49,71.4,0.37,17.9,31.7,219.0,104.4,2.46,2.61,0.45,1.27,0.90,33.6,3.13,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,21.6,27.0,24.7,26.8,0.32,0.00,0.00,27.0,0.05,0.05,100.0,0.00,0.0,12.1,73.1,49.0,0.00,0.00,0.00,0.00,0.00,6.85,0.00,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,10.7,54.0,2.24,10.7,33.3,10.7,0.56,54.0,1.03,0.28,27.3,0.56,54.5,25.8,135.1,59.3,1.21,1.40,0.19,0.93,0.84,32.0,2.24,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,62.5,2.10,13.3,29.4,20.8,1.76,62.5,2.47,1.31,53.0,0.86,34.8,32.1,182.2,104.0,2.85,2.36,0.52,1.76,1.12,35.9,4.38,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,15.8,58.8,6.33,30.4,25.9,3.10,1.27,58.8,0.70,0.51,72.7,0.06,9.1,35.0,207.4,113.5,0.89,0.76,0.06,0.32,0.13,37.5,0.51,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,66.8,4.00,17.5,33.2,17.3,0.33,66.8,1.50,0.83,55.6,0.50,33.3,33.0,149.3,75.8,1.50,1.50,0.00,0.83,1.00,33.7,2.83,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,68.9,2.57,19.4,32.8,17.1,0.62,68.9,1.33,0.75,56.7,0.40,30.0,36.0,160.3,76.8,1.55,1.50,0.18,1.28,0.71,43.5,4.87,Matches
213,Sean Davis,us USA,MF,Nashville SC,29,1993,20.8,46.0,2.40,11.4,28.0,6.88,1.06,46.0,0.63,0.34,53.8,0.24,38.5,21.8,75.8,29.9,0.19,0.29,0.05,0.67,0.48,27.7,0.82,Matches
