0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Yellow CardsYellow Cards,Red CardsRed Cards,Second Yellow CardSecond Yellow Card,Fouls CommittedFouls Committed,Fouls DrawnFouls Drawn,OffsidesOffsides,CrossesCrosses,InterceptionsInterceptions,Tackles WonTackles in which the tackler's team won possession of the ball,Penalty Kicks WonPenalty Kicks Won,Penalty Kicks ConcededPenalty Kicks Conceded,Own GoalsOwn Goals,Ball RecoveriesNumber of loose balls recovered,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,24_Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,0.12,0.00,0.00,0.28,0.83,0.12,2.98,0.99,0.75,0.00,0.00,0.00,6.07,0.44,0.87,33.3,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,0.17,0.00,0.00,2.08,0.94,0.03,1.01,0.80,1.04,0.00,0.00,0.00,5.83,0.97,0.90,51.9,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,0.20,0.00,0.00,1.17,0.66,0.00,2.50,1.07,0.92,0.00,0.05,0.00,5.15,1.58,1.73,47.7,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,0.14,0.00,0.00,1.66,1.42,0.00,0.90,1.75,1.71,0.00,0.00,0.00,8.15,0.43,0.43,50.0,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,0.51,0.00,0.00,1.54,2.05,0.51,0.00,0.00,0.00,0.00,0.00,0.00,1.79,2.05,3.08,40.0,Matches
134,Noel Buck,eng ENG,"MF,FW",NE Revolution,17,2005,19.5,0.21,0.00,0.00,1.28,1.49,0.00,0.46,0.92,1.64,0.00,0.00,0.00,4.77,0.26,0.82,23.8,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,0.38,0.00,0.00,2.24,1.42,0.66,0.87,0.38,0.44,0.00,0.00,0.00,2.13,4.48,4.97,47.4,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,0.28,0.00,0.00,3.15,1.11,0.46,0.46,0.37,1.67,0.00,0.00,0.00,3.80,5.93,7.04,45.7,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,0.03,0.00,0.00,0.03,0.18,0.00,0.00,0.00,0.03,0.00,0.03,0.00,1.91,0.39,0.00,100.0,Matches
138,Kendall Burks,us USA,"DF,MF",Chicago Fire,23,1999,5.7,0.18,0.00,0.00,1.05,0.53,0.00,0.18,1.05,0.88,0.00,0.18,0.00,4.56,2.28,1.40,61.9,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,0.29,0.00,0.00,1.55,1.36,0.10,0.10,1.65,1.84,0.00,0.00,0.00,9.32,0.68,0.78,46.7,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,0.05,0.00,0.00,0.65,0.65,0.16,4.16,1.08,0.97,0.00,0.00,0.00,4.43,1.73,1.41,55.2,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,0.24,0.00,0.00,0.97,1.52,0.03,1.56,0.69,0.93,0.00,0.07,0.00,5.95,1.00,1.14,46.8,Matches
142,Jorge Cabezas,co COL,"FW,MF",NY Red Bulls,19,2003,1.3,0.00,0.00,0.00,1.54,0.77,1.54,0.00,0.00,0.77,0.00,0.00,0.00,2.31,0.77,7.69,9.1,Matches
143,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,23,1999,13.1,0.61,0.00,0.00,1.60,1.45,0.15,0.99,0.69,0.84,0.00,0.00,0.00,2.82,0.69,1.22,36.0,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,0.21,0.07,0.07,0.41,0.41,0.00,0.00,0.69,0.21,0.00,0.07,0.00,4.21,1.10,1.24,47.1,Matches
146,Deiber Caicedo,co COL,"MF,FW",Vancouver W'caps,22,2000,2.2,0.00,0.00,0.00,1.36,2.73,0.45,5.00,1.36,1.36,0.45,0.00,0.00,6.82,0.00,0.91,0.0,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,0.44,0.00,0.00,2.30,2.22,0.00,0.00,1.26,0.96,0.00,0.00,0.00,5.78,0.67,0.81,45.0,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.53,0.00,0.00,0.00,5.79,0.00,0.53,0.0,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,0.09,0.00,0.00,0.70,1.63,0.05,1.44,1.07,1.35,0.00,0.00,0.05,5.95,0.28,0.60,31.6,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,0.34,0.00,0.00,0.69,2.07,0.00,0.00,0.69,1.38,0.00,0.00,0.00,4.48,0.00,1.72,0.0,Matches
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.21,0.09,70.0,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,0.11,0.00,0.00,1.59,0.34,0.00,0.00,0.91,0.68,0.00,0.00,0.00,7.61,1.14,1.82,38.5,Matches
153,Rudy Camacho,fr FRA,"DF,MF",CF Montréal,31,1991,17.9,0.28,0.06,0.00,1.23,0.45,0.06,0.00,1.62,0.78,0.00,0.00,0.00,6.65,2.63,1.28,67.1,Matches
154,Brandon Cambridge,us USA,"FW,DF",Charlotte,20,2002,1.5,0.00,0.00,0.00,1.33,4.00,0.00,4.67,0.67,0.00,0.00,0.00,0.00,5.33,0.00,1.33,0.0,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,0.22,0.00,0.00,1.04,1.37,0.66,0.38,0.22,0.71,0.11,0.00,0.00,1.59,2.53,2.58,49.5,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,0.24,0.00,0.00,1.21,0.68,0.00,0.15,1.21,1.41,0.00,0.05,0.00,7.77,1.41,1.50,48.3,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,0.33,0.00,0.00,1.46,1.30,0.00,0.24,1.26,1.83,0.00,0.04,0.00,7.15,0.57,0.45,56.0,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,0.38,0.00,0.00,1.21,0.70,0.06,0.00,1.02,0.51,0.00,0.00,0.00,3.50,2.04,1.21,62.7,Matches
159,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,19,2003,7.4,0.00,0.00,0.00,2.43,1.62,0.00,1.49,0.41,0.81,0.00,0.00,0.00,6.08,0.95,1.89,33.3,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,27.6,0.29,0.07,0.04,3.33,2.39,1.05,0.69,0.43,0.51,0.11,0.04,0.00,3.15,1.70,2.17,43.9,Matches
161,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,24,1998,22.6,0.40,0.00,0.00,1.90,1.73,0.00,2.21,0.40,0.31,0.04,0.00,0.00,4.60,0.40,0.75,34.6,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,0.38,0.05,0.00,2.61,1.75,0.00,0.24,0.52,1.42,0.00,0.00,0.00,6.21,1.04,1.00,51.2,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,1.67,1.67,0.00,0.00,0.00,10.0,1.67,1.67,50.0,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,0.22,0.00,0.00,1.00,1.00,0.00,0.00,0.87,0.61,0.00,0.04,0.00,3.54,3.23,2.31,58.3,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,0.44,0.00,0.00,1.81,1.94,0.44,5.00,1.19,1.50,0.00,0.00,0.00,7.63,1.38,1.38,50.0,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,0.13,0.13,0.00,1.03,0.38,0.00,0.00,1.15,0.90,0.00,0.13,0.00,4.23,4.23,1.79,70.2,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,0.09,0.00,0.00,0.03,0.15,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.73,0.27,0.00,100.0,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,0.40,0.00,0.00,1.19,0.53,0.00,0.26,0.93,0.99,0.00,0.00,0.00,8.08,0.13,0.66,16.7,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,0.33,0.00,0.00,1.11,0.78,0.00,0.33,0.67,1.00,0.00,0.00,0.00,7.33,0.22,0.67,25.0,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,24,1999,9.5,0.21,0.00,0.00,1.68,0.95,0.21,2.32,0.32,1.16,0.00,0.00,0.00,4.00,0.32,0.84,27.3,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,11.3,0.09,0.00,0.00,0.62,0.88,0.09,8.41,0.44,0.71,0.00,0.00,0.00,4.78,0.44,1.33,25.0,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,0.26,0.00,0.00,1.00,0.58,0.05,0.00,1.42,0.84,0.00,0.00,0.00,5.74,1.84,1.11,62.5,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,0.28,0.00,0.00,1.44,1.30,0.00,0.25,1.05,1.40,0.00,0.00,0.04,7.16,0.53,0.53,50.0,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,0.00,0.00,0.00,0.85,1.34,0.49,1.59,0.61,1.34,0.00,0.00,0.00,6.46,0.24,0.49,33.3,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,0.45,0.00,0.00,2.27,0.91,0.00,0.00,0.91,1.36,0.00,0.00,0.00,8.18,0.45,1.36,25.0,Matches
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,15.2,0.13,0.00,0.00,0.72,0.72,0.07,0.13,1.91,0.72,0.00,0.00,0.07,6.64,2.30,1.58,59.3,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,27.0,0.15,0.00,0.00,1.33,1.67,0.07,4.41,0.96,1.41,0.00,0.00,0.00,5.52,0.44,0.93,32.4,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,22.8,0.31,0.04,0.04,1.62,1.05,0.31,3.95,0.48,0.88,0.00,0.00,0.00,3.95,0.31,0.61,33.3,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,15.1,0.26,0.00,0.00,1.66,0.66,0.00,1.72,0.73,1.46,0.07,0.00,0.00,5.70,1.26,1.13,52.8,Matches
180,Cam Cilley,us USA,"FW,MF",SJ Earthquakes,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,1.0,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33.0,0.12,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.18,0.00,100.0,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,0.45,0.00,0.00,0.45,0.45,0.00,0.00,0.00,0.45,0.00,0.00,0.00,7.73,0.91,0.00,100.0,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,0.14,0.00,0.00,0.70,0.63,0.00,1.05,1.26,2.80,0.00,0.07,0.00,7.97,0.63,0.91,40.9,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.67,0.0,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,0.32,0.00,0.00,2.05,1.59,0.55,0.64,0.23,0.14,0.09,0.00,0.00,1.77,2.77,3.27,45.9,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,0.24,0.00,0.00,1.02,0.47,0.00,0.39,1.26,0.71,0.00,0.04,0.04,5.71,1.06,0.94,52.9,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver W'caps,25,1997,9.4,0.21,0.00,0.00,1.70,2.55,1.38,0.96,0.11,1.17,0.11,0.00,0.00,3.30,2.13,3.40,38.5,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,0.12,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.15,0.00,100.0,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,0.51,0.00,0.00,1.54,0.26,0.00,0.00,1.28,2.05,0.00,0.00,0.00,5.90,2.31,2.05,52.9,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,13.5,0.15,0.07,0.00,0.74,1.56,0.15,6.52,0.59,0.44,0.00,0.00,0.00,4.30,0.22,0.44,33.3,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,6.00,1.00,0.00,100.0,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,17.1,0.12,0.00,0.00,0.88,0.76,0.23,2.57,0.35,0.53,0.06,0.00,0.00,3.39,0.41,0.70,36.8,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,19.9,0.30,0.00,0.00,1.96,1.31,0.15,0.75,0.70,1.41,0.00,0.00,0.00,4.87,1.16,1.21,48.9,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7.0,0.14,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.29,0.00,100.0,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,3.1,0.65,0.00,0.00,1.29,1.29,0.00,0.65,1.61,1.61,0.00,0.00,0.00,5.81,0.32,1.29,20.0,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,23.8,0.29,0.00,0.00,2.56,0.88,0.00,0.04,2.10,1.68,0.00,0.00,0.00,8.99,0.25,0.42,37.5,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,0.19,0.04,0.04,1.25,0.95,0.57,1.86,0.38,0.42,0.04,0.00,0.00,2.51,1.18,1.52,43.7,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,0.43,0.00,0.00,1.70,1.06,0.00,4.04,1.06,1.06,0.00,0.00,0.00,5.53,0.64,0.85,42.9,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,0.29,0.05,0.00,1.50,0.63,0.10,2.27,0.82,1.21,0.05,0.00,0.00,5.41,0.24,0.87,21.7,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,0.22,0.00,0.00,1.08,0.61,0.11,0.14,1.58,1.22,0.00,0.04,0.00,5.38,1.86,1.40,57.1,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,8.7,0.23,0.00,0.00,1.72,1.95,0.23,2.41,0.46,1.15,0.00,0.00,0.00,4.02,1.26,1.95,39.3,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver W'caps,29,1994,3.3,0.00,0.00,0.00,0.61,1.52,0.91,3.33,1.21,0.91,0.00,0.00,0.00,5.76,0.61,2.73,18.2,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,13.4,0.15,0.00,0.00,1.27,0.82,0.00,1.42,0.67,0.67,0.07,0.00,0.00,5.15,0.52,0.90,36.8,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,21.6,0.05,0.05,0.00,0.05,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.23,0.00,100.0,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,10.7,0.28,0.19,0.00,1.96,1.31,0.00,0.75,1.59,1.96,0.00,0.00,0.00,7.20,0.65,0.75,46.7,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,0.04,0.00,0.00,0.52,1.20,0.04,3.60,0.67,1.01,0.00,0.00,0.00,6.44,0.60,1.01,37.2,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,15.8,0.25,0.00,0.00,0.95,0.44,0.00,0.00,1.20,0.95,0.00,0.00,0.00,6.01,1.39,1.39,50.0,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,0.00,0.00,0.00,0.00,0.83,0.00,5.33,1.50,0.83,0.00,0.00,0.00,7.17,1.00,0.67,60.0,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,0.13,0.00,0.00,1.24,0.44,0.00,2.21,1.50,1.77,0.00,0.00,0.00,4.82,0.53,0.71,42.9,Matches
213,Sean Davis,us USA,MF,Nashville SC,29,1993,20.8,0.00,0.00,0.00,0.82,0.58,0.00,0.34,1.44,0.63,0.00,0.00,0.00,5.63,0.96,0.48,66.7,Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,0.33,0.00,0.00,0.78,0.59,0.00,1.96,1.50,0.85,0.00,0.13,0.00,5.42,1.37,1.50,47.7,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,0.32,0.00,0.00,1.05,0.53,0.00,0.32,1.58,1.05,0.00,0.11,0.11,5.89,2.42,2.21,52.3,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,5.3,0.00,0.00,0.00,1.13,1.70,0.38,2.08,0.94,1.13,0.00,0.19,0.00,5.85,0.75,0.75,50.0,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,0.23,0.00,0.00,1.21,0.89,0.08,1.91,1.40,1.28,0.00,0.00,0.00,6.34,0.54,0.62,46.7,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,1.00,0.00,0.00,3.00,2.00,0.00,9.00,0.00,1.00,0.00,0.00,0.00,5.00,1.00,1.00,50.0,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,0.9,0.00,0.00,0.00,4.44,1.11,0.00,4.44,0.00,1.11,0.00,0.00,0.00,5.56,0.00,1.11,0.0,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,0.00,0.00,0.00,1.32,0.38,0.00,0.75,0.57,0.57,0.00,0.19,0.00,4.15,0.94,1.32,41.7,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,0.00,0.00,0.00,0.56,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.56,1.67,1.67,50.0,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,0.4,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,5.00,7.50,0.00,100.0,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,0.29,0.00,0.00,2.29,0.86,0.00,0.29,0.57,0.86,0.00,0.00,0.00,3.43,2.00,0.57,77.8,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,1.1,0.00,0.00,0.00,0.91,0.91,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.91,0.00,1.82,0.0,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,0.5,0.00,0.00,0.00,4.00,0.00,0.00,4.00,2.00,4.00,0.00,0.00,0.00,12.0,0.00,2.00,0.0,Matches
227,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,4.3,0.23,0.00,0.00,1.63,0.93,0.47,0.70,0.47,0.93,0.00,0.00,0.00,4.19,6.74,5.81,53.7,Matches
228,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,11.4,0.61,0.00,0.00,1.67,1.23,0.00,2.81,1.14,0.88,0.09,0.00,0.00,4.74,0.88,0.88,50.0,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,100.0,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,28.6,0.10,0.00,0.00,0.73,1.15,0.03,1.08,1.12,1.19,0.03,0.00,0.00,5.91,1.54,1.78,46.3,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,0.44,0.00,0.00,2.11,0.67,0.11,0.67,1.67,1.22,0.00,0.00,0.00,6.89,0.56,0.22,71.4,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,25.6,0.04,0.00,0.00,0.86,1.33,0.04,1.64,0.31,0.90,0.04,0.00,0.00,3.71,0.90,1.48,37.7,Matches
233,Erik Duenas,us USA,"MF,DF",LAFC,18,2004,8.4,0.24,0.00,0.00,2.26,1.79,0.00,0.36,1.55,1.67,0.00,0.00,0.00,7.62,0.12,0.24,33.3,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,0.20,0.00,0.00,1.02,1.43,0.00,0.61,1.43,0.61,0.00,0.00,0.00,6.94,0.20,2.24,8.3,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,16.3,0.12,0.00,0.00,1.04,2.21,0.18,3.62,0.92,0.80,0.00,0.00,0.00,4.48,0.37,0.61,37.5,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,0.00,0.00,0.00,0.00,0.67,0.00,2.67,3.33,2.00,0.00,0.00,0.00,9.33,0.67,0.67,50.0,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,1.3,0.00,0.00,0.00,0.00,3.08,0.00,6.92,1.54,0.00,0.00,0.00,0.00,6.92,0.00,1.54,0.0,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,0.54,0.00,0.00,2.10,1.80,0.00,1.76,1.46,1.85,0.00,0.10,0.00,8.83,2.00,1.80,52.6,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,0.09,0.00,0.00,1.69,1.55,0.09,2.42,0.96,1.55,0.00,0.05,0.00,5.48,0.59,1.28,31.7,Matches
240,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,32.9,0.09,0.00,0.00,0.58,1.79,0.21,0.49,0.43,0.27,0.09,0.00,0.00,2.10,0.76,1.06,41.7,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,0.24,0.00,0.00,1.21,1.80,0.00,0.39,1.31,1.17,0.00,0.00,0.00,7.96,1.84,1.50,55.1,Matches
242,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10.0,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.20,0.10,66.7,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,20.8,0.38,0.00,0.00,1.44,1.73,0.29,2.36,1.15,1.59,0.05,0.00,0.00,6.49,1.15,1.25,48.0,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,31.0,0.23,0.03,0.03,0.81,0.35,0.13,0.03,1.48,0.74,0.00,0.03,0.00,6.16,1.84,1.16,61.3,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,2.4,0.00,0.00,0.00,0.42,2.50,0.00,1.25,0.42,1.67,0.00,0.00,0.00,4.17,0.42,0.42,50.0,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,14.7,0.34,0.00,0.00,0.75,1.90,0.14,0.88,0.88,0.82,0.00,0.00,0.00,7.28,0.68,0.95,41.7,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,11.5,0.35,0.00,0.00,2.09,2.00,0.43,0.61,0.35,0.52,0.00,0.09,0.00,1.65,4.17,5.13,44.9,Matches
248,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,24.7,0.45,0.00,0.00,0.97,0.77,0.20,1.17,1.42,1.98,0.00,0.00,0.00,5.47,0.93,1.50,38.3,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,27,1995,33.7,0.18,0.00,0.00,1.31,0.59,0.30,11.1,0.62,0.98,0.00,0.00,0.00,4.04,0.15,0.92,13.9,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,8.1,0.37,0.00,0.00,1.98,1.60,0.12,1.60,0.99,0.99,0.00,0.00,0.00,5.80,1.36,0.74,64.7,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,11.6,0.09,0.00,0.00,0.95,1.38,0.78,2.59,0.43,0.69,0.00,0.00,0.00,5.17,0.09,0.43,16.7,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,24.5,0.20,0.00,0.00,1.27,1.31,0.00,6.04,0.57,0.45,0.00,0.04,0.00,4.65,0.16,0.61,21.1,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,11.4,0.09,0.00,0.00,1.05,0.96,0.09,4.56,0.26,0.61,0.00,0.00,0.00,3.60,0.18,0.79,18.2,Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,6.4,0.00,0.00,0.00,0.78,0.63,0.00,5.47,0.16,1.09,0.00,0.00,0.00,4.69,0.31,0.16,66.7,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,2.7,0.00,0.00,0.00,2.96,1.48,0.37,0.00,0.00,0.37,0.00,0.00,0.00,2.59,1.48,1.85,44.4,Matches
256,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1.0,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,10.0,2.00,1.00,66.7,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,29.8,0.17,0.00,0.00,0.70,1.54,0.07,1.95,0.97,0.87,0.00,0.00,0.00,3.86,1.07,1.34,44.4,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,0.3,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,9.3,0.43,0.00,0.00,1.18,1.18,0.22,2.80,0.00,0.43,0.00,0.00,0.00,4.09,0.00,0.65,0.0,Matches
