0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,3.3,2.42,2.40,0.91,0.00,0.61,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,0.32,0.32,0.22,0.10,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Sergio Busquets,es ESP,"MF,DF",Inter Miami,35,1988,27.6,1.67,1.67,1.49,0.07,0.04,0.00,0.00,0.07,0.43,0.43,0.36,0.07,0.00,0.00,0.00,0.00,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,8.7,1.26,1.26,1.26,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31.0,1.65,1.65,1.55,0.00,0.03,0.00,0.03,0.03,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
136,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,24,1999,14.5,2.41,2.41,1.72,0.00,0.14,0.14,0.41,0.00,0.41,0.41,0.28,0.00,0.00,0.00,0.14,0.00,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,11.9,0.42,0.42,0.34,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
138,Deiber Caicedo,co COL,"FW,DF",Vancouver W'caps,23,2000,1.4,5.71,5.67,3.57,0.00,0.00,1.43,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,2.2,2.27,2.23,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,25.7,0.74,0.74,0.54,0.04,0.00,0.12,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,0.3,3.33,3.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,14.2,1.76,1.76,1.13,0.00,0.14,0.42,0.07,0.00,0.56,0.56,0.35,0.00,0.00,0.21,0.00,0.00,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,24.4,0.94,0.94,0.86,0.00,0.00,0.00,0.04,0.04,0.25,0.25,0.16,0.00,0.00,0.00,0.04,0.04,Matches
145,Omar Campos,mx MEX,"DF,MF",LAFC,21,2002,17.9,2.85,2.85,2.29,0.17,0.17,0.06,0.11,0.06,0.28,0.28,0.22,0.00,0.00,0.00,0.06,0.00,Matches
146,Reggie Cannon,us USA,DF,Colorado Rapids,25,1998,3.8,1.05,1.05,0.79,0.00,0.26,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
147,Russell Canouse,us USA,"MF,DF",D.C. United,28,1995,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Felipe Carballo,uy URU,MF,NY Red Bulls,27,1996,5.0,1.60,1.61,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Nathan Cardoso,br BRA,DF,Seattle Sounders,28,1995,1.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,20,2003,17.7,3.45,3.45,2.60,0.34,0.17,0.11,0.06,0.17,0.17,0.17,0.11,0.00,0.00,0.06,0.00,0.00,Matches
151,Julián Carranza,ar ARG,FW,Philadelphia Union,23,2000,11.9,2.77,2.77,1.60,0.00,0.17,0.50,0.42,0.08,0.25,0.25,0.08,0.00,0.00,0.00,0.17,0.00,Matches
152,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,25,1998,25.5,3.45,3.45,2.90,0.12,0.20,0.04,0.16,0.04,0.31,0.31,0.27,0.04,0.00,0.00,0.00,0.00,Matches
153,Wilder Cartagena,pe PER,"MF,DF",Orlando City,29,1994,24.4,1.48,1.48,1.15,0.00,0.08,0.08,0.00,0.16,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
154,Javier Casas,us USA,MF,Chicago Fire,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Julio Cascante,cr CRC,DF,Austin,30,1993,20.7,0.68,0.67,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Robert Castellanos,us USA,DF,Sporting KC,25,1998,11.5,0.52,0.52,0.43,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,Edwin Cerrillo,us USA,MF,LA Galaxy,23,2000,23.1,0.78,0.78,0.69,0.00,0.00,0.00,0.00,0.09,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
159,Dylan Chambost,fr FRA,"MF,FW",Columbus Crew,26,1997,6.1,4.75,4.73,3.77,0.82,0.00,0.00,0.00,0.16,0.98,0.98,0.49,0.33,0.00,0.00,0.00,0.16,Matches
160,Tomás Chancalay,ar ARG,FW,NE Revolution,25,1999,10.3,2.72,2.71,1.94,0.00,0.49,0.29,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
161,Maikel Chang,cu CUB,"FW,MF",Real Salt Lake,32,1991,4.1,5.12,5.12,3.17,0.98,0.24,0.24,0.49,0.00,0.73,0.73,0.73,0.00,0.00,0.00,0.00,0.00,Matches
162,Maxime Chanot,lu LUX,DF,LAFC,34,1989,14.8,0.61,0.61,0.54,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Diego Chará,co COL,MF,Portland Timbers,37,1986,26.9,1.71,1.71,1.49,0.00,0.00,0.00,0.19,0.04,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
164,Gabriel Chaves,br BRA,FW,LA Galaxy,22,2001,30.3,4.09,4.09,2.77,0.17,0.46,0.46,0.17,0.07,0.79,0.79,0.50,0.00,0.10,0.20,0.00,0.00,Matches
165,Yevhen Cheberko,ua UKR,DF,Columbus Crew,26,1998,18.8,0.74,0.75,0.69,0.00,0.00,0.05,0.00,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
166,Mathieu Choiniere,ca CAN,MF,CF Montréal,24,1999,16.6,2.65,2.65,1.75,0.72,0.00,0.06,0.06,0.06,0.24,0.24,0.12,0.06,0.00,0.00,0.06,0.00,Matches
167,Léo Chú,br BRA,"FW,MF",Seattle Sounders,23,2000,7.9,2.66,2.64,2.28,0.13,0.13,0.00,0.13,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
168,Caden Clark,us USA,"DF,FW",Minnesota Utd,20,2003,11.5,1.83,1.83,1.57,0.00,0.26,0.00,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
169,Caden Clark,us USA,MF,CF Montréal,20,2003,7.4,4.32,4.30,3.78,0.00,0.27,0.14,0.14,0.00,0.68,0.67,0.54,0.00,0.14,0.00,0.00,0.00,Matches
170,Steve Clark,us USA,GK,Houston Dynamo,37,1986,30.8,0.13,0.13,0.10,0.03,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
171,Noah Cobb,us USA,DF,Atlanta Utd,18,2005,15.0,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Matías Cóccaro,uy URU,"FW,MF",CF Montréal,26,1997,10.0,3.20,3.17,1.70,0.00,0.30,0.50,0.50,0.20,0.50,0.50,0.10,0.00,0.00,0.10,0.20,0.10,Matches
173,Alonso Coello,es ESP,MF,Toronto FC,24,1999,17.0,2.94,2.94,2.65,0.00,0.12,0.06,0.06,0.06,0.47,0.47,0.41,0.00,0.00,0.06,0.00,0.00,Matches
174,Josh Cohen,us USA,GK,Atlanta Utd,31,1992,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,Enzo Copetti,ar ARG,FW,Charlotte,28,1996,5.5,2.73,2.73,1.82,0.00,0.55,0.18,0.00,0.18,0.18,0.18,0.00,0.00,0.18,0.00,0.00,0.00,Matches
176,Gabriele Corbo,it ITA,DF,CF Montréal,24,2000,19.2,1.09,1.10,0.99,0.00,0.00,0.10,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
177,Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27.0,0.11,0.11,0.04,0.07,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
178,Vitor Costa,br BRA,DF,SJ Earthquakes,29,1994,23.3,1.59,1.58,1.12,0.17,0.13,0.13,0.00,0.04,0.21,0.21,0.13,0.00,0.04,0.04,0.00,0.00,Matches
179,Ben Cremaschi,us USA,MF,Inter Miami,18,2005,12.7,1.73,1.73,1.65,0.00,0.00,0.00,0.08,0.00,0.31,0.32,0.24,0.00,0.00,0.00,0.08,0.00,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,29,1994,19.5,0.15,0.15,0.05,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Matt Crooks,eng ENG,MF,Real Salt Lake,30,1994,20.9,2.68,2.68,2.39,0.00,0.14,0.00,0.00,0.14,0.38,0.38,0.33,0.00,0.05,0.00,0.00,0.00,Matches
182,Andrés Cubas,py PAR,MF,Vancouver W'caps,27,1996,21.5,0.98,0.98,0.98,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
183,Cucho,co COL,"FW,MF",Columbus Crew,24,1999,23.5,5.70,5.70,4.13,0.00,0.68,0.47,0.21,0.21,0.68,0.68,0.55,0.00,0.04,0.04,0.00,0.04,Matches
184,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,20,2003,3.7,2.16,2.18,1.62,0.27,0.27,0.00,0.00,0.00,0.54,0.54,0.27,0.00,0.27,0.00,0.00,0.00,Matches
185,Hugo Cuypers,be BEL,FW,Chicago Fire,26,1997,29.1,2.58,2.58,1.99,0.00,0.21,0.24,0.03,0.10,0.17,0.17,0.10,0.00,0.00,0.03,0.00,0.03,Matches
186,Rafael Czichos,de GER,DF,Chicago Fire,33,1990,26.0,1.00,1.00,0.69,0.00,0.04,0.15,0.08,0.04,0.15,0.15,0.08,0.00,0.00,0.04,0.04,0.00,Matches
187,Cristián Dajome,co COL,"DF,FW",D.C. United,30,1994,22.5,2.76,2.76,2.04,0.04,0.13,0.31,0.18,0.04,0.22,0.22,0.18,0.00,0.00,0.00,0.00,0.04,Matches
188,Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,26.8,2.09,2.09,1.46,0.11,0.15,0.22,0.11,0.04,0.26,0.26,0.19,0.00,0.07,0.00,0.00,0.00,Matches
189,Daniel,br BRA,GK,SJ Earthquakes,29,1994,12.0,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,6.9,2.03,2.01,0.87,0.43,0.14,0.14,0.14,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
191,Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,3.1,1.29,1.29,1.29,0.00,0.00,0.00,0.00,0.00,0.65,0.64,0.65,0.00,0.00,0.00,0.00,0.00,Matches
192,Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,30.9,2.82,2.82,2.43,0.06,0.16,0.06,0.10,0.00,0.29,0.29,0.23,0.00,0.03,0.03,0.00,0.00,Matches
193,Jesús David Murillo,co COL,DF,LAFC,29,1994,18.8,0.85,0.85,0.69,0.05,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Jake Davis,us USA,"DF,MF",Sporting KC,22,2002,24.7,2.35,2.35,1.94,0.16,0.12,0.04,0.00,0.08,0.49,0.49,0.32,0.00,0.08,0.04,0.00,0.04,Matches
195,Sean Davis,us USA,MF,Nashville SC,30,1993,15.1,1.46,1.46,1.32,0.07,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
196,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,22,2001,7.2,2.64,2.62,1.25,0.42,0.28,0.42,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,12.3,1.38,1.38,1.30,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
198,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,32,1991,10.2,2.16,2.16,1.86,0.10,0.10,0.00,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
199,Marky Delgado,us USA,MF,LA Galaxy,28,1995,27.4,3.28,3.29,3.10,0.04,0.04,0.07,0.04,0.00,0.29,0.29,0.26,0.00,0.00,0.04,0.00,0.00,Matches
200,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,12.9,2.87,2.88,2.02,0.39,0.00,0.16,0.08,0.23,0.23,0.23,0.16,0.08,0.00,0.00,0.00,0.00,Matches
201,Mikkel Desler,dk DEN,DF,Austin,28,1995,5.4,1.67,1.66,1.67,0.00,0.00,0.00,0.00,0.00,0.19,0.18,0.19,0.00,0.00,0.00,0.00,0.00,Matches
202,Lamine Diack,sn SEN,"FW,MF",Colorado Rapids,23,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Djibril Diani,fr FRA,MF,Charlotte,25,1998,19.8,2.58,2.58,2.02,0.00,0.20,0.05,0.10,0.20,0.25,0.25,0.20,0.00,0.00,0.00,0.05,0.00,Matches
204,Marcos Dias,br BRA,FW,NE Revolution,22,2001,0.0,1,22.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
205,Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,8.9,0.45,0.45,0.22,0.11,0.00,0.00,0.00,0.11,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
206,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,19,2004,10.4,2.40,2.39,2.21,0.00,0.19,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
207,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,23,2000,4.2,2.86,2.85,2.14,0.00,0.71,0.00,0.00,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
208,Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,29.5,2.41,2.41,1.97,0.10,0.03,0.10,0.17,0.03,0.20,0.20,0.17,0.00,0.00,0.03,0.00,0.00,Matches
209,C.J. dos Santos,us USA,GK,Inter Miami,23,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
210,Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,25.0,2.92,2.92,2.20,0.04,0.28,0.28,0.04,0.08,0.44,0.44,0.28,0.00,0.08,0.08,0.00,0.00,Matches
211,Sebastián Driussi,ar ARG,"MF,FW",Austin,27,1996,25.1,3.03,3.03,2.27,0.12,0.28,0.08,0.16,0.12,0.28,0.28,0.24,0.00,0.00,0.00,0.00,0.04,Matches
212,Erik Duenas,us USA,MF,LAFC,19,2004,4.3,3.49,3.49,2.33,0.00,0.00,0.23,0.47,0.47,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches
213,Morris Duggan,de GER,DF,Minnesota Utd,23,2000,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
214,Bryce Duke,us USA,MF,CF Montréal,22,2001,23.8,3.61,3.62,2.73,0.29,0.13,0.17,0.25,0.04,0.34,0.34,0.21,0.08,0.00,0.00,0.04,0.00,Matches
215,Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,14.3,1.54,1.54,1.33,0.14,0.00,0.07,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
216,Chris Durkin,us USA,MF,St. Louis,23,2000,25.1,2.31,2.31,1.83,0.00,0.16,0.04,0.20,0.08,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
217,Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,1.5,1.33,1.30,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
218,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,26,1997,21.5,2.74,2.75,2.19,0.00,0.00,0.33,0.19,0.05,0.42,0.42,0.23,0.00,0.00,0.14,0.05,0.00,Matches
219,Daniel Edelman,us USA,MF,NY Red Bulls,20,2003,28.0,2.25,2.25,2.00,0.00,0.00,0.04,0.18,0.04,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
220,Earl Edwards Jr.,us USA,GK,NE Revolution,32,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
221,Matthew Edwards,us USA,DF,Atlanta Utd,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,Michael Edwards,us USA,DF,Colorado Rapids,23,2000,2.3,0.43,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Raheem Edwards,ca CAN,"DF,MF",CF Montréal,28,1995,17.2,2.44,2.44,1.80,0.23,0.17,0.00,0.17,0.06,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
224,Noah Eile,se SWE,DF,NY Red Bulls,21,2002,26.9,1.26,1.27,1.08,0.00,0.04,0.04,0.04,0.07,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
225,Piero Elias,us USA,FW,NYCFC,21,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
226,Jack Elliott,eng ENG,DF,Philadelphia Union,28,1995,26.6,0.75,0.75,0.56,0.00,0.00,0.19,0.00,0.00,0.15,0.15,0.08,0.00,0.00,0.08,0.00,0.00,Matches
227,Herbert Endeley,us USA,"MF,DF",FC Dallas,22,2001,1.3,3.85,3.98,3.08,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
228,Emeka Eneli,us USA,MF,Real Salt Lake,24,1999,29.6,1.93,1.92,1.66,0.00,0.03,0.03,0.10,0.10,0.20,0.20,0.14,0.00,0.00,0.03,0.03,0.00,Matches
229,Lawrence Ennali,de GER,FW,Houston Dynamo,21,2002,0.5,6.00,5.51,2.00,0.00,4.00,0.00,0.00,0.00,2.00,1.84,0.00,0.00,2.00,0.00,0.00,0.00,Matches
230,Boris Enow,cm CMR,MF,D.C. United,23,2000,3.4,1.18,1.19,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Ramiro Enrique,ar ARG,FW,Orlando City,22,2001,12.0,3.25,3.24,2.25,0.00,0.42,0.17,0.33,0.08,0.33,0.33,0.25,0.00,0.00,0.00,0.08,0.00,Matches
232,Victor Enriquez,,MF,Portland Timbers,17,2006,0.1,20.0,30.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
233,Victor Eriksson,se SWE,DF,Minnesota Utd,23,2000,1.8,0.56,0.55,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
234,Franco Escobar,ar ARG,DF,Houston Dynamo,28,1995,20.2,1.34,1.34,1.14,0.00,0.00,0.05,0.05,0.10,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
235,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,28,1995,33.0,5.36,5.36,2.97,1.70,0.33,0.24,0.12,0.00,0.52,0.52,0.30,0.12,0.06,0.03,0.00,0.00,Matches
236,Derrick Etienne,ht HAI,"MF,FW",Toronto FC,27,1996,18.3,2.24,2.24,1.80,0.00,0.11,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
237,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,27,1996,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
238,Evander,br BRA,MF,Portland Timbers,25,1998,27.3,6.15,6.15,3.41,1.50,0.33,0.48,0.44,0.00,0.84,0.84,0.66,0.07,0.00,0.04,0.07,0.00,Matches
239,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,28,1995,18.6,3.82,3.83,2.47,0.97,0.11,0.05,0.22,0.00,0.38,0.38,0.32,0.00,0.00,0.00,0.05,0.00,Matches
240,Marco Farfan,us USA,DF,FC Dallas,25,1998,22.5,0.84,0.84,0.53,0.18,0.00,0.04,0.09,0.00,0.22,0.22,0.18,0.00,0.00,0.04,0.00,0.00,Matches
241,Bryant Farkarlun,lr LBR,FW,Austin,22,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
242,Andrew Farrell,us USA,"DF,MF",NE Revolution,31,1992,6.1,2.13,2.12,2.13,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,Matches
243,Logan Farrington,us USA,"FW,MF",FC Dallas,22,2001,13.6,4.04,4.05,2.28,0.00,0.29,0.81,0.44,0.22,0.81,0.81,0.59,0.00,0.00,0.15,0.00,0.07,Matches
244,Mohamed Farsi,dz ALG,DF,Columbus Crew,24,1999,20.8,2.64,2.65,2.45,0.00,0.05,0.00,0.14,0.00,0.38,0.38,0.29,0.00,0.00,0.00,0.10,0.00,Matches
245,Felipe,br BRA,"MF,FW",Orlando City,33,1990,3.9,2.05,2.03,2.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
246,Joaquín Fernández,es ESP,DF,Sporting KC,27,1996,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
247,Julián Fernández,ar ARG,"FW,MF",NYCFC,20,2004,7.5,3.47,3.47,2.27,0.40,0.27,0.40,0.13,0.00,0.40,0.40,0.13,0.13,0.00,0.13,0.00,0.00,Matches
248,Omir Fernandez,us USA,"FW,MF",Colorado Rapids,24,1999,18.8,2.61,2.61,2.07,0.05,0.11,0.11,0.27,0.00,0.48,0.48,0.32,0.00,0.00,0.05,0.11,0.00,Matches
249,Jesús Ferreira,us USA,"MF,FW",FC Dallas,23,2000,14.7,4.22,4.22,3.06,0.82,0.00,0.34,0.00,0.00,0.41,0.41,0.27,0.14,0.00,0.00,0.00,0.00,Matches
250,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,8.0,2.88,2.86,1.75,0.00,0.13,1.00,0.00,0.00,0.63,0.62,0.38,0.00,0.00,0.25,0.00,0.00,Matches
251,Ethan Finlay,us USA,"FW,MF",Austin,33,1990,9.2,0.87,0.87,0.76,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
252,Nicolas Firmino,us USA,"FW,MF",Atlanta Utd,23,2001,1.8,3.33,3.27,2.22,0.00,0.00,0.00,1.11,0.00,0.56,0.55,0.56,0.00,0.00,0.00,0.00,0.00,Matches
253,Leon Flach,us USA,MF,Philadelphia Union,22,2001,20.3,1.63,1.63,1.28,0.00,0.00,0.20,0.10,0.05,0.25,0.25,0.15,0.00,0.00,0.10,0.00,0.00,Matches
254,Kristian Fletcher,us USA,"FW,MF",D.C. United,18,2005,2.7,2.96,2.91,2.22,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
255,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,21,2002,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
256,Deybi Flores,hn HON,MF,Toronto FC,27,1996,23.2,1.21,1.21,0.99,0.00,0.00,0.13,0.00,0.09,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
257,CJ Fodrey,us USA,"FW,MF",Austin,19,2004,2.2,2.73,2.73,1.82,0.00,0.91,0.00,0.00,0.00,0.45,0.45,0.45,0.00,0.00,0.00,0.00,0.00,Matches
258,Nathan Fogaça,br BRA,"FW,MF",Portland Timbers,24,1999,2.0,3.50,3.44,1.00,0.00,0.00,1.00,1.50,0.00,0.50,0.49,0.00,0.00,0.00,0.00,0.50,0.00,Matches
259,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,15.7,1.21,1.21,1.15,0.00,0.00,0.00,0.00,0.06,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
260,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,15.1,4.83,4.85,3.18,0.40,0.33,0.26,0.53,0.13,0.53,0.53,0.40,0.00,0.07,0.00,0.07,0.00,Matches
261,Ajani Fortune,tt TRI,"MF,FW",Atlanta Utd,21,2002,14.5,1.93,1.93,1.59,0.00,0.21,0.14,0.00,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
262,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
