0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,20_Int,21_Tkl+Int,22_Clr,23_Err,24_Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,1.68,0.92,0.61,0.87,0.20,0.92,1.53,60.0,0.61,0.97,0.36,0.61,1.07,2.76,3.42,0.05,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,2.70,1.71,1.42,1.00,0.28,1.28,2.65,48.2,1.37,1.23,0.33,0.90,1.75,4.45,1.33,0.00,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.0,1.03,0.00,0.00,0.00,0.00,0.00,2.05,0.00,Matches
134,Noel Buck,eng ENG,"MF,FW",NE Revolution,17,2005,19.5,2.72,1.64,1.03,1.33,0.36,1.54,3.13,49.2,1.59,1.33,0.21,1.13,0.92,3.64,0.82,0.00,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,0.44,0.44,0.05,0.16,0.22,0.05,0.49,11.1,0.44,0.49,0.11,0.38,0.38,0.82,0.44,0.00,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,2.41,1.67,0.37,1.30,0.74,0.65,1.94,33.3,1.30,1.02,0.09,0.93,0.37,2.78,0.46,0.00,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,0.03,0.03,0.03,0.00,0.00,0.03,0.09,33.3,0.06,0.00,0.00,0.00,0.00,0.03,0.52,0.06,Matches
138,Kendall Burks,us USA,"DF,MF",Chicago Fire,23,1999,5.7,1.40,0.88,1.23,0.18,0.00,0.53,1.05,50.0,0.53,1.75,1.23,0.53,1.05,2.46,4.56,0.00,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,3.59,1.84,1.55,1.75,0.29,2.33,3.59,64.9,1.26,1.17,0.19,0.97,1.65,5.24,0.68,0.10,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,1.46,0.97,0.70,0.59,0.16,0.76,1.14,66.7,0.38,1.08,0.49,0.59,1.08,2.54,3.19,0.00,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,1.42,0.93,0.87,0.52,0.03,0.93,1.94,48.2,1.00,1.00,0.21,0.80,0.69,2.11,1.94,0.03,Matches
142,Jorge Cabezas,co COL,"FW,MF",NY Red Bulls,19,2003,1.3,1.54,0.77,0.77,0.77,0.00,0.77,2.31,33.3,1.54,1.54,0.00,1.54,0.00,1.54,0.00,0.00,Matches
143,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,23,1999,13.1,1.60,0.84,0.38,0.92,0.31,0.31,0.76,40.0,0.46,0.84,0.08,0.76,0.69,2.29,0.46,0.00,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,10.0,0.00,0.00,0.00,10.0,0.00,10.0,0.0,10.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,0.34,0.21,0.34,0.00,0.00,0.14,0.69,20.0,0.55,0.90,0.62,0.28,0.69,1.03,3.31,0.07,Matches
146,Deiber Caicedo,co COL,"MF,FW",Vancouver W'caps,22,2000,2.2,1.82,1.36,0.45,0.45,0.91,0.91,0.91,100.0,0.00,0.91,0.00,0.91,1.36,3.18,0.45,0.00,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,1.48,0.96,0.89,0.52,0.07,0.81,1.93,42.3,1.11,1.41,0.44,0.96,1.26,2.74,1.78,0.00,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,0.53,0.53,0.00,0.53,0.00,0.53,1.58,33.3,1.05,0.00,0.00,0.00,0.00,0.53,1.05,0.00,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,1.95,1.35,1.26,0.47,0.23,1.12,1.91,58.5,0.79,1.21,0.47,0.74,1.07,3.02,1.63,0.05,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,1.72,1.38,1.38,0.34,0.00,0.69,2.41,28.6,1.72,1.03,0.34,0.69,0.69,2.41,0.34,0.00,Matches
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,0.03,0.00,0.03,0.00,0.00,0.03,0.06,50.0,0.03,0.00,0.00,0.00,0.00,0.03,0.33,0.09,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,1.14,0.68,0.68,0.34,0.11,0.45,0.68,66.7,0.23,1.02,0.11,0.91,0.91,2.05,4.66,0.11,Matches
153,Rudy Camacho,fr FRA,"DF,MF",CF Montréal,31,1991,17.9,1.06,0.78,0.78,0.22,0.06,0.50,0.78,64.3,0.28,1.06,0.73,0.34,1.62,2.68,4.30,0.11,Matches
154,Brandon Cambridge,us USA,"FW,DF",Charlotte,20,2002,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.0,0.67,0.67,0.00,0.67,0.67,0.67,2.00,0.00,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,1.04,0.71,0.22,0.49,0.33,0.49,0.99,50.0,0.49,1.04,0.38,0.66,0.22,1.26,0.71,0.00,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,2.04,1.41,1.55,0.34,0.15,1.26,1.89,66.7,0.63,1.26,0.49,0.78,1.21,3.25,2.48,0.34,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,2.72,1.83,1.26,1.14,0.33,1.38,2.48,55.7,1.10,1.42,0.41,1.02,1.26,3.98,0.89,0.00,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,0.57,0.51,0.45,0.13,0.00,0.32,0.83,38.5,0.51,1.02,0.83,0.19,1.02,1.59,4.65,0.00,Matches
159,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,19,2003,7.4,1.08,0.81,0.41,0.27,0.41,0.41,2.03,20.0,1.62,0.27,0.00,0.27,0.41,1.49,0.41,0.00,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,27.6,1.23,0.51,0.18,0.76,0.29,0.25,1.16,21.9,0.91,1.12,0.14,0.98,0.43,1.67,0.69,0.00,Matches
161,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,24,1998,22.6,0.49,0.31,0.13,0.31,0.04,0.18,1.24,14.3,1.06,0.84,0.09,0.75,0.40,0.88,0.58,0.00,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,2.70,1.42,0.95,1.47,0.28,1.14,2.75,41.4,1.61,1.47,0.33,1.14,0.52,3.22,1.18,0.00,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,1.67,1.67,0.00,0.00,1.67,0.00,0.00,,0.00,0.00,0.00,0.00,1.67,3.33,1.67,0.00,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,0.87,0.61,0.61,0.26,0.00,0.66,1.18,55.6,0.52,0.79,0.61,0.17,0.87,1.75,4.10,0.04,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,2.56,1.50,0.94,1.25,0.38,0.94,2.50,37.5,1.56,1.19,0.13,1.06,1.19,3.75,0.75,0.00,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,0.90,0.90,0.64,0.26,0.00,0.64,1.03,62.5,0.38,1.28,1.15,0.13,1.15,2.05,5.77,0.00,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.09,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,1.59,0.99,0.73,0.66,0.20,0.79,2.32,34.3,1.52,1.52,0.40,1.13,0.93,2.52,0.99,0.00,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,1.11,1.00,0.67,0.44,0.00,0.89,1.67,53.3,0.78,0.89,0.11,0.78,0.67,1.78,0.67,0.11,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,24,1999,9.5,1.79,1.16,0.63,0.74,0.42,0.84,2.32,36.4,1.47,0.84,0.00,0.84,0.32,2.11,0.53,0.00,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,11.3,1.42,0.71,0.53,0.53,0.35,0.71,1.68,42.1,0.97,1.15,0.00,1.15,0.44,1.86,0.88,0.00,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,1.37,0.84,1.11,0.26,0.00,1.00,1.58,63.3,0.58,0.89,0.42,0.47,1.42,2.79,4.95,0.05,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,2.28,1.40,1.30,0.88,0.11,0.91,2.04,44.8,1.12,0.84,0.32,0.53,1.05,3.33,1.12,0.04,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,1.95,1.34,0.73,0.73,0.49,0.61,1.59,38.5,0.98,0.85,0.00,0.85,0.61,2.56,0.98,0.00,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,1.82,1.36,1.36,0.45,0.00,0.45,1.36,33.3,0.91,0.00,0.00,0.00,0.91,2.73,5.45,0.45,Matches
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,15.2,1.18,0.72,0.86,0.33,0.00,0.53,1.05,50.0,0.53,0.59,0.39,0.20,1.91,3.09,3.82,0.00,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,27.0,2.22,1.41,1.11,0.93,0.19,0.85,2.00,42.6,1.15,1.41,0.33,1.07,0.96,3.19,1.19,0.00,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,22.8,1.45,0.88,0.48,0.61,0.35,0.26,1.32,20.0,1.05,0.44,0.00,0.44,0.48,1.93,0.26,0.00,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,15.1,1.79,1.46,0.60,0.73,0.46,0.73,2.52,28.9,1.79,0.99,0.13,0.86,0.73,2.52,0.73,0.00,Matches
180,Cam Cilley,us USA,"FW,MF",SJ Earthquakes,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,1.0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33.0,0.03,0.00,0.03,0.00,0.00,0.03,0.03,100.0,0.00,0.00,0.00,0.00,0.00,0.03,0.30,0.00,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,0.91,0.45,0.45,0.45,0.00,0.45,0.91,50.0,0.45,0.91,0.45,0.45,0.00,0.91,4.09,0.00,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,4.13,2.80,2.66,1.12,0.35,2.03,3.99,50.9,1.96,1.05,0.07,0.98,1.26,5.38,0.98,0.00,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,0.36,0.14,0.05,0.14,0.18,0.05,0.91,5.0,0.86,0.64,0.09,0.55,0.23,0.59,0.91,0.00,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,1.22,0.71,0.75,0.43,0.04,0.91,1.93,46.9,1.02,1.02,0.59,0.43,1.26,2.48,3.39,0.08,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver W'caps,25,1997,9.4,1.38,1.17,0.32,0.96,0.11,0.43,0.74,57.1,0.32,0.64,0.11,0.53,0.11,1.49,1.17,0.00,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.15,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,2.31,2.05,1.79,0.51,0.00,1.79,2.05,87.5,0.26,0.77,0.51,0.26,1.28,3.59,3.59,0.26,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,13.5,0.67,0.44,0.22,0.30,0.15,0.30,1.33,22.2,1.04,0.96,0.00,0.96,0.59,1.26,0.37,0.00,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,3.00,2.00,2.00,1.00,0.00,2.00,4.00,50.0,2.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,17.1,0.88,0.53,0.29,0.35,0.23,0.53,1.17,45.0,0.64,1.17,0.12,1.05,0.35,1.23,0.35,0.00,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,19.9,2.21,1.41,0.85,0.95,0.40,1.36,3.87,35.1,2.51,1.16,0.10,1.06,0.70,2.91,0.70,0.05,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,3.1,1.61,1.61,0.65,0.65,0.32,0.00,1.94,0.0,1.94,0.32,0.32,0.00,1.61,3.23,0.97,0.00,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,23.8,2.73,1.68,1.13,1.55,0.04,1.13,2.82,40.3,1.68,1.64,0.34,1.30,2.10,4.83,1.09,0.00,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,0.91,0.42,0.23,0.38,0.30,0.42,1.06,39.3,0.65,0.76,0.04,0.72,0.38,1.29,0.27,0.00,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,1.70,1.06,0.64,1.06,0.00,0.85,3.19,26.7,2.34,0.43,0.00,0.43,1.06,2.77,2.77,0.00,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,1.88,1.21,0.87,0.92,0.10,0.87,1.59,54.5,0.72,1.45,0.19,1.26,0.82,2.71,1.79,0.00,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,1.72,1.22,1.18,0.47,0.07,0.86,1.40,61.5,0.54,1.25,0.65,0.61,1.58,3.30,3.69,0.04,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,8.7,1.61,1.15,0.69,0.80,0.11,0.46,2.18,21.1,1.72,0.57,0.11,0.46,0.46,2.07,0.57,0.00,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver W'caps,29,1994,3.3,1.82,0.91,1.21,0.00,0.61,0.91,2.12,42.9,1.21,0.61,0.00,0.61,1.21,3.03,0.30,0.00,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,13.4,0.82,0.67,0.52,0.30,0.00,0.30,1.04,28.6,0.75,0.90,0.15,0.75,0.67,1.49,1.49,0.00,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,21.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,10.7,3.46,1.96,1.12,2.15,0.19,1.68,3.46,48.6,1.78,1.59,0.09,1.50,1.59,5.05,1.59,0.09,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,1.42,1.01,0.75,0.34,0.34,0.52,1.46,35.9,0.94,0.64,0.04,0.60,0.67,2.10,1.31,0.00,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,15.8,1.84,0.95,1.20,0.63,0.00,1.08,1.96,54.8,0.89,1.27,0.51,0.76,1.20,3.04,3.73,0.00,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,1.33,0.83,0.50,0.83,0.00,1.00,1.83,54.5,0.83,1.67,0.33,1.33,1.50,2.83,2.00,0.00,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,2.96,1.77,1.42,1.28,0.27,1.55,3.50,44.3,1.95,1.19,0.35,0.84,1.50,4.47,2.35,0.00,Matches
213,Sean Davis,us USA,MF,Nashville SC,29,1993,20.8,1.30,0.63,0.34,0.63,0.34,0.82,1.92,42.5,1.11,1.63,0.72,0.91,1.44,2.74,1.39,0.00,Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,1.57,0.85,0.98,0.52,0.07,0.78,1.50,52.2,0.72,1.37,0.33,1.05,1.50,3.07,3.20,0.07,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,1.68,1.05,1.05,0.63,0.00,0.74,1.26,58.3,0.53,1.58,1.37,0.21,1.58,3.26,3.89,0.11,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,5.3,1.89,1.13,0.38,1.13,0.38,0.75,1.51,50.0,0.75,1.89,0.00,1.89,0.94,2.83,0.57,0.00,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,2.14,1.28,0.74,1.17,0.23,1.01,2.53,40.0,1.52,1.79,0.39,1.40,1.40,3.54,1.01,0.00,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,2.00,1.00,2.00,0.00,0.00,1.00,2.00,50.0,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,0.9,1.11,1.11,0.00,1.11,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1.11,1.11,0.00,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,1.13,0.57,0.75,0.38,0.00,0.38,0.75,50.0,0.38,1.13,0.57,0.57,0.57,1.70,2.64,0.00,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.0,1.67,0.56,0.00,0.56,0.00,0.00,1.11,0.00,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,0.4,2.50,2.50,2.50,0.00,0.00,0.00,2.50,0.0,2.50,2.50,0.00,2.50,0.00,2.50,12.5,0.00,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,1.43,0.86,0.57,0.57,0.29,0.57,1.43,40.0,0.86,1.14,0.29,0.86,0.57,2.00,1.43,0.00,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,1.1,0.00,0.00,0.00,0.00,0.00,0.00,2.73,0.0,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,0.5,6.00,4.00,0.00,6.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,8.00,0.00,0.00,Matches
227,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,4.3,1.16,0.93,0.00,0.93,0.23,0.93,2.79,33.3,1.86,1.16,0.23,0.93,0.47,1.63,0.47,0.00,Matches
228,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,11.4,1.23,0.88,0.70,0.35,0.18,0.35,0.70,50.0,0.35,1.14,0.26,0.88,1.14,2.37,2.98,0.00,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,28.6,2.27,1.19,0.73,1.15,0.38,0.94,1.64,57.4,0.70,1.68,0.31,1.36,1.12,3.39,1.75,0.00,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,2.11,1.22,1.22,0.78,0.11,1.00,2.56,39.1,1.56,1.11,0.33,0.78,1.67,3.78,0.78,0.11,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,25.6,1.33,0.90,0.47,0.63,0.23,0.43,1.29,33.3,0.86,1.13,0.23,0.90,0.31,1.64,1.29,0.00,Matches
233,Erik Duenas,us USA,"MF,DF",LAFC,18,2004,8.4,3.45,1.67,1.19,1.79,0.48,2.26,4.76,47.5,2.50,1.55,0.12,1.43,1.55,5.00,0.71,0.00,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,1.84,0.61,0.82,1.02,0.00,1.02,1.22,83.3,0.20,0.61,0.00,0.61,1.43,3.27,0.00,0.00,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,16.3,1.47,0.80,0.37,0.86,0.25,0.86,1.47,58.3,0.61,0.80,0.00,0.80,0.92,2.39,0.12,0.00,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,3.33,2.00,2.67,0.67,0.00,0.67,2.67,25.0,2.00,0.00,0.00,0.00,3.33,6.67,2.00,0.00,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,1.3,1.54,0.00,0.77,0.77,0.00,0.77,2.31,33.3,1.54,0.00,0.00,0.00,1.54,3.08,1.54,0.00,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,2.63,1.85,1.02,0.93,0.68,1.80,2.63,68.5,0.83,1.80,0.20,1.61,1.46,4.10,1.56,0.00,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,2.10,1.55,0.73,1.00,0.37,1.14,2.15,53.2,1.00,1.19,0.32,0.87,0.96,3.06,1.23,0.05,Matches
240,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,32.9,0.49,0.27,0.09,0.27,0.12,0.18,0.76,24.0,0.58,0.30,0.09,0.21,0.43,0.91,0.40,0.00,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,2.23,1.17,0.53,1.31,0.39,1.31,2.86,45.8,1.55,1.55,0.10,1.46,1.31,3.54,1.07,0.00,Matches
242,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.0,0.10,0.00,0.00,0.00,0.00,0.00,0.40,0.10,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,20.8,2.79,1.59,1.54,0.87,0.38,1.59,3.03,52.4,1.44,1.49,0.24,1.25,1.15,3.94,2.16,0.05,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,31.0,1.32,0.74,0.87,0.42,0.03,0.68,1.29,52.5,0.61,1.29,0.65,0.65,1.48,2.81,4.03,0.00,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,2.4,1.67,1.67,1.25,0.00,0.42,1.25,2.08,60.0,0.83,0.83,0.00,0.83,0.42,2.08,1.25,0.00,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,14.7,1.63,0.82,0.68,0.54,0.41,0.88,1.90,46.4,1.02,1.50,0.41,1.09,0.88,2.52,1.16,0.00,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,11.5,1.04,0.52,0.43,0.26,0.35,0.26,0.52,50.0,0.26,0.61,0.00,0.61,0.35,1.39,1.13,0.00,Matches
248,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,24.7,2.91,1.98,1.74,0.89,0.28,1.70,2.51,67.7,0.81,1.26,0.32,0.93,1.42,4.33,1.50,0.00,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,27,1995,33.7,1.39,0.98,0.65,0.33,0.42,0.65,2.49,26.2,1.84,1.10,0.06,1.04,0.62,2.02,0.68,0.00,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,8.1,2.10,0.99,0.86,1.23,0.00,1.23,2.59,47.6,1.36,0.99,0.12,0.86,0.99,3.09,1.11,0.00,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,11.6,0.86,0.69,0.17,0.43,0.26,0.52,1.81,28.6,1.29,0.52,0.00,0.52,0.43,1.29,0.17,0.00,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,24.5,0.90,0.45,0.37,0.33,0.20,0.57,2.16,26.4,1.59,0.82,0.08,0.73,0.57,1.47,0.20,0.00,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,11.4,1.05,0.61,0.44,0.53,0.09,0.26,1.23,21.4,0.96,0.79,0.00,0.79,0.26,1.32,0.96,0.00,Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,6.4,1.88,1.09,0.78,0.63,0.47,0.78,1.41,55.6,0.63,1.25,0.47,0.78,0.16,2.03,0.78,0.00,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,2.7,1.48,0.37,0.74,0.74,0.00,0.00,0.37,0.0,0.37,0.37,0.00,0.37,0.00,1.48,0.00,0.00,Matches
256,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1.0,1.00,0.00,1.00,0.00,0.00,0.00,2.00,0.0,2.00,0.00,0.00,0.00,2.00,3.00,3.00,0.00,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,29.8,1.61,0.87,1.14,0.34,0.13,1.11,2.01,55.0,0.91,1.11,0.40,0.70,0.97,2.58,1.81,0.00,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,9.3,0.54,0.43,0.11,0.22,0.22,0.32,0.75,42.9,0.43,0.32,0.00,0.32,0.00,0.54,0.00,0.00,Matches
260,Andrew Farrell,us USA,DF,NE Revolution,30,1992,21.5,1.30,0.84,0.93,0.37,0.00,0.79,1.63,48.6,0.84,1.49,1.07,0.42,1.12,2.42,3.12,0.05,Matches
261,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,23,1999,24.0,1.25,0.88,0.71,0.29,0.25,0.67,1.04,64.0,0.38,1.29,0.21,1.08,0.67,1.92,1.33,0.00,Matches
262,Felipe,br BRA,MF,Orlando City,32,1990,6.3,1.43,0.95,0.16,1.27,0.00,0.63,2.22,28.6,1.59,0.48,0.32,0.16,1.27,2.70,1.11,0.00,Matches
