0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Yellow CardsYellow Cards,Red CardsRed Cards,Second Yellow CardSecond Yellow Card,Fouls CommittedFouls Committed,Fouls DrawnFouls Drawn,OffsidesOffsides,CrossesCrosses,InterceptionsInterceptions,Tackles WonTackles in which the tackler's team won possession of the ball,Penalty Kicks WonPenalty Kicks Won,Penalty Kicks ConcededPenalty Kicks Conceded,Own GoalsOwn Goals,Ball RecoveriesNumber of loose balls recovered,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,24_Matches
128,Osman Bukari,gh GHA,"FW,MF",Austin,25,1998,6.8,0.15,0.00,0.00,0.74,0.74,0.59,3.24,0.44,0.44,0.00,0.00,0.00,3.53,0.44,0.44,50.0,Matches
129,Teal Bunbury,us USA,FW,Nashville SC,33,1990,12.8,0.08,0.00,0.00,1.41,2.11,0.78,0.31,0.63,0.31,0.00,0.00,0.00,2.58,3.91,4.77,45.0,Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,3.3,0.61,0.00,0.00,3.33,1.21,0.91,0.61,0.30,1.21,0.00,0.00,0.00,3.33,6.97,7.88,46.9,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,0.00,0.00,0.00,0.00,0.06,0.00,0.03,0.00,0.00,0.00,0.00,0.00,1.47,0.19,0.00,100.0,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,0.71,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
133,Sergio Busquets,es ESP,"MF,DF",Inter Miami,35,1988,27.6,0.25,0.04,0.04,1.01,1.92,0.04,0.00,1.09,1.63,0.00,0.04,0.00,6.16,1.09,0.94,53.6,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,8.7,0.00,0.00,0.00,0.80,0.46,0.00,4.25,1.49,0.11,0.00,0.00,0.00,3.56,2.07,1.26,62.1,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31.0,0.19,0.00,0.00,0.74,1.29,0.10,1.97,0.81,0.52,0.00,0.00,0.00,3.42,0.77,0.97,44.4,Matches
136,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,24,1999,14.5,0.28,0.07,0.07,1.45,1.66,0.69,1.31,0.83,0.48,0.14,0.00,0.00,2.62,0.41,1.17,26.1,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,11.9,0.25,0.08,0.00,0.42,0.50,0.00,0.00,0.84,0.67,0.00,0.00,0.00,3.36,1.18,0.84,58.3,Matches
138,Deiber Caicedo,co COL,"FW,DF",Vancouver W'caps,23,2000,1.4,0.00,0.00,0.00,0.00,2.14,0.00,1.43,0.71,0.71,0.00,0.00,0.00,1.43,0.71,0.00,100.0,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,2.2,0.00,0.00,0.00,3.64,1.36,0.00,0.00,2.27,1.36,0.00,0.00,0.00,5.00,0.91,1.36,40.0,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.03,0.03,0.00,0.00,0.00,1.41,0.22,0.00,100.0,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,25.7,0.19,0.04,0.04,1.13,0.62,0.00,0.00,1.60,0.74,0.00,0.04,0.00,4.55,1.83,1.67,52.2,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,0.3,0.00,0.00,0.00,0.00,3.33,0.00,16.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,14.2,0.42,0.00,0.00,2.25,1.20,0.63,0.49,0.14,0.56,0.00,0.00,0.00,2.11,1.62,2.32,41.1,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,24.4,0.33,0.00,0.00,1.23,0.78,0.00,0.29,1.48,1.07,0.00,0.04,0.00,6.35,1.80,0.98,64.7,Matches
145,Omar Campos,mx MEX,"DF,MF",LAFC,21,2002,17.9,0.06,0.00,0.00,0.78,1.45,0.11,2.91,1.68,0.67,0.00,0.06,0.00,3.63,0.73,0.84,46.4,Matches
146,Reggie Cannon,us USA,DF,Colorado Rapids,25,1998,3.8,0.26,0.00,0.00,0.79,1.05,0.00,1.05,1.05,0.00,0.00,0.00,0.00,2.63,0.53,1.05,33.3,Matches
147,Russell Canouse,us USA,"MF,DF",D.C. United,28,1995,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.0,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
148,Felipe Carballo,uy URU,MF,NY Red Bulls,27,1996,5.0,0.40,0.00,0.00,2.20,0.80,0.00,0.80,1.40,1.00,0.00,0.20,0.00,7.60,0.80,0.80,50.0,Matches
149,Nathan Cardoso,br BRA,DF,Seattle Sounders,28,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches
150,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,20,2003,17.7,0.11,0.00,0.00,1.13,0.73,0.06,1.58,0.85,2.03,0.00,0.00,0.00,5.71,0.28,0.68,29.4,Matches
151,Julián Carranza,ar ARG,FW,Philadelphia Union,23,2000,11.9,0.42,0.00,0.00,2.44,3.03,0.50,0.17,0.84,1.18,0.00,0.00,0.00,2.94,2.02,3.28,38.1,Matches
152,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,25,1998,25.5,0.24,0.00,0.00,1.57,1.53,0.16,1.73,0.43,0.59,0.00,0.00,0.00,4.86,0.27,0.59,31.8,Matches
153,Wilder Cartagena,pe PER,"MF,DF",Orlando City,29,1994,24.4,0.29,0.00,0.00,1.97,1.11,0.00,0.53,0.82,1.97,0.00,0.00,0.00,5.12,0.90,1.48,37.9,Matches
154,Javier Casas,us USA,MF,Chicago Fire,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
155,Julio Cascante,cr CRC,DF,Austin,30,1993,20.7,0.53,0.00,0.00,1.40,0.68,0.00,0.00,1.11,1.06,0.00,0.00,0.00,3.67,2.51,1.55,61.9,Matches
156,Robert Castellanos,us USA,DF,Sporting KC,25,1998,11.5,0.17,0.00,0.00,0.96,0.35,0.09,0.09,1.04,0.35,0.00,0.00,0.00,3.13,4.17,1.74,70.6,Matches
157,Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30.0,0.03,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.30,0.00,100.0,Matches
158,Edwin Cerrillo,us USA,MF,LA Galaxy,23,2000,23.1,0.30,0.00,0.00,1.82,0.95,0.00,0.00,0.61,0.91,0.00,0.00,0.00,5.32,0.30,0.61,33.3,Matches
159,Dylan Chambost,fr FRA,"MF,FW",Columbus Crew,26,1997,6.1,0.00,0.00,0.00,0.82,0.49,0.16,4.92,0.82,0.82,0.00,0.00,0.00,5.41,0.66,1.31,33.3,Matches
160,Tomás Chancalay,ar ARG,FW,NE Revolution,25,1999,10.3,0.39,0.00,0.00,1.55,0.39,0.49,3.40,0.10,0.39,0.00,0.00,0.00,3.59,0.78,1.36,36.4,Matches
161,Maikel Chang,cu CUB,"FW,MF",Real Salt Lake,32,1991,4.1,0.49,0.00,0.00,0.73,1.46,0.24,8.05,0.73,1.71,0.00,0.00,0.00,4.63,0.73,2.20,25.0,Matches
162,Maxime Chanot,lu LUX,DF,LAFC,34,1989,14.8,0.34,0.00,0.00,0.61,0.61,0.00,0.07,1.62,1.01,0.00,0.00,0.00,3.24,1.82,1.08,62.8,Matches
163,Diego Chará,co COL,MF,Portland Timbers,37,1986,26.9,0.33,0.04,0.04,1.78,1.30,0.00,0.30,1.26,1.49,0.00,0.07,0.00,6.10,0.22,0.41,35.3,Matches
164,Gabriel Chaves,br BRA,FW,LA Galaxy,22,2001,30.3,0.03,0.00,0.00,0.92,1.35,0.26,2.05,0.66,0.83,0.00,0.00,0.00,4.59,0.26,0.73,26.7,Matches
165,Yevhen Cheberko,ua UKR,DF,Columbus Crew,26,1998,18.8,0.21,0.00,0.00,0.53,0.80,0.00,0.16,1.44,0.74,0.00,0.00,0.00,4.47,1.33,1.49,47.2,Matches
166,Mathieu Choiniere,ca CAN,MF,CF Montréal,24,1999,16.6,0.30,0.00,0.00,1.27,1.45,0.00,3.25,0.42,1.33,0.00,0.00,0.06,5.06,0.48,1.02,32.0,Matches
167,Léo Chú,br BRA,"FW,MF",Seattle Sounders,23,2000,7.9,0.00,0.00,0.00,1.27,0.51,0.00,2.15,0.51,1.27,0.00,0.00,0.00,4.56,0.38,0.38,50.0,Matches
168,Caden Clark,us USA,"DF,FW",Minnesota Utd,20,2003,11.5,0.26,0.00,0.00,1.48,0.61,0.17,1.65,1.30,1.74,0.00,0.00,0.00,3.91,0.87,0.96,47.6,Matches
169,Caden Clark,us USA,MF,CF Montréal,20,2003,7.4,0.14,0.00,0.00,1.35,2.30,0.00,0.81,0.00,1.49,0.00,0.00,0.00,4.05,0.27,0.95,22.2,Matches
170,Steve Clark,us USA,GK,Houston Dynamo,37,1986,30.8,0.03,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.03,0.00,0.00,0.00,1.72,0.19,0.03,85.7,Matches
171,Noah Cobb,us USA,DF,Atlanta Utd,18,2005,15.0,0.07,0.00,0.00,0.53,0.20,0.00,0.07,0.60,0.93,0.00,0.00,0.00,3.33,1.93,2.20,46.8,Matches
172,Matías Cóccaro,uy URU,"FW,MF",CF Montréal,26,1997,10.0,0.20,0.00,0.00,1.90,2.50,0.50,0.80,0.30,0.70,0.20,0.00,0.00,2.70,2.30,2.60,46.9,Matches
173,Alonso Coello,es ESP,MF,Toronto FC,24,1999,17.0,0.24,0.00,0.00,0.59,0.41,0.00,0.29,1.59,1.41,0.00,0.00,0.00,6.82,0.71,0.53,57.1,Matches
174,Josh Cohen,us USA,GK,Atlanta Utd,31,1992,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,0.00,0.00,,Matches
175,Enzo Copetti,ar ARG,FW,Charlotte,28,1996,5.5,0.18,0.00,0.00,1.27,1.27,1.45,0.55,0.36,0.00,0.00,0.00,0.00,2.18,2.18,3.45,38.7,Matches
176,Gabriele Corbo,it ITA,DF,CF Montréal,24,2000,19.2,0.05,0.00,0.00,0.78,0.36,0.05,0.31,0.73,0.57,0.00,0.00,0.00,3.54,0.63,1.04,37.5,Matches
177,Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27.0,0.07,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.26,0.07,77.8,Matches
178,Vitor Costa,br BRA,DF,SJ Earthquakes,29,1994,23.3,0.34,0.00,0.00,1.29,1.50,0.17,1.46,1.20,1.85,0.00,0.00,0.00,4.16,1.42,1.33,51.6,Matches
179,Ben Cremaschi,us USA,MF,Inter Miami,18,2005,12.7,0.24,0.00,0.00,0.71,1.18,0.08,0.24,1.26,1.18,0.00,0.00,0.00,6.22,0.63,1.26,33.3,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,29,1994,19.5,0.10,0.05,0.00,0.05,0.10,0.00,0.00,0.05,0.05,0.00,0.00,0.00,1.08,0.31,0.15,66.7,Matches
181,Matt Crooks,eng ENG,MF,Real Salt Lake,30,1994,20.9,0.33,0.00,0.00,2.58,0.86,0.14,0.10,0.81,1.15,0.00,0.00,0.00,2.82,1.20,1.00,54.3,Matches
182,Andrés Cubas,py PAR,MF,Vancouver W'caps,27,1996,21.5,0.33,0.00,0.00,1.72,0.47,0.00,0.05,1.91,1.91,0.00,0.00,0.00,6.51,0.33,0.23,58.3,Matches
183,Cucho,co COL,"FW,MF",Columbus Crew,24,1999,23.5,0.13,0.04,0.00,1.15,1.87,0.43,2.68,0.51,0.77,0.00,0.00,0.00,3.02,1.49,1.19,55.6,Matches
184,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,20,2003,3.7,0.27,0.00,0.00,1.35,0.81,0.27,6.76,2.97,1.89,0.00,0.00,0.00,2.70,0.54,1.35,28.6,Matches
185,Hugo Cuypers,be BEL,FW,Chicago Fire,26,1997,29.1,0.10,0.00,0.00,1.24,1.07,0.38,0.55,0.34,0.86,0.00,0.00,0.00,2.30,2.23,2.85,43.9,Matches
186,Rafael Czichos,de GER,DF,Chicago Fire,33,1990,26.0,0.23,0.00,0.00,1.27,0.65,0.08,0.46,1.35,1.46,0.04,0.04,0.00,4.19,1.81,1.19,60.3,Matches
187,Cristián Dajome,co COL,"DF,FW",D.C. United,30,1994,22.5,0.44,0.04,0.04,2.22,1.38,0.22,1.33,0.67,1.29,0.00,0.00,0.00,4.13,1.11,2.18,33.8,Matches
188,Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,26.8,0.15,0.00,0.00,0.75,0.78,0.04,1.68,0.78,1.16,0.00,0.04,0.00,4.66,1.01,0.56,64.3,Matches
189,Daniel,br BRA,GK,SJ Earthquakes,29,1994,12.0,0.08,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.42,0.00,100.0,Matches
190,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,6.9,0.00,0.00,0.00,2.32,1.45,0.14,1.88,1.59,1.88,0.00,0.00,0.00,6.09,0.72,1.01,41.7,Matches
191,Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,3.1,0.32,0.00,0.00,1.61,0.32,0.00,0.00,2.58,1.94,0.00,0.00,0.00,6.45,0.65,1.29,33.3,Matches
192,Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,30.9,0.03,0.00,0.00,0.94,1.49,0.03,3.20,0.65,1.17,0.00,0.00,0.00,4.11,0.68,0.36,65.6,Matches
193,Jesús David Murillo,co COL,DF,LAFC,29,1994,18.8,0.27,0.05,0.00,0.90,0.59,0.00,0.05,1.49,1.22,0.00,0.00,0.00,4.04,1.97,1.54,56.1,Matches
194,Jake Davis,us USA,"DF,MF",Sporting KC,22,2002,24.7,0.45,0.04,0.04,1.42,0.32,0.00,2.43,1.13,1.54,0.00,0.00,0.00,5.18,0.49,0.69,41.4,Matches
195,Sean Davis,us USA,MF,Nashville SC,30,1993,15.1,0.13,0.00,0.00,0.60,0.40,0.07,0.20,1.39,0.73,0.00,0.00,0.00,2.91,0.79,0.66,54.5,Matches
196,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,22,2001,7.2,0.14,0.00,0.00,1.67,1.67,0.28,3.33,0.00,1.39,0.00,0.00,0.00,5.83,0.28,1.11,20.0,Matches
197,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,12.3,0.16,0.00,0.00,0.57,0.41,0.00,1.95,1.22,0.98,0.00,0.08,0.00,3.01,1.30,0.89,59.3,Matches
198,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,32,1991,10.2,0.49,0.00,0.00,1.96,1.67,0.20,2.65,0.98,1.27,0.00,0.00,0.00,3.33,0.88,1.08,45.0,Matches
199,Marky Delgado,us USA,MF,LA Galaxy,28,1995,27.4,0.26,0.04,0.04,0.73,1.06,0.04,1.31,1.20,1.61,0.00,0.00,0.00,5.51,0.51,0.36,58.3,Matches
200,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,12.9,0.16,0.00,0.00,1.32,1.78,0.08,2.40,1.71,1.32,0.00,0.08,0.00,5.35,0.70,1.47,32.1,Matches
201,Mikkel Desler,dk DEN,DF,Austin,28,1995,5.4,0.19,0.00,0.00,1.67,0.37,0.37,1.11,1.30,1.67,0.00,0.00,0.00,4.81,0.56,0.56,50.0,Matches
202,Lamine Diack,sn SEN,"FW,MF",Colorado Rapids,23,2000,0.2,0.00,0.00,0.00,5.00,5.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,15.0,5.00,5.00,50.0,Matches
203,Djibril Diani,fr FRA,MF,Charlotte,25,1998,19.8,0.20,0.00,0.00,1.52,1.26,0.10,0.56,1.31,1.52,0.05,0.00,0.00,4.14,0.81,0.91,47.1,Matches
204,Marcos Dias,br BRA,FW,NE Revolution,22,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
205,Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,8.9,0.45,0.00,0.00,1.24,0.34,0.00,0.11,0.90,1.35,0.00,0.00,0.00,4.27,1.46,1.91,43.3,Matches
206,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,19,2004,10.4,0.19,0.00,0.00,1.63,0.48,0.00,1.06,1.25,1.35,0.00,0.00,0.00,5.77,0.96,0.87,52.6,Matches
207,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,23,2000,4.2,0.00,0.00,0.00,1.19,0.71,0.71,0.24,0.48,1.19,0.00,0.00,0.00,3.57,6.67,5.95,52.8,Matches
208,Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,29.5,0.24,0.03,0.00,1.22,1.15,0.07,4.00,0.61,0.75,0.00,0.00,0.00,2.37,1.05,1.36,43.7,Matches
209,C.J. dos Santos,us USA,GK,Inter Miami,23,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,100.0,Matches
210,Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,25.0,0.16,0.04,0.04,1.28,1.36,0.00,0.88,1.36,1.08,0.00,0.00,0.00,4.52,1.16,1.36,46.0,Matches
211,Sebastián Driussi,ar ARG,"MF,FW",Austin,27,1996,25.1,0.24,0.04,0.00,0.76,1.91,0.24,1.79,0.32,0.60,0.08,0.00,0.00,4.30,1.00,0.84,54.3,Matches
212,Erik Duenas,us USA,MF,LAFC,19,2004,4.3,0.70,0.00,0.00,3.02,1.86,0.00,0.00,2.09,1.86,0.00,0.00,0.00,6.28,0.47,0.70,40.0,Matches
213,Morris Duggan,de GER,DF,Minnesota Utd,23,2000,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches
214,Bryce Duke,us USA,MF,CF Montréal,22,2001,23.8,0.08,0.00,0.00,1.68,2.14,0.13,1.89,0.80,0.92,0.00,0.00,0.00,4.20,0.25,0.55,31.6,Matches
215,Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,14.3,0.28,0.00,0.00,2.17,0.91,0.14,1.96,1.33,1.75,0.00,0.07,0.00,5.87,2.03,1.47,58.0,Matches
216,Chris Durkin,us USA,MF,St. Louis,23,2000,25.1,0.40,0.00,0.00,2.31,1.51,0.04,1.08,1.55,1.71,0.00,0.04,0.00,5.22,1.55,0.92,62.9,Matches
217,Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,1.5,0.00,0.00,0.00,2.67,2.00,0.00,1.33,0.00,0.67,0.00,0.00,0.00,4.00,0.67,0.67,50.0,Matches
218,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,26,1997,21.5,0.00,0.00,0.00,0.56,1.26,0.14,0.42,0.28,0.33,0.05,0.00,0.00,1.81,1.49,1.81,45.1,Matches
219,Daniel Edelman,us USA,MF,NY Red Bulls,20,2003,28.0,0.32,0.04,0.04,1.07,1.50,0.00,0.14,1.21,0.75,0.00,0.00,0.00,5.36,1.14,1.25,47.8,Matches
220,Earl Edwards Jr.,us USA,GK,NE Revolution,32,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
221,Matthew Edwards,us USA,DF,Atlanta Utd,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
222,Michael Edwards,us USA,DF,Colorado Rapids,23,2000,2.3,0.43,0.00,0.00,0.00,0.87,0.00,0.00,1.74,1.30,0.00,0.00,0.00,2.17,1.74,0.43,80.0,Matches
223,Raheem Edwards,ca CAN,"DF,MF",CF Montréal,28,1995,17.2,0.47,0.06,0.00,1.92,1.74,0.12,3.20,1.51,1.80,0.00,0.06,0.00,6.63,1.45,0.93,61.0,Matches
224,Noah Eile,se SWE,DF,NY Red Bulls,21,2002,26.9,0.22,0.04,0.00,0.97,0.45,0.04,0.04,1.86,0.78,0.00,0.04,0.04,4.91,2.45,1.60,60.6,Matches
225,Piero Elias,us USA,FW,NYCFC,21,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
226,Jack Elliott,eng ENG,DF,Philadelphia Union,28,1995,26.6,0.26,0.04,0.00,1.09,0.30,0.00,0.00,1.35,0.98,0.00,0.04,0.04,4.77,1.80,1.13,61.5,Matches
227,Herbert Endeley,us USA,"MF,DF",FC Dallas,22,2001,1.3,0.00,0.00,0.00,1.54,1.54,0.00,1.54,0.77,0.77,0.00,0.00,0.00,1.54,0.00,0.77,0.0,Matches
228,Emeka Eneli,us USA,MF,Real Salt Lake,24,1999,29.6,0.20,0.00,0.00,0.95,1.76,0.00,0.07,1.76,1.18,0.00,0.03,0.00,8.21,0.71,0.74,48.8,Matches
229,Lawrence Ennali,de GER,FW,Houston Dynamo,21,2002,0.5,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,100.0,Matches
230,Boris Enow,cm CMR,MF,D.C. United,23,2000,3.4,0.88,0.29,0.29,2.06,0.29,0.00,0.00,0.29,1.76,0.00,0.00,0.00,5.29,2.65,1.18,69.2,Matches
231,Ramiro Enrique,ar ARG,FW,Orlando City,22,2001,12.0,0.33,0.00,0.00,1.25,1.75,0.58,0.83,0.25,0.08,0.00,0.00,0.00,1.92,2.42,2.50,49.2,Matches
232,Victor Enriquez,,MF,Portland Timbers,17,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
233,Victor Eriksson,se SWE,DF,Minnesota Utd,23,2000,1.8,0.00,0.00,0.00,0.56,0.56,0.00,0.00,0.00,0.56,0.00,0.00,0.00,2.78,2.78,1.11,71.4,Matches
234,Franco Escobar,ar ARG,DF,Houston Dynamo,28,1995,20.2,0.59,0.05,0.05,1.09,0.59,0.05,0.94,1.34,2.33,0.00,0.05,0.00,4.31,1.29,1.24,51.0,Matches
235,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,28,1995,33.0,0.15,0.00,0.00,1.24,0.73,0.27,10.0,0.55,0.64,0.00,0.00,0.00,3.55,0.24,0.85,22.2,Matches
236,Derrick Etienne,ht HAI,"MF,FW",Toronto FC,27,1996,18.3,0.11,0.00,0.00,0.87,1.42,0.66,1.86,0.38,0.55,0.00,0.00,0.00,4.21,0.44,0.71,38.1,Matches
237,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,27,1996,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,6.67,3.33,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
238,Evander,br BRA,MF,Portland Timbers,25,1998,27.3,0.29,0.00,0.00,1.06,2.12,0.07,5.86,0.26,0.81,0.00,0.00,0.00,3.88,0.29,0.62,32.0,Matches
239,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,28,1995,18.6,0.11,0.00,0.00,0.65,0.70,0.22,3.98,0.27,0.48,0.05,0.00,0.00,4.19,0.16,0.86,15.8,Matches
240,Marco Farfan,us USA,DF,FC Dallas,25,1998,22.5,0.18,0.00,0.00,1.24,1.07,0.00,0.89,0.98,1.38,0.00,0.00,0.00,3.29,0.98,1.51,39.3,Matches
241,Bryant Farkarlun,lr LBR,FW,Austin,22,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
242,Andrew Farrell,us USA,"DF,MF",NE Revolution,31,1992,6.1,0.00,0.00,0.00,0.82,0.66,0.00,1.97,0.49,1.15,0.00,0.16,0.00,4.10,0.33,0.82,28.6,Matches
243,Logan Farrington,us USA,"FW,MF",FC Dallas,22,2001,13.6,0.29,0.00,0.00,1.84,2.65,0.74,1.03,0.44,0.59,0.00,0.07,0.00,2.65,1.40,2.35,37.3,Matches
244,Mohamed Farsi,dz ALG,DF,Columbus Crew,24,1999,20.8,0.05,0.00,0.00,0.29,1.20,0.43,2.07,0.34,0.67,0.10,0.00,0.00,3.70,0.24,1.15,17.2,Matches
245,Felipe,br BRA,"MF,FW",Orlando City,33,1990,3.9,0.77,0.00,0.00,2.05,1.03,0.26,0.00,1.54,2.56,0.00,0.00,0.00,6.92,0.00,0.51,0.0,Matches
246,Joaquín Fernández,es ESP,DF,Sporting KC,27,1996,1.3,0.00,0.00,0.00,0.77,1.54,0.00,0.00,2.31,0.77,0.00,0.00,0.77,6.92,2.31,0.77,75.0,Matches
247,Julián Fernández,ar ARG,"FW,MF",NYCFC,20,2004,7.5,0.13,0.13,0.00,1.33,1.60,0.00,3.87,0.67,1.07,0.00,0.00,0.00,5.73,0.13,1.47,8.3,Matches
248,Omir Fernandez,us USA,"FW,MF",Colorado Rapids,24,1999,18.8,0.00,0.00,0.00,0.32,1.97,0.43,1.33,0.53,0.96,0.11,0.00,0.00,3.83,0.32,1.22,20.7,Matches
249,Jesús Ferreira,us USA,"MF,FW",FC Dallas,23,2000,14.7,0.00,0.00,0.00,0.20,0.54,0.34,2.59,0.34,0.82,0.00,0.00,0.00,3.47,0.14,0.14,50.0,Matches
250,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,8.0,0.25,0.00,0.00,1.13,1.00,0.75,0.13,0.00,0.38,0.00,0.00,0.00,2.38,1.88,1.88,50.0,Matches
251,Ethan Finlay,us USA,"FW,MF",Austin,33,1990,9.2,0.00,0.00,0.00,0.98,0.76,0.33,3.15,0.11,0.65,0.00,0.00,0.00,1.96,0.43,0.87,33.3,Matches
252,Nicolas Firmino,us USA,"FW,MF",Atlanta Utd,23,2001,1.8,0.00,0.00,0.00,1.67,3.89,0.56,0.56,0.56,0.56,0.00,0.00,0.00,5.56,0.56,2.78,16.7,Matches
253,Leon Flach,us USA,MF,Philadelphia Union,22,2001,20.3,0.10,0.00,0.00,0.84,0.79,0.00,0.20,2.07,1.28,0.00,0.00,0.00,3.89,0.49,0.30,62.5,Matches
254,Kristian Fletcher,us USA,"FW,MF",D.C. United,18,2005,2.7,0.37,0.00,0.00,1.85,1.11,0.00,1.85,0.74,0.74,0.00,0.00,0.00,8.15,2.59,1.85,58.3,Matches
255,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,21,2002,0.4,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.50,0.00,100.0,Matches
256,Deybi Flores,hn HON,MF,Toronto FC,27,1996,23.2,0.39,0.00,0.00,1.59,1.16,0.09,0.04,1.55,1.90,0.00,0.00,0.00,6.64,1.47,0.82,64.2,Matches
257,CJ Fodrey,us USA,"FW,MF",Austin,19,2004,2.2,1.36,0.00,0.00,3.18,0.45,1.36,7.73,0.45,0.91,0.00,0.00,0.00,4.09,3.18,1.36,70.0,Matches
258,Nathan Fogaça,br BRA,"FW,MF",Portland Timbers,24,1999,2.0,0.50,0.00,0.00,3.50,4.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.50,3.50,5.00,41.2,Matches
259,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,15.7,0.25,0.00,0.00,0.64,0.45,0.06,0.13,1.59,0.83,0.00,0.00,0.00,5.10,0.70,0.96,42.3,Matches
