0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
435,Tim Leibold,de GER,DF,Sporting KC,32-004,1993,19,11,871,9.7,0.10,0.21,0.31,0.10,0.00,0.00,0.62,0.00,0.08,0.08,0.27,0.34,2.78,3.61,5.46,0.10,0.21,0.31,0.10,0.31,0.08,0.26,0.35,0.08,0.35,Matches
436,Brooks Lennon,us USA,DF,Atlanta Utd,28-073,1997,25,17,1556,17.3,0.06,0.17,0.23,0.06,0.00,0.00,0.12,0.00,0.08,0.08,0.19,0.27,2.49,2.95,6.76,0.06,0.17,0.23,0.06,0.23,0.08,0.19,0.27,0.08,0.27,Matches
437,Tucker Lepley,us USA,"MF,FW",LA Galaxy,23-321,2002,16,6,558,6.2,0.00,0.16,0.16,0.00,0.00,0.00,0.32,0.00,0.16,0.16,0.13,0.29,1.77,3.55,6.29,0.00,0.16,0.16,0.00,0.16,0.17,0.13,0.30,0.17,0.30,Matches
438,Beau Leroux,us USA,MF,SJ Earthquakes,22-095,2003,33,25,2105,23.4,0.21,0.13,0.34,0.21,0.00,0.00,0.13,0.00,0.16,0.16,0.10,0.26,1.11,5.94,2.82,0.21,0.13,0.34,0.21,0.34,0.16,0.10,0.26,0.16,0.26,Matches
439,Danny Leyva,us USA,"MF,FW",Seattle Sounders,22-213,2003,16,6,705,7.8,0.00,0.26,0.26,0.00,0.00,0.00,0.26,0.00,0.05,0.05,0.14,0.19,1.41,6.79,3.59,0.00,0.26,0.26,0.00,0.26,0.05,0.15,0.20,0.05,0.20,Matches
440,Nick Lima,us USA,"MF,DF",SJ Earthquakes,31-017,1994,11,4,451,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.04,0.04,0.30,0.34,1.20,2.80,6.00,0.00,0.00,0.00,0.00,0.00,0.04,0.29,0.33,0.04,0.33,Matches
441,Ondřej Lingr,cz CZE,"FW,MF",Houston Dynamo,27-058,1998,26,22,1783,19.8,0.15,0.15,0.30,0.15,0.00,0.00,0.25,0.00,0.18,0.18,0.13,0.31,1.67,3.03,5.56,0.15,0.15,0.30,0.15,0.30,0.18,0.13,0.31,0.18,0.31,Matches
442,Sebastian Lletget,us USA,MF,FC Dallas,33-092,1992,20,14,1143,12.7,0.08,0.16,0.24,0.08,0.00,0.00,0.08,0.00,0.10,0.10,0.12,0.22,1.02,3.78,2.44,0.08,0.16,0.24,0.08,0.24,0.10,0.12,0.22,0.10,0.22,Matches
443,Hugo Lloris,fr FRA,GK,LAFC,38-343,1986,32,32,2835,31.5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
444,Saba Lobzhanidze,ge GEO,"FW,DF",Atlanta Utd,30-351,1994,33,23,1931,21.5,0.00,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.26,0.44,3.77,1.91,10.2,0.00,0.23,0.23,0.00,0.23,0.19,0.26,0.45,0.19,0.45,Matches
445,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-231,1993,33,28,2454,27.3,0.18,0.11,0.29,0.15,0.04,0.04,0.15,0.00,0.13,0.10,0.18,0.28,0.81,3.74,3.59,0.18,0.11,0.29,0.15,0.26,0.13,0.17,0.31,0.10,0.28,Matches
446,Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-258,1989,16,6,580,6.4,0.16,0.16,0.31,0.16,0.00,0.00,0.00,0.00,0.05,0.05,0.23,0.28,2.50,7.34,7.66,0.16,0.16,0.31,0.16,0.31,0.04,0.23,0.27,0.04,0.27,Matches
447,Jasper Löffelsend,de GER,DF,San Diego FC,28-085,1997,13,7,600,6.7,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.16,0.19,3.13,4.33,6.72,0.00,0.15,0.15,0.00,0.15,0.03,0.16,0.19,0.03,0.19,Matches
448,Aaron Long,us USA,DF,LAFC,33-053,1992,15,15,1271,14.1,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.06,0.06,0.01,0.06,0.43,4.04,0.14,0.07,0.00,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Matches
449,Kevin Long,ie IRL,DF,Toronto FC,35-108,1990,24,23,1887,21.0,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.05,0.05,0.01,0.06,0.00,1.43,0.10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches
450,Matthew Longstaff,eng ENG,"MF,FW",Toronto FC,25-258,2000,17,11,906,10.1,0.00,0.10,0.10,0.00,0.00,0.00,0.30,0.00,0.05,0.05,0.07,0.12,0.79,3.56,3.27,0.00,0.10,0.10,0.00,0.10,0.05,0.07,0.12,0.05,0.12,Matches
451,Matthew Longstaff,eng ENG,MF,CF Montréal,25-258,2000,8,6,586,6.5,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.20,0.23,0.62,4.77,2.62,0.00,0.15,0.15,0.00,0.15,0.04,0.20,0.24,0.04,0.24,Matches
452,Antino Lopez,us USA,MF,Seattle Sounders,23-197,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,25-088,2000,5,4,252,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.36,0.11,0.11,0.14,0.25,3.57,3.57,6.07,0.00,0.00,0.00,0.00,0.00,0.12,0.14,0.27,0.12,0.27,Matches
454,Victor Loturi,ca CAN,MF,CF Montréal,24-197,2001,34,27,2506,27.8,0.07,0.00,0.07,0.07,0.00,0.00,0.25,0.00,0.06,0.06,0.05,0.12,0.83,4.75,1.98,0.07,0.00,0.07,0.07,0.07,0.06,0.05,0.12,0.06,0.12,Matches
455,Evan Louro,us USA,GK,FC Cincinnati,29-319,1996,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
456,Daniel Lovitz,us USA,DF,Nashville SC,34-099,1991,31,30,2721,30.2,0.07,0.20,0.26,0.07,0.00,0.00,0.17,0.00,0.02,0.02,0.11,0.12,2.28,3.94,3.31,0.07,0.20,0.26,0.07,0.26,0.02,0.11,0.12,0.02,0.12,Matches
457,Eduard Löwen,de GER,MF,St. Louis,28-310,1997,19,16,1398,15.5,0.39,0.19,0.58,0.19,0.19,0.19,0.39,0.06,0.34,0.19,0.23,0.41,2.39,8.90,1.61,0.39,0.19,0.58,0.19,0.39,0.34,0.23,0.57,0.19,0.41,Matches
458,Hirving Lozano,mx MEX,FW,San Diego FC,30-127,1995,27,22,1824,20.3,0.44,0.39,0.84,0.34,0.10,0.10,0.25,0.00,0.49,0.42,0.22,0.64,3.69,3.84,11.6,0.44,0.39,0.84,0.35,0.74,0.49,0.22,0.72,0.42,0.64,Matches
459,Gonzalo Luján,ar ARG,DF,Inter Miami,24-221,2001,26,21,1748,19.4,0.00,0.05,0.05,0.00,0.00,0.00,0.15,0.00,0.01,0.01,0.01,0.02,0.88,3.61,0.57,0.00,0.05,0.05,0.00,0.05,0.01,0.01,0.02,0.01,0.02,Matches
460,Jovan Lukić,rs SRB,MF,Philadelphia Union,23-318,2002,32,30,2617,29.1,0.07,0.07,0.14,0.07,0.00,0.00,0.31,0.03,0.08,0.08,0.05,0.13,1.13,5.88,1.10,0.07,0.07,0.14,0.07,0.14,0.08,0.06,0.13,0.08,0.13,Matches
461,Diego Luna,us USA,"MF,FW",Real Salt Lake,22-088,2003,27,27,2264,25.2,0.36,0.12,0.48,0.28,0.08,0.08,0.36,0.08,0.25,0.20,0.14,0.34,2.66,5.24,5.91,0.36,0.12,0.48,0.28,0.40,0.26,0.14,0.39,0.20,0.34,Matches
462,Benjamin Lundt,de GER,GK,St. Louis,30-071,1995,9,9,810,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
463,Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-264,2007,1,1,64,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
464,Lukas MacNaughton,ca CAN,DF,D.C. United,30-271,1995,11,9,715,7.9,0.13,0.00,0.13,0.13,0.00,0.00,0.38,0.13,0.10,0.10,0.08,0.18,0.00,2.53,0.38,0.13,0.00,0.13,0.13,0.13,0.10,0.08,0.17,0.10,0.17,Matches
465,Jack Maher,us USA,DF,Nashville SC,26-037,1999,30,29,2572,28.6,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.02,0.02,0.00,0.02,0.17,2.13,0.17,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
466,Olwethu Makhanya,za RSA,DF,Philadelphia Union,21-218,2004,29,23,2147,23.9,0.04,0.00,0.04,0.04,0.00,0.00,0.38,0.08,0.10,0.10,0.00,0.10,0.84,3.93,0.08,0.04,0.00,0.04,0.04,0.04,0.10,0.00,0.10,0.10,0.10,Matches
467,Adilson Malanda,fr FRA,DF,Charlotte,24-036,2001,33,33,2899,32.2,0.03,0.00,0.03,0.03,0.00,0.00,0.12,0.03,0.06,0.06,0.01,0.07,0.16,2.14,0.06,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.06,0.06,0.06,Matches
468,Alexis Manyoma,co COL,"FW,MF",Colorado Rapids,22-335,2003,3,0,42,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,4.00,10.0,14.0,0.00,0.00,0.00,0.00,0.00,0.20,0.11,0.31,0.20,0.31,Matches
469,J.T. Marcinkowski,us USA,GK,LA Galaxy,28-209,1997,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,AJ Marcucci,us USA,GK,NY Red Bulls,26-126,1999,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
471,Dominik Marczuk,pl POL,DF,FC Cincinnati,22-033,2003,5,3,217,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.04,0.04,0.17,0.21,3.75,1.25,4.58,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.19,0.04,0.19,Matches
472,Dominik Marczuk,pl POL,FW,Real Salt Lake,22-033,2003,17,10,868,9.6,0.10,0.21,0.31,0.10,0.00,0.00,0.31,0.00,0.15,0.15,0.16,0.29,4.58,2.81,10.9,0.10,0.21,0.31,0.10,0.31,0.14,0.15,0.29,0.14,0.29,Matches
473,Paul Marie,fr FRA,"FW,MF",SJ Earthquakes,30-255,1995,2,1,103,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.73,0.09,0.73,1.82,0.91,5.45,0.00,0.00,0.00,0.00,0.00,0.66,0.05,0.71,0.66,0.71,Matches
474,Adrián Marín,es ESP,DF,Orlando City,28-329,1997,5,4,327,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.06,0.06,0.03,0.08,1.39,6.67,1.94,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
475,Anthony Markanich,ph PHI,DF,Minnesota Utd,25-343,1999,31,23,1895,21.1,0.43,0.05,0.47,0.43,0.00,0.00,0.24,0.00,0.24,0.24,0.12,0.36,0.71,2.09,3.03,0.43,0.05,0.47,0.43,0.47,0.24,0.12,0.37,0.24,0.37,Matches
476,Idan Markovich,il ISR,FW,Charlotte,21-117,2004,30,19,1810,20.1,0.55,0.15,0.70,0.50,0.05,0.05,0.20,0.00,0.48,0.44,0.12,0.57,1.00,1.04,4.73,0.55,0.15,0.70,0.50,0.65,0.48,0.12,0.60,0.44,0.57,Matches
477,Marlon,br BRA,DF,LAFC,30-088,1995,11,7,631,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.86,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
478,Jahkeele Marshall-Rutty,ca CAN,DF,Charlotte,21-171,2004,24,19,1797,20.0,0.00,0.10,0.10,0.00,0.00,0.00,0.15,0.00,0.01,0.01,0.03,0.05,2.75,4.50,3.20,0.00,0.10,0.10,0.00,0.10,0.01,0.04,0.05,0.01,0.05,Matches
479,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,21-171,2004,6,2,230,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.08,0.08,0.04,0.15,0.38,3.08,6.54,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
480,Alonso Martínez,cr CRC,FW,NYCFC,27-050,1998,30,29,2496,27.7,0.61,0.04,0.65,0.43,0.18,0.25,0.07,0.00,0.75,0.56,0.08,0.64,1.34,1.34,5.74,0.61,0.04,0.65,0.43,0.47,0.75,0.08,0.84,0.55,0.64,Matches
481,David Martínez,ve VEN,FW,LAFC,19-300,2006,29,13,1171,13.0,0.23,0.38,0.62,0.23,0.00,0.08,0.31,0.00,0.29,0.23,0.15,0.38,3.46,4.23,7.92,0.23,0.38,0.61,0.23,0.61,0.29,0.15,0.44,0.23,0.38,Matches
482,Josef Martínez,ve VEN,FW,SJ Earthquakes,32-199,1993,30,21,1873,20.8,0.67,0.10,0.77,0.63,0.05,0.05,0.00,0.00,0.67,0.63,0.07,0.70,0.34,1.35,3.85,0.67,0.10,0.77,0.62,0.72,0.67,0.07,0.74,0.63,0.70,Matches
483,Thiago Martins,br BRA,DF,NYCFC,30-262,1995,31,30,2698,30.0,0.03,0.00,0.03,0.03,0.00,0.00,0.03,0.00,0.06,0.06,0.00,0.06,0.47,3.10,0.03,0.03,0.00,0.03,0.03,0.03,0.06,0.00,0.06,0.06,0.06,Matches
484,Jimmy Maurer,us USA,GK,Houston Dynamo,37-051,1988,2,1,120,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
485,Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-256,1989,33,31,2755,30.6,0.56,0.13,0.69,0.39,0.16,0.20,0.16,0.00,0.42,0.26,0.14,0.41,1.18,3.30,7.22,0.56,0.13,0.69,0.39,0.52,0.42,0.14,0.56,0.26,0.41,Matches
486,Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-261,1994,32,32,2880,32.0,0.03,0.00,0.03,0.03,0.00,0.00,0.13,0.00,0.04,0.04,0.03,0.07,0.19,1.63,0.22,0.03,0.00,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.07,Matches
487,Salvatore Mazzaferro,ca CAN,DF,Atlanta Utd,24-054,2001,1,0,74,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
488,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,28-111,1997,9,6,483,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.02,0.02,0.13,0.15,2.41,3.15,2.59,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.15,0.01,0.15,Matches
489,Kenji Mboma Dem,fr FRA,"DF,FW",FC Cincinnati,23-316,2002,4,0,84,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,4.44,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
490,John McCarthy,us USA,GK,NY Red Bulls,33-153,1992,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
491,John McCarthy,us USA,GK,LA Galaxy,33-153,1992,11,11,990,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
492,Jack McGlynn,us USA,"FW,MF",Houston Dynamo,22-150,2003,26,26,2308,25.6,0.23,0.23,0.47,0.16,0.08,0.08,0.08,0.00,0.16,0.10,0.28,0.38,2.07,9.61,4.49,0.23,0.23,0.47,0.16,0.39,0.16,0.28,0.44,0.10,0.38,Matches
493,Zac McGraw,ca CAN,DF,Portland Timbers,28-179,1997,4,3,242,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,1.48,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
494,Duncan McGuire,us USA,FW,Orlando City,24-302,2001,18,6,731,8.1,0.37,0.25,0.62,0.37,0.00,0.00,0.12,0.00,0.41,0.41,0.31,0.72,0.86,1.48,5.19,0.37,0.25,0.62,0.37,0.62,0.41,0.31,0.72,0.41,0.72,Matches
495,Paddy McNair,nir NIR,DF,San Diego FC,30-221,1995,23,21,1708,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.03,0.07,0.32,3.26,0.11,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.07,Matches
496,Brendan McSorley,us USA,FW,St. Louis,23-306,2002,8,2,277,3.1,0.65,0.32,0.97,0.65,0.00,0.00,0.32,0.00,0.74,0.74,0.19,0.90,2.90,2.26,7.10,0.65,0.32,0.97,0.65,0.97,0.74,0.18,0.92,0.74,0.92,Matches
497,Christopher McVey,se SWE,DF,San Diego FC,28-236,1997,32,32,2853,31.7,0.06,0.00,0.06,0.06,0.00,0.00,0.16,0.00,0.05,0.05,0.04,0.10,0.95,3.94,0.76,0.06,0.00,0.06,0.06,0.06,0.06,0.04,0.10,0.06,0.10,Matches
498,Loïc Mesanvi,tg TOG,"FW,DF",Minnesota Utd,22-059,2003,2,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
499,Lionel Messi,ar ARG,"FW,MF",Inter Miami,38-163,1987,28,26,2421,26.9,1.08,0.59,1.67,1.04,0.04,0.07,0.07,0.00,0.83,0.78,0.52,1.30,5.13,10.7,8.25,1.08,0.59,1.67,1.04,1.64,0.83,0.52,1.35,0.78,1.30,Matches
500,Wyatt Meyer,us USA,"MF,DF",Nashville SC,24-327,2001,6,3,235,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0.77,3.85,1.15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
501,Matt Miazga,us USA,DF,FC Cincinnati,30-138,1995,21,19,1533,17.0,0.00,0.06,0.06,0.00,0.00,0.00,0.18,0.00,0.02,0.02,0.01,0.02,0.00,1.53,0.12,0.00,0.06,0.06,0.00,0.06,0.01,0.00,0.02,0.01,0.02,Matches
502,Novak Mićović,rs SRB,GK,LA Galaxy,24-040,2001,20,20,1800,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
503,Alex Mighten,eng ENG,FW,San Diego FC,23-237,2002,26,11,1049,11.7,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.18,0.18,0.07,0.24,4.36,1.28,10.9,0.09,0.00,0.09,0.09,0.09,0.18,0.06,0.24,0.18,0.24,Matches
504,Djordje Mihailovic,us USA,"MF,FW",Toronto FC,27-024,1998,10,10,886,9.8,0.41,0.20,0.61,0.41,0.00,0.10,0.20,0.00,0.27,0.17,0.23,0.40,1.63,3.98,5.10,0.41,0.20,0.61,0.41,0.61,0.26,0.23,0.49,0.17,0.40,Matches
505,Djordje Mihailovic,us USA,"MF,FW",Colorado Rapids,27-024,1998,24,24,2055,22.8,0.39,0.26,0.66,0.22,0.18,0.26,0.09,0.00,0.38,0.17,0.30,0.47,1.97,5.04,6.10,0.39,0.26,0.66,0.22,0.48,0.38,0.30,0.68,0.17,0.47,Matches
506,Enea Mihaj,al ALB,DF,Atlanta Utd,27-152,1998,9,7,631,7.0,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.10,1.00,4.00,0.00,0.00,0.14,0.14,0.00,0.14,0.06,0.05,0.11,0.06,0.11,Matches
507,Eric Miller,us USA,"DF,MF",Portland Timbers,32-323,1993,16,3,436,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.02,0.06,1.67,2.50,3.75,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
508,Harbor Miller,us USA,"FW,DF",LA Galaxy,18-166,2007,10,9,640,7.1,0.14,0.14,0.28,0.14,0.00,0.00,0.14,0.00,0.11,0.11,0.10,0.21,2.68,2.39,7.32,0.14,0.14,0.28,0.14,0.28,0.11,0.10,0.21,0.11,0.21,Matches
509,Jansen Miller,us USA,DF,Sporting KC,23-297,2002,29,25,2304,25.6,0.00,0.04,0.04,0.00,0.00,0.00,0.08,0.00,0.05,0.05,0.02,0.06,0.78,3.05,0.47,0.00,0.04,0.04,0.00,0.04,0.05,0.02,0.06,0.05,0.06,Matches
510,Kamal Miller,ca CAN,DF,Portland Timbers,28-202,1997,24,23,1880,20.9,0.05,0.00,0.05,0.05,0.00,0.00,0.24,0.05,0.02,0.02,0.01,0.03,0.38,2.92,0.10,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches
511,Peyton Miller,us USA,DF,NE Revolution,18-026,2007,26,25,2071,23.0,0.09,0.09,0.17,0.09,0.00,0.00,0.13,0.04,0.10,0.10,0.10,0.20,1.91,2.52,6.91,0.09,0.09,0.17,0.09,0.17,0.10,0.10,0.21,0.10,0.21,Matches
512,Georgi Minoungou,bf BFA,"FW,MF",Seattle Sounders,23-132,2002,21,6,726,8.1,0.12,0.37,0.49,0.12,0.00,0.00,0.00,0.00,0.37,0.37,0.53,0.90,7.53,2.35,16.7,0.12,0.37,0.50,0.12,0.50,0.37,0.53,0.90,0.37,0.90,Matches
513,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,30-048,1995,33,31,2747,30.5,0.20,0.10,0.30,0.20,0.00,0.00,0.07,0.00,0.15,0.15,0.20,0.35,1.87,6.98,5.38,0.20,0.10,0.29,0.20,0.29,0.15,0.20,0.35,0.15,0.35,Matches
514,Shakur Mohammed,gh GHA,"FW,MF",Orlando City,22-099,2003,2,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
515,Zane Monlouis,eng ENG,DF,Toronto FC,22-049,2003,10,6,514,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,4.04,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
516,Alán Montes,mx MEX,DF,Sporting KC,25-039,2000,8,5,458,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.18,0.18,0.02,0.20,0.59,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.19,0.18,0.19,Matches
517,Shaq Moore,us USA,"DF,MF",FC Dallas,29-032,1996,33,31,2822,31.4,0.10,0.06,0.16,0.10,0.00,0.00,0.13,0.00,0.08,0.08,0.10,0.18,2.13,2.77,4.30,0.10,0.06,0.16,0.10,0.16,0.08,0.10,0.18,0.08,0.18,Matches
518,Felipe Mora,cl CHI,FW,Portland Timbers,32-124,1993,33,20,1664,18.5,0.27,0.16,0.43,0.22,0.05,0.11,0.22,0.00,0.43,0.34,0.09,0.43,0.59,2.32,5.35,0.27,0.16,0.43,0.22,0.38,0.43,0.09,0.52,0.34,0.43,Matches
519,Alfredo Morales,us USA,MF,St. Louis,35-206,1990,25,11,1102,12.2,0.00,0.16,0.16,0.00,0.00,0.00,0.49,0.08,0.02,0.02,0.14,0.16,0.33,4.67,0.66,0.00,0.16,0.16,0.00,0.16,0.02,0.14,0.16,0.02,0.16,Matches
