#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#MCXC	z	L500	M500	R500
# 	 	10+37W	10+14Msun	Mpc
#------------	-------	---------	-------	-------
J0539.0-2833	 0.2540	 0.358775	 0.9111	 0.6280
J0540.1-4050	 0.0358	 0.447219	 1.2212	 0.7459
J0540.1-4322	 0.0850	 0.802854	 1.6874	 0.8178
J0542.1-2607	 0.0390	 0.249133	 0.8530	 0.6611
J0542.8-4100	 0.6420	 4.287220	 2.9996	 0.8038
J0543.4-4430	 0.1637	 2.630717	 3.2882	 0.9948
J0544.2-2555	 0.2600	 0.445655	 1.0350	 0.6538
J0545.4-2556	 0.0424	 0.104752	 0.5018	 0.5533
J0545.5-4756	 0.1254	 1.684553	 2.5766	 0.9292
J0547.0-3904	 0.3190	 6.400000	 4.3000	 1.0200
J0547.6-3152	 0.1483	 4.324473	 4.5029	 1.1106
J0547.7-4723	 0.0515	 0.169791	 0.6695	 0.6074
J0548.6-2527	 0.0420	 0.551689	 1.3823	 0.7758
J0548.8-2154	 0.0928	 0.787921	 1.6591	 0.8111
J0552.8-2103	 0.0989	 2.319636	 3.1912	 1.0067
J0553.4-0558	 0.1510	 2.314190	 3.0695	 0.9765
J0557.2-3727	 0.0442	 0.310523	 0.9722	 0.6894
J0600.8-5835	 0.0369	 0.081480	 0.4321	 0.5274
J0601.7-3959	 0.0468	 0.996636	 1.9761	 0.8726
J0602.0+5315	 0.0510	 0.392691	 1.1167	 0.7205
J0602.1+2309	 0.0654	 1.527879	 2.5321	 0.9422
J0603.8+2939	 0.0300	 0.312530	 0.9853	 0.6956
J0604.6+4257	 0.1180	 2.046494	 2.9167	 0.9708
J0605.8-3518	 0.1392	 4.236027	 4.4761	 1.1118
J0607.0-4928	 0.0553	 0.247827	 0.8410	 0.6546
J0610.5-4848	 0.2430	 0.609373	 1.2692	 0.7042
J0612.6+4836	 0.0670	 0.956994	 1.9016	 0.8560
J0616.3-2156	 0.1710	 2.712541	 3.3321	 0.9966
J0616.5-3948	 0.1520	 2.834755	 3.4712	 1.0170
J0616.8-4748	 0.1164	 1.495635	 2.4118	 0.9117
J0618.6+6724	 0.1127	 0.874787	 1.7437	 0.8193
J0621.7-5242	 0.0511	 0.299464	 0.9466	 0.6818
J0624.6-3720	 0.0333	 0.138672	 0.5990	 0.5887
J0624.7-5240	 0.0740	 0.171321	 0.6629	 0.6011
J0625.2-5521	 0.1180	 0.568739	 1.3360	 0.7483
J0626.3-5341	 0.0514	 1.160127	 2.1612	 0.8978
J0627.1-3529	 0.0554	 0.769293	 1.6778	 0.8240
J0627.2-5428	 0.0506	 1.375477	 2.3989	 0.9298
J0628.8-4143	 0.1759	 4.230388	 4.3533	 1.0877
J0629.1+4606	 0.1290	 1.396706	 2.2924	 0.8926
J0631.3-5610	 0.0540	 0.496316	 1.2855	 0.7544
J0631.3+2500	 0.0810	 1.711944	 2.6850	 0.9560
J0632.0+2519	 0.0750	 0.718135	 1.5874	 0.8039
J0634.5-6226	 0.2700	 0.849680	 1.5220	 0.7408
J0635.0+2231	 0.0680	 3.033343	 3.8399	 1.0816
J0635.4-6234	 0.1570	 0.377075	 1.0108	 0.6729
J0637.3-4828	 0.2026	 3.530143	 3.8211	 1.0317
J0638.1+4747	 0.1740	 4.721468	 4.6614	 1.1135
J0638.7-5358	 0.2266	 9.536792	 6.8771	 1.2442
J0640.1-1253	 0.1350	 5.822140	 5.4507	 1.1889
J0643.4+4214	 0.0910	 3.603233	 4.1975	 1.1059
J0645.4-5413	 0.1644	 6.709122	 5.8164	 1.2028
J0647.8+7014	 0.5840	13.139760	 8.8556	 1.1800
J0649.3+1801	 0.0640	 1.182909	 2.1684	 0.8951
J0657.0+4246	 0.1250	 1.029484	 1.9088	 0.8409
J0658.5-5556	 0.2965	20.425901	10.3599	 1.3902
J0704.4+6318	 0.0980	 1.576739	 2.5235	 0.9312
J0707.0+2706	 0.0620	 0.560566	 1.3771	 0.7699
J0708.1+7151	 0.1053	 0.769028	 1.6204	 0.8015
J0710.4+2240	 0.2890	 6.603054	 5.2347	 1.1104
J0711.7+3219	 0.0672	 1.012013	 1.9673	 0.8657
J0712.0-6030	 0.0322	 0.081904	 0.4348	 0.5292
J0714.3+5441	 0.1043	 0.646986	 1.4594	 0.7742
J0716.7+5324	 0.0644	 0.391325	 1.1043	 0.7148
J0717.1-3621	 0.0320	 0.366151	 1.0838	 0.7176
J0717.4-1119	 0.0750	 2.204624	 3.1457	 1.0098
J0717.5+3745	 0.5460	22.715670	12.9576	 1.3600
J0719.5+0043	 0.2197	 6.115780	 5.2729	 1.1416
J0720.2+7132	 0.2680	 0.454786	 1.0413	 0.6532
J0720.3+2348	 0.1680	 2.466421	 3.1513	 0.9793
J0720.8+7108	 0.2300	 0.401524	 0.9941	 0.6522
J0721.3+5547	 0.0381	 0.757140	 1.6810	 0.8291
J0724.9+6658	 0.0863	 0.469019	 1.2147	 0.7326
J0726.0+4122	 0.1120	 1.171477	 2.0846	 0.8697
J0728.9+2935	 0.3976	 4.220339	 3.6493	 0.9448
J0729.4+2436	 0.1610	 3.047940	 3.6042	 1.0266
J0729.7+7915	 0.1058	 0.523980	 1.2819	 0.7411
J0732.3+3137	 0.1710	 5.623645	 5.1975	 1.1558
J0736.4+3925	 0.1177	 2.518069	 3.3105	 1.0128
J0737.6+5920	 0.0384	 0.046280	 0.3058	 0.4697
J0738.1-7506	 0.1110	 0.910497	 1.7889	 0.8268
J0738.2+0101	 0.1890	 3.427024	 3.7913	 1.0339
J0738.9+6956	 0.1170	 0.263340	 0.8360	 0.6403
J0740.9+5525	 0.0340	 0.488395	 1.2902	 0.7601
J0741.5+2557	 0.1577	 0.677439	 1.4441	 0.7577
J0741.7+7414	 0.2149	 4.868103	 4.6049	 1.0931
J0742.6+0922	 0.0620	 0.530802	 1.3320	 0.7614
J0744.8+3927	 0.6970	17.377668	 6.9400	 1.0400
J0745.1-5404	 0.0740	 1.279395	 2.2590	 0.9045
J0746.6+3100	 0.0579	 0.173471	 0.6754	 0.6080
J0747.5-1917	 0.1028	10.487506	 7.9855	 1.3650
J0748.1+1832	 0.0400	 0.110717	 0.5199	 0.5603
J0751.3+5012	 0.0228	 0.076502	 0.4197	 0.5245
J0751.4+1730	 0.1894	 3.479201	 3.8253	 1.0369
J0753.4+2921	 0.0621	 0.591999	 1.4236	 0.7785
J0756.9+3839	 0.2203	 1.851188	 2.5432	 0.8951
J0757.7-5315	 0.0390	 0.383258	 1.1092	 0.7216
J0757.9-2157	 0.0490	 0.970025	 1.9409	 0.8668
J0758.3+2640	 0.2315	 1.546824	 2.2599	 0.8571
J0759.7+5400	 0.1032	 1.088010	 2.0052	 0.8610
J0800.9+3602	 0.2880	 5.332254	 4.5987	 1.0638
J0802.1-1926	 0.1400	 1.367280	 2.2449	 0.8831
J0804.3+4646	 0.1868	 1.421306	 2.2205	 0.8657
J0805.7+4541	 0.1353	 0.868863	 1.7085	 0.8076
J0809.6+2811	 0.3990	 3.745412	 3.3891	 0.9213
J0809.9-0258	 0.2700	 7.369961	 5.6820	 1.1492
J0810.4+4216	 0.0640	 0.343477	 1.0201	 0.6962
J0811.0+1644	 0.0925	 0.351374	 1.0142	 0.6885
J0811.1+7002	 0.2230	 5.329782	 4.8364	 1.1079
J0812.5-5714	 0.0620	 1.969423	 2.9629	 0.9940
J0815.4-0308	 0.1980	 2.843394	 3.3605	 0.9900
J0815.9+6253	 0.3120	 1.014350	 1.6401	 0.7477
J0816.5+7424	 0.2820	 0.902703	 1.5644	 0.7443
J0817.4-0730	 0.0704	 3.090208	 3.8772	 1.0843
J0818.2+0122	 0.0879	 0.889371	 1.7924	 0.8336
J0818.9+5654	 0.2600	 0.300251	 0.8135	 0.6034
J0819.3+7054	 0.2260	 0.217842	 0.6868	 0.5774
J0819.6+6336	 0.1190	 1.434390	 2.3468	 0.9026
J0819.9+5634	 0.2600	 0.864741	 1.5505	 0.7481
J0820.4+5645	 0.0429	 0.015008	 0.1534	 0.3727
J0820.9-5704	 0.0610	 0.783054	 1.6896	 0.8245
J0821.0+0751	 0.1100	 1.110969	 2.0211	 0.8614
J0821.8+0112	 0.0822	 0.644568	 1.4788	 0.7833
J0822.1+4705	 0.1303	 3.000609	 3.6508	 1.0419
J0823.1+0421	 0.0293	 0.191602	 0.7315	 0.6300
J0824.1+0327	 0.3470	 0.526782	 1.0693	 0.6398
J0825.5+4707	 0.1267	 2.767123	 3.4839	 1.0270
J0825.7+8218	 0.2000	 2.384622	 3.0141	 0.9541
J0825.9+0415	 0.2248	 4.103032	 4.1177	 1.0493
J0826.1+2625	 0.3510	 0.623850	 1.1817	 0.6605
J0826.4-2721	 0.0410	 0.505538	 1.3115	 0.7625
J0826.4+3125	 0.2090	 0.205784	 0.6720	 0.5767
J0826.7-2007	 0.0876	 0.955176	 1.8725	 0.8460
J0828.0+4445	 0.1450	 2.549942	 3.2709	 0.9994
J0828.6+3025	 0.0503	 0.413163	 1.1524	 0.7283
J0830.9+6551	 0.1818	 8.997743	 6.8668	 1.2635
J0837.4+1458	 0.2793	19.026438	10.0572	 1.3853
J0838.1+2506	 0.0286	 0.051810	 0.3297	 0.4831
J0838.5+1948	 0.1230	 0.300903	 0.9029	 0.6556
J0840.5+0543	 0.2651	 3.221154	 3.4434	 0.9742
J0841.1+6422	 0.3430	 1.474773	 2.0097	 0.7908
J0841.7+7046	 0.2350	 0.209832	 0.6667	 0.5698
J0841.9-1729	 0.1687	 4.074893	 4.2779	 1.0841
J0842.8+5023	 0.4230	 0.555710	 1.0380	 0.6153
J0842.9+3621	 0.2820	11.891012	 7.5349	 1.2570
J0842.9+2928	 0.1940	 3.748058	 3.9890	 1.0498
J0844.9+4258	 0.0541	 0.095185	 0.4696	 0.5393
J0847.1+3449	 0.5600	 1.916410	 1.9683	 0.7216
J0847.7+7741	 0.2600	 3.744904	 3.7899	 1.0078
J0848.7+4456	 0.5740	 0.599931	 0.9580	 0.5645
J0848.9+4452	 1.2610	 2.802865	 1.3868	 0.4889
J0849.1+3731	 0.2400	 0.355892	 0.9165	 0.6324
J0850.2+3603	 0.3780	11.301955	 6.7616	 1.1693
J0851.9+1159	 0.1150	 0.075197	 0.3899	 0.4969
J0852.2-0532	 0.1920	 0.651822	 1.3750	 0.7366
J0852.5+1618	 0.0980	 0.132758	 0.5581	 0.5631
J0853.2+5759	 0.4750	 2.070857	 2.2169	 0.7764
J0856.1+3756	 0.4107	10.215037	 6.1886	 1.1210
J0858.4+1357	 0.4880	 0.772587	 1.2020	 0.6299
J0900.0+3920	 0.0951	 0.116947	 0.5176	 0.5497
J0900.6+2054	 0.2347	 6.156387	 5.2335	 1.1326
J0901.1+6239	 0.0900	 0.429615	 1.1485	 0.7182
J0906.4+1020	 0.1328	 1.399021	 2.2885	 0.8909
J0907.2+3330	 0.4830	 0.530212	 0.9595	 0.5855
J0907.3+1639	 0.0730	 0.322353	 0.9754	 0.6839
J0907.8+4936	 0.0352	 0.070626	 0.3965	 0.5127
J0909.1+1059	 0.1751	 4.855068	 4.7375	 1.1191
J0909.1-0939	 0.0542	 3.849660	 4.4824	 1.1439
J0910.2+6012	 0.1810	 0.189485	 0.6527	 0.5768
J0910.6-1034	 0.0916	 1.063423	 1.9936	 0.8627
J0910.6+4248	 0.5760	 1.420485	 1.6177	 0.6717
J0911.1+1746	 0.5049	 7.128027	 4.5937	 0.9783
J0912.4+1556	 0.0851	 1.312476	 2.2769	 0.9037
J0913.0+4742	 0.0510	 0.262678	 0.8739	 0.6640
J0916.1+1736	 0.0292	 0.052011	 0.3303	 0.4833
J0917.8+5143	 0.2172	 7.106236	 5.7894	 1.1788
J0918.1-1205	 0.0539	 2.716018	 3.6243	 1.0658
J0919.8+3345	 0.0230	 0.034422	 0.2579	 0.4459
J0920.0+0102	 0.0175	 0.011749	 0.1344	 0.3594
J0920.3+7350	 0.1330	 0.732052	 1.5416	 0.7810
J0920.4+3030	 0.2952	 4.341966	 4.0341	 1.0157
J0921.1+4538	 0.1745	 1.366723	 2.1881	 0.8652
J0921.2+4528	 0.3150	 1.026405	 1.6480	 0.7481
J0923.1+2217	 0.0316	 0.037093	 0.2684	 0.4507
J0924.0+1410	 0.1357	 3.235816	 3.8079	 1.0547
J0926.6+1242	 0.4890	 1.861506	 2.0531	 0.7527
J0926.6+1741	 0.1170	 0.988898	 1.8733	 0.8379
J0927.1+5327	 0.2052	 3.348174	 3.6924	 1.0190
J0928.0+7446	 0.1240	 0.881101	 1.7372	 0.8152
J0928.1+2032	 0.1920	 1.643770	 2.4169	 0.8889
J0928.6+3747	 0.2472	 2.715229	 3.1464	 0.9516
J0933.4+3403	 0.0269	 0.023850	 0.2056	 0.4130
J0935.4+0729	 0.2610	 2.826248	 3.1897	 0.9511
J0937.1+6116	 0.2040	 0.142876	 0.5400	 0.5371
J0937.9-2020	 0.0344	 0.099877	 0.4900	 0.5504
J0938.2+7553	 0.1503	 0.652852	 1.4196	 0.7553
J0941.0+3843	 0.2870	 0.236503	 0.6885	 0.5651
J0942.0+0857	 0.2060	 3.742222	 3.9492	 1.0418
J0942.2+1523	 0.1664	 2.129295	 2.8846	 0.9514
J0942.3+8111	 0.5450	 3.057653	 2.6505	 0.8016
J0943.1+4659	 0.4069	 4.906562	 3.9698	 0.9682
J0943.4-7619	 0.1990	 4.608741	 4.5079	 1.0915
J0943.5+1640	 0.2560	 0.633625	 1.2867	 0.7041
J0943.7+1644	 0.1800	 0.275037	 0.8198	 0.6226
J0944.0+6424	 0.1200	 0.797040	 1.6389	 0.8006
J0944.1-2116	 0.0077	 0.004231	 0.0725	 0.2935
J0944.6-2633	 0.1421	 3.099037	 3.6917	 1.0416
J0945.4-0839	 0.1535	 2.708587	 3.3724	 1.0067
J0946.5-1409	 0.2300	 0.133647	 0.5083	 0.5215
J0947.2+7623	 0.3450	20.000000	 8.5000	 1.2700
J0947.7+0741	 0.6250	 2.678637	 2.2845	 0.7390
J0947.9+0730	 0.1280	 0.050712	 0.3038	 0.4552
J0948.6-8327	 0.1982	 2.944476	 3.4323	 0.9970
J0949.8+1707	 0.3826	14.689120	 7.9037	 1.2295
J0950.1+7033	 0.2100	 0.568401	 1.2477	 0.7086
J0951.7-0128	 0.5680	 1.189087	 1.4614	 0.6514
J0952.7+5153	 0.2140	 6.070044	 5.2717	 1.1438
J0953.2-1558	 0.0302	 0.076522	 0.4177	 0.5225
J0953.6+7054	 0.1850	 1.197294	 2.0027	 0.8370
J0953.7+6947	 0.2140	 0.304054	 0.8494	 0.6224
J0956.0+4107	 0.5870	 2.581573	 2.3070	 0.7527
J0956.4-1004	 0.1634	 5.629624	 5.2302	 1.1613
J0957.8+6534	 0.5300	 1.334573	 1.6192	 0.6842
J0958.0-2650	 0.1450	 1.054911	 1.9096	 0.8353
J0958.1+2346	 0.1471	 1.116758	 1.9740	 0.8440
J0958.2+5516	 0.2140	 0.884182	 1.6286	 0.7732
J0958.3+4702	 0.3900	 1.890314	 2.2502	 0.8066
J0958.3-1103	 0.1669	 5.299925	 5.0282	 1.1448
J0959.7+2223	 0.2440	 2.584085	 3.0604	 0.9439
J1000.5+4409	 0.1540	 1.712986	 2.5495	 0.9169
J1002.1+6858	 0.5000	 2.280765	 2.3024	 0.7786
J1002.6+3241	 0.0499	 0.297744	 0.9440	 0.6815
J1002.6-0808	 0.5240	 1.197764	 1.5235	 0.6721
J1003.0+3254	 0.4161	 5.566875	 4.2551	 0.9874
J1003.1-1925	 0.2430	 0.677438	 1.3539	 0.7195
J1003.1+6709	 0.2060	 2.815652	 3.3203	 0.9833
J1006.6+2554	 0.1162	 1.197113	 2.1060	 0.8715
J1006.8+1223	 0.1660	 0.506973	 1.2028	 0.7109
J1007.1-2031	 0.1050	 0.060155	 0.3427	 0.4776
J1007.8+0031	 0.0960	 0.396622	 1.0893	 0.7042
J1008.7+5342	 0.8720	 3.137434	 2.0401	 0.6451
J1008.7+1147	 0.2245	 3.725047	 3.8829	 1.0291
J1009.3+7110	 0.1927	 2.831511	 3.3654	 0.9924
J1010.2+5430	 0.0450	 0.015272	 0.1548	 0.3736
J1010.2+5429	 0.0470	 0.074092	 0.4050	 0.5145
J1010.5-1239	 0.3062	 2.474743	 2.8384	 0.8996
J1010.9+5557	 0.1710	 0.067080	 0.3491	 0.4699
J1011.0+5358	 0.3720	 0.577237	 1.1079	 0.6413
J1011.0+5339	 0.3290	 0.244006	 0.6786	 0.5536
J1011.3+5333	 0.3900	 0.438846	 0.9237	 0.5994
J1011.4+5450	 0.2940	 0.741087	 1.3740	 0.7096
J1013.4-0136	 0.2760	 0.734976	 1.3867	 0.7166
J1013.5-1350	 0.1517	 2.169167	 2.9492	 0.9633
J1013.6+4933	 0.1330	 0.299390	 0.8937	 0.6512
J1013.6-0054	 0.0445	 0.401983	 1.1377	 0.7265
J1013.7-0006	 0.0927	 0.698196	 1.5413	 0.7915
J1015.1+4931	 0.3830	 0.739404	 1.2769	 0.6695
J1016.3+3338	 0.1240	 1.360526	 2.2642	 0.8904
J1016.6+2448	 0.0811	 0.417285	 1.1353	 0.7175
J1017.0+3902	 0.2060	 5.030016	 4.7297	 1.1064
J1017.3-1040	 0.0586	 0.904947	 1.8484	 0.8502
J1017.5+5934	 0.3530	13.414886	 7.6611	 1.2307
J1018.0+2154	 0.2400	 0.557876	 1.2055	 0.6930
J1019.6+3920	 0.3730	 0.409702	 0.8982	 0.5977
J1019.9+4059	 0.0922	 0.619280	 1.4331	 0.7726
J1020.2+3913	 0.1463	 0.084342	 0.4088	 0.4995
J1020.4-0631	 0.0540	 0.250906	 0.8481	 0.6567
J1020.5+3922	 0.1430	 0.059807	 0.3323	 0.4667
J1020.7+3831	 0.0530	 0.051504	 0.3232	 0.4763
J1020.9+5132	 0.5019	 0.742918	 1.1600	 0.6191
J1022.0+3830	 0.0491	 0.182714	 0.7013	 0.6174
J1022.5+5006	 0.1580	 3.430483	 3.8822	 1.0535
J1023.1+4124	 0.2320	 0.196871	 0.6427	 0.5635
J1023.3+5948	 0.2055	 1.365361	 2.1364	 0.8490
J1023.6+0411	 0.2850	18.098963	 9.7115	 1.3664
J1023.6+4907	 0.1440	 3.876317	 4.2256	 1.0889
J1023.8-2715	 0.2542	11.919620	 7.7124	 1.2798
J1024.3+6804	 0.2010	 0.870549	 1.6292	 0.7769
J1025.0+4750	 0.0520	 0.079462	 0.4213	 0.5204
J1025.9+1241	 0.1434	 2.822135	 3.4836	 1.0212
J1027.1+3908	 0.3380	 2.234322	 2.5996	 0.8633
J1027.9-0647	 0.1176	 1.095941	 1.9936	 0.8553
J1028.3+0346	 0.0730	 0.284652	 0.9041	 0.6668
J1031.7+3502	 0.1259	 2.909192	 3.5940	 1.0380
J1032.2+4015	 0.0790	 0.816501	 1.7119	 0.8233
J1033.8+5703	 0.0463	 0.011199	 0.1280	 0.3505
J1034.9+3041	 0.1407	 1.996842	 2.8267	 0.9534
J1036.1+5713	 0.2030	 0.319285	 0.8825	 0.6329
J1036.6-2731	 0.0126	 0.311407	 0.9944	 0.7015
J1038.0+4146	 0.1250	 0.163428	 0.6214	 0.5785
J1038.4-2454	 0.1230	 1.500662	 2.4054	 0.9089
J1039.4+0510	 0.0700	 0.717749	 1.5924	 0.8061
J1039.5+3947	 0.0926	 0.062005	 0.3522	 0.4839
J1039.7-0841	 0.0650	 0.620608	 1.4622	 0.7847
J1040.7+3956	 0.1372	 3.662694	 4.1023	 1.0807
J1040.7-7047	 0.0610	 0.837570	 1.7603	 0.8359
J1041.5-1123	 0.0839	 0.527492	 1.3071	 0.7513
J1042.4-0008	 0.1390	 0.256683	 0.8101	 0.6289
J1044.5-0704	 0.1342	 4.295575	 4.5308	 1.1182
J1047.5+1513	 0.2108	 2.072777	 2.7446	 0.9212
J1048.0-1124	 0.0650	 0.028614	 0.2240	 0.4199
J1048.7+2214	 0.0450	 0.073814	 0.4046	 0.5146
J1049.0+5424	 0.2510	 0.250565	 0.7337	 0.5849
J1049.7+3308	 0.2300	 0.206084	 0.6619	 0.5695
J1050.4-1250	 0.0155	 0.073319	 0.4109	 0.5220
J1050.5-0236	 0.1651	 2.446004	 3.1422	 0.9793
J1050.6-2405	 0.2037	 3.695643	 3.9260	 1.0406
J1053.3+5720	 0.3400	 0.143880	 0.4874	 0.4937
J1053.7+5452	 0.0704	 0.447651	 1.1937	 0.7321
J1053.7+4929	 0.1400	 1.716089	 2.5785	 0.9248
J1053.8+1650	 0.0852	 0.704305	 1.5577	 0.7962
J1056.2+4933	 0.1990	 0.213417	 0.6924	 0.5845
J1056.9-0337	 0.8309	 6.826748	 3.3929	 0.7768
J1057.7+3738	 0.0353	 0.035575	 0.2610	 0.4460
J1058.1+0135	 0.0398	 0.083813	 0.4388	 0.5296
J1058.2+0136	 0.0385	 0.066778	 0.3823	 0.5060
J1058.4+5647	 0.1369	 3.499008	 3.9904	 1.0709
J1058.8+6223	 0.3700	 0.577227	 1.1097	 0.6421
J1059.9+6421	 0.1920	 0.146170	 0.5526	 0.5436
J1100.8+1033	 0.0353	 0.144283	 0.6129	 0.5928
J1101.2-2243	 0.1416	 1.708747	 2.5688	 0.9232
J1103.6+3555	 0.7750	 2.330663	 1.8473	 0.6485
J1104.4+3600	 0.4970	 0.832738	 1.2487	 0.6357
J1107.3-2300	 0.0639	 0.419825	 1.1530	 0.7252
J1109.3+4133	 0.0763	 0.623486	 1.4550	 0.7806
J1109.7+2145	 0.0319	 0.090281	 0.4615	 0.5399
J1110.0-2957	 0.2000	 0.279635	 0.8158	 0.6172
J1110.7+2842	 0.0314	 0.137905	 0.5978	 0.5886
J1111.6+4050	 0.0794	 1.063920	 2.0112	 0.8687
J1112.9+1326	 0.1690	 2.337416	 3.0475	 0.9681
J1113.0-2615	 0.7250	 2.209449	 1.8657	 0.6638
J1113.3+1735	 0.1706	 4.039507	 4.2492	 1.0809
J1113.3+0231	 0.0780	 1.090082	 2.0432	 0.8736
J1113.8+4017	 0.0795	 0.131961	 0.5633	 0.5683
J1114.1-3811	 0.1306	 2.786009	 3.4886	 1.0261
J1114.3+5823	 0.2065	 3.377598	 3.7085	 1.0200
J1115.5+5426	 0.0691	 0.361300	 1.0484	 0.7014
J1115.8+0129	 0.3499	12.258363	 7.2696	 1.2108
J1116.0+2441	 0.1021	 0.522951	 1.2838	 0.7424
J1116.9+1803	 0.0032	 0.000215	 0.0118	 0.1606
J1117.2+1744	 0.3050	 0.497340	 1.0680	 0.6498
J1117.4+0743	 0.4770	 0.702895	 1.1452	 0.6225
J1117.5+1744	 0.5470	 2.056833	 2.0778	 0.7386
J1117.5+0746	 0.1550	 0.084347	 0.4062	 0.4969
J1119.4+2106	 0.1740	 0.130346	 0.5223	 0.5368
J1119.7+2126	 0.0610	 0.008374	 0.1062	 0.3278
J1120.1+4318	 0.6000	 4.957997	 3.3968	 0.8519
J1120.9+2326	 0.5620	 3.135421	 2.6529	 0.7965
J1121.5+4803	 0.1120	 0.881111	 1.7522	 0.8208
J1121.7+0249	 0.0468	 0.286710	 0.9244	 0.6774
J1122.2+6712	 0.0560	 0.085332	 0.4388	 0.5269
J1122.3+2419	 0.0258	 0.033021	 0.2510	 0.4415
J1122.8+0106	 0.0720	 0.266421	 0.8690	 0.6583
J1122.8+3407	 0.0430	 0.068931	 0.3886	 0.5081
J1123.1+1409	 0.3400	 0.923950	 1.5148	 0.7205
J1123.2+1935	 0.1042	 0.960101	 1.8566	 0.8390
J1123.9+2129	 0.1904	 3.833487	 4.0552	 1.0569
J1124.0-1700	 0.4070	 0.854439	 1.3673	 0.6787
J1124.6+4155	 0.1950	 0.606205	 1.3125	 0.7245
J1124.7+3859	 0.3014	 0.318403	 0.8160	 0.5948
J1125.3+3854	 0.5477	 0.912743	 1.2653	 0.6258
J1126.9+1706	 0.1270	 1.521819	 2.4190	 0.9094
J1127.7+4309	 0.3440	 0.954152	 1.5399	 0.7234
J1128.0+7529	 0.1650	 1.349382	 2.1865	 0.8679
J1128.9+4252	 0.4110	 1.297999	 1.7586	 0.7369
J1129.8+2347	 0.1371	 1.367170	 2.2495	 0.8846
J1130.0+3637	 0.0600	 0.232755	 0.8069	 0.6447
J1130.0+2028	 0.1290	 1.561726	 2.4540	 0.9131
J1130.0-4213	 0.1550	 2.822864	 3.4547	 1.0143
J1130.3-1434	 0.1068	 2.605129	 3.4062	 1.0262
J1131.3+3334	 0.2212	 2.606092	 3.1308	 0.9590
J1131.9-1955	 0.3075	12.461967	 7.5980	 1.2485
J1132.3+5558	 0.0527	 0.304952	 0.9561	 0.6838
J1132.8+1428	 0.0834	 2.074613	 3.0137	 0.9927
J1133.2+6622	 0.1160	 1.489357	 2.4063	 0.9111
J1133.9+7506	 0.1220	 0.654442	 1.4512	 0.7682
J1134.2+5952	 0.2900	 0.325743	 0.8350	 0.6020
J1134.8+4903	 0.0341	 0.090252	 0.4608	 0.5392
J1135.2-1331	 0.0722	 0.491547	 1.2622	 0.7455
J1135.9+2131	 0.1330	 0.122489	 0.5182	 0.5430
J1138.7+0315	 0.1270	 0.099899	 0.4596	 0.5228
J1139.4-3327	 0.1076	 1.218610	 2.1420	 0.8789
J1140.3+6608	 0.7843	 3.181918	 2.2159	 0.6865
J1141.2+1044	 0.1090	 0.592020	 1.3779	 0.7584
J1141.4-1216	 0.1195	 1.893646	 2.7789	 0.9548
J1142.0+2145	 0.1310	 0.299388	 0.8950	 0.6519
J1142.1+1008	 0.1190	 0.250559	 0.8099	 0.6331
J1142.2+1027	 0.1170	 0.169549	 0.6392	 0.5855
J1142.5+5832	 0.3220	 5.242201	 4.4294	 1.0373
J1142.6+1028	 0.1880	 0.092461	 0.4192	 0.4964
J1143.5+4623	 0.1167	 2.786307	 3.5238	 1.0344
J1144.6+1945	 0.0214	 1.104603	 2.1398	 0.9032
J1144.6+6724	 0.1159	 1.559224	 2.4747	 0.9197
J1145.3-3425	 0.0697	 0.753240	 1.6403	 0.8141
J1145.3+1529	 0.0670	 0.386073	 1.0933	 0.7118
J1145.6-5420	 0.1550	 3.566290	 3.9840	 1.0637
J1146.4+2854	 0.1490	 0.335973	 0.9477	 0.6604
J1147.3+5544	 0.0510	 0.188477	 0.7138	 0.6206
J1149.0+5135	 0.1320	 0.765425	 1.5852	 0.7885
J1149.5+2224	 0.5450	14.471760	 9.3427	 1.2200
J1149.7-1219	 0.1557	 2.759880	 3.4057	 1.0093
J1149.8+1046	 0.3030	 1.382360	 1.9951	 0.8009
J1151.6-1619	 0.0722	 0.684855	 1.5451	 0.7974
J1151.6+8104	 0.2900	 0.149127	 0.5185	 0.5136
J1152.5+3732	 0.2300	 0.754425	 1.4603	 0.7414
J1155.3+2324	 0.1427	 6.044138	 5.5454	 1.1927
J1156.0+7325	 0.0830	 0.521997	 1.2996	 0.7501
J1156.7+4238	 0.1740	 0.682912	 1.4338	 0.7516
J1156.9+2415	 0.1392	 1.497723	 2.3746	 0.9000
J1157.3+3336	 0.2138	 4.167436	 4.1921	 1.0598
J1157.4+0503	 0.0770	 0.536064	 1.3263	 0.7567
J1158.1+5521	 0.1350	 0.035620	 0.2437	 0.4220
