#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#MCXC	z	L500	M500	R500
# 	 	10+37W	10+14Msun	Mpc
#------------	-------	---------	-------	-------
J2244.5-1744	 0.1325	 1.037720	 1.9078	 0.8386
J2245.0+2637	 0.3040	 7.436485	 5.5615	 1.1267
J2246.1-3600	 0.0673	 0.186467	 0.7013	 0.6138
J2246.3-5243	 0.0965	 2.565193	 3.3988	 1.0289
J2247.4+0337	 0.2000	 0.372576	 0.9718	 0.6542
J2248.5-1606	 0.2472	 4.663794	 4.3759	 1.0622
J2248.7-4431	 0.3475	27.166569	11.8328	 1.4256
J2249.2-3727	 0.0289	 0.046107	 0.3070	 0.4717
J2249.9-6425	 0.0940	 2.828545	 3.6139	 1.0510
J2250.0+1137	 0.0255	 0.049251	 0.3203	 0.4789
J2250.3+1054	 0.0768	 1.558638	 2.5431	 0.9401
J2250.8-4521	 0.0511	 0.110946	 0.5167	 0.5572
J2251.0-1624	 0.1221	 2.030655	 2.8944	 0.9670
J2251.7-3206	 0.2460	 5.495441	 4.8409	 1.0990
J2253.5-3343	 0.2240	 4.298821	 4.2390	 1.0598
J2254.0-6315	 0.2112	 5.115258	 4.7595	 1.1066
J2256.9+0532	 0.1696	 1.774552	 2.5751	 0.9151
J2257.8+2056	 0.2970	 0.435851	 0.9917	 0.6358
J2258.1+2055	 0.2880	 1.724586	 2.3105	 0.8457
J2300.2+2926	 0.0688	 0.327037	 0.9868	 0.6875
J2302.7+7137	 0.1450	 2.767448	 3.4383	 1.0162
J2302.8+0843	 0.7220	 2.060635	 1.7926	 0.6558
J2303.7+1523	 0.2470	 1.809870	 2.4573	 0.8764
J2305.4-3545	 0.2010	 0.256739	 0.7738	 0.6062
J2305.4-5130	 0.1940	 0.065218	 0.3373	 0.4608
J2305.5-4513	 0.1253	 1.595205	 2.4926	 0.9190
J2306.5-1319	 0.0659	 0.573779	 1.3931	 0.7719
J2306.8-1324	 0.0659	 0.380906	 1.0851	 0.7103
J2307.0+1631	 0.2502	 5.460739	 4.8065	 1.0947
J2307.2-1513	 0.1110	 1.552593	 2.4769	 0.9215
J2307.6+2716	 0.1100	 0.448440	 1.1624	 0.7163
J2308.3-0211	 0.2966	 9.365930	 6.4393	 1.1864
J2310.4+0734	 0.0424	 0.422374	 1.1742	 0.7346
J2311.1+1137	 0.2610	 2.687512	 3.0933	 0.9414
J2311.5+0338	 0.2998	10.423165	 6.8558	 1.2100
J2312.3-2130	 0.1108	 1.431443	 2.3576	 0.9065
J2312.7+1043	 0.3100	 0.692544	 1.3017	 0.6928
J2313.0-2137	 0.0871	 1.509152	 2.4758	 0.9286
J2313.9-4244	 0.0564	 1.811143	 2.8261	 0.9802
J2313.9+1444	 0.1627	 1.884716	 2.6851	 0.9301
J2315.7-3746	 0.1786	 4.573749	 4.5563	 1.1033
J2315.7-0222	 0.0267	 0.132105	 0.5841	 0.5849
J2316.1-2027	 0.0822	 1.211831	 2.1731	 0.8906
J2317.1+1841	 0.0422	 0.521412	 1.3354	 0.7669
J2318.0-4235	 0.2090	 0.281170	 0.8129	 0.6145
J2318.4+1843	 0.0389	 0.337656	 1.0268	 0.7033
J2318.5+1842	 0.0403	 0.334828	 1.0206	 0.7016
J2318.6+4257	 0.0174	 0.142418	 0.6152	 0.5969
J2319.1-4206	 0.0450	 1.405897	 2.4403	 0.9367
J2319.2-6750	 0.0286	 0.047485	 0.3126	 0.4746
J2319.5+1226	 0.1260	 0.229181	 0.7632	 0.6193
J2319.6-7313	 0.0984	 0.940691	 1.8412	 0.8382
J2320.2+4146	 0.1400	 2.053580	 2.8768	 0.9592
J2321.4-2312	 0.0890	 0.632654	 1.4552	 0.7774
J2321.5-4153	 0.0894	 1.625536	 2.5863	 0.9415
J2321.8-6941	 0.1846	 3.838378	 4.0761	 1.0608
J2321.8+1502	 0.1500	 1.245679	 2.1055	 0.8615
J2323.2+1811	 0.1540	 0.462149	 1.1469	 0.7026
J2323.6+0908	 0.1992	 2.238692	 2.9020	 0.9424
J2323.8+1648	 0.0416	 1.002026	 1.9896	 0.8760
J2324.3+1439	 0.0428	 0.579983	 1.4243	 0.7834
J2324.9+1841	 0.2018	 0.857558	 1.6134	 0.7742
J2325.3-1207	 0.0852	 3.557935	 4.1821	 1.1066
J2325.6-5443	 0.1020	 0.089432	 0.4374	 0.5185
J2326.2-2406	 0.0880	 0.351715	 1.0180	 0.6903
J2326.7-5242	 0.1074	 0.907222	 1.7895	 0.8278
J2328.8+1453	 0.4970	 0.940839	 1.3452	 0.6517
J2330.6+4556	 0.2420	 5.047277	 4.6104	 1.0829
J2331.2-3630	 0.0957	 2.419356	 3.2815	 1.0172
J2331.8-3747	 0.2800	 0.372581	 0.9135	 0.6226
J2333.8+2140	 0.1022	 0.701891	 1.5360	 0.7881
J2334.0+0704	 0.0990	 0.450691	 1.1750	 0.7215
J2335.0+2722	 0.0613	 0.532981	 1.3360	 0.7624
J2335.6+0217	 0.3877	 0.480857	 0.9785	 0.6116
J2336.1+2037	 0.0601	 0.293680	 0.9297	 0.6758
J2336.2-3136	 0.0643	 0.504007	 1.2886	 0.7525
J2336.5+2108	 0.0565	 0.868893	 1.8057	 0.8442
J2336.6+2355	 0.1245	 1.960864	 2.8284	 0.9588
J2337.6+0016	 0.2779	 6.899544	 5.4242	 1.1282
J2338.4+2700	 0.0309	 0.441378	 1.2154	 0.7458
J2340.1-8510	 0.1934	 2.901909	 3.4143	 0.9969
J2340.5+1029	 0.1800	 1.505460	 2.3115	 0.8795
J2341.1+0018	 0.1100	 0.611504	 1.4044	 0.7629
J2341.2-0901	 0.2510	 5.307297	 4.7207	 1.0879
J2344.2-0422	 0.0786	 1.852614	 2.8221	 0.9727
J2344.4-2153	 0.1122	 0.640960	 1.4430	 0.7693
J2344.9+0911	 0.0400	 0.907732	 1.8752	 0.8593
J2346.7-1028	 0.1911	 2.269213	 2.9440	 0.9496
J2347.4-0218	 0.0223	 0.031560	 0.2447	 0.4383
J2347.7-2808	 0.0300	 1.029501	 2.0383	 0.8863
J2348.2-2849	 0.2260	 2.510200	 3.0488	 0.9489
J2348.8-3117	 0.1840	 0.436396	 1.0831	 0.6822
J2350.1-0339	 0.1466	 1.283397	 2.1495	 0.8684
J2350.5+2929	 0.1498	 2.030570	 2.8368	 0.9515
J2350.5+2931	 0.0950	 1.074818	 2.0019	 0.8629
J2350.8+0609	 0.0562	 0.973729	 1.9360	 0.8641
J2351.6-2605	 0.2264	11.968015	 7.8996	 1.3031
J2354.2-1024	 0.0765	 1.336537	 2.3160	 0.9113
J2355.1-1500	 0.0857	 0.072643	 0.3897	 0.5016
J2355.6+1120	 0.0726	 0.796240	 1.6934	 0.8221
J2355.7+1138	 0.0729	 0.372131	 1.0647	 0.7042
J2355.8+3423	 0.1480	 1.307553	 2.1719	 0.8710
J2357.0-3445	 0.0475	 1.629622	 2.6658	 0.9640
J2359.3-6042	 0.0989	 1.051539	 1.9699	 0.8572
J2359.4-3418	 0.1150	 0.223131	 0.7568	 0.6198
J2359.5-3211	 0.4780	 1.069996	 1.4784	 0.6776
J2359.9-3928	 0.1024	 1.226090	 2.1579	 0.8826
