0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
253,Leon Flach,us USA,MF,Philadelphia Union,22,2001,23,22,1823,20.3,0.00,0.15,0.15,0.00,0.00,0.00,0.10,0.00,0.01,0.01,0.09,0.10,0.39,2.76,1.18,0.00,0.15,0.15,0.00,0.15,0.01,0.09,0.10,0.01,0.10,Matches
254,Kristian Fletcher,us USA,"FW,MF",D.C. United,18,2005,13,1,246,2.7,0.37,0.00,0.37,0.37,0.00,0.00,0.37,0.00,0.33,0.33,0.04,0.37,2.59,2.59,15.6,0.37,0.00,0.37,0.37,0.37,0.34,0.04,0.38,0.34,0.38,Matches
255,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,21,2002,2,0,40,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.75,0.75,0.00,0.75,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,Matches
256,Deybi Flores,hn HON,MF,Toronto FC,27,1996,29,23,2089,23.2,0.04,0.04,0.09,0.04,0.00,0.00,0.39,0.00,0.04,0.04,0.02,0.06,0.34,5.47,0.60,0.04,0.04,0.09,0.04,0.09,0.04,0.02,0.06,0.04,0.06,Matches
257,CJ Fodrey,us USA,"FW,MF",Austin,19,2004,12,0,196,2.2,0.00,0.45,0.45,0.00,0.00,0.00,1.36,0.00,0.09,0.09,0.14,0.23,2.73,2.27,11.4,0.00,0.46,0.46,0.00,0.46,0.09,0.12,0.22,0.09,0.22,Matches
258,Nathan Fogaça,br BRA,"FW,MF",Portland Timbers,24,1999,16,1,182,2.0,0.50,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.35,0.35,0.00,0.35,3.50,2.50,9.50,0.49,0.00,0.49,0.49,0.49,0.34,0.00,0.34,0.34,0.34,Matches
259,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,17,16,1409,15.7,0.00,0.06,0.06,0.00,0.00,0.00,0.25,0.00,0.01,0.01,0.04,0.05,0.25,4.33,0.00,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,Matches
260,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,19,15,1356,15.1,0.60,0.26,0.86,0.26,0.33,0.33,0.07,0.00,0.43,0.17,0.23,0.40,2.72,5.76,5.30,0.60,0.27,0.86,0.27,0.53,0.43,0.24,0.67,0.17,0.40,Matches
261,Ajani Fortune,tt TRI,"MF,FW",Atlanta Utd,21,2002,27,13,1307,14.5,0.07,0.14,0.21,0.07,0.00,0.00,0.28,0.00,0.06,0.06,0.06,0.11,1.59,5.10,2.28,0.07,0.14,0.21,0.07,0.21,0.05,0.06,0.11,0.05,0.11,Matches
262,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
263,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,30,1993,24,6,830,9.2,0.11,0.22,0.33,0.11,0.00,0.00,0.11,0.00,0.23,0.23,0.18,0.42,2.39,5.87,7.50,0.11,0.22,0.33,0.11,0.33,0.23,0.19,0.42,0.23,0.42,Matches
264,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,20,2003,21,5,709,7.9,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.10,0.10,0.10,0.20,0.63,1.27,5.57,0.00,0.13,0.13,0.00,0.13,0.10,0.10,0.20,0.10,0.20,Matches
265,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,18,17,1378,15.3,0.07,0.07,0.13,0.07,0.00,0.00,0.26,0.00,0.04,0.04,0.01,0.05,0.33,4.44,0.72,0.07,0.07,0.13,0.07,0.13,0.04,0.01,0.05,0.04,0.05,Matches
266,Ian Fray,jm JAM,DF,Inter Miami,21,2002,14,7,653,7.3,0.27,0.00,0.27,0.27,0.00,0.00,0.55,0.00,0.05,0.05,0.05,0.12,2.47,2.05,1.37,0.28,0.00,0.28,0.28,0.28,0.06,0.06,0.12,0.06,0.12,Matches
267,Carl Fred Sainté,ht HAI,MF,FC Dallas,21,2002,6,1,149,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,1.18,1.18,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
269,Alex Freeman,us USA,"DF,MF",Orlando City,19,2004,2,0,10,0.1,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,3.00,0.00,0.00,30.0,0.00,9.00,9.00,0.00,9.00,1.88,1.27,3.15,1.88,3.15,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,34,34,2981,33.1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,29,29,2464,27.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,10,9,738,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,1.10,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,2,0,31,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,23.3,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,4,2,222,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.80,2.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
275,McKinze Gaines,us USA,"FW,MF",Houston Dynamo,25,1998,11,0,154,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.06,0.06,0.00,0.06,7.65,0.59,15.3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
276,McKinze Gaines,us USA,"MF,DF",Nashville SC,25,1998,4,1,124,1.4,0.00,0.71,0.71,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.21,5.71,1.43,8.57,0.00,0.73,0.73,0.00,0.73,0.04,0.16,0.20,0.04,0.20,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,32,30,2661,29.6,0.10,0.07,0.17,0.10,0.00,0.00,0.17,0.00,0.07,0.07,0.08,0.16,2.57,3.01,4.73,0.10,0.07,0.17,0.10,0.17,0.08,0.08,0.16,0.08,0.16,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29,29,2610,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,2,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,9,4,396,4.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,4,2,240,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.04,0.04,1.11,1.11,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
282,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,28,1995,30,28,2455,27.3,0.37,0.44,0.81,0.29,0.07,0.07,0.11,0.00,0.27,0.22,0.39,0.60,1.50,6.45,5.38,0.37,0.44,0.81,0.29,0.73,0.27,0.39,0.66,0.22,0.60,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9,9,810,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
284,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,27,1996,30,28,2498,27.8,0.61,0.07,0.68,0.47,0.14,0.18,0.22,0.00,0.53,0.38,0.14,0.53,1.76,5.00,5.47,0.61,0.07,0.68,0.47,0.54,0.53,0.14,0.67,0.39,0.53,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,11,8,721,8.0,0.63,0.13,0.75,0.50,0.13,0.13,0.38,0.00,0.61,0.53,0.05,0.56,0.88,1.50,4.00,0.62,0.12,0.75,0.50,0.62,0.62,0.05,0.67,0.52,0.57,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,26,26,2288,25.4,0.28,0.20,0.47,0.24,0.04,0.04,0.16,0.00,0.15,0.11,0.29,0.41,5.91,11.9,6.06,0.28,0.20,0.47,0.24,0.43,0.15,0.29,0.43,0.11,0.40,Matches
287,Nacho Gil,es ESP,"FW,MF",NE Revolution,28,1995,17,6,632,7.0,0.14,0.14,0.29,0.14,0.00,0.00,0.43,0.00,0.30,0.30,0.17,0.47,2.57,5.14,6.29,0.14,0.14,0.28,0.14,0.28,0.29,0.18,0.47,0.29,0.47,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,29,18,1690,18.8,0.05,0.11,0.16,0.05,0.00,0.00,0.11,0.00,0.05,0.05,0.10,0.15,1.17,5.74,0.37,0.05,0.11,0.16,0.05,0.16,0.05,0.10,0.15,0.05,0.15,Matches
289,Nicholas Gioacchini,us USA,"FW,MF",FC Cincinnati,23,2000,8,6,433,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.06,0.19,0.63,0.83,6.04,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.20,0.13,0.20,Matches
290,Jake Girdwood-Reich,au AUS,"MF,FW",St. Louis,19,2004,8,1,149,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,3.53,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,10,7,605,6.7,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.03,0.18,0.45,1.64,3.88,0.00,0.15,0.15,0.00,0.15,0.14,0.03,0.18,0.14,0.18,Matches
292,Dennis Gjengaar,no NOR,"MF,FW",NY Red Bulls,19,2004,25,9,933,10.4,0.19,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.24,0.24,0.14,0.38,2.02,2.31,6.73,0.19,0.00,0.19,0.19,0.19,0.24,0.15,0.39,0.24,0.39,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,26,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.04,0.04,0.00,0.05,0.08,2.32,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.04,0.05,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,2,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,2.50,5.00,15.0,0.00,0.00,0.00,0.00,0.00,0.23,0.08,0.31,0.23,0.31,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,32,31,2804,31.2,0.06,0.06,0.13,0.06,0.00,0.00,0.10,0.00,0.04,0.04,0.03,0.08,0.80,3.75,0.06,0.06,0.06,0.13,0.06,0.13,0.04,0.03,0.08,0.04,0.08,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,5,0,54,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.48,0.48,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,23,17,1492,16.6,0.06,0.18,0.24,0.06,0.00,0.00,0.48,0.00,0.07,0.07,0.07,0.13,0.84,7.41,0.72,0.06,0.18,0.24,0.06,0.24,0.07,0.07,0.13,0.06,0.13,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,30,28,2470,27.4,0.04,0.00,0.04,0.04,0.00,0.00,0.18,0.00,0.04,0.04,0.01,0.05,0.33,3.36,0.07,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,23,22,1807,20.1,0.65,0.35,1.00,0.65,0.00,0.00,0.30,0.00,0.42,0.42,0.41,0.83,4.03,2.24,11.7,0.65,0.35,1.00,0.65,1.00,0.42,0.41,0.83,0.42,0.83,Matches
300,Diego Gómez,py PAR,"FW,MF",Inter Miami,20,2003,19,15,1354,15.0,0.20,0.20,0.40,0.20,0.00,0.00,0.40,0.00,0.14,0.14,0.23,0.37,2.27,3.73,6.13,0.20,0.20,0.40,0.20,0.40,0.14,0.23,0.37,0.14,0.37,Matches
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,24,23,2041,22.7,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.00,0.00,0.01,0.01,0.57,2.60,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
302,Diogo Gonçalves,pt POR,"MF,FW",Real Salt Lake,26,1997,9,6,550,6.1,0.33,0.00,0.33,0.16,0.16,0.16,0.00,0.00,0.39,0.26,0.18,0.44,1.80,3.77,6.56,0.33,0.00,0.33,0.16,0.16,0.39,0.18,0.57,0.26,0.44,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,15,10,837,9.3,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.02,0.02,0.00,0.02,0.00,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,27,19,1635,18.2,0.05,0.38,0.44,0.05,0.00,0.00,0.22,0.00,0.03,0.03,0.27,0.30,1.76,4.12,5.38,0.06,0.39,0.44,0.06,0.44,0.03,0.28,0.30,0.03,0.30,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,7,4,382,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.05,0.71,6.43,0.71,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
307,Julian Gressel,us USA,"MF,FW",Inter Miami,30,1993,32,31,2340,26.0,0.04,0.35,0.38,0.04,0.00,0.00,0.08,0.00,0.10,0.10,0.23,0.33,1.54,3.77,4.65,0.04,0.35,0.38,0.04,0.38,0.10,0.24,0.33,0.10,0.33,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,24,23,1969,21.9,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.03,0.03,0.01,0.05,0.27,3.61,0.50,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
309,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,20,2003,32,26,2374,26.4,0.23,0.11,0.34,0.15,0.08,0.08,0.19,0.00,0.20,0.15,0.19,0.33,2.69,5.91,5.23,0.23,0.11,0.34,0.15,0.27,0.21,0.19,0.39,0.15,0.33,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,11,11,727,8.1,0.12,0.12,0.25,0.12,0.00,0.00,0.12,0.00,0.07,0.07,0.01,0.09,1.85,2.72,3.95,0.12,0.12,0.25,0.12,0.25,0.08,0.01,0.09,0.08,0.09,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,32,32,2849,31.7,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
312,Justin Haak,us USA,"DF,MF",NYCFC,22,2001,15,6,782,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.08,0.08,0.05,0.13,0.46,4.14,1.61,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,5,1,92,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.10,0.20,2.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,4,3,186,2.1,0.00,0.48,0.48,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,7.62,0.48,0.00,0.48,0.48,0.00,0.48,0.00,0.01,0.01,0.00,0.01,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,4,3,326,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,10,6,462,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.59,4.51,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
317,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,24,1999,27,23,2035,22.6,0.22,0.09,0.31,0.18,0.04,0.04,0.04,0.00,0.27,0.24,0.19,0.43,2.61,3.58,8.23,0.22,0.09,0.31,0.18,0.27,0.28,0.19,0.47,0.24,0.43,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,3,2,168,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,1.58,4.74,0.53,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
319,Julian Hall,us USA,"MF,FW",NY Red Bulls,15,2008,11,0,160,1.8,1.11,0.56,1.67,1.11,0.00,0.00,0.00,0.00,0.44,0.44,0.61,1.06,0.56,3.33,6.67,1.13,0.56,1.69,1.13,1.69,0.44,0.61,1.05,0.44,1.05,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,6,0,110,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.17,0.17,0.00,0.17,1.67,2.50,10.8,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,21,3,482,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.19,0.19,0.19,0.15,0.33,4.63,3.52,9.07,0.00,0.00,0.00,0.00,0.00,0.19,0.15,0.33,0.19,0.33,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,27,17,1606,17.8,0.06,0.00,0.06,0.06,0.00,0.00,0.34,0.06,0.06,0.06,0.05,0.11,1.29,5.39,2.53,0.06,0.00,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.11,Matches
323,Cameron Harper,us USA,"MF,DF",NY Red Bulls,22,2001,27,16,1419,15.8,0.32,0.00,0.32,0.32,0.00,0.00,0.19,0.00,0.29,0.29,0.18,0.47,3.80,3.80,8.99,0.32,0.00,0.32,0.32,0.32,0.29,0.18,0.47,0.29,0.47,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,29,27,2372,26.4,0.08,0.15,0.23,0.08,0.00,0.00,0.15,0.00,0.11,0.11,0.08,0.19,1.21,2.61,3.67,0.08,0.15,0.23,0.08,0.23,0.11,0.08,0.19,0.11,0.19,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,32,16,1523,16.9,0.18,0.18,0.36,0.18,0.00,0.00,0.30,0.00,0.22,0.22,0.19,0.41,3.67,2.49,9.41,0.18,0.18,0.35,0.18,0.35,0.22,0.19,0.41,0.22,0.41,Matches
326,Marcel Hartel,de GER,"MF,FW",St. Louis,28,1996,9,9,810,9.0,0.33,0.56,0.89,0.22,0.11,0.11,0.33,0.00,0.21,0.12,0.19,0.32,1.67,5.00,7.00,0.33,0.56,0.89,0.22,0.78,0.21,0.19,0.41,0.13,0.32,Matches
327,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,23,2000,18,12,1046,11.6,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.04,0.04,0.03,0.06,0.95,3.71,1.12,0.00,0.09,0.09,0.00,0.09,0.04,0.02,0.06,0.04,0.06,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,15,10,875,9.7,0.10,0.00,0.10,0.10,0.00,0.00,0.10,0.00,0.07,0.07,0.00,0.07,0.00,1.24,0.21,0.10,0.00,0.10,0.10,0.10,0.07,0.00,0.07,0.07,0.07,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,30,24,2037,22.6,0.13,0.18,0.31,0.13,0.00,0.00,0.35,0.00,0.11,0.11,0.16,0.27,2.39,4.78,3.58,0.13,0.18,0.31,0.13,0.31,0.11,0.16,0.27,0.11,0.27,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,7,2,377,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.05,0.05,0.02,0.07,0.71,3.33,3.81,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,13,7,710,7.9,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.13,0.89,3.67,2.03,0.00,0.13,0.13,0.00,0.13,0.06,0.07,0.13,0.06,0.13,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,30,29,2594,28.8,0.03,0.14,0.17,0.03,0.00,0.00,0.31,0.00,0.05,0.05,0.13,0.17,2.71,5.10,4.41,0.03,0.14,0.17,0.03,0.17,0.04,0.13,0.17,0.04,0.17,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,22,19,1616,18.0,0.06,0.06,0.11,0.06,0.00,0.00,0.17,0.00,0.07,0.07,0.12,0.19,1.44,11.0,2.89,0.06,0.06,0.11,0.06,0.11,0.07,0.12,0.20,0.07,0.20,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,10,5,472,5.2,0.19,0.00,0.19,0.19,0.00,0.00,0.19,0.00,0.40,0.40,0.06,0.44,1.15,2.88,9.42,0.19,0.00,0.19,0.19,0.19,0.39,0.05,0.44,0.39,0.44,Matches
337,Bode Hidalgo,us USA,"DF,FW",Real Salt Lake,21,2002,25,15,1455,16.2,0.00,0.06,0.06,0.00,0.00,0.00,0.12,0.00,0.02,0.02,0.09,0.11,1.23,4.63,3.21,0.00,0.06,0.06,0.00,0.06,0.03,0.09,0.11,0.03,0.11,Matches
338,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,20,14,1365,15.2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.03,0.03,0.01,0.03,0.20,2.11,0.92,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
339,Brendan Hines-Ike,us USA,DF,Austin,29,1994,28,25,2221,24.7,0.08,0.04,0.12,0.08,0.00,0.00,0.24,0.04,0.03,0.03,0.03,0.06,0.53,3.28,0.16,0.08,0.04,0.12,0.08,0.12,0.03,0.03,0.06,0.03,0.06,Matches
