0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
79,Adam Beaudry,us USA,GK,Colorado Rapids,17,2006,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Gavin Beavers,us USA,GK,Real Salt Lake,18,2005,11,11,990,11.0,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.09,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,Matches
81,Simon Becher,us USA,FW,St. Louis,24,1999,9,6,547,6.1,0.66,0.00,0.66,0.66,0.00,0.00,0.16,0.00,0.26,0.26,0.03,0.31,2.13,1.31,5.74,0.66,0.00,0.66,0.66,0.66,0.27,0.03,0.30,0.27,0.30,Matches
82,Alejandro Bedoya,us USA,MF,Philadelphia Union,36,1987,30,13,1455,16.2,0.12,0.12,0.25,0.12,0.00,0.00,0.37,0.00,0.09,0.09,0.13,0.23,0.86,4.20,5.80,0.12,0.12,0.25,0.12,0.25,0.09,0.13,0.23,0.09,0.23,Matches
83,Jon Bell,jm JAM,DF,Seattle Sounders,26,1997,10,5,487,5.4,0.19,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.19,2.96,0.00,0.18,0.00,0.18,0.18,0.18,0.01,0.01,0.03,0.01,0.03,Matches
84,Matthew Bell,jm JAM,FW,Real Salt Lake,21,2002,1,0,20,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,30.0,10.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.63,0.00,0.63,Matches
85,Ben Bender,us USA,"MF,FW",Charlotte,22,2001,6,2,194,2.2,0.45,0.00,0.45,0.45,0.00,0.00,0.45,0.00,0.09,0.09,0.14,0.18,2.27,3.18,7.27,0.46,0.00,0.46,0.46,0.46,0.07,0.13,0.20,0.07,0.20,Matches
86,Christian Benteke,be BEL,FW,D.C. United,33,1990,30,30,2594,28.8,0.80,0.17,0.97,0.69,0.10,0.10,0.28,0.03,0.63,0.54,0.18,0.72,0.52,2.88,4.03,0.80,0.17,0.97,0.69,0.87,0.62,0.18,0.80,0.54,0.72,Matches
87,Nimfasha Berchimas,us USA,"FW,MF",Charlotte,15,2008,3,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.7,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
88,Sebastian Berhalter,us USA,"MF,DF",Vancouver W'caps,22,2001,31,18,1866,20.7,0.10,0.14,0.24,0.10,0.00,0.00,0.24,0.00,0.09,0.09,0.24,0.33,1.11,5.36,3.38,0.10,0.14,0.24,0.10,0.24,0.09,0.24,0.33,0.09,0.33,Matches
89,Federico Bernardeschi,it ITA,"DF,MF",Toronto FC,29,1994,29,28,2457,27.3,0.29,0.22,0.51,0.29,0.00,0.11,0.48,0.11,0.28,0.19,0.23,0.42,5.09,4.76,10.6,0.29,0.22,0.51,0.29,0.51,0.28,0.23,0.51,0.19,0.42,Matches
90,Miguel Berry,es ESP,FW,LA Galaxy,26,1997,31,6,826,9.2,0.22,0.33,0.54,0.22,0.00,0.00,0.11,0.00,0.29,0.29,0.16,0.46,1.85,1.41,4.89,0.22,0.33,0.54,0.22,0.54,0.29,0.16,0.46,0.29,0.46,Matches
91,Pep Biel,es ESP,"FW,MF",Charlotte,27,1996,9,8,613,6.8,0.29,0.44,0.74,0.29,0.00,0.00,0.15,0.00,0.26,0.26,0.19,0.46,3.97,4.26,9.26,0.29,0.44,0.73,0.29,0.73,0.27,0.19,0.46,0.27,0.46,Matches
92,Alessandro Biello,ca CAN,MF,CF Montréal,17,2006,2,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
93,Steve Birnbaum,us USA,DF,D.C. United,33,1991,6,4,346,3.8,0.00,0.26,0.26,0.00,0.00,0.00,0.53,0.00,0.03,0.03,0.11,0.13,0.53,2.89,0.53,0.00,0.26,0.26,0.00,0.26,0.04,0.10,0.13,0.04,0.13,Matches
94,Guilherme Biro,br BRA,DF,Austin,23,2000,31,26,2286,25.4,0.12,0.00,0.12,0.12,0.00,0.00,0.24,0.04,0.09,0.09,0.07,0.16,1.54,3.27,2.60,0.12,0.00,0.12,0.12,0.12,0.09,0.07,0.16,0.09,0.16,Matches
95,Tristan Blackmon,us USA,DF,Vancouver W'caps,27,1996,25,21,1886,21.0,0.00,0.05,0.05,0.00,0.00,0.00,0.19,0.00,0.04,0.04,0.02,0.06,0.57,3.86,0.57,0.00,0.05,0.05,0.00,0.05,0.04,0.02,0.06,0.04,0.06,Matches
96,Andre Blake,jm JAM,GK,Philadelphia Union,33,1990,14,14,1112,12.4,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
97,Latif Blessing,gh GHA,"FW,MF",Houston Dynamo,27,1996,27,12,986,11.0,0.45,0.09,0.55,0.45,0.00,0.00,0.09,0.00,0.52,0.52,0.19,0.71,1.91,2.00,5.00,0.46,0.09,0.55,0.46,0.55,0.52,0.19,0.71,0.52,0.71,Matches
98,Njabulo Blom,za RSA,MF,St. Louis,24,1999,16,11,877,9.7,0.10,0.00,0.10,0.10,0.00,0.00,0.41,0.00,0.01,0.01,0.01,0.02,1.03,4.54,1.44,0.10,0.00,0.10,0.10,0.10,0.01,0.01,0.02,0.01,0.02,Matches
99,Emmanuel Boateng,gh GHA,FW,NE Revolution,30,1994,23,8,706,7.8,0.26,0.26,0.51,0.26,0.00,0.00,0.38,0.00,0.19,0.19,0.17,0.36,2.05,2.31,10.1,0.25,0.25,0.51,0.25,0.51,0.19,0.17,0.36,0.19,0.36,Matches
100,Isaac Boehmer,us USA,GK,Vancouver W'caps,22,2001,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
101,Mateusz Bogusz,pl POL,FW,LAFC,22,2001,32,31,2610,29.0,0.52,0.21,0.72,0.52,0.00,0.00,0.21,0.00,0.29,0.29,0.19,0.47,2.48,4.55,6.97,0.52,0.21,0.72,0.52,0.72,0.28,0.19,0.47,0.28,0.47,Matches
102,Moïse Bombito,ca CAN,DF,Colorado Rapids,23,2000,18,17,1548,17.2,0.12,0.00,0.12,0.12,0.00,0.00,0.17,0.00,0.05,0.05,0.01,0.06,0.70,4.53,0.52,0.12,0.00,0.12,0.12,0.12,0.05,0.00,0.06,0.05,0.06,Matches
103,Alex Bono,us USA,GK,D.C. United,29,1994,29,29,2610,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
104,Shanyder Borgelin,ht HAI,"FW,MF",Inter Miami,22,2001,6,1,137,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,2.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,Matches
105,Dylan Borrero,co COL,"FW,MF",NE Revolution,22,2002,17,10,943,10.5,0.10,0.29,0.38,0.10,0.00,0.00,0.38,0.10,0.12,0.12,0.15,0.29,3.24,5.52,10.5,0.10,0.29,0.38,0.10,0.38,0.13,0.16,0.29,0.13,0.29,Matches
106,Denis Bouanga,ga GAB,FW,LAFC,29,1994,32,30,2753,30.6,0.65,0.29,0.95,0.42,0.23,0.26,0.10,0.00,0.69,0.48,0.32,0.81,5.42,2.52,10.2,0.65,0.29,0.95,0.42,0.72,0.69,0.32,1.01,0.48,0.81,Matches
107,Ousseni Bouda,bf BFA,FW,SJ Earthquakes,23,2000,12,3,374,4.2,0.24,0.00,0.24,0.24,0.00,0.00,0.24,0.00,0.19,0.19,0.05,0.24,1.90,1.67,7.86,0.24,0.00,0.24,0.24,0.24,0.20,0.04,0.24,0.20,0.24,Matches
108,Aaron Boupendza,ga GAB,"FW,MF",FC Cincinnati,27,1996,14,5,553,6.1,0.33,0.16,0.49,0.33,0.00,0.00,0.33,0.00,0.38,0.38,0.05,0.43,1.15,1.31,6.72,0.33,0.16,0.49,0.33,0.49,0.38,0.04,0.42,0.38,0.42,Matches
109,Giuseppe Bovalina,au AUS,"DF,FW",Vancouver W'caps,19,2004,11,1,173,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.26,1.58,1.05,8.42,0.00,0.00,0.00,0.00,0.00,0.23,0.02,0.25,0.23,0.25,Matches
110,Michael Boxall,nz NZL,DF,Minnesota Utd,35,1988,32,32,2835,31.5,0.03,0.00,0.03,0.03,0.00,0.00,0.29,0.00,0.06,0.06,0.01,0.07,0.29,1.87,0.19,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches
111,Tyler Boyd,us USA,"FW,MF",Nashville SC,29,1994,21,13,1133,12.6,0.16,0.16,0.32,0.16,0.00,0.00,0.16,0.00,0.15,0.15,0.10,0.25,2.54,3.41,5.16,0.16,0.16,0.32,0.16,0.32,0.15,0.10,0.25,0.15,0.25,Matches
112,Chris Brady,us USA,GK,Chicago Fire,19,2004,33,33,2970,33.0,0.00,0.03,0.03,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
113,Alejandro Bran,cr CRC,MF,Minnesota Utd,22,2001,11,6,430,4.8,0.21,0.00,0.21,0.21,0.00,0.00,0.63,0.00,0.17,0.17,0.02,0.17,0.63,4.58,2.08,0.21,0.00,0.21,0.21,0.21,0.17,0.01,0.18,0.17,0.18,Matches
114,Claudio Bravo,ar ARG,DF,Portland Timbers,26,1997,22,19,1593,17.7,0.00,0.11,0.11,0.00,0.00,0.00,0.17,0.00,0.02,0.02,0.03,0.05,2.49,4.80,3.67,0.00,0.11,0.11,0.00,0.11,0.01,0.04,0.05,0.01,0.05,Matches
115,David Brekalo,si SVN,DF,Orlando City,25,1998,19,12,1131,12.6,0.08,0.00,0.08,0.08,0.00,0.00,0.08,0.00,0.10,0.10,0.00,0.11,0.63,3.25,0.16,0.08,0.00,0.08,0.08,0.08,0.11,0.00,0.11,0.11,0.11,Matches
116,Luke Brennan,us USA,"FW,DF",Atlanta Utd,18,2005,7,0,150,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.18,0.18,0.29,0.47,1.76,0.59,5.29,0.00,0.00,0.00,0.00,0.00,0.19,0.30,0.50,0.19,0.50,Matches
117,Sebastian Breza,ca CAN,GK,CF Montréal,25,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Yannick Bright,it ITA,MF,Inter Miami,22,2001,23,14,1408,15.6,0.00,0.13,0.13,0.00,0.00,0.00,0.26,0.00,0.01,0.01,0.04,0.05,0.26,3.14,0.71,0.00,0.13,0.13,0.00,0.13,0.01,0.04,0.05,0.01,0.05,Matches
119,Andrew Brody,us USA,DF,Real Salt Lake,28,1995,33,23,2108,23.4,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.06,1.97,4.91,2.22,0.00,0.04,0.04,0.00,0.04,0.02,0.04,0.06,0.02,0.06,Matches
120,Brandt Bronico,us USA,MF,Charlotte,28,1995,25,19,1734,19.3,0.05,0.26,0.31,0.05,0.00,0.00,0.21,0.00,0.11,0.11,0.16,0.26,1.24,2.69,5.49,0.05,0.26,0.31,0.05,0.31,0.11,0.16,0.26,0.11,0.26,Matches
121,Lachlan Brook,au AUS,FW,Real Salt Lake,22,2001,7,3,234,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.31,0.31,0.08,0.38,1.92,2.31,6.92,0.00,0.00,0.00,0.00,0.00,0.31,0.09,0.40,0.31,0.40,Matches
122,Javain Brown,jm JAM,DF,Vancouver W'caps,24,1999,16,11,968,10.8,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.04,0.04,0.04,0.07,0.46,2.87,3.24,0.00,0.09,0.09,0.00,0.09,0.04,0.04,0.07,0.04,0.07,Matches
123,Javain Brown,jm JAM,DF,Real Salt Lake,24,1999,6,4,333,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.14,0.14,1.89,4.59,1.89,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,Matches
124,Gastón Brugman,uy URU,MF,LA Galaxy,31,1992,22,12,1186,13.2,0.00,0.08,0.08,0.00,0.00,0.00,0.38,0.00,0.09,0.09,0.09,0.17,0.91,9.17,1.97,0.00,0.08,0.08,0.00,0.08,0.09,0.09,0.18,0.09,0.18,Matches
125,Pavel Bucha,cz CZE,MF,FC Cincinnati,25,1998,33,33,2913,32.4,0.12,0.06,0.19,0.12,0.00,0.00,0.15,0.00,0.09,0.09,0.04,0.13,1.33,5.43,2.81,0.12,0.06,0.19,0.12,0.19,0.09,0.04,0.13,0.09,0.13,Matches
126,Noel Buck,eng ENG,"MF,FW",NE Revolution,18,2005,13,7,537,6.0,0.17,0.17,0.33,0.17,0.00,0.00,0.00,0.00,0.07,0.07,0.12,0.17,1.17,5.17,2.67,0.17,0.17,0.34,0.17,0.34,0.06,0.11,0.18,0.06,0.18,Matches
127,Dawid Bugaj,pl POL,DF,CF Montréal,19,2004,5,2,160,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,2.22,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,Osman Bukari,gh GHA,"FW,MF",Austin,25,1998,9,8,614,6.8,0.15,0.29,0.44,0.15,0.00,0.00,0.15,0.00,0.21,0.21,0.28,0.49,4.26,2.65,8.24,0.15,0.29,0.44,0.15,0.44,0.21,0.27,0.49,0.21,0.49,Matches
129,Teal Bunbury,us USA,FW,Nashville SC,33,1990,27,12,1150,12.8,0.23,0.16,0.39,0.08,0.16,0.16,0.08,0.00,0.27,0.15,0.09,0.24,0.78,1.95,5.39,0.23,0.16,0.39,0.08,0.23,0.27,0.10,0.37,0.15,0.25,Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,18,1,298,3.3,0.30,0.30,0.61,0.30,0.00,0.00,0.61,0.00,0.58,0.58,0.27,0.85,1.52,3.03,7.27,0.30,0.30,0.60,0.30,0.60,0.57,0.28,0.85,0.57,0.85,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,32,32,2821,31.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,2,2,124,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Sergio Busquets,es ESP,"MF,DF",Inter Miami,35,1988,30,27,2484,27.6,0.04,0.14,0.18,0.04,0.00,0.00,0.25,0.04,0.01,0.01,0.11,0.12,0.83,6.41,0.98,0.04,0.14,0.18,0.04,0.18,0.01,0.11,0.12,0.01,0.12,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,13,10,787,8.7,0.11,0.11,0.23,0.11,0.00,0.00,0.00,0.00,0.05,0.05,0.08,0.14,1.49,2.76,5.29,0.11,0.11,0.23,0.11,0.23,0.05,0.09,0.13,0.05,0.13,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31,31,2790,31.0,0.00,0.06,0.06,0.00,0.00,0.00,0.19,0.00,0.01,0.01,0.06,0.07,2.29,4.97,2.84,0.00,0.06,0.06,0.00,0.06,0.01,0.06,0.07,0.01,0.07,Matches
136,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,24,1999,23,18,1309,14.5,0.34,0.14,0.48,0.34,0.00,0.00,0.28,0.07,0.45,0.45,0.14,0.59,2.28,2.28,6.34,0.34,0.14,0.48,0.34,0.48,0.45,0.14,0.59,0.45,0.59,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,15,14,1070,11.9,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.08,0.03,0.03,0.03,0.06,0.34,2.18,0.17,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
138,Deiber Caicedo,co COL,"FW,DF",Vancouver W'caps,23,2000,5,1,126,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.57,0.00,0.57,6.43,6.43,12.1,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,5,2,202,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.09,0.14,0.00,5.91,1.82,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32,32,2880,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,28,27,2311,25.7,0.04,0.04,0.08,0.04,0.00,0.00,0.19,0.04,0.02,0.02,0.02,0.03,0.54,2.96,0.12,0.04,0.04,0.08,0.04,0.08,0.02,0.01,0.03,0.02,0.03,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,4,0,30,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,3.33,26.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,28,14,1280,14.2,0.56,0.14,0.70,0.56,0.00,0.00,0.42,0.00,0.46,0.46,0.09,0.56,0.85,2.18,5.35,0.56,0.14,0.70,0.56,0.70,0.47,0.09,0.56,0.47,0.56,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,28,25,2197,24.4,0.00,0.08,0.08,0.00,0.00,0.00,0.33,0.00,0.01,0.01,0.05,0.05,1.52,4.88,0.78,0.00,0.08,0.08,0.00,0.08,0.01,0.05,0.05,0.01,0.05,Matches
145,Omar Campos,mx MEX,"DF,MF",LAFC,21,2002,27,17,1612,17.9,0.00,0.11,0.11,0.00,0.00,0.00,0.06,0.00,0.01,0.01,0.15,0.16,3.02,3.52,5.03,0.00,0.11,0.11,0.00,0.11,0.01,0.15,0.16,0.01,0.16,Matches
146,Reggie Cannon,us USA,DF,Colorado Rapids,25,1998,6,4,343,3.8,0.26,0.00,0.26,0.26,0.00,0.00,0.26,0.00,0.05,0.05,0.00,0.05,0.79,3.42,6.58,0.26,0.00,0.26,0.26,0.26,0.05,0.00,0.05,0.05,0.05,Matches
147,Russell Canouse,us USA,"MF,DF",D.C. United,28,1995,2,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Felipe Carballo,uy URU,MF,NY Red Bulls,27,1996,8,5,449,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.16,0.16,0.08,0.24,0.60,8.00,3.00,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.24,0.15,0.24,Matches
149,Nathan Cardoso,br BRA,DF,Seattle Sounders,28,1995,4,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
150,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,20,2003,24,18,1593,17.7,0.17,0.23,0.40,0.17,0.00,0.00,0.11,0.00,0.12,0.12,0.18,0.29,1.98,3.39,4.52,0.17,0.23,0.40,0.17,0.40,0.12,0.18,0.29,0.12,0.29,Matches
151,Julián Carranza,ar ARG,FW,Philadelphia Union,23,2000,12,11,1073,11.9,0.50,0.00,0.50,0.50,0.00,0.00,0.42,0.00,0.50,0.50,0.13,0.62,0.92,2.10,5.46,0.50,0.00,0.50,0.50,0.50,0.49,0.13,0.62,0.49,0.62,Matches
152,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,25,1998,28,26,2294,25.5,0.12,0.20,0.31,0.12,0.00,0.00,0.24,0.00,0.06,0.06,0.17,0.23,2.20,6.78,4.27,0.12,0.20,0.31,0.12,0.31,0.06,0.17,0.23,0.06,0.23,Matches
153,Wilder Cartagena,pe PER,"MF,DF",Orlando City,29,1994,27,25,2192,24.4,0.00,0.04,0.04,0.00,0.00,0.00,0.29,0.00,0.05,0.05,0.06,0.11,0.61,5.78,0.78,0.00,0.04,0.04,0.00,0.04,0.05,0.06,0.11,0.05,0.11,Matches
154,Javier Casas,us USA,MF,Chicago Fire,20,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Julio Cascante,cr CRC,DF,Austin,30,1993,25,21,1867,20.7,0.10,0.00,0.10,0.10,0.00,0.00,0.53,0.00,0.08,0.08,0.01,0.09,0.24,3.09,0.29,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09,Matches
156,Robert Castellanos,us USA,DF,Sporting KC,25,1998,14,10,1034,11.5,0.09,0.00,0.09,0.09,0.00,0.00,0.17,0.00,0.08,0.08,0.01,0.09,0.09,1.74,0.00,0.09,0.00,0.09,0.09,0.09,0.08,0.01,0.09,0.08,0.09,Matches
157,Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30,30,2700,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,Edwin Cerrillo,us USA,MF,LA Galaxy,23,2000,33,24,2082,23.1,0.04,0.00,0.04,0.04,0.00,0.00,0.30,0.00,0.00,0.00,0.01,0.02,0.30,3.51,0.74,0.04,0.00,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,Matches
159,Dylan Chambost,fr FRA,"MF,FW",Columbus Crew,26,1997,10,6,552,6.1,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.26,0.34,1.31,7.21,2.79,0.00,0.65,0.65,0.00,0.65,0.08,0.26,0.34,0.08,0.34,Matches
160,Tomás Chancalay,ar ARG,FW,NE Revolution,25,1999,12,11,929,10.3,0.19,0.10,0.29,0.19,0.00,0.00,0.39,0.00,0.31,0.31,0.18,0.49,2.04,3.40,7.57,0.19,0.10,0.29,0.19,0.29,0.31,0.18,0.49,0.31,0.49,Matches
161,Maikel Chang,cu CUB,"FW,MF",Real Salt Lake,32,1991,22,3,368,4.1,0.00,0.73,0.73,0.00,0.00,0.00,0.49,0.00,0.05,0.05,0.20,0.24,2.20,7.32,14.1,0.00,0.73,0.73,0.00,0.73,0.05,0.19,0.24,0.05,0.24,Matches
162,Maxime Chanot,lu LUX,DF,LAFC,34,1989,23,15,1333,14.8,0.00,0.14,0.14,0.00,0.00,0.00,0.34,0.00,0.09,0.09,0.01,0.11,0.20,1.82,0.14,0.00,0.14,0.14,0.00,0.14,0.09,0.01,0.10,0.09,0.10,Matches
163,Diego Chará,co COL,MF,Portland Timbers,37,1986,32,28,2424,26.9,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.04,0.00,0.00,0.03,0.03,0.41,5.13,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
164,Gabriel Chaves,br BRA,FW,LA Galaxy,22,2001,33,30,2727,30.3,0.53,0.40,0.92,0.50,0.03,0.07,0.03,0.00,0.48,0.42,0.35,0.77,6.44,3.80,12.3,0.53,0.40,0.92,0.50,0.89,0.48,0.35,0.83,0.42,0.77,Matches
165,Yevhen Cheberko,ua UKR,DF,Columbus Crew,26,1998,25,17,1689,18.8,0.05,0.00,0.05,0.05,0.00,0.00,0.21,0.00,0.02,0.02,0.02,0.04,0.96,4.26,0.48,0.05,0.00,0.05,0.05,0.05,0.02,0.02,0.04,0.02,0.04,Matches
