0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
121,Tyler Boyd,us USA,"FW,MF",LA Galaxy,28,1994,25.8,0.27,2.56,1.05,40.9,2.56,1.05,0.11,0.26,19.1,0.08,0.00,0.00,0.16,0.16,0.06,0.11,0.11,Matches
122,Michael Bradley,us USA,"MF,DF",Toronto FC,35,1987,16.0,0.06,0.38,0.25,66.7,0.37,0.25,0.17,0.25,19.7,0.00,0.00,0.00,0.05,0.05,0.13,0.01,0.01,Matches
123,Chris Brady,us USA,GK,Chicago Fire,18,2004,29.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
124,Zachary Brault-Guillard,ca CAN,"DF,MF",CF Montréal,24,1998,14.5,0.07,1.03,0.21,20.0,1.03,0.21,0.07,0.33,15.6,0.00,0.00,0.00,0.10,0.10,0.09,-0.03,-0.03,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,25.9,0.08,0.85,0.23,27.3,0.85,0.23,0.09,0.33,23.1,0.00,0.00,0.00,0.03,0.03,0.04,0.05,0.05,Matches
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,5.9,0.17,3.22,1.53,47.4,3.20,1.52,0.05,0.11,20.6,0.00,0.00,0.00,0.37,0.37,0.12,-0.20,-0.20,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,0.00,0.24,0.12,50.0,0.24,0.12,0.00,0.00,13.7,0.00,0.00,0.00,0.04,0.04,0.19,-0.04,-0.04,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,0.03,0.63,0.14,22.2,0.63,0.14,0.06,0.25,18.2,0.00,0.00,0.00,0.05,0.05,0.07,-0.01,-0.01,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,0.05,1.02,0.20,20.0,1.02,0.20,0.05,0.25,11.6,0.00,0.00,0.00,0.08,0.07,0.07,-0.03,-0.02,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,0.09,1.28,0.33,25.9,1.28,0.33,0.04,0.14,25.8,0.28,0.05,0.05,0.09,0.05,0.04,0.00,-0.00,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,0.77,2.05,1.03,50.0,2.04,1.02,0.38,0.75,9.6,0.00,0.00,0.00,0.54,0.54,0.28,0.23,0.23,Matches
134,Noel Buck,eng ENG,"MF,FW",NE Revolution,17,2005,19.5,0.15,0.87,0.31,35.3,0.87,0.31,0.18,0.50,22.2,0.00,0.00,0.00,0.04,0.04,0.04,0.12,0.12,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,0.16,2.30,0.44,19.0,2.29,0.44,0.07,0.38,14.3,0.00,0.00,0.00,0.34,0.34,0.15,-0.18,-0.18,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,0.19,3.06,0.83,27.3,3.05,0.83,0.06,0.22,14.8,0.00,0.00,0.00,0.44,0.44,0.14,-0.26,-0.26,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
138,Kendall Burks,us USA,"DF,MF",Chicago Fire,23,1999,5.7,0.00,0.53,0.00,0.0,0.53,0.00,0.00,,6.9,0.00,0.00,0.00,0.07,0.07,0.12,-0.07,-0.07,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,0.00,0.10,0.00,0.0,0.10,0.00,0.00,,30.0,0.10,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,0.11,0.59,0.11,18.2,0.59,0.11,0.18,1.00,12.6,0.00,0.00,0.00,0.09,0.09,0.15,0.02,0.02,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,0.00,0.21,0.14,66.7,0.21,0.14,0.00,0.00,20.0,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches
142,Jorge Cabezas,co COL,"FW,MF",NY Red Bulls,19,2003,1.3,0.00,4.62,2.31,50.0,4.50,2.25,0.00,0.00,19.0,0.00,0.00,0.00,0.23,0.23,0.05,-0.23,-0.23,Matches
143,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,23,1999,13.1,0.15,1.37,0.92,66.7,1.38,0.92,0.11,0.17,12.4,0.00,0.00,0.00,0.27,0.27,0.19,-0.11,-0.11,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,0.00,10.0,0.00,0.0,7.50,0.00,0.00,,25.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,0.14,0.34,0.14,40.0,0.34,0.14,0.40,1.00,20.7,0.00,0.00,0.00,0.03,0.03,0.10,0.10,0.10,Matches
146,Deiber Caicedo,co COL,"MF,FW",Vancouver W'caps,22,2000,2.2,0.00,2.27,0.91,40.0,2.30,0.92,0.00,0.00,16.0,0.00,0.00,0.00,0.45,0.45,0.21,-0.45,-0.45,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,0.00,0.22,0.00,0.0,0.22,0.00,0.00,,31.6,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,0.00,0.51,0.14,27.3,0.51,0.14,0.00,0.00,22.1,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,0.00,1.03,0.00,0.0,1.02,0.00,0.00,,23.2,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,9.6,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
153,Rudy Camacho,fr FRA,"DF,MF",CF Montréal,31,1991,17.9,0.06,0.45,0.22,50.0,0.45,0.22,0.13,0.25,11.9,0.00,0.00,0.00,0.03,0.03,0.07,0.02,0.02,Matches
154,Brandon Cambridge,us USA,"FW,DF",Charlotte,20,2002,1.5,1.33,2.67,1.33,50.0,2.65,1.32,0.50,1.00,11.0,0.00,0.00,0.00,0.53,0.53,0.20,0.80,0.80,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,0.49,2.86,1.21,42.3,2.86,1.21,0.13,0.32,16.2,0.00,0.11,0.16,0.48,0.35,0.13,0.01,0.03,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,0.05,0.24,0.05,20.0,0.24,0.05,0.20,1.00,12.1,0.00,0.00,0.00,0.02,0.02,0.10,0.02,0.02,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,0.00,0.45,0.08,18.2,0.45,0.08,0.00,0.00,21.4,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,0.06,0.76,0.38,50.0,0.76,0.38,0.08,0.17,10.1,0.00,0.00,0.00,0.06,0.06,0.07,0.01,0.01,Matches
159,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,19,2003,7.4,0.14,2.57,0.95,36.8,2.57,0.95,0.05,0.14,22.5,0.41,0.00,0.00,0.18,0.18,0.07,-0.04,-0.04,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,27.6,0.51,3.04,1.16,38.1,3.04,1.16,0.17,0.44,15.9,0.04,0.00,0.00,0.44,0.44,0.15,0.07,0.07,Matches
161,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,24,1998,22.6,0.13,1.55,0.44,28.6,1.55,0.44,0.09,0.30,18.9,0.00,0.00,0.00,0.13,0.13,0.08,0.00,0.00,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,0.05,0.52,0.19,36.4,0.52,0.19,0.09,0.25,22.6,0.00,0.00,0.00,0.03,0.03,0.06,0.01,0.01,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,0.00,1.67,0.00,0.0,1.64,0.00,0.00,,28.6,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,0.09,1.14,0.31,26.9,1.13,0.31,0.08,0.29,9.4,0.00,0.00,0.00,0.08,0.08,0.07,0.01,0.01,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,0.06,1.50,0.63,41.7,1.50,0.62,0.04,0.10,23.3,0.38,0.00,0.00,0.07,0.07,0.05,-0.01,-0.01,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,0.13,0.38,0.13,33.3,0.39,0.13,0.33,1.00,9.3,0.00,0.00,0.00,0.04,0.04,0.10,0.09,0.09,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,0.00,0.79,0.07,8.3,0.79,0.07,0.00,0.00,25.6,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,0.00,0.56,0.22,40.0,0.56,0.22,0.00,0.00,21.7,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,24,1999,9.5,0.63,4.32,1.26,29.3,4.30,1.26,0.15,0.50,21.9,0.11,0.00,0.00,0.25,0.25,0.06,0.38,0.38,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,11.3,0.00,1.24,0.44,35.7,1.24,0.44,0.00,0.00,19.8,0.18,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,0.05,0.79,0.21,26.7,0.79,0.21,0.07,0.25,14.5,0.00,0.00,0.00,0.11,0.11,0.14,-0.06,-0.06,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,0.00,0.07,0.00,0.0,0.07,0.00,0.00,,29.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,0.12,0.98,0.12,12.5,0.97,0.12,0.13,1.00,14.2,0.00,0.00,0.00,0.07,0.07,0.08,0.05,0.05,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,15.2,0.07,0.53,0.13,25.0,0.53,0.13,0.13,0.50,8.9,0.00,0.00,0.00,0.06,0.06,0.11,0.01,0.01,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,27.0,0.19,1.41,0.59,42.1,1.41,0.59,0.11,0.25,20.1,0.00,0.04,0.04,0.12,0.09,0.06,0.06,0.06,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,22.8,0.22,1.84,0.70,38.1,1.84,0.70,0.12,0.31,17.6,0.00,0.00,0.00,0.21,0.21,0.11,0.01,0.01,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,15.1,0.07,1.92,0.26,13.8,1.92,0.26,0.03,0.25,20.5,0.20,0.00,0.00,0.13,0.13,0.06,-0.06,-0.06,Matches
180,Cam Cilley,us USA,"FW,MF",SJ Earthquakes,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,0.00,0.42,0.07,16.7,0.42,0.07,0.00,0.00,22.6,0.07,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,0.00,1.67,1.67,100.0,1.64,1.64,0.00,0.00,22.5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,0.27,1.59,0.64,40.0,1.59,0.64,0.14,0.36,11.9,0.00,0.05,0.05,0.27,0.23,0.15,0.00,-0.00,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,0.00,0.67,0.12,17.6,0.67,0.12,0.00,0.00,29.0,0.04,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver W'caps,25,1997,9.4,0.21,2.02,0.85,42.1,2.03,0.86,0.11,0.25,16.4,0.00,0.00,0.00,0.30,0.30,0.15,-0.09,-0.09,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,0.00,0.77,0.00,0.0,0.76,0.00,0.00,,13.0,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,13.5,0.22,2.89,0.74,25.6,2.88,0.74,0.08,0.30,23.9,0.67,0.00,0.00,0.26,0.26,0.09,-0.04,-0.04,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,17.1,0.06,2.34,0.58,25.0,2.34,0.59,0.03,0.10,16.8,0.00,0.00,0.00,0.28,0.28,0.12,-0.22,-0.22,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,19.9,0.10,1.26,0.35,28.0,1.25,0.35,0.08,0.29,16.9,0.00,0.00,0.00,0.11,0.11,0.09,-0.01,-0.01,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,3.1,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,15.7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,23.8,0.00,0.21,0.08,40.0,0.21,0.08,0.00,0.00,31.6,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,-0.00,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,0.61,6.08,2.02,33.1,6.08,2.01,0.07,0.21,18.2,0.23,0.19,0.19,0.77,0.62,0.10,-0.16,-0.20,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,0.10,1.16,0.29,25.0,1.16,0.29,0.08,0.33,19.2,0.10,0.00,0.00,0.06,0.06,0.05,0.03,0.03,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,0.07,0.54,0.25,46.7,0.54,0.25,0.07,0.14,8.9,0.00,0.04,0.04,0.13,0.10,0.19,-0.06,-0.07,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,8.7,0.23,1.26,0.69,54.5,1.27,0.69,0.18,0.33,15.6,0.00,0.00,0.00,0.14,0.14,0.11,0.09,0.09,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver W'caps,29,1994,3.3,0.00,2.42,0.61,25.0,2.42,0.61,0.00,0.00,19.3,0.00,0.00,0.00,0.15,0.15,0.06,-0.15,-0.15,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,13.4,0.15,0.97,0.22,23.1,0.97,0.22,0.15,0.67,21.4,0.00,0.00,0.00,0.13,0.13,0.14,0.01,0.01,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,21.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,10.7,0.00,1.12,0.47,41.7,1.12,0.47,0.00,0.00,22.7,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,0.07,0.94,0.37,40.0,0.94,0.37,0.08,0.20,19.3,0.00,0.00,0.00,0.08,0.08,0.08,-0.00,-0.00,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,15.8,0.00,0.57,0.00,0.0,0.57,0.00,0.00,,11.6,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,24.7,0.33,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,0.00,0.31,0.04,14.3,0.31,0.04,0.00,0.00,29.5,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,-0.00,Matches
213,Sean Davis,us USA,MF,Nashville SC,29,1993,20.8,0.00,0.58,0.05,8.3,0.58,0.05,0.00,0.00,18.6,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,0.00,0.32,0.00,0.0,0.31,0.00,0.00,,17.7,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,5.3,0.19,2.26,0.57,25.0,2.25,0.56,0.08,0.33,14.6,0.00,0.00,0.00,0.21,0.21,0.09,-0.02,-0.02,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,0.08,0.82,0.19,23.8,0.82,0.19,0.10,0.40,19.6,0.00,0.00,0.00,0.07,0.07,0.09,0.01,0.01,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,0.00,5.00,3.00,60.0,4.89,2.93,0.00,0.00,19.9,0.00,0.00,0.00,0.30,0.30,0.06,-0.30,-0.30,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,0.00,0.57,0.19,33.3,0.56,0.19,0.00,0.00,21.2,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,0.00,0.56,0.00,0.0,0.54,0.00,0.00,,17.1,0.00,0.00,0.00,0.06,0.06,0.07,-0.06,-0.06,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,15.9,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,1.1,0.00,0.91,0.00,0.0,0.93,0.00,0.00,,15.4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
227,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,4.3,0.23,1.63,0.70,42.9,1.62,0.69,0.14,0.33,13.7,0.00,0.00,0.00,0.33,0.33,0.19,-0.09,-0.09,Matches
228,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,11.4,0.26,0.96,0.44,45.5,0.96,0.44,0.27,0.60,15.6,0.00,0.00,0.00,0.04,0.04,0.05,0.22,0.22,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,28.6,0.10,1.71,0.52,30.6,1.71,0.52,0.06,0.20,18.4,0.07,0.00,0.00,0.18,0.18,0.10,-0.07,-0.07,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,0.00,0.44,0.00,0.0,0.44,0.00,0.00,,22.6,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,25.6,0.43,2.89,1.13,39.2,2.89,1.13,0.12,0.31,18.3,0.16,0.08,0.08,0.40,0.34,0.12,0.03,0.01,Matches
233,Erik Duenas,us USA,"MF,DF",LAFC,18,2004,8.4,0.00,1.19,0.12,10.0,1.19,0.12,0.00,0.00,24.7,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,0.00,0.61,0.20,33.3,0.62,0.21,0.00,0.00,18.3,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,16.3,0.12,1.53,0.55,36.0,1.54,0.55,0.08,0.22,23.5,0.12,0.00,0.00,0.10,0.10,0.07,0.02,0.02,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,1.3,0.00,1.54,0.00,0.0,1.59,0.00,0.00,,16.9,0.00,0.00,0.00,0.15,0.15,0.08,-0.15,-0.15,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,0.00,0.63,0.20,30.8,0.63,0.19,0.00,0.00,22.1,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,0.14,0.91,0.23,25.0,0.91,0.23,0.15,0.60,23.4,0.00,0.00,0.00,0.06,0.06,0.06,0.08,0.08,Matches
240,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,32.9,0.30,1.88,0.61,32.3,1.88,0.61,0.15,0.45,16.1,0.09,0.03,0.03,0.29,0.26,0.14,0.02,0.01,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,0.05,0.49,0.10,20.0,0.49,0.10,0.10,0.50,26.7,0.00,0.00,0.00,0.01,0.01,0.03,0.03,0.03,Matches
242,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,20.8,0.10,0.82,0.29,35.3,0.82,0.29,0.12,0.33,17.1,0.00,0.00,0.00,0.05,0.05,0.06,0.04,0.04,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,31.0,0.00,1.03,0.10,9.4,1.03,0.10,0.00,0.00,12.7,0.10,0.00,0.00,0.09,0.09,0.09,-0.09,-0.09,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,2.4,0.00,0.42,0.42,100.0,0.42,0.42,0.00,0.00,15.5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,14.7,0.00,0.20,0.07,33.3,0.20,0.07,0.00,0.00,22.3,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,11.5,0.35,3.04,0.70,22.9,3.03,0.69,0.11,0.50,14.4,0.00,0.00,0.00,0.36,0.36,0.12,-0.01,-0.01,Matches
