0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
626,Alexander Ring,fi FIN,MF,Austin,32,1991,28.8,0.07,1.15,0.35,30.3,1.14,0.35,0.03,0.10,19.5,0.10,0.03,0.03,0.11,0.09,0.08,-0.05,-0.05,Matches
627,Birk Risa,no NOR,DF,NYCFC,25,1998,23.9,0.00,0.25,0.08,33.3,0.25,0.08,0.00,0.00,22.2,0.08,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
628,Miles Robinson,us USA,DF,FC Cincinnati,26,1997,24.8,0.04,0.32,0.04,12.5,0.32,0.04,0.13,1.00,11.4,0.00,0.00,0.00,0.02,0.02,0.08,0.02,0.02,Matches
629,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,28,1995,19.6,0.10,0.56,0.31,54.5,0.56,0.31,0.18,0.33,9.1,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.05,Matches
630,Rodrigues,br BRA,DF,SJ Earthquakes,26,1997,30.6,0.10,0.78,0.26,33.3,0.78,0.26,0.13,0.38,9.9,0.00,0.00,0.00,0.12,0.12,0.15,-0.02,-0.02,Matches
631,Jonathan Rodríguez,uy URU,FW,Portland Timbers,30,1993,27.0,0.59,3.44,1.48,43.0,3.45,1.48,0.16,0.38,14.5,0.04,0.04,0.04,0.46,0.43,0.13,0.13,0.12,Matches
632,Martín Rodríguez,cl CHI,MF,D.C. United,29,1994,14.0,0.14,0.57,0.21,37.5,0.57,0.21,0.25,0.67,21.2,0.07,0.00,0.00,0.06,0.06,0.11,0.09,0.09,Matches
633,Memo Rodriguez,us USA,MF,Sporting KC,28,1995,17.9,0.11,1.68,0.39,23.3,1.67,0.39,0.07,0.29,25.6,0.11,0.00,0.00,0.06,0.06,0.04,0.05,0.05,Matches
634,Santiago Rodríguez,uy URU,"FW,MF",NYCFC,24,2000,31.0,0.39,2.81,0.90,32.2,2.80,0.90,0.09,0.29,21.7,0.42,0.13,0.13,0.35,0.25,0.09,0.04,0.01,Matches
635,Matías Rojas,py PAR,"MF,FW",Inter Miami,28,1995,8.9,0.45,2.02,1.01,50.0,2.02,1.01,0.22,0.44,27.3,0.45,0.00,0.00,0.16,0.16,0.08,0.29,0.29,Matches
636,Alex Roldan,sv SLV,DF,Seattle Sounders,27,1996,25.4,0.04,0.75,0.08,10.5,0.75,0.08,0.05,0.50,21.5,0.04,0.00,0.00,0.06,0.06,0.08,-0.02,-0.02,Matches
637,Cristian Roldan,us USA,"MF,FW",Seattle Sounders,28,1995,31.5,0.03,0.95,0.19,20.0,0.95,0.19,0.03,0.17,19.1,0.00,0.00,0.00,0.08,0.08,0.09,-0.05,-0.05,Matches
638,Kage Romanshyn,us USA,FW,Minnesota Utd,18,2005,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
639,Abraham Romero,mx MEX,GK,Columbus Crew,25,1998,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
640,David Romney,us USA,DF,NE Revolution,30,1993,24.6,0.00,0.28,0.12,42.9,0.28,0.12,0.00,0.00,12.3,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
641,Connor Ronan,ie IRL,MF,Colorado Rapids,25,1998,20.1,0.05,0.50,0.25,50.0,0.50,0.25,0.10,0.20,26.5,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.04,Matches
642,Joseph Rosales,hn HON,"DF,MF",Minnesota Utd,23,2000,26.7,0.00,1.35,0.52,38.9,1.35,0.53,0.00,0.00,24.3,0.15,0.00,0.04,0.10,0.07,0.05,-0.10,-0.07,Matches
643,Keegan Rosenberry,us USA,DF,Colorado Rapids,30,1993,29.1,0.00,0.55,0.10,18.8,0.55,0.10,0.00,0.00,19.5,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
644,Daniel Rosero,co COL,DF,Sporting KC,30,1993,21.0,0.10,0.48,0.14,30.0,0.48,0.14,0.20,0.67,7.7,0.00,0.00,0.00,0.08,0.08,0.16,0.02,0.02,Matches
645,Diego Rossi,uy URU,"MF,FW",Columbus Crew,25,1998,29.2,0.41,2.36,0.99,42.0,2.36,0.99,0.16,0.38,15.8,0.07,0.03,0.07,0.40,0.34,0.15,0.01,0.03,Matches
646,Sigurd Rosted,no NOR,DF,Toronto FC,29,1994,19.5,0.00,0.36,0.10,28.6,0.36,0.10,0.00,0.00,19.3,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
647,Paul Rothrock,us USA,FW,Seattle Sounders,25,1999,14.6,0.34,2.19,0.75,34.4,2.19,0.75,0.16,0.45,15.0,0.00,0.00,0.00,0.29,0.29,0.13,0.05,0.05,Matches
648,Ruan,br BRA,"DF,MF",FC Dallas,28,1995,4.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
649,Ruan,br BRA,"DF,MF",CF Montréal,28,1995,22.1,0.09,0.45,0.09,20.0,0.45,0.09,0.20,1.00,11.6,0.00,0.00,0.00,0.09,0.09,0.19,0.00,0.00,Matches
650,Diego Rubio,cl CHI,FW,Austin,30,1993,20.9,0.19,1.87,0.53,28.2,1.87,0.53,0.10,0.36,14.8,0.00,0.00,0.00,0.21,0.21,0.11,-0.01,-0.01,Matches
651,Raúl Ruidíaz,pe PER,FW,Seattle Sounders,33,1990,15.0,0.53,4.87,1.73,35.6,4.86,1.73,0.05,0.15,21.7,0.27,0.27,0.27,0.61,0.39,0.08,-0.07,-0.13,Matches
652,David Ruíz,hn HON,"MF,DF",Inter Miami,19,2004,12.1,0.08,0.99,0.25,25.0,1.00,0.25,0.08,0.33,17.3,0.00,0.00,0.00,0.08,0.08,0.09,0.00,0.00,Matches
653,Pablo Ruíz,ar ARG,"MF,FW",Real Salt Lake,25,1998,1.9,0.00,4.21,0.53,12.5,4.24,0.53,0.00,0.00,22.9,0.53,0.00,0.00,0.16,0.16,0.04,-0.16,-0.16,Matches
654,Albert Rusnák,sk SVK,MF,Seattle Sounders,29,1994,28.1,0.36,1.81,0.71,39.2,1.81,0.71,0.14,0.35,21.4,0.21,0.11,0.14,0.26,0.15,0.08,0.09,0.10,Matches
655,Johnny Russell,sct SCO,FW,Sporting KC,33,1990,19.2,0.21,2.40,0.78,32.6,2.39,0.78,0.09,0.27,19.0,0.31,0.00,0.05,0.22,0.19,0.08,-0.02,0.02,Matches
656,Jacen Russell-Rowe,ca CAN,"MF,FW",Columbus Crew,21,2002,11.5,0.43,2.87,1.39,48.5,2.88,1.39,0.15,0.31,14.7,0.00,0.00,0.00,0.30,0.30,0.11,0.13,0.13,Matches
657,Ryan Sailor,us USA,DF,Inter Miami,25,1998,3.5,0.00,0.57,0.00,0.0,0.57,0.00,0.00,,9.2,0.00,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,Matches
658,Nathan Saliba,ca CAN,MF,CF Montréal,19,2004,18.3,0.05,1.37,0.27,20.0,1.36,0.27,0.04,0.20,24.2,0.00,0.00,0.00,0.05,0.05,0.04,0.00,0.00,Matches
659,Dániel Sallói,hu HUN,FW,Sporting KC,27,1996,23.6,0.13,2.03,0.81,39.6,2.04,0.81,0.06,0.16,20.2,0.00,0.00,0.00,0.11,0.11,0.06,0.01,0.01,Matches
660,Tobias Salquist,dk DEN,DF,Chicago Fire,28,1995,10.2,0.00,0.10,0.10,100.0,0.10,0.10,0.00,0.00,11.2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
661,Ilie Sánchez,es ESP,MF,LAFC,33,1990,24.0,0.04,0.42,0.13,30.0,0.42,0.13,0.10,0.33,13.4,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.02,Matches
662,James Sands,us USA,MF,NYCFC,23,2000,28.4,0.04,0.32,0.07,22.2,0.32,0.07,0.11,0.50,18.5,0.00,0.00,0.00,0.02,0.02,0.06,0.02,0.02,Matches
663,William Sands,us USA,DF,NE Revolution,23,2000,4.8,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,17.2,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
664,William Sands,us USA,DF,Columbus Crew,23,2000,2.8,0.00,0.71,0.71,100.0,0.70,0.70,0.00,0.00,13.9,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
665,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,21,2002,24.1,0.25,1.54,0.66,43.2,1.53,0.66,0.16,0.38,15.5,0.12,0.00,0.00,0.20,0.20,0.13,0.05,0.05,Matches
666,Sergio Santos Gomes,br BRA,FW,FC Cincinnati,29,1994,10.3,0.29,2.33,1.36,58.3,2.34,1.36,0.13,0.21,12.0,0.00,0.00,0.00,0.42,0.42,0.18,-0.13,-0.13,Matches
667,Pedro Santos,pt POR,"DF,MF",D.C. United,35,1988,20.0,0.15,1.45,0.50,34.5,1.45,0.50,0.10,0.30,22.7,0.20,0.00,0.00,0.07,0.07,0.04,0.08,0.08,Matches
668,Rafael Santos,br BRA,DF,Orlando City,25,1998,23.0,0.04,0.52,0.17,33.3,0.52,0.17,0.08,0.25,26.9,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.03,Matches
669,Hayden Sargis,us USA,DF,D.C. United,21,2002,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
670,Nick Scardina,us USA,FW,Charlotte,22,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
671,Rodrigo Schlegel,ar ARG,DF,Orlando City,26,1997,25.5,0.04,0.55,0.12,21.4,0.55,0.12,0.07,0.33,10.9,0.00,0.00,0.00,0.03,0.03,0.06,0.01,0.01,Matches
672,Tate Schmitt,us USA,DF,Houston Dynamo,26,1997,4.8,0.00,1.46,0.42,28.6,1.45,0.41,0.00,0.00,13.2,0.00,0.00,0.00,0.17,0.17,0.12,-0.17,-0.17,Matches
673,David Schnegg,at AUT,DF,D.C. United,25,1998,1.3,0.77,1.54,1.54,100.0,1.49,1.49,0.50,0.50,11.5,0.00,0.00,0.00,0.31,0.31,0.18,0.46,0.46,Matches
674,Alessandro Schöpf,at AUT,"MF,DF",Vancouver W'caps,29,1994,21.5,0.05,1.49,0.42,28.1,1.49,0.42,0.03,0.11,21.7,0.00,0.00,0.00,0.09,0.09,0.06,-0.04,-0.04,Matches
675,Patrick Schulte,us USA,GK,Columbus Crew,22,2001,27.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
676,Tarik Scott,us USA,FW,FC Dallas,18,2005,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
677,Dante Sealy,tt TRI,"DF,MF",FC Dallas,20,2003,9.6,0.10,2.08,0.73,35.0,2.09,0.73,0.05,0.14,21.1,0.42,0.00,0.00,0.17,0.17,0.08,-0.06,-0.06,Matches
678,Gabe Segal,us USA,FW,Houston Dynamo,22,2001,2.2,0.91,4.09,1.82,44.4,4.01,1.78,0.22,0.50,15.4,0.00,0.00,0.00,0.64,0.64,0.15,0.27,0.27,Matches
679,Eddie Segura,co COL,"DF,MF",LAFC,26,1997,15.0,0.00,0.80,0.27,33.3,0.80,0.27,0.00,0.00,15.0,0.00,0.00,0.00,0.06,0.06,0.07,-0.06,-0.06,Matches
680,Amar Sejdic,us USA,MF,Nashville SC,27,1996,3.4,0.00,1.76,0.59,33.3,1.76,0.59,0.00,0.00,24.1,0.00,0.00,0.00,0.12,0.12,0.07,-0.12,-0.12,Matches
681,Oliver Semmle,de GER,GK,Philadelphia Union,25,1998,15.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
682,Brandon Servania,us USA,MF,Toronto FC,24,1999,0.7,0.00,1.43,0.00,0.0,1.38,0.00,0.00,,17.9,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
683,Jacob Shaffelburg,ca CAN,"FW,DF",Nashville SC,24,1999,15.7,0.13,1.34,0.38,28.6,1.34,0.38,0.10,0.33,18.7,0.00,0.00,0.00,0.12,0.12,0.09,0.01,0.01,Matches
684,Xherdan Shaqiri,ch SUI,"MF,FW",Chicago Fire,32,1991,8.2,0.24,0.73,0.24,33.3,0.73,0.24,0.00,0.00,39.9,0.12,0.24,0.24,0.22,0.02,0.03,0.02,-0.02,Matches
685,Charles Sharp,us USA,"FW,MF",Toronto FC,22,2001,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
686,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,24,1999,0.2,0.00,20.0,5.00,25.0,16.36,4.09,0.00,0.00,18.3,5.00,0.00,0.00,1.00,1.00,0.05,-1.00,-1.00,Matches
687,Khiry Shelton,us USA,DF,Sporting KC,30,1993,11.5,0.00,0.43,0.09,20.0,0.44,0.09,0.00,0.00,14.2,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
688,Show,ao ANG,MF,FC Dallas,24,1999,5.5,0.00,1.09,0.18,16.7,1.10,0.18,0.00,0.00,22.4,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
689,Marcelo Silva,uy URU,DF,Real Salt Lake,34,1989,2.0,0.00,1.00,0.00,0.0,0.99,0.00,0.00,,10.7,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
690,Tommy Silva,us USA,DF,Real Salt Lake,21,2002,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
691,Xande Silva,pt POR,"FW,MF",Atlanta Utd,26,1997,16.1,0.12,2.67,1.37,51.2,2.66,1.36,0.05,0.09,18.0,0.00,0.00,0.00,0.18,0.18,0.07,-0.06,-0.06,Matches
692,Jonathan Sirois,ca CAN,GK,CF Montréal,22,2001,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
693,Jack Skahan,us USA,"MF,FW",SJ Earthquakes,25,1998,9.6,0.10,2.19,1.04,47.6,2.20,1.05,0.05,0.10,17.2,0.00,0.00,0.00,0.29,0.29,0.13,-0.19,-0.19,Matches
694,Joseph Skinner,us USA,FW,Nashville SC,20,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
695,Bartosz Slisz,pl POL,MF,Atlanta Utd,24,1999,26.6,0.04,0.94,0.11,12.0,0.94,0.11,0.04,0.33,24.4,0.08,0.00,0.00,0.04,0.04,0.04,-0.00,-0.00,Matches
696,Tyger Smalls,,FW,Charlotte,21,2002,2.5,0.00,1.60,0.00,0.0,1.60,0.00,0.00,,14.9,0.00,0.00,0.00,0.28,0.28,0.17,-0.28,-0.28,Matches
697,Alec Smir,us USA,GK,Minnesota Utd,24,1999,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
698,Brad Smith,au AUS,"FW,DF",Houston Dynamo,29,1994,4.5,0.44,1.78,0.67,37.5,1.80,0.67,0.25,0.67,18.8,0.00,0.00,0.00,0.13,0.13,0.08,0.31,0.31,Matches
699,Kyle Smith,us USA,"DF,MF",Orlando City,32,1992,12.8,0.00,0.39,0.00,0.0,0.39,0.00,0.00,,15.2,0.00,0.00,0.00,0.05,0.05,0.14,-0.05,-0.05,Matches
700,Mohammed Sofo,gh GHA,MF,NY Red Bulls,19,2004,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
701,Joaquin Sosa,uy URU,DF,CF Montréal,22,2002,14.1,0.00,0.85,0.21,25.0,0.85,0.21,0.00,0.00,15.3,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,Matches
702,Arnaud Souquet,fr FRA,DF,Chicago Fire,31,1992,20.8,0.00,0.58,0.19,33.3,0.58,0.19,0.00,0.00,22.0,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
703,Ryan Spaulding,us USA,"DF,MF",NE Revolution,25,1998,5.0,0.00,1.00,0.20,20.0,1.01,0.20,0.00,0.00,25.3,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
704,Tyrese Spicer,tt TRI,"DF,MF",Toronto FC,23,2000,11.8,0.17,1.19,0.42,35.7,1.18,0.42,0.14,0.40,15.5,0.00,0.00,0.00,0.08,0.08,0.07,0.08,0.08,Matches
705,Dayne St. Clair,ca CAN,GK,Minnesota Utd,26,1997,26.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
706,Mason Stajduhar,us USA,GK,Orlando City,26,1997,4.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
707,Zack Steffen,us USA,GK,Colorado Rapids,28,1995,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
708,Daniel Steres,us USA,DF,Houston Dynamo,33,1990,13.0,0.15,0.69,0.31,44.4,0.69,0.31,0.22,0.50,17.2,0.00,0.00,0.00,0.04,0.04,0.06,0.12,0.12,Matches
709,Kimani Stewart-Baynes,ca CAN,"FW,MF",Colorado Rapids,19,2005,1.6,0.00,0.63,0.00,0.0,0.64,0.00,0.00,,10.2,0.00,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,Matches
710,Jared Stroud,us USA,"MF,FW",D.C. United,27,1996,27.7,0.11,2.13,0.43,20.3,2.13,0.43,0.05,0.25,19.7,0.00,0.00,0.00,0.19,0.19,0.09,-0.08,-0.08,Matches
711,Peter Stroud,us USA,MF,NY Red Bulls,21,2002,9.4,0.00,0.32,0.11,33.3,0.32,0.11,0.00,0.00,14.1,0.00,0.00,0.00,0.03,0.03,0.10,-0.03,-0.03,Matches
712,Brad Stuver,us USA,GK,Austin,32,1991,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
713,Luis Suárez,uy URU,FW,Inter Miami,37,1987,21.3,0.94,3.47,2.21,63.5,3.47,2.21,0.27,0.43,14.8,0.09,0.00,0.00,0.63,0.63,0.18,0.31,0.31,Matches
714,Cavan Sullivan,us USA,"MF,FW",Philadelphia Union,14,2009,0.1,0.00,20.0,20.0,100.0,18.00,18.00,0.00,0.00,23.9,0.00,0.00,0.00,1.00,1.00,0.03,-1.00,-1.00,Matches
715,Quinn Sullivan,us USA,"MF,FW",Philadelphia Union,19,2004,26.7,0.19,2.88,0.86,29.9,2.88,0.86,0.06,0.22,21.3,0.00,0.00,0.00,0.15,0.15,0.05,0.04,0.04,Matches
716,Lawson Sunderland,us USA,MF,Inter Miami,22,2001,2.1,0.00,0.48,0.00,0.0,0.47,0.00,0.00,,24.8,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
717,Finn Surman,nz NZL,DF,Portland Timbers,20,2003,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
718,Sam Surridge,eng ENG,FW,Nashville SC,25,1998,26.5,0.45,2.38,0.94,39.7,2.38,0.94,0.19,0.48,11.7,0.00,0.00,0.00,0.38,0.38,0.16,0.07,0.07,Matches
719,Oleksandr Svatok,ua UKR,DF,Austin,29,1994,4.5,0.00,0.22,0.00,0.0,0.22,0.00,0.00,,5.0,0.00,0.00,0.00,0.02,0.02,0.12,-0.02,-0.02,Matches
720,Erik Sviatchenko,dk DEN,DF,Houston Dynamo,32,1991,27.0,0.04,1.44,0.63,43.6,1.44,0.63,0.03,0.06,14.0,0.00,0.00,0.00,0.07,0.07,0.05,-0.03,-0.03,Matches
721,Karol Świderski,pl POL,FW,Charlotte,27,1997,5.9,1.02,4.07,1.86,45.8,4.08,1.87,0.17,0.36,14.2,0.00,0.34,0.34,1.08,0.83,0.22,-0.07,-0.15,Matches
722,Nkosi Tafari,us USA,DF,FC Dallas,26,1997,25.0,0.12,0.80,0.36,45.0,0.80,0.36,0.15,0.33,12.3,0.00,0.00,0.00,0.06,0.06,0.08,0.06,0.06,Matches
723,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,27,1996,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
724,Strahinja Tanasijević,rs SRB,DF,NYCFC,26,1997,11.0,0.00,0.27,0.09,33.3,0.27,0.09,0.00,0.00,20.7,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
725,Miguel Tapias,mx MEX,DF,Minnesota Utd,27,1997,23.2,0.00,0.39,0.04,11.1,0.39,0.04,0.00,0.00,7.7,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
726,Andrew Tarbell,us USA,GK,Houston Dynamo,30,1993,3.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
727,Iuri Tavares,cv CPV,FW,Charlotte,22,2001,10.0,0.30,2.60,0.90,34.6,2.61,0.90,0.12,0.33,13.0,0.00,0.00,0.10,0.45,0.37,0.14,-0.15,-0.07,Matches
728,D.J. Taylor,us USA,"DF,MF",Minnesota Utd,26,1997,16.5,0.00,0.67,0.12,18.2,0.67,0.12,0.00,0.00,19.1,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
729,Robert Taylor,fi FIN,"FW,MF",Inter Miami,29,1994,18.3,0.27,1.37,0.66,48.0,1.37,0.66,0.20,0.42,18.8,0.00,0.00,0.00,0.17,0.17,0.13,0.10,0.10,Matches
730,Carlos Terán,co COL,DF,Chicago Fire,23,2000,13.5,0.07,0.59,0.22,37.5,0.59,0.22,0.13,0.33,19.1,0.00,0.00,0.00,0.07,0.07,0.12,0.01,0.01,Matches
731,Cedric Teuchert,de GER,"MF,FW",St. Louis,27,1997,8.4,0.60,3.10,1.07,34.6,3.10,1.07,0.19,0.56,20.4,0.00,0.00,0.00,0.26,0.26,0.08,0.33,0.33,Matches
732,Dylan Teves,us USA,"MF,FW",Seattle Sounders,23,2000,1.0,1.00,1.00,1.00,100.0,1.01,1.01,1.00,1.00,10.0,0.00,0.00,0.00,0.50,0.50,0.47,0.50,0.50,Matches
733,Jamal Thiaré,sn SEN,FW,Atlanta Utd,30,1993,12.7,0.47,2.13,1.10,51.9,2.12,1.10,0.22,0.43,10.2,0.00,0.00,0.00,0.46,0.46,0.21,0.02,0.02,Matches
734,Andrew Thomas,ru RUS,GK,Seattle Sounders,25,1998,6.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
735,Erik Thommy,de GER,"MF,FW",Sporting KC,29,1994,25.8,0.27,3.06,0.81,26.6,3.06,0.81,0.09,0.33,22.3,0.31,0.00,0.00,0.21,0.21,0.07,0.06,0.06,Matches
736,Kosi Thompson,ca CAN,"MF,DF",Toronto FC,21,2003,12.3,0.00,0.49,0.00,0.0,0.49,0.00,0.00,,20.4,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
737,Tommy Thompson,us USA,"DF,FW",SJ Earthquakes,28,1995,1.0,0.00,2.00,0.00,0.0,1.96,0.00,0.00,,11.6,0.00,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,Matches
738,Timmy Tillman,us USA,MF,LAFC,25,1999,27.5,0.15,1.31,0.33,25.0,1.31,0.33,0.11,0.44,18.5,0.00,0.00,0.00,0.15,0.15,0.11,0.00,0.00,Matches
739,John Tolkin,us USA,DF,NY Red Bulls,21,2002,26.5,0.08,0.57,0.19,33.3,0.57,0.19,0.13,0.40,24.7,0.15,0.00,0.00,0.03,0.03,0.05,0.05,0.05,Matches
740,Nouhou Tolo,cm CMR,DF,Seattle Sounders,26,1997,24.5,0.00,0.49,0.08,16.7,0.49,0.08,0.00,0.00,25.9,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
741,Ervin Torres,us USA,MF,Austin,16,2007,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
742,Facundo Torres,uy URU,"FW,MF",Orlando City,23,2000,29.3,0.48,1.98,0.96,48.3,1.98,0.96,0.21,0.43,17.3,0.00,0.07,0.10,0.29,0.22,0.11,0.18,0.19,Matches
743,Tomas Totland,no NOR,DF,St. Louis,25,1998,27.6,0.07,0.62,0.25,41.2,0.62,0.25,0.12,0.29,20.2,0.04,0.00,0.00,0.06,0.06,0.10,0.01,0.01,Matches
744,Mason Toye,us USA,"FW,MF",Portland Timbers,25,1998,1.6,0.00,4.38,1.88,42.9,4.26,1.82,0.00,0.00,12.2,0.00,0.00,0.00,0.56,0.56,0.13,-0.56,-0.56,Matches
745,Mason Toye,us USA,"FW,MF",CF Montréal,25,1998,5.3,0.19,1.32,0.75,57.1,1.32,0.76,0.14,0.25,22.9,0.00,0.00,0.00,0.21,0.21,0.16,-0.02,-0.02,Matches
746,Wil Trapp,us USA,MF,Minnesota Utd,31,1993,25.5,0.04,0.78,0.12,15.0,0.78,0.12,0.00,0.00,26.2,0.00,0.04,0.04,0.07,0.04,0.05,-0.04,-0.04,Matches
747,Jackson Travis,us USA,DF,Colorado Rapids,19,2004,5.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
748,Niko Tsakiris,us USA,MF,SJ Earthquakes,18,2005,16.3,0.00,0.67,0.06,9.1,0.67,0.06,0.00,0.00,23.0,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
749,Yutaro Tsukada,jp JPN,FW,Orlando City,22,2001,0.2,0.00,5.00,0.00,0.0,4.29,0.00,0.00,,12.9,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
750,Garrison Tubbs,us USA,DF,D.C. United,21,2002,6.1,0.00,0.66,0.16,25.0,0.65,0.16,0.00,0.00,9.3,0.00,0.00,0.00,0.08,0.08,0.13,-0.08,-0.08,Matches
751,Bill Tuiloma,nz NZL,DF,Charlotte,28,1995,2.2,0.00,0.91,0.45,50.0,0.90,0.45,0.00,0.00,15.9,0.45,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
