0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,20_Int,21_Tkl+Int,22_Clr,23_Err,24_Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,3.3,2.12,1.21,0.30,0.91,0.91,0.30,0.91,33.3,0.61,1.21,0.00,1.21,0.30,2.42,1.82,0.00,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.00,0.00,0.00,0.00,0.00,0.29,0.16,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Sergio Busquets,es ESP,"MF,DF",Inter Miami,35,1988,27.6,2.61,1.63,1.27,1.09,0.25,1.70,3.04,56.0,1.34,1.63,0.54,1.09,1.09,3.70,1.59,0.22,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,8.7,0.57,0.11,0.00,0.34,0.23,0.23,1.38,16.7,1.15,1.15,0.57,0.57,1.49,2.07,3.10,0.00,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31.0,1.00,0.52,0.71,0.16,0.13,0.65,1.06,60.6,0.42,0.77,0.35,0.42,0.81,1.81,2.58,0.06,Matches
136,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,24,1999,14.5,1.03,0.48,0.41,0.41,0.21,0.41,1.45,28.6,1.03,1.17,0.14,1.03,0.83,1.86,1.10,0.07,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,11.9,1.09,0.67,1.01,0.00,0.08,0.50,0.67,75.0,0.17,1.01,0.84,0.17,0.84,1.93,3.95,0.00,Matches
138,Deiber Caicedo,co COL,"FW,DF",Vancouver W'caps,23,2000,1.4,1.43,0.71,0.00,0.71,0.71,1.43,1.43,100.0,0.00,0.71,0.00,0.71,0.71,2.14,0.00,0.00,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,2.2,2.73,1.36,0.00,2.27,0.45,1.82,2.27,80.0,0.45,1.36,0.45,0.91,2.27,5.00,1.36,0.00,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,0.06,0.03,0.06,0.00,0.00,0.03,0.03,100.0,0.00,0.00,0.00,0.00,0.03,0.09,0.47,0.16,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,25.7,1.48,0.74,0.93,0.43,0.12,0.93,1.21,77.4,0.27,1.25,0.78,0.47,1.60,3.07,2.92,0.12,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,14.2,0.92,0.56,0.00,0.56,0.35,0.21,0.85,25.0,0.63,0.77,0.14,0.63,0.14,1.06,0.77,0.00,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,24.4,1.48,1.07,1.07,0.33,0.08,0.86,1.35,63.6,0.49,1.48,0.86,0.61,1.48,2.95,3.89,0.16,Matches
145,Omar Campos,mx MEX,"DF,MF",LAFC,21,2002,17.9,1.40,0.67,1.17,0.17,0.06,1.01,2.29,43.9,1.28,0.73,0.06,0.67,1.68,3.07,2.29,0.00,Matches
146,Reggie Cannon,us USA,DF,Colorado Rapids,25,1998,3.8,1.05,0.00,0.79,0.26,0.00,0.53,0.79,66.7,0.26,0.79,0.53,0.26,1.05,2.11,2.37,0.00,Matches
147,Russell Canouse,us USA,"MF,DF",D.C. United,28,1995,0.2,10.0,10.0,10.0,0.00,0.00,0.00,0.00,,0.00,5.00,5.00,0.00,5.00,15.0,0.00,0.00,Matches
148,Felipe Carballo,uy URU,MF,NY Red Bulls,27,1996,5.0,2.20,1.00,1.00,0.60,0.60,1.60,2.20,72.7,0.60,1.00,0.00,1.00,1.40,3.60,0.20,0.00,Matches
149,Nathan Cardoso,br BRA,DF,Seattle Sounders,28,1995,1.0,3.00,2.00,3.00,0.00,0.00,1.00,1.00,100.0,0.00,4.00,3.00,1.00,0.00,3.00,10.0,0.00,Matches
150,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,20,2003,17.7,2.99,2.03,1.69,0.79,0.51,1.19,2.20,53.8,1.02,1.81,0.11,1.69,0.85,3.84,0.73,0.06,Matches
151,Julián Carranza,ar ARG,FW,Philadelphia Union,23,2000,11.9,1.34,1.18,0.42,0.34,0.59,0.42,0.84,50.0,0.42,0.92,0.08,0.84,0.84,2.18,1.60,0.00,Matches
152,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,25,1998,25.5,1.06,0.59,0.27,0.63,0.16,0.71,1.49,47.4,0.78,0.90,0.16,0.75,0.43,1.49,0.24,0.04,Matches
153,Wilder Cartagena,pe PER,"MF,DF",Orlando City,29,1994,24.4,3.11,1.97,1.23,1.56,0.33,1.52,2.66,56.9,1.15,1.23,0.37,0.86,0.82,3.93,1.72,0.04,Matches
154,Javier Casas,us USA,MF,Chicago Fire,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
155,Julio Cascante,cr CRC,DF,Austin,30,1993,20.7,1.40,1.06,0.82,0.58,0.00,0.68,1.45,46.7,0.77,1.21,0.92,0.29,1.11,2.51,4.06,0.00,Matches
156,Robert Castellanos,us USA,DF,Sporting KC,25,1998,11.5,0.52,0.35,0.43,0.09,0.00,0.17,0.52,33.3,0.35,1.04,0.96,0.09,1.04,1.57,4.78,0.00,Matches
157,Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.0,0.10,0.00,0.00,0.00,0.00,0.00,0.40,0.07,Matches
158,Edwin Cerrillo,us USA,MF,LA Galaxy,23,2000,23.1,1.47,0.91,0.91,0.43,0.13,0.65,1.39,46.9,0.74,1.17,0.39,0.78,0.61,2.08,1.43,0.04,Matches
159,Dylan Chambost,fr FRA,"MF,FW",Columbus Crew,26,1997,6.1,1.48,0.82,0.49,0.66,0.33,0.33,0.66,50.0,0.33,1.64,0.16,1.48,0.82,2.30,0.82,0.00,Matches
160,Tomás Chancalay,ar ARG,FW,NE Revolution,25,1999,10.3,0.97,0.39,0.29,0.49,0.19,0.39,1.94,20.0,1.55,0.97,0.00,0.97,0.10,1.07,0.19,0.10,Matches
161,Maikel Chang,cu CUB,"FW,MF",Real Salt Lake,32,1991,4.1,2.20,1.71,0.98,1.22,0.00,1.22,2.93,41.7,1.71,2.44,0.00,2.44,0.73,2.93,1.71,0.00,Matches
162,Maxime Chanot,lu LUX,DF,LAFC,34,1989,14.8,1.35,1.01,1.01,0.34,0.00,0.74,1.28,57.9,0.54,1.76,1.42,0.34,1.62,2.97,5.34,0.00,Matches
163,Diego Chará,co COL,MF,Portland Timbers,37,1986,26.9,2.34,1.49,1.23,1.00,0.11,1.12,1.60,69.8,0.48,0.93,0.37,0.56,1.26,3.61,1.26,0.07,Matches
164,Gabriel Chaves,br BRA,FW,LA Galaxy,22,2001,30.3,1.25,0.83,0.56,0.50,0.20,0.43,1.19,36.1,0.76,0.86,0.10,0.76,0.66,1.91,0.26,0.00,Matches
165,Yevhen Cheberko,ua UKR,DF,Columbus Crew,26,1998,18.8,1.38,0.74,0.69,0.48,0.21,0.69,1.38,50.0,0.69,1.38,0.80,0.59,1.44,2.82,3.56,0.00,Matches
166,Mathieu Choiniere,ca CAN,MF,CF Montréal,24,1999,16.6,2.05,1.33,0.84,0.84,0.36,0.90,1.69,53.6,0.78,1.20,0.24,0.96,0.42,2.47,1.14,0.12,Matches
167,Léo Chú,br BRA,"FW,MF",Seattle Sounders,23,2000,7.9,2.41,1.27,1.27,0.76,0.38,0.25,0.76,33.3,0.51,1.27,0.00,1.27,0.51,2.91,0.25,0.00,Matches
168,Caden Clark,us USA,"DF,FW",Minnesota Utd,20,2003,11.5,2.70,1.74,1.30,1.04,0.35,1.13,2.17,52.0,1.04,2.09,0.52,1.57,1.30,4.00,1.22,0.09,Matches
169,Caden Clark,us USA,MF,CF Montréal,20,2003,7.4,2.03,1.49,0.68,1.08,0.27,0.95,1.22,77.8,0.27,1.08,0.14,0.95,0.00,2.03,0.68,0.00,Matches
170,Steve Clark,us USA,GK,Houston Dynamo,37,1986,30.8,0.03,0.03,0.03,0.00,0.00,0.03,0.03,100.0,0.00,0.00,0.00,0.00,0.00,0.03,0.42,0.06,Matches
171,Noah Cobb,us USA,DF,Atlanta Utd,18,2005,15.0,1.33,0.93,0.80,0.53,0.00,1.00,1.47,68.2,0.47,1.60,1.07,0.53,0.60,1.93,4.00,0.00,Matches
172,Matías Cóccaro,uy URU,"FW,MF",CF Montréal,26,1997,10.0,0.90,0.70,0.10,0.60,0.20,0.40,0.60,66.7,0.20,1.90,0.30,1.60,0.30,1.20,1.00,0.00,Matches
173,Alonso Coello,es ESP,MF,Toronto FC,24,1999,17.0,2.59,1.41,1.29,1.12,0.18,1.47,2.47,59.5,1.00,1.53,0.24,1.29,1.59,4.18,0.65,0.06,Matches
174,Josh Cohen,us USA,GK,Atlanta Utd,31,1992,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
175,Enzo Copetti,ar ARG,FW,Charlotte,28,1996,5.5,0.18,0.00,0.00,0.18,0.00,0.00,0.55,0.0,0.55,0.36,0.18,0.18,0.36,0.55,0.55,0.00,Matches
176,Gabriele Corbo,it ITA,DF,CF Montréal,24,2000,19.2,0.83,0.57,0.42,0.36,0.05,0.42,0.73,57.1,0.31,1.51,1.20,0.31,0.73,1.56,5.31,0.00,Matches
177,Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.0,0.11,0.00,0.00,0.00,0.00,0.00,0.78,0.07,Matches
178,Vitor Costa,br BRA,DF,SJ Earthquakes,29,1994,23.3,3.48,1.85,1.89,1.33,0.26,1.93,3.30,58.4,1.37,1.24,0.30,0.94,1.20,4.68,3.99,0.04,Matches
179,Ben Cremaschi,us USA,MF,Inter Miami,18,2005,12.7,1.50,1.18,0.63,0.71,0.16,0.71,1.97,36.0,1.26,1.10,0.24,0.87,1.26,2.76,0.94,0.00,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,29,1994,19.5,0.05,0.05,0.05,0.00,0.00,0.05,0.10,50.0,0.05,0.00,0.00,0.00,0.05,0.10,0.72,0.15,Matches
181,Matt Crooks,eng ENG,MF,Real Salt Lake,30,1994,20.9,1.63,1.15,0.33,1.10,0.19,0.81,1.63,50.0,0.81,1.24,0.05,1.20,0.81,2.44,1.05,0.05,Matches
182,Andrés Cubas,py PAR,MF,Vancouver W'caps,27,1996,21.5,3.40,1.91,1.07,2.05,0.28,1.21,2.42,50.0,1.21,1.58,0.33,1.26,1.91,5.30,1.02,0.05,Matches
183,Cucho,co COL,"FW,MF",Columbus Crew,24,1999,23.5,1.28,0.77,0.30,0.34,0.64,0.43,0.77,55.6,0.34,0.89,0.04,0.85,0.51,1.79,0.30,0.00,Matches
184,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,20,2003,3.7,2.70,1.89,1.62,0.54,0.54,0.54,1.08,50.0,0.54,1.08,0.54,0.54,2.97,5.68,4.05,0.00,Matches
185,Hugo Cuypers,be BEL,FW,Chicago Fire,26,1997,29.1,1.27,0.86,0.21,0.69,0.38,0.41,1.75,23.5,1.34,1.34,0.14,1.20,0.34,1.62,1.00,0.00,Matches
186,Rafael Czichos,de GER,DF,Chicago Fire,33,1990,26.0,2.23,1.46,1.58,0.58,0.08,1.35,2.04,66.0,0.69,1.77,0.77,1.00,1.35,3.58,3.35,0.12,Matches
187,Cristián Dajome,co COL,"DF,FW",D.C. United,30,1994,22.5,1.91,1.29,0.76,0.93,0.22,0.98,2.18,44.9,1.20,1.38,0.22,1.16,0.67,2.58,1.20,0.00,Matches
188,Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,26.8,1.75,1.16,1.04,0.37,0.34,0.82,1.49,55.0,0.67,0.49,0.22,0.26,0.78,2.54,2.09,0.04,Matches
189,Daniel,br BRA,GK,SJ Earthquakes,29,1994,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.00,0.00,0.00,0.00,0.00,0.58,0.00,Matches
190,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,6.9,2.46,1.88,1.01,1.16,0.29,1.30,3.19,40.9,1.88,1.01,0.00,1.01,1.59,4.06,0.29,0.00,Matches
191,Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,3.1,2.26,1.94,1.94,0.32,0.00,0.97,1.94,50.0,0.97,1.29,0.32,0.97,2.58,4.84,5.48,0.00,Matches
192,Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,30.9,1.68,1.17,1.10,0.42,0.16,0.78,1.97,39.3,1.20,0.91,0.19,0.71,0.65,2.33,1.65,0.03,Matches
193,Jesús David Murillo,co COL,DF,LAFC,29,1994,18.8,2.02,1.22,1.70,0.32,0.00,1.28,2.07,61.5,0.80,1.28,0.85,0.43,1.49,3.51,4.36,0.05,Matches
194,Jake Davis,us USA,"DF,MF",Sporting KC,22,2002,24.7,2.96,1.54,1.01,1.54,0.40,1.17,2.87,40.8,1.70,1.62,0.24,1.38,1.13,4.09,1.70,0.04,Matches
195,Sean Davis,us USA,MF,Nashville SC,30,1993,15.1,1.19,0.73,0.66,0.46,0.07,0.33,0.79,41.7,0.46,1.26,0.40,0.86,1.39,2.58,1.46,0.00,Matches
196,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,22,2001,7.2,1.94,1.39,0.28,1.39,0.28,0.83,1.94,42.9,1.11,1.25,0.28,0.97,0.00,1.94,0.28,0.00,Matches
197,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,12.3,1.79,0.98,0.89,0.81,0.08,0.65,1.46,44.4,0.81,1.38,0.49,0.89,1.22,3.01,3.41,0.00,Matches
198,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,32,1991,10.2,2.45,1.27,0.39,1.47,0.59,0.98,2.55,38.5,1.57,1.47,0.10,1.37,0.98,3.43,0.88,0.00,Matches
199,Marky Delgado,us USA,MF,LA Galaxy,28,1995,27.4,2.48,1.61,1.06,1.02,0.40,1.28,2.63,48.6,1.35,1.86,0.33,1.53,1.20,3.69,1.20,0.07,Matches
200,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,12.9,1.86,1.32,0.62,0.78,0.47,0.78,1.86,41.7,1.09,1.32,0.16,1.16,1.71,3.57,1.01,0.08,Matches
201,Mikkel Desler,dk DEN,DF,Austin,28,1995,5.4,2.59,1.67,1.48,0.93,0.19,1.11,1.67,66.7,0.56,1.67,0.37,1.30,1.30,3.89,1.30,0.00,Matches
202,Lamine Diack,sn SEN,"FW,MF",Colorado Rapids,23,2000,0.2,15.0,10.0,15.0,0.00,0.00,5.00,5.00,100.0,0.00,0.00,0.00,0.00,10.0,25.0,0.00,0.00,Matches
203,Djibril Diani,fr FRA,MF,Charlotte,25,1998,19.8,2.47,1.52,0.91,1.21,0.35,1.16,2.22,52.3,1.06,1.77,0.25,1.52,1.31,3.79,0.86,0.00,Matches
204,Marcos Dias,br BRA,FW,NE Revolution,22,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
205,Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,8.9,1.91,1.35,1.24,0.67,0.00,1.01,1.69,60.0,0.67,1.01,0.22,0.79,0.90,2.81,3.26,0.00,Matches
206,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,19,2004,10.4,1.92,1.35,0.48,1.25,0.19,0.67,1.83,36.8,1.15,0.87,0.29,0.58,1.25,3.17,1.06,0.00,Matches
207,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,23,2000,4.2,1.90,1.19,0.48,0.71,0.71,0.95,1.43,66.7,0.48,1.43,0.00,1.43,0.48,2.38,0.24,0.00,Matches
208,Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,29.5,1.29,0.75,0.64,0.51,0.14,0.64,1.22,52.8,0.58,0.51,0.17,0.34,0.61,1.90,1.86,0.00,Matches
209,C.J. dos Santos,us USA,GK,Inter Miami,23,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
210,Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,25.0,1.80,1.08,0.56,1.00,0.24,0.68,1.20,56.7,0.52,1.20,0.08,1.12,1.36,3.16,1.60,0.00,Matches
211,Sebastián Driussi,ar ARG,"MF,FW",Austin,27,1996,25.1,0.88,0.60,0.32,0.32,0.24,0.36,1.04,34.6,0.68,0.84,0.08,0.76,0.32,1.20,1.08,0.12,Matches
212,Erik Duenas,us USA,MF,LAFC,19,2004,4.3,3.02,1.86,1.16,1.40,0.47,2.09,3.95,52.9,1.86,0.23,0.00,0.23,2.09,5.12,0.93,0.00,Matches
213,Morris Duggan,de GER,DF,Minnesota Utd,23,2000,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,2.00,0.00,2.00,2.00,6.00,0.00,Matches
214,Bryce Duke,us USA,MF,CF Montréal,22,2001,23.8,1.39,0.92,0.42,0.71,0.25,0.59,1.47,40.0,0.88,0.92,0.08,0.84,0.80,2.18,0.59,0.04,Matches
215,Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,14.3,2.10,1.75,1.12,0.63,0.35,1.40,2.10,66.7,0.70,1.40,0.21,1.19,1.33,3.43,2.24,0.00,Matches
216,Chris Durkin,us USA,MF,St. Louis,23,2000,25.1,2.67,1.71,1.04,1.12,0.52,1.47,2.35,62.7,0.88,1.47,0.20,1.27,1.55,4.22,1.43,0.04,Matches
217,Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,1.5,1.33,0.67,0.67,0.67,0.00,1.33,2.67,50.0,1.33,0.67,0.00,0.67,0.00,1.33,3.33,0.00,Matches
218,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,26,1997,21.5,0.47,0.33,0.09,0.14,0.23,0.14,0.33,42.9,0.19,0.51,0.05,0.47,0.28,0.74,0.60,0.00,Matches
219,Daniel Edelman,us USA,MF,NY Red Bulls,20,2003,28.0,1.57,0.75,0.29,1.21,0.07,0.61,1.79,34.0,1.18,1.57,0.46,1.11,1.21,2.79,1.54,0.07,Matches
220,Earl Edwards Jr.,us USA,GK,NE Revolution,32,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,Matches
221,Matthew Edwards,us USA,DF,Atlanta Utd,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
222,Michael Edwards,us USA,DF,Colorado Rapids,23,2000,2.3,2.17,1.30,2.17,0.00,0.00,2.17,3.48,62.5,1.30,3.04,2.17,0.87,1.74,3.91,3.48,0.00,Matches
223,Raheem Edwards,ca CAN,"DF,MF",CF Montréal,28,1995,17.2,2.67,1.80,1.69,0.35,0.64,0.87,2.03,42.9,1.16,1.34,0.12,1.22,1.51,4.19,1.45,0.00,Matches
224,Noah Eile,se SWE,DF,NY Red Bulls,21,2002,26.9,1.19,0.78,0.63,0.56,0.00,0.59,0.86,69.6,0.26,0.78,0.48,0.30,1.86,3.05,3.98,0.04,Matches
225,Piero Elias,us USA,FW,NYCFC,21,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
226,Jack Elliott,eng ENG,DF,Philadelphia Union,28,1995,26.6,1.77,0.98,1.28,0.49,0.00,0.94,1.35,69.4,0.41,1.84,1.17,0.68,1.35,3.12,4.32,0.04,Matches
227,Herbert Endeley,us USA,"MF,DF",FC Dallas,22,2001,1.3,0.77,0.77,0.77,0.00,0.00,0.77,0.77,100.0,0.00,0.77,0.00,0.77,0.77,1.54,2.31,0.00,Matches
228,Emeka Eneli,us USA,MF,Real Salt Lake,24,1999,29.6,1.82,1.18,0.64,1.01,0.17,0.84,1.93,43.9,1.08,1.55,0.34,1.22,1.76,3.58,0.84,0.00,Matches
229,Lawrence Ennali,de GER,FW,Houston Dynamo,21,2002,0.5,2.00,0.00,0.00,2.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,Matches
230,Boris Enow,cm CMR,MF,D.C. United,23,2000,3.4,2.35,1.76,0.88,1.18,0.29,0.59,1.18,50.0,0.59,1.76,0.59,1.18,0.29,2.65,2.65,0.00,Matches
231,Ramiro Enrique,ar ARG,FW,Orlando City,22,2001,12.0,0.42,0.08,0.33,0.08,0.00,0.00,0.42,0.0,0.42,0.83,0.08,0.75,0.25,0.67,1.25,0.00,Matches
232,Victor Enriquez,,MF,Portland Timbers,17,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,Matches
233,Victor Eriksson,se SWE,DF,Minnesota Utd,23,2000,1.8,0.56,0.56,0.56,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.56,3.89,0.56,Matches
234,Franco Escobar,ar ARG,DF,Houston Dynamo,28,1995,20.2,3.81,2.33,1.83,1.49,0.50,2.23,3.37,66.2,1.14,1.39,0.30,1.09,1.34,5.15,2.13,0.00,Matches
235,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,28,1995,33.0,1.21,0.64,0.33,0.48,0.39,0.45,1.70,26.8,1.24,1.15,0.03,1.12,0.55,1.76,0.94,0.00,Matches
236,Derrick Etienne,ht HAI,"MF,FW",Toronto FC,27,1996,18.3,0.60,0.55,0.11,0.33,0.16,0.27,0.66,41.7,0.38,0.93,0.16,0.77,0.38,0.98,0.60,0.00,Matches
237,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,27,1996,0.3,3.33,3.33,3.33,0.00,0.00,3.33,3.33,100.0,0.00,0.00,0.00,0.00,6.67,10.0,0.00,0.00,Matches
238,Evander,br BRA,MF,Portland Timbers,25,1998,27.3,1.21,0.81,0.37,0.44,0.40,0.66,1.47,45.0,0.81,0.66,0.04,0.62,0.26,1.47,0.40,0.00,Matches
239,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,28,1995,18.6,0.91,0.48,0.48,0.27,0.16,0.43,1.02,42.1,0.59,0.70,0.05,0.65,0.27,1.18,0.54,0.00,Matches
240,Marco Farfan,us USA,DF,FC Dallas,25,1998,22.5,2.18,1.38,1.24,0.71,0.22,1.11,1.60,69.4,0.49,0.80,0.36,0.44,0.98,3.16,1.82,0.00,Matches
241,Bryant Farkarlun,lr LBR,FW,Austin,22,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
242,Andrew Farrell,us USA,"DF,MF",NE Revolution,31,1992,6.1,1.31,1.15,0.98,0.33,0.00,0.82,1.15,71.4,0.33,1.15,0.98,0.16,0.49,1.80,1.97,0.00,Matches
243,Logan Farrington,us USA,"FW,MF",FC Dallas,22,2001,13.6,0.96,0.59,0.22,0.51,0.22,0.29,0.88,33.3,0.59,1.10,0.15,0.96,0.44,1.40,1.03,0.07,Matches
244,Mohamed Farsi,dz ALG,DF,Columbus Crew,24,1999,20.8,1.01,0.67,0.43,0.34,0.24,0.53,0.91,57.9,0.38,0.96,0.10,0.87,0.34,1.35,1.20,0.00,Matches
245,Felipe,br BRA,"MF,FW",Orlando City,33,1990,3.9,2.82,2.56,1.79,1.03,0.00,2.05,3.59,57.1,1.54,0.77,0.00,0.77,1.54,4.36,1.79,0.26,Matches
246,Joaquín Fernández,es ESP,DF,Sporting KC,27,1996,1.3,3.85,0.77,3.08,0.00,0.77,3.08,3.08,100.0,0.00,1.54,1.54,0.00,2.31,6.15,4.62,0.00,Matches
247,Julián Fernández,ar ARG,"FW,MF",NYCFC,20,2004,7.5,1.47,1.07,0.40,0.80,0.27,0.40,0.93,42.9,0.53,2.00,0.00,2.00,0.67,2.13,0.00,0.13,Matches
248,Omir Fernandez,us USA,"FW,MF",Colorado Rapids,24,1999,18.8,1.38,0.96,0.32,0.59,0.48,0.74,1.38,53.8,0.64,0.85,0.05,0.80,0.53,1.91,0.48,0.00,Matches
249,Jesús Ferreira,us USA,"MF,FW",FC Dallas,23,2000,14.7,1.22,0.82,0.82,0.34,0.07,0.48,1.09,43.8,0.61,0.54,0.07,0.48,0.34,1.56,0.75,0.00,Matches
250,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,8.0,0.63,0.38,0.00,0.38,0.25,0.13,1.13,11.1,1.00,1.00,0.13,0.88,0.00,0.63,0.50,0.00,Matches
251,Ethan Finlay,us USA,"FW,MF",Austin,33,1990,9.2,1.41,0.65,0.43,0.43,0.54,0.76,1.63,46.7,0.87,0.76,0.11,0.65,0.11,1.52,0.98,0.00,Matches
252,Nicolas Firmino,us USA,"FW,MF",Atlanta Utd,23,2001,1.8,0.56,0.56,0.00,0.56,0.00,0.56,0.56,100.0,0.00,1.11,0.00,1.11,0.56,1.11,0.00,0.00,Matches
253,Leon Flach,us USA,MF,Philadelphia Union,22,2001,20.3,2.46,1.28,1.23,1.03,0.20,1.13,1.87,60.5,0.74,1.53,0.25,1.28,2.07,4.53,1.08,0.00,Matches
254,Kristian Fletcher,us USA,"FW,MF",D.C. United,18,2005,2.7,1.11,0.74,0.74,0.37,0.00,1.11,2.96,37.5,1.85,1.48,0.00,1.48,0.74,1.85,1.11,0.00,Matches
255,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,21,2002,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,5.00,0.00,0.00,2.50,0.00,Matches
256,Deybi Flores,hn HON,MF,Toronto FC,27,1996,23.2,2.80,1.90,1.25,1.34,0.22,1.16,2.59,45.0,1.42,0.95,0.34,0.60,1.55,4.35,2.07,0.04,Matches
257,CJ Fodrey,us USA,"FW,MF",Austin,19,2004,2.2,2.27,0.91,0.45,0.91,0.91,0.45,1.82,25.0,1.36,0.45,0.00,0.45,0.45,2.73,0.45,0.00,Matches
258,Nathan Fogaça,br BRA,"FW,MF",Portland Timbers,24,1999,2.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.0,1.00,0.50,0.00,0.50,1.00,1.00,1.00,0.00,Matches
259,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,15.7,1.40,0.83,0.83,0.51,0.06,0.83,2.23,37.1,1.40,1.27,0.38,0.89,1.59,2.99,2.80,0.00,Matches
260,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,15.1,0.86,0.66,0.07,0.40,0.40,0.26,1.06,25.0,0.79,0.46,0.07,0.40,0.26,1.13,0.26,0.00,Matches
261,Ajani Fortune,tt TRI,"MF,FW",Atlanta Utd,21,2002,14.5,1.86,1.45,0.83,0.83,0.21,0.83,1.38,60.0,0.55,0.90,0.34,0.55,1.17,3.03,1.10,0.00,Matches
262,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
