team,name,roster_designation,current_status,contract_thru,option_years,category,roster_model,team_gam_2025
SPORTING KANSAS CITY,Johnny Russell,TAM Player,,2024,,TAM Player,Designated Player Model,
SPORTING KANSAS CITY,Dániel Sallói,Designated Player,,2026,,Designated Player,Designated Player Model,
SPORTING KANSAS CITY,Khiry Shelton,,,2025,2026,Standard,Designated Player Model,
SPORTING KANSAS CITY,Erik Thommy,TAM Player,,2024,2025,TAM Player,Designated Player Model,
SPORTING KANSAS CITY,Robert Voloder,U22 Initiative,,2024,2025,U22 Initiative,Designated Player Model,
SPORTING KANSAS CITY,Rémi Walter,TAM Player,,2024,,TAM Player,Designated Player Model,
SPORTING KANSAS CITY,Stephen Afrifa,,,2024,"2025, 2026",Standard,Designated Player Model,
SPORTING KANSAS CITY,Robert Castellanos,,,2024,2025,Standard,Designated Player Model,
SPORTING KANSAS CITY,Ozzie Cisneros,Homegrown Player,Unavailable – On Loan,2024,2025,Homegrown,Designated Player Model,
SPORTING KANSAS CITY,Jake Davis,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
SPORTING KANSAS CITY,Danny Flores,,,2024,"2025, 2026",Standard,Designated Player Model,
SPORTING KANSAS CITY,Chris Rindov,,,2024,"2025, 2026",Standard,Designated Player Model,
SPORTING KANSAS CITY,Memo Rodríguez,,,2024,2025,Standard,Designated Player Model,
SPORTING KANSAS CITY,Ryan Schewe,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
SPORTING KANSAS CITY,Alenis Vargas,,,2026,2027,Standard,Designated Player Model,
LA GALAXY,Julián Aude,U22 Initiative,,2027,,U22 Initiative,Designated Player Model,
LA GALAXY,Miguel Berry,,,2025,2026,Standard,Designated Player Model,
LA GALAXY,Gastón Brugman,TAM Player,,2025,2026,TAM Player,Designated Player Model,
LA GALAXY,Martín Cáceres,,,2024,2025,Standard,Designated Player Model,
LA GALAXY,Edwin Cerrillo,,,2026,2027,Standard,Designated Player Model,
LA GALAXY,Mark Delgado,TAM Player,,2024,2025,TAM Player,Designated Player Model,
LA GALAXY,Diego Fagúndez,TAM Player,,2025,2026,TAM Player,Designated Player Model,
LA GALAXY,Emiro Garces,TAM Player,,2028,,TAM Player,Designated Player Model,
LA GALAXY,Dejan Joveljic,U22 Initiative,,2025,,U22 Initiative,Designated Player Model,
LA GALAXY,John McCarthy,,,2025,,Standard,Designated Player Model,
LA GALAXY,Novak Micovic,,,2026,2027,Standard,Designated Player Model,
LA GALAXY,John Nelson,,,2025,2026,Standard,Designated Player Model,
LA GALAXY,Joseph Paintsil,Designated Player,,2027,,Designated Player,Designated Player Model,
LA GALAXY,Gabriel Pec,Young Designated Player,,2028,,Designated Player,Designated Player Model,
LA GALAXY,Riqui Puig,Designated Player,,2027,,Designated Player,Designated Player Model,
LA GALAXY,Marco Reus,TAM Player,,2026,,TAM Player,Designated Player Model,
LA GALAXY,Miki Yamane,TAM Player,,2026,,TAM Player,Designated Player Model,
LA GALAXY,Maya Yoshida,TAM Player,,2024,,TAM Player,Designated Player Model,
LA GALAXY,Aaron Bibout,,Unavailable – On Loan,2025,"2026, 2027",Standard,Designated Player Model,
LA GALAXY,Mauricio Cuevas,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,
LA GALAXY,Tucker Lepley,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
LA GALAXY,Jalen Neal,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
LA GALAXY,Isaiah Parente,,,2024,"2025, 2026",Standard,Designated Player Model,
LA GALAXY,Ruben Ramos Jr.,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
LA GALAXY,Brady Scott,,,2024,"2025, 2026",Standard,Designated Player Model,
LA GALAXY,Gino Vivi,,Unavailable – On Loan,2024,"2025, 2026",Standard,Designated Player Model,
LA GALAXY,Eriq Zavaleta,,,2024,,Standard,Designated Player Model,
LOS ANGELES FOOTBALL CLUB,Tomás Ángel,,Unavailable – On Loan,2026,2027,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Eduard Atuesta,TAM Player,Loan Player,2024,PT: 2027,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Mateusz Bogusz,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Dénis Bouanga,Designated Player,,2027,2028,Designated Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Omar Campos,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Maxime Chanot,,,2025,,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Olivier Giroud,Designated Player,,2025,2026,Designated Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Thomas Hasal,,,2025,2026,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Ryan Hollingshead,,,2025,,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Hugo Lloris,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Aaron Long,TAM Player,,2024,,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Marlon,TAM Player,,2024,June 2025,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,David Martínez,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Jesús Murillo,TAM Player,,2024,,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Lewis O’Brien,TAM Player,Loan Player,2024,PT: 2027; 2028,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Cristian Olivera,U22 Initiative,,2026,2027,U22 Initiative,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Sergi Palencia,,,2024,2025,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Ilie Sánchez,TAM Player,,2024,,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Eddie Segura,,,2024,2026,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Timothy Tillman,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Carlos Vela,,,2024,2025,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Luca Bombino,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Lorenzo Dellavalle,,Unavailable – SEI,2026,2027,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Érik Dueñas,Homegrown Player,,2024,,Homegrown,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Kei Kamara,,,2024,2025,Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Luis Müller,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Tommy Musto,,,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,David Ochoa,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Nathan Ordaz,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Diego Rosales,,,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Adrian Wibowo,Homegrown Player,,2024,"2025, 2026, 2027",Homegrown,U22 Initiative Player Model,
LOS ANGELES FOOTBALL CLUB,Bajung Darboe,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,U22 Initiative Player Model,
INTER MIAMI CF,Jordi Alba,TAM Player,,2024,2025,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,Tomás Avilés,U22 Initiative,,2026,"2027, 2028",U22 Initiative,U22 Initiative Player Model,
INTER MIAMI CF,Sergio Busquets,Designated Player,,2025,,Designated Player,U22 Initiative Player Model,
INTER MIAMI CF,Drake Callender,,,2025,2026,Standard,U22 Initiative Player Model,
INTER MIAMI CF,Leonardo Campana,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,Benjamin Cremaschi,U22 Initiative/ Homegrown Player,,2027,2028,U22 Initiative,U22 Initiative Player Model,
INTER MIAMI CF,Facundo Farías,U22 Initiative,Unavailable – SEI,2026,"2027, 2028",U22 Initiative,U22 Initiative Player Model,
INTER MIAMI CF,Nicolás Freire,TAM Player,"Loan Player, Unavailable – SEI",2024,,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,Diego Gómez,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,Julian Gressel,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,Sergii Kryvtsov,TAM Player,,2024,2025,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,David Martínez,TAM Player,Loan Player,July 2025,PT: 2027; 2028,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,Lionel Messi,Designated Player,,2025,,Designated Player,U22 Initiative Player Model,
INTER MIAMI CF,Franco Negri,,,2024,2025,Standard,U22 Initiative Player Model,
INTER MIAMI CF,Federico Redondo,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,
INTER MIAMI CF,Emerson Rodríguez,U22 Initiative,Unavailable – On Loan,2025,2026,U22 Initiative,U22 Initiative Player Model,
INTER MIAMI CF,Matías Rojas,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
INTER MIAMI CF,Luis Suárez,TAM Player,,2024,,TAM Player,U22 Initiative Player Model,
INTER MIAMI CF,Robert Taylor,,,2026,2027,Standard,U22 Initiative Player Model,
INTER MIAMI CF,Óscar Ustari,,,2024,,Standard,U22 Initiative Player Model,
INTER MIAMI CF,Marcelo Weigandt,,Loan Player,2024,PT: 2025,Standard,U22 Initiative Player Model,
INTER MIAMI CF,Leo Afonso,,,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
INTER MIAMI CF,Noah Allen,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,
INTER MIAMI CF,Yannick Bright,,,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
INTER MIAMI CF,CJ dos Santos,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
INTER MIAMI CF,Ian Fray,Homegrown Player,,2024,2025,Homegrown,U22 Initiative Player Model,
INTER MIAMI CF,Cole Jensen,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
INTER MIAMI CF,David Ruiz,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,
INTER MIAMI CF,Ryan Sailor,,,2024,2025,Standard,U22 Initiative Player Model,
INTER MIAMI CF,Lawson Sunderland,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
INTER MIAMI CF,Israel Boatwright,Homegrown Player,,2026,"2027, 2028",Homegrown,U22 Initiative Player Model,
INTER MIAMI CF,Tyler Hall,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,
INTER MIAMI CF,Santiago Morales,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,
INTER MIAMI CF,Felipe Valencia,Homegrown Player,,2024,2025,Homegrown,U22 Initiative Player Model,
MINNESOTA UNITED FC,Michael Boxall,,,2024,,Standard,Designated Player Model,
MINNESOTA UNITED FC,Alejandro Bran,,Unavailable – On Loan,2025,"2026, 2027",Standard,Designated Player Model,
MINNESOTA UNITED FC,Ethan Bristow,,Unavailable – SEI,2025,2026,Standard,Designated Player Model,
MINNESOTA UNITED FC,Jefferson Diaz,,,2026,2027,Standard,Designated Player Model,
MINNESOTA UNITED FC,Derek Dodson,,Unavailable – On Loan,2024,"2025, 2026",Standard,Designated Player Model,
MINNESOTA UNITED FC,Hassani Dotson,,,2024,2025,Standard,Designated Player Model,
MINNESOTA UNITED FC,Franco Fragapane,TAM Player,,2024,,TAM Player,Designated Player Model,
MINNESOTA UNITED FC,Bongokuhle Hlongwane,U22 Initiative,,2024,2025,U22 Initiative,Designated Player Model,
MINNESOTA UNITED FC,Clint Irwin,,,2024,2025,Standard,Designated Player Model,
MINNESOTA UNITED FC,Sang Bin Jeong,U22 Initiative,,2025,2026,U22 Initiative,Designated Player Model,
MINNESOTA UNITED FC,Matúš Kmeť,,,2026,2027,Standard,Designated Player Model,
MINNESOTA UNITED FC,Robin Lod,TAM Player,,2025,2026,TAM Player,Designated Player Model,
MINNESOTA UNITED FC,Anthony Markanich Jr,,,2024,2025,Standard,Designated Player Model,
MINNESOTA UNITED FC,Mikael Marques,,Unavailable – On Loan,2025,2026,Standard,Designated Player Model,
MINNESOTA UNITED FC,Joaquín Pereyra,Designated Player,,2027,2028,Designated Player,Designated Player Model,
MINNESOTA UNITED FC,Teemu Pukki,Designated Player,,June 2025,2025,Designated Player,Designated Player Model,
MINNESOTA UNITED FC,Dayne St. Clair,,,2024,2025,Standard,Designated Player Model,
MINNESOTA UNITED FC,Miguel Tapias,TAM Player,,2025,2026,TAM Player,Designated Player Model,
MINNESOTA UNITED FC,DJ Taylor,,,2025,2026,Standard,Designated Player Model,
MINNESOTA UNITED FC,Wil Trapp,,,2024,2025,Standard,Designated Player Model,
MINNESOTA UNITED FC,Patrick Weah,Homegrown Player,Unavailable – On Loan,2024,2025,Homegrown,Designated Player Model,
MINNESOTA UNITED FC,Kelvin Yeboah,Designated Player,,2027,2028,Designated Player,Designated Player Model,
MINNESOTA UNITED FC,Jordan Adebayo-Smith,,,2026,2027,Standard,Designated Player Model,
MINNESOTA UNITED FC,Hugo Bacharach,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
MINNESOTA UNITED FC,Morris Duggan,,Unavailable – On Loan,2024,"2025, 2026, 2027",Standard,Designated Player Model,
MINNESOTA UNITED FC,Carlos Harvey,,,2025,2026,Standard,Designated Player Model,
MINNESOTA UNITED FC,Loïc Mesanvi,,,2025,"2026, 2027",Standard,Designated Player Model,
MINNESOTA UNITED FC,Moses Nyeman,,,2024,"2025, 2026",Standard,Designated Player Model,
MINNESOTA UNITED FC,Tanitoluwa Oluwaseyi,,,2024,2025,Standard,Designated Player Model,
MINNESOTA UNITED FC,Devin Padelford,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
MINNESOTA UNITED FC,Joseph Rosales,,,2027,2028,Standard,Designated Player Model,
MINNESOTA UNITED FC,Samuel Shashoua,,,2024,"2025, 2026",Standard,Designated Player Model,
MINNESOTA UNITED FC,Zarek Valentin,,,2024,,Standard,Designated Player Model,
MINNESOTA UNITED FC,Fernando Álvarez,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Dawid Bugaj,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,George Campbell,U22 Initiative,,2025,2026,U22 Initiative,U22 Initiative Player Model,
MINNESOTA UNITED FC,Matías Cóccaro,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,
MINNESOTA UNITED FC,Gabriele Corbo,,,2024,2025,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Bryce Duke,,,2025,2026,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Raheem Edwards,,,2024,2025,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Dominic Iankov,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,
MINNESOTA UNITED FC,Sunusi Ibrahim,U22 Initiative,,2026,2027,U22 Initiative,U22 Initiative Player Model,
MINNESOTA UNITED FC,Lassi Lappalainen,TAM Player,,2024,2025,TAM Player,U22 Initiative Player Model,
MINNESOTA UNITED FC,Jahkeele Marshall-Rutty,,,2027,2028,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Josef Martínez,TAM Player,,2024,2025,TAM Player,U22 Initiative Player Model,
MINNESOTA UNITED FC,Kwadwo Opoku,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
MINNESOTA UNITED FC,Tom Pearce,,,2026,2027,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Samuel Piette,,,2025,2026,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Joaquín Sosa,U22 Initiative,Loan Player,2024,,U22 Initiative,U22 Initiative Player Model,
MINNESOTA UNITED FC,Róbert Thorkelsson,,Unavailable - On Loan,2024,2025,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Victor Wanyama,Designated Player,,2024,,Designated Player,U22 Initiative Player Model,
MINNESOTA UNITED FC,Joel Waterman,,,2024,2025,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Alessandro Biello,Homegrown Player,,2025,"2026, 2027, 2028",Homegrown,U22 Initiative Player Model,
MINNESOTA UNITED FC,Sebastian Breza,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Caden Clark,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Grayson Doody,,Unavailable - On Loan,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Ilias Iliadis,,Unavailable - On Loan,2024,"2025, 2026",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Ousman Jabang,,Unavailable - On Loan,2024,"2025, 2026",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Logan Ketterer,,,2024,,Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Nathan Saliba,Homegrown Player,,2024,"2025, 2026",Homegrown,U22 Initiative Player Model,
MINNESOTA UNITED FC,Jonathan Sirois,Homegrown Player,,2026,2027,Homegrown,U22 Initiative Player Model,
MINNESOTA UNITED FC,Jules-Anthony Vilsaint,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
MINNESOTA UNITED FC,Rida Zouhir,Homegrown Player,Unavailable - On Loan,2024,2025,Homegrown,U22 Initiative Player Model,
MINNESOTA UNITED FC,Matteo Schiavoni,,Unavailable - On Loan,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
NASHVILLE SC,Brian Anunga,,,2024,2025,Standard,Designated Player Model,
NASHVILLE SC,Tyler Boyd,TAM Player,Unavailable – SEI,2026,2027,TAM Player,Designated Player Model,
NASHVILLE SC,Teal Bunbury,,,2025,,Standard,Designated Player Model,
NASHVILLE SC,Sean Davis,TAM Player,,2025,2026,TAM Player,Designated Player Model,
NASHVILLE SC,Aníbal Godoy,TAM Player,,2024,2025,TAM Player,Designated Player Model,
NASHVILLE SC,Randall Leal,TAM Player,,2025,2026,TAM Player,Designated Player Model,
NASHVILLE SC,Daniel Lovitz,,,2025,2026,Standard,Designated Player Model,
NASHVILLE SC,Lukas MacNaughton,,,2024,2025,Standard,Designated Player Model,
NASHVILLE SC,Jack Maher,TAM Player,,2027,,TAM Player,Designated Player Model,
NASHVILLE SC,Shaq Moore,TAM Player,,2025,2026,TAM Player,Designated Player Model,
NASHVILLE SC,Hany Mukhtar,Designated Player,,2026,2027,Designated Player,Designated Player Model,
NASHVILLE SC,Alex Muyl,,,2025,2026,Standard,Designated Player Model,
NASHVILLE SC,Elliot Panicco,,,2025,"2026, 2027",Standard,Designated Player Model,
NASHVILLE SC,Jonathan Pérez,,Loan Player,2025,PT: 2026; 2027,Standard,Designated Player Model,
NASHVILLE SC,Jacob Shaffelburg,,,2026,2027,Standard,Designated Player Model,
NASHVILLE SC,Sam Surridge,Designated Player,,2026,2027,Designated Player,Designated Player Model,
NASHVILLE SC,Joe Willis,,,2025,2026,Standard,Designated Player Model,
NASHVILLE SC,Patrick Yazbek,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,
NASHVILLE SC,Dru Yearwood,U22 Initiative,,2024,,U22 Initiative,Designated Player Model,
NASHVILLE SC,Walker Zimmerman,Designated Player,,2025,,Designated Player,Designated Player Model,
NASHVILLE SC,Forster Ajago,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
NASHVILLE SC,Josh Bauer,,,2024,,Standard,Designated Player Model,
NASHVILLE SC,Julian Gaines,,,2024,"2025, 2026",Standard,Designated Player Model,
NASHVILLE SC,Brent Kallman,,,2024,,Standard,Designated Player Model,
NASHVILLE SC,Ben Martino,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
NASHVILLE SC,Amar Sejdić,,,2024,2025,Standard,Designated Player Model,
NASHVILLE SC,Joey Skinner,Generation adidas,,2024,"2025, 2026",Generation Adidas,Designated Player Model,
NASHVILLE SC,Taylor Washington,,,2025,,Standard,Designated Player Model,
NASHVILLE SC,Woobens Pacius,,Unavailable – On Loan,2025,"2026, 2027",Standard,Designated Player Model,
NASHVILLE SC,Isaiah Jones,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
NASHVILLE SC,Adem Sipic,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
NEW ENGLAND REVOLUTION,Xavier Arreaga,TAM Player,,2024,2025,TAM Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Emmanuel Boateng,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Dylan Borrero,U22 Initiative,,2024,2025,U22 Initiative,Designated Player Model,
NEW ENGLAND REVOLUTION,Brandon Bye,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Tomás Chancalay,Designated Player,Unavailable – SEI,2026,2027,Designated Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Andrew Farrell,TAM Player,,2024,2025,TAM Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Carles Gil,Designated Player,,2026,2027,Designated Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Nacho Gil,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Ian Harkes,,,2025,,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Mark-Anthony Kaye,TAM Player,,2025,2026,TAM Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Luca Langoni,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,
NEW ENGLAND REVOLUTION,Nick Lima,,,2024,,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Tommy McNamara,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Jonathan Mensah,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Tim Parker,TAM Player,,2024,,TAM Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Matt Polster,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Dave Romney,TAM Player,,2024,2025,TAM Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Will Sands,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Giacomo Vrioni,Designated Player,,2025,2026,Designated Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Bobby Wood,,,2024,,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Alhassan Yusuf,TAM Player,,2027,2028,TAM Player,Designated Player Model,
NEW ENGLAND REVOLUTION,Esmir Bajraktarevic,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,
NEW ENGLAND REVOLUTION,Noel Buck,Homegrown Player,Unavailable – On Loan,2025,2026,Homegrown,Designated Player Model,
NEW ENGLAND REVOLUTION,Earl Edwards Jr.,,,2024,2025,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Malcolm Fry,Homegrown Player,,2026,2027,Homegrown,Designated Player Model,
NEW ENGLAND REVOLUTION,Aljaž Ivačič,,,2025,2026,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Peyton Miller,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
NEW ENGLAND REVOLUTION,Jack Panayotou,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,Designated Player Model,
NEW ENGLAND REVOLUTION,Damian Rivera,Homegrown Player,Unavailable – On Loan,2024,,Homegrown,Designated Player Model,
NEW ENGLAND REVOLUTION,Ryan Spaulding,,,2024,,Standard,Designated Player Model,
NEW ENGLAND REVOLUTION,Santiago Suárez,Homegrown Player,,2026,2027,Homegrown,Designated Player Model,
NEW YORK CITY FC,Nicolás Acevedo,U22 Initiative,Unavailable – On Loan,2025,2026,U22 Initiative,U22 Initiative Player Model,
NEW YORK CITY FC,Thiago Andrade,TAM Player,Unavailable – On Loan,2024,2025,TAM Player,U22 Initiative Player Model,
NEW YORK CITY FC,Mounsef Bakrar,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
NEW YORK CITY FC,Luis Barraza,,,2024,2025,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Julián Fernández,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,
NEW YORK CITY FC,Matt Freese,,,2026,2027,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Tayvon Gray,,,2025,2026,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Mitja Ilenic,,,2026,2027,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Talles Magno,Young Designated Player,Unavailable – On Loan,2027,,Designated Player,U22 Initiative Player Model,
NEW YORK CITY FC,Alonso Martínez,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Thiago Martins,Designated Player,,2025,2026,Designated Player,U22 Initiative Player Model,
NEW YORK CITY FC,Jovan Mijatović,U22 Initiative,,2028,2029,U22 Initiative,U22 Initiative Player Model,
NEW YORK CITY FC,Maximiliano Moralez,,,2024,,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Agustín Ojeda,U22 Initiative,,2028,2029,U22 Initiative,U22 Initiative Player Model,
NEW YORK CITY FC,Kevin O'Toole,,,2025,2026,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Keaton Parks,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,
NEW YORK CITY FC,Andrés Perea,,,2025,2026,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Birk Risa,,,2025,2026,Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Santiago Rodríguez,Designated Player,,2027,,Designated Player,U22 Initiative Player Model,
NEW YORK CITY FC,James Sands,TAM Player,,2027,,TAM Player,U22 Initiative Player Model,
NEW YORK CITY FC,Strahinja Tanasijević,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Hannes Wolf,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,
NEW YORK CITY FC,Justin Haak,Homegrown Player,,2025,,Homegrown,U22 Initiative Player Model,
NEW YORK CITY FC,Rio Hope-Gund,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Malachi Jones,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Christian McFarlane,Homegrown Player,,2026,2027,Homegrown,U22 Initiative Player Model,
NEW YORK CITY FC,Tomás Romero,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
NEW YORK CITY FC,Andrew Baiera,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,
NEW YORK CITY FC,Maximo Carrizo,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,
NEW YORK CITY FC,Alex Rando,Homegrown Player,,2024,"2025, 2026, 2027",Homegrown,U22 Initiative Player Model,
NEW YORK CITY FC,Jonathan Shore,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,
NEW YORK CITY FC,Zidane Yañez,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,
NEW YORK RED BULLS,Cory Burke,,,2024,2025,Standard,Designated Player Model,
NEW YORK RED BULLS,Felipe Carballo,Designated Player,Loan Player,June 2025,PT: 2027; 2028,Designated Player,Designated Player Model,
