0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
428,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,18,2004,27,13,1018,11.3,0.27,0.09,0.35,0.27,0.00,0.00,0.35,0.00,0.28,0.28,0.06,0.35,2.48,0.97,5.93,0.27,0.09,0.35,0.27,0.35,0.28,0.07,0.35,0.28,0.35,Matches
429,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,24,1998,8,5,352,3.9,0.00,0.26,0.26,0.00,0.00,0.00,0.26,0.00,0.10,0.10,0.13,0.23,1.54,4.87,5.90,0.00,0.26,0.26,0.00,0.26,0.10,0.13,0.23,0.10,0.23,Matches
430,Filip Krastev,bg BUL,MF,LAFC,21,2001,9,0,158,1.8,0.56,0.00,0.56,0.56,0.00,0.00,0.00,0.00,0.33,0.33,0.11,0.44,3.33,6.67,2.22,0.57,0.00,0.57,0.57,0.57,0.37,0.10,0.47,0.37,0.47,Matches
431,Damir Kreilach,hr CRO,"FW,MF",Real Salt Lake,33,1989,27,15,1317,14.6,0.27,0.07,0.34,0.27,0.00,0.00,0.21,0.00,0.25,0.25,0.04,0.29,0.41,2.60,4.04,0.27,0.07,0.34,0.27,0.34,0.24,0.04,0.29,0.24,0.29,Matches
432,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,31,1991,26,25,2111,23.5,0.04,0.00,0.04,0.04,0.00,0.00,0.21,0.00,0.05,0.05,0.00,0.06,0.26,2.68,0.09,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Matches
433,Theodore Ku-Dipietro,us USA,"FW,MF",D.C. United,21,2002,26,12,1167,13.0,0.38,0.15,0.54,0.38,0.00,0.00,0.00,0.00,0.35,0.35,0.14,0.48,2.92,3.54,5.92,0.39,0.15,0.54,0.39,0.54,0.34,0.14,0.48,0.34,0.48,Matches
434,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,29,1993,25,10,1073,11.9,0.00,0.25,0.25,0.00,0.00,0.00,0.17,0.00,0.21,0.21,0.19,0.39,2.86,3.95,3.78,0.00,0.25,0.25,0.00,0.25,0.21,0.19,0.40,0.21,0.40,Matches
435,Jojea Kwizera,rw RWA,DF,CF Montréal,24,1999,4,1,133,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.07,0.13,2.67,4.00,10.7,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches
436,Mathías Laborda,uy URU,DF,Vancouver W'caps,23,1999,23,17,1536,17.1,0.06,0.00,0.06,0.06,0.00,0.00,0.47,0.06,0.08,0.08,0.07,0.15,0.94,2.57,2.05,0.06,0.00,0.06,0.06,0.06,0.08,0.07,0.15,0.08,0.15,Matches
437,Kevon Lambert,jm JAM,DF,Real Salt Lake,25,1997,2,0,24,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
438,Lassi Lappalainen,fi FIN,"DF,FW",CF Montréal,24,1998,21,13,1034,11.5,0.17,0.26,0.43,0.17,0.00,0.00,0.00,0.00,0.19,0.19,0.14,0.32,3.65,3.22,6.78,0.17,0.26,0.44,0.17,0.44,0.19,0.14,0.33,0.19,0.33,Matches
439,Oliver Larraz,us USA,MF,Colorado Rapids,21,2001,1,0,22,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
440,Richie Laryea,ca CAN,DF,Toronto FC,28,1995,18,18,1610,17.9,0.11,0.17,0.28,0.11,0.00,0.00,0.22,0.00,0.04,0.04,0.08,0.13,3.24,4.58,3.52,0.11,0.17,0.28,0.11,0.28,0.04,0.09,0.13,0.04,0.13,Matches
441,Richie Laryea,ca CAN,"FW,DF",Vancouver W'caps,28,1995,12,12,948,10.5,0.10,0.19,0.29,0.10,0.00,0.00,0.19,0.00,0.11,0.11,0.10,0.22,2.95,2.95,6.00,0.09,0.19,0.28,0.09,0.28,0.12,0.10,0.21,0.12,0.21,Matches
442,Ariel Lassiter,cr CRC,"FW,MF",Inter Miami,28,1994,7,0,150,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.12,0.29,3.53,2.94,12.4,0.00,0.00,0.00,0.00,0.00,0.20,0.11,0.31,0.20,0.31,Matches
443,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,28,1994,25,17,1597,17.7,0.06,0.11,0.17,0.06,0.00,0.06,0.17,0.00,0.19,0.15,0.14,0.28,3.11,3.39,7.80,0.06,0.11,0.17,0.06,0.17,0.19,0.14,0.32,0.14,0.28,Matches
444,Kemar Lawrence,jm JAM,DF,Minnesota Utd,30,1992,14,13,1116,12.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.12,0.15,0.97,4.03,4.92,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.14,0.02,0.14,Matches
445,Randall Leal,cr CRC,"MF,FW",Nashville SC,26,1997,21,15,1144,12.7,0.24,0.00,0.24,0.24,0.00,0.00,0.24,0.00,0.13,0.13,0.26,0.39,1.89,4.88,4.41,0.24,0.00,0.24,0.24,0.24,0.12,0.26,0.39,0.12,0.39,Matches
446,Richy Ledezma,us USA,"MF,FW",NYCFC,22,2000,23,14,1187,13.2,0.00,0.30,0.30,0.00,0.00,0.00,0.23,0.00,0.21,0.21,0.19,0.40,1.89,6.44,5.61,0.00,0.30,0.30,0.00,0.30,0.21,0.19,0.40,0.21,0.40,Matches
447,Kelvin Leerdam,sr SUR,DF,LA Galaxy,32,1990,20,13,1204,13.4,0.07,0.07,0.15,0.07,0.00,0.00,0.15,0.00,0.05,0.05,0.10,0.16,0.37,3.43,1.94,0.07,0.07,0.15,0.07,0.15,0.05,0.11,0.16,0.05,0.16,Matches
448,Tim Leibold,de GER,DF,Sporting KC,29,1993,17,9,872,9.7,0.00,0.21,0.21,0.00,0.00,0.00,0.21,0.00,0.04,0.04,0.12,0.15,3.61,6.60,7.01,0.00,0.21,0.21,0.00,0.21,0.04,0.12,0.16,0.04,0.16,Matches
449,Brooks Lennon,us USA,DF,Atlanta Utd,25,1997,33,32,2881,32.0,0.13,0.28,0.41,0.13,0.00,0.00,0.09,0.00,0.08,0.08,0.16,0.24,2.72,3.94,7.53,0.12,0.28,0.41,0.12,0.41,0.08,0.16,0.24,0.08,0.24,Matches
450,Jonathan Lewis,us USA,"FW,MF",Colorado Rapids,25,1997,26,12,1192,13.2,0.08,0.00,0.08,0.08,0.00,0.00,0.08,0.00,0.23,0.23,0.06,0.29,3.26,1.21,7.05,0.08,0.00,0.08,0.08,0.08,0.23,0.06,0.29,0.23,0.29,Matches
451,Danny Leyva,us USA,MF,Colorado Rapids,19,2003,16,6,636,7.1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.03,0.03,0.08,0.11,1.13,4.37,2.96,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches
452,Danny Leyva,us USA,"MF,FW",Seattle Sounders,19,2003,3,0,21,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453,Nick Lima,us USA,DF,Austin,28,1994,33,25,2426,27.0,0.04,0.11,0.15,0.04,0.00,0.00,0.22,0.00,0.03,0.03,0.14,0.18,1.41,3.85,3.04,0.04,0.11,0.15,0.04,0.15,0.03,0.14,0.18,0.03,0.18,Matches
454,Jaylin Lindsey,us USA,DF,Charlotte,22,2000,21,15,1305,14.5,0.07,0.14,0.21,0.07,0.00,0.00,0.21,0.00,0.07,0.07,0.07,0.14,1.31,4.48,2.14,0.07,0.14,0.21,0.07,0.21,0.07,0.07,0.14,0.07,0.14,Matches
455,Sebastian Lletget,us USA,"MF,FW",FC Dallas,30,1992,19,15,1160,12.9,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0.08,0.08,0.12,0.19,1.24,5.12,4.11,0.00,0.16,0.16,0.00,0.16,0.07,0.12,0.19,0.07,0.19,Matches
456,Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,28,1994,9,6,464,5.2,0.58,0.77,1.35,0.58,0.00,0.00,0.00,0.00,0.35,0.35,0.33,0.67,4.81,2.50,11.0,0.58,0.78,1.36,0.58,1.36,0.34,0.33,0.67,0.34,0.67,Matches
457,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,29,1993,10,10,898,10.0,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.15,0.29,2.00,6.60,4.10,0.00,0.10,0.10,0.00,0.10,0.14,0.15,0.29,0.14,0.29,Matches
458,Nicolás Lodeiro,uy URU,"MF,FW",Seattle Sounders,33,1989,33,28,2478,27.5,0.04,0.18,0.22,0.00,0.04,0.04,0.22,0.00,0.16,0.13,0.22,0.35,2.33,8.55,8.95,0.04,0.18,0.22,0.00,0.18,0.16,0.22,0.37,0.13,0.34,Matches
459,Jasper Löffelsend,de GER,MF,Real Salt Lake,25,1997,21,15,1130,12.6,0.08,0.08,0.16,0.08,0.00,0.00,0.16,0.00,0.06,0.06,0.09,0.15,0.79,5.40,3.17,0.08,0.08,0.16,0.08,0.16,0.07,0.09,0.16,0.07,0.16,Matches
460,Aaron Long,us USA,DF,LAFC,30,1992,21,17,1519,16.9,0.00,0.06,0.06,0.00,0.00,0.00,0.18,0.00,0.04,0.04,0.04,0.07,0.12,1.83,0.12,0.00,0.06,0.06,0.00,0.06,0.03,0.04,0.07,0.03,0.07,Matches
461,Erik López,py PAR,"FW,MF",Atlanta Utd,21,2001,1,0,26,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
462,Marvin Loría,cr CRC,"FW,MF",Portland Timbers,25,1997,17,9,759,8.4,0.00,0.12,0.12,0.00,0.00,0.00,0.36,0.00,0.13,0.13,0.04,0.17,2.62,2.38,6.43,0.00,0.12,0.12,0.00,0.12,0.13,0.04,0.16,0.13,0.16,Matches
463,Daniel Lovitz,us USA,DF,Nashville SC,31,1991,32,32,2843,31.6,0.00,0.13,0.13,0.00,0.00,0.00,0.25,0.06,0.03,0.03,0.12,0.14,1.39,4.68,2.53,0.00,0.13,0.13,0.00,0.13,0.02,0.12,0.14,0.02,0.14,Matches
464,Damion Lowe,jm JAM,DF,Philadelphia Union,29,1993,17,14,1232,13.7,0.15,0.00,0.15,0.15,0.00,0.00,0.36,0.00,0.07,0.07,0.01,0.09,0.36,1.31,0.29,0.15,0.00,0.15,0.15,0.15,0.07,0.01,0.09,0.07,0.09,Matches
465,Eduard Löwen,de GER,MF,St. Louis,26,1997,29,25,2308,25.6,0.23,0.35,0.59,0.12,0.12,0.12,0.12,0.00,0.21,0.11,0.14,0.26,2.97,7.77,3.91,0.23,0.35,0.58,0.12,0.47,0.21,0.14,0.35,0.11,0.26,Matches
466,Favian Loyola,cl CHI,MF,Orlando City,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,4.17,Matches
467,Diego Luna,us USA,"MF,FW",Real Salt Lake,19,2003,23,14,1197,13.3,0.38,0.08,0.45,0.38,0.00,0.00,0.08,0.00,0.20,0.20,0.17,0.37,2.86,5.64,4.59,0.38,0.08,0.45,0.38,0.45,0.20,0.17,0.37,0.20,0.37,Matches
468,Adam Lundqvist,se SWE,"DF,MF",Austin,28,1994,23,8,863,9.6,0.00,0.21,0.21,0.00,0.00,0.00,0.21,0.00,0.03,0.03,0.08,0.11,1.35,2.92,5.73,0.00,0.21,0.21,0.00,0.21,0.03,0.08,0.11,0.03,0.11,Matches
469,Benjamin Lundt,de GER,GK,St. Louis,27,1995,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,Luquinhas,br BRA,"MF,FW",NY Red Bulls,26,1996,26,23,2002,22.2,0.14,0.09,0.23,0.14,0.00,0.00,0.00,0.00,0.16,0.16,0.12,0.27,3.02,3.74,5.18,0.13,0.09,0.22,0.13,0.22,0.16,0.12,0.27,0.16,0.27,Matches
471,Jack Lynn,us USA,"MF,FW",Orlando City,23,2000,3,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,0.00,2.50,5.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
472,Larrys Mabiala,cd COD,DF,Portland Timbers,35,1987,21,9,879,9.8,0.10,0.00,0.10,0.10,0.00,0.00,0.31,0.00,0.16,0.16,0.00,0.16,0.41,1.73,0.00,0.10,0.00,0.10,0.10,0.10,0.16,0.00,0.17,0.16,0.17,Matches
473,Aimé Mabika,zm ZAM,DF,Toronto FC,24,1998,21,17,1516,16.8,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.04,0.04,0.00,0.04,0.24,1.96,0.06,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
474,Zac MacMath,us USA,GK,Real Salt Lake,31,1991,28,28,2475,27.5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
475,Lukas MacNaughton,ca CAN,DF,Toronto FC,27,1995,3,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
476,Lukas MacNaughton,ca CAN,DF,Nashville SC,27,1995,14,13,1075,11.9,0.08,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.13,0.13,0.01,0.13,0.25,0.67,0.08,0.08,0.00,0.08,0.08,0.08,0.12,0.01,0.13,0.12,0.13,Matches
477,Talles Magno,br BRA,FW,NYCFC,20,2002,30,20,1907,21.2,0.19,0.09,0.28,0.19,0.00,0.00,0.05,0.00,0.29,0.29,0.13,0.42,3.54,3.63,8.54,0.19,0.09,0.28,0.19,0.28,0.29,0.13,0.43,0.29,0.43,Matches
478,Jack Maher,us USA,DF,Nashville SC,23,1999,32,32,2880,32.0,0.03,0.00,0.03,0.03,0.00,0.00,0.09,0.00,0.03,0.03,0.01,0.04,0.03,1.91,0.06,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches
479,Cassius Mailula,za RSA,"FW,MF",Toronto FC,21,2001,3,0,71,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.37,1.25,1.25,6.25,0.00,0.00,0.00,0.00,0.00,0.31,0.03,0.35,0.31,0.35,Matches
480,Christian Makoun,ve VEN,"DF,MF",NE Revolution,22,2000,9,5,488,5.4,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.06,0.09,1.30,5.00,1.11,0.00,0.18,0.18,0.00,0.18,0.04,0.06,0.10,0.04,0.10,Matches
481,Adilson Malanda,fr FRA,DF,Charlotte,21,2001,29,29,2565,28.5,0.00,0.04,0.04,0.00,0.00,0.00,0.18,0.00,0.03,0.03,0.02,0.05,0.11,2.81,0.25,0.00,0.04,0.04,0.00,0.04,0.03,0.02,0.05,0.03,0.05,Matches
482,Denil Maldonado,hn HON,DF,LAFC,24,1998,21,19,1672,18.6,0.05,0.00,0.05,0.05,0.00,0.00,0.27,0.00,0.05,0.05,0.04,0.09,0.27,2.20,0.48,0.05,0.00,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08,Matches
483,Machop Malual,ss SSD,"FW,MF",Atlanta Utd,24,1998,19,4,469,5.2,0.38,0.00,0.38,0.38,0.00,0.00,0.38,0.00,0.23,0.23,0.06,0.29,2.50,2.50,6.15,0.38,0.00,0.38,0.38,0.38,0.23,0.05,0.28,0.23,0.28,Matches
484,Elias Manoel,br BRA,FW,NY Red Bulls,21,2001,28,19,1658,18.4,0.16,0.16,0.33,0.16,0.00,0.05,0.11,0.00,0.32,0.28,0.13,0.41,1.25,0.65,7.34,0.16,0.16,0.33,0.16,0.33,0.32,0.13,0.45,0.28,0.41,Matches
485,J.T. Marcinkowski,us USA,GK,SJ Earthquakes,25,1997,13,12,1112,12.4,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
486,Paul Marie,fr FRA,DF,SJ Earthquakes,27,1995,33,21,2004,22.3,0.04,0.04,0.09,0.04,0.00,0.00,0.36,0.00,0.06,0.06,0.04,0.10,2.29,4.26,4.75,0.04,0.04,0.09,0.04,0.09,0.06,0.04,0.10,0.06,0.10,Matches
487,Anthony Markanich,ph PHI,DF,Colorado Rapids,23,1999,10,3,340,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.05,0.24,1.58,2.37,2.63,0.00,0.00,0.00,0.00,0.00,0.19,0.05,0.24,0.19,0.24,Matches
488,Anthony Markanich,ph PHI,DF,St. Louis,23,1999,10,7,656,7.3,0.14,0.00,0.14,0.14,0.00,0.00,0.55,0.00,0.04,0.04,0.19,0.23,2.19,2.47,2.47,0.14,0.00,0.14,0.14,0.14,0.04,0.19,0.24,0.04,0.24,Matches
489,George Marks,us USA,GK,Charlotte,23,1999,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
490,Mikael Marques,se SWE,MF,Minnesota Utd,21,2001,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
491,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",Toronto FC,18,2004,22,11,1148,12.8,0.00,0.08,0.08,0.00,0.00,0.00,0.23,0.08,0.10,0.10,0.05,0.16,2.97,2.42,5.86,0.00,0.08,0.08,0.00,0.08,0.10,0.06,0.16,0.10,0.16,Matches
492,Alonso Martínez,cr CRC,"FW,DF",NYCFC,24,1998,3,0,33,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,12.5,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
493,José Martínez,es ESP,DF,FC Dallas,29,1993,22,16,1435,15.9,0.06,0.06,0.13,0.06,0.00,0.00,0.06,0.00,0.04,0.04,0.03,0.07,0.13,2.33,0.25,0.06,0.06,0.13,0.06,0.13,0.04,0.03,0.07,0.04,0.07,Matches
494,Josef Martínez,ve VEN,FW,Inter Miami,29,1993,27,20,1737,19.3,0.36,0.05,0.41,0.21,0.16,0.16,0.05,0.00,0.37,0.25,0.06,0.31,0.47,1.71,4.09,0.36,0.05,0.41,0.21,0.26,0.38,0.06,0.44,0.25,0.31,Matches
495,Luís Martins,pt POR,DF,Vancouver W'caps,30,1992,20,18,1618,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.02,0.02,0.08,0.11,2.11,5.00,4.33,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.10,0.02,0.10,Matches
496,Thiago Martins,br BRA,DF,NYCFC,27,1995,26,24,2186,24.3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.02,0.01,0.03,0.58,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
497,Alexandru Mățan,ro ROU,"MF,FW",Columbus Crew,23,1999,31,27,2265,25.2,0.04,0.32,0.36,0.04,0.00,0.00,0.08,0.00,0.12,0.12,0.24,0.36,3.97,5.28,7.90,0.04,0.32,0.36,0.04,0.36,0.12,0.24,0.36,0.12,0.36,Matches
498,Jimmy Maurer,us USA,GK,FC Dallas,34,1988,5,4,435,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
499,Chris Mavinga,cd COD,DF,LA Galaxy,31,1991,19,13,1128,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.08,0.05,0.05,0.01,0.06,0.00,1.44,0.08,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
500,Max,br BRA,"MF,FW",Colorado Rapids,21,2001,10,7,663,7.4,0.14,0.00,0.14,0.14,0.00,0.00,0.41,0.00,0.15,0.15,0.08,0.23,1.08,5.54,5.54,0.14,0.00,0.14,0.14,0.14,0.15,0.08,0.23,0.15,0.23,Matches
501,Andreas Maxsø,dk DEN,DF,Colorado Rapids,28,1994,33,33,2924,32.5,0.06,0.00,0.06,0.06,0.00,0.00,0.06,0.00,0.07,0.07,0.02,0.09,0.03,1.23,0.15,0.06,0.00,0.06,0.06,0.06,0.07,0.02,0.09,0.07,0.09,Matches
502,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,25,1997,24,21,1837,20.4,0.00,0.05,0.05,0.00,0.00,0.00,0.15,0.00,0.01,0.01,0.04,0.05,2.45,3.73,4.31,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05,Matches
503,Hugo-Hilaire Mbongue Mbongue,ca CAN,"FW,MF",Toronto FC,18,2004,11,1,260,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.17,0.21,2.07,1.03,7.59,0.00,0.00,0.00,0.00,0.00,0.01,0.19,0.20,0.01,0.20,Matches
504,John McCarthy,us USA,GK,LAFC,30,1992,25,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
505,Dax McCarty,us USA,MF,Nashville SC,35,1987,27,23,1891,21.0,0.05,0.05,0.10,0.05,0.00,0.00,0.33,0.00,0.02,0.02,0.06,0.08,0.71,5.76,0.71,0.05,0.05,0.10,0.05,0.10,0.02,0.05,0.08,0.02,0.08,Matches
506,Jack McGlynn,us USA,MF,Philadelphia Union,19,2003,27,15,1621,18.0,0.11,0.06,0.17,0.11,0.00,0.00,0.06,0.00,0.07,0.07,0.11,0.17,1.89,8.61,2.61,0.11,0.06,0.17,0.11,0.17,0.07,0.11,0.17,0.07,0.17,Matches
507,Zac McGraw,ca CAN,DF,Portland Timbers,25,1997,28,27,2423,26.9,0.04,0.04,0.07,0.04,0.00,0.00,0.30,0.00,0.06,0.06,0.02,0.07,0.19,1.60,0.37,0.04,0.04,0.07,0.04,0.07,0.06,0.02,0.07,0.06,0.07,Matches
508,Duncan McGuire,us USA,FW,Orlando City,21,2001,29,17,1388,15.4,0.84,0.19,1.04,0.84,0.00,0.00,0.13,0.00,0.34,0.34,0.19,0.53,1.23,0.84,5.26,0.84,0.19,1.04,0.84,1.04,0.34,0.19,0.53,0.34,0.53,Matches
509,Kendall McIntosh,us USA,GK,Sporting KC,29,1994,14,13,1192,13.2,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
510,Thomas McNamara,us USA,"MF,FW",NE Revolution,31,1991,6,1,191,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.05,0.05,0.05,0.10,0.95,4.29,0.95,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
511,Christopher McVey,se SWE,DF,Inter Miami,25,1997,16,12,1211,13.5,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.02,0.02,0.52,2.96,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
512,Jimmy Medranda,co COL,"MF,DF",Columbus Crew,28,1994,10,0,105,1.2,0.83,0.00,0.83,0.83,0.00,0.00,0.83,0.00,0.17,0.17,0.17,0.42,5.00,12.5,18.3,0.86,0.00,0.86,0.86,0.86,0.18,0.21,0.40,0.18,0.40,Matches
513,Tim Melia,us USA,GK,Sporting KC,36,1986,16,16,1418,15.8,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
