0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33,33,2970,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,19,15,1363,15.1,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.04,0.04,0.02,0.06,0.79,5.43,0.99,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,11,9,807,9.0,0.00,0.11,0.11,0.00,0.00,0.00,0.33,0.00,0.02,0.02,0.03,0.06,0.67,6.11,1.11,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.05,0.02,0.05,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,24,1999,11,10,859,9.5,0.63,0.00,0.63,0.63,0.00,0.00,0.21,0.00,0.25,0.25,0.09,0.35,3.79,2.74,7.68,0.63,0.00,0.63,0.63,0.63,0.25,0.10,0.35,0.25,0.35,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,22,12,1015,11.3,0.00,0.35,0.35,0.00,0.00,0.00,0.09,0.00,0.06,0.06,0.22,0.28,3.10,3.19,11.0,0.00,0.35,0.35,0.00,0.35,0.06,0.22,0.28,0.06,0.28,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19,19,1710,19.0,0.05,0.00,0.05,0.05,0.00,0.00,0.26,0.00,0.11,0.11,0.00,0.11,0.42,2.53,0.05,0.05,0.00,0.05,0.05,0.05,0.11,0.00,0.11,0.11,0.11,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,29,28,2565,28.5,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.01,0.01,0.49,5.23,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,17,9,739,8.2,0.12,0.37,0.49,0.12,0.00,0.00,0.00,0.00,0.07,0.07,0.16,0.24,2.20,3.29,8.17,0.12,0.37,0.49,0.12,0.49,0.08,0.16,0.24,0.08,0.24,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,6,2,197,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.45,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,20,17,1364,15.2,0.07,0.00,0.07,0.07,0.00,0.00,0.13,0.00,0.06,0.06,0.06,0.11,0.72,6.05,0.13,0.07,0.00,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,28,27,2432,27.0,0.19,0.07,0.26,0.15,0.04,0.04,0.15,0.00,0.12,0.09,0.18,0.27,2.26,4.78,5.07,0.19,0.07,0.26,0.15,0.22,0.12,0.18,0.30,0.09,0.27,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,32,26,2049,22.8,0.22,0.31,0.53,0.22,0.00,0.00,0.31,0.04,0.21,0.21,0.25,0.46,4.47,2.41,12.6,0.22,0.31,0.53,0.22,0.53,0.21,0.25,0.46,0.21,0.46,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,19,13,1362,15.1,0.07,0.20,0.26,0.07,0.00,0.00,0.26,0.00,0.13,0.13,0.20,0.32,3.05,8.74,4.17,0.07,0.20,0.26,0.07,0.26,0.12,0.20,0.32,0.12,0.32,Matches
180,Cam Cilley,us USA,"FW,MF",SJ Earthquakes,22,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,2,1,91,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33,33,2970,33.0,0.00,0.03,0.03,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,3,2,196,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,21,13,1290,14.3,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.02,0.02,0.02,0.03,0.70,5.94,0.84,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,1,1,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,1.67,5.00,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,26,23,1982,22.0,0.27,0.05,0.32,0.23,0.05,0.05,0.32,0.00,0.27,0.23,0.07,0.30,0.95,1.45,6.91,0.27,0.05,0.32,0.23,0.27,0.27,0.07,0.34,0.23,0.30,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,28,25,2285,25.4,0.00,0.04,0.04,0.00,0.00,0.00,0.24,0.00,0.02,0.02,0.02,0.05,0.55,4.49,0.91,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.05,0.02,0.05,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver W'caps,25,1997,19,9,842,9.4,0.21,0.00,0.21,0.21,0.00,0.00,0.21,0.00,0.30,0.30,0.13,0.43,2.34,1.81,6.17,0.21,0.00,0.21,0.21,0.21,0.30,0.12,0.43,0.30,0.43,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34,34,3060,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,6,5,354,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.03,0.03,0.00,0.03,0.00,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,19,15,1218,13.5,0.22,0.52,0.74,0.22,0.00,0.00,0.15,0.07,0.26,0.26,0.36,0.61,5.26,6.00,7.26,0.22,0.52,0.74,0.22,0.74,0.26,0.36,0.62,0.26,0.62,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,3,1,88,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,23,20,1538,17.1,0.06,0.12,0.18,0.06,0.00,0.00,0.12,0.00,0.28,0.28,0.06,0.35,3.45,1.29,9.01,0.06,0.12,0.18,0.06,0.18,0.28,0.06,0.34,0.28,0.34,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,28,21,1793,19.9,0.10,0.20,0.30,0.10,0.00,0.00,0.30,0.00,0.11,0.11,0.11,0.22,1.56,3.82,5.18,0.10,0.20,0.30,0.10,0.30,0.11,0.11,0.22,0.11,0.22,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,6,3,280,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.03,0.65,3.87,2.58,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,28,27,2139,23.8,0.00,0.04,0.04,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.03,0.03,0.17,4.20,0.21,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.03,0.01,0.03,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,27,27,2368,26.3,0.61,0.27,0.87,0.42,0.19,0.19,0.19,0.04,0.77,0.62,0.25,0.87,3.88,4.71,8.94,0.61,0.27,0.87,0.42,0.68,0.77,0.26,1.02,0.62,0.87,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,8,5,424,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.13,0.13,1.91,4.04,5.96,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,25,22,1866,20.7,0.10,0.14,0.24,0.10,0.00,0.00,0.29,0.05,0.06,0.06,0.17,0.23,1.35,3.14,6.04,0.10,0.14,0.24,0.10,0.24,0.06,0.17,0.23,0.06,0.23,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,32,28,2515,27.9,0.07,0.00,0.07,0.04,0.04,0.04,0.22,0.00,0.13,0.10,0.00,0.10,0.50,2.65,0.25,0.07,0.00,0.07,0.04,0.04,0.13,0.00,0.13,0.10,0.10,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,19,7,780,8.7,0.23,0.11,0.34,0.23,0.00,0.00,0.23,0.00,0.14,0.14,0.10,0.24,3.10,2.76,8.16,0.23,0.12,0.35,0.23,0.35,0.13,0.11,0.24,0.13,0.24,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver W'caps,29,1994,7,4,297,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.09,0.24,3.03,2.42,8.48,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.24,0.15,0.24,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,30,12,1206,13.4,0.15,0.22,0.37,0.15,0.00,0.00,0.15,0.00,0.13,0.13,0.14,0.28,2.46,2.69,3.13,0.15,0.22,0.37,0.15,0.37,0.14,0.14,0.28,0.14,0.28,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,22,22,1945,21.6,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,24,10,962,10.7,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.19,0.07,0.07,0.07,0.13,1.21,3.74,2.24,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,29,27,2406,26.7,0.07,0.15,0.22,0.07,0.00,0.00,0.04,0.00,0.08,0.08,0.11,0.19,2.85,4.31,4.38,0.07,0.15,0.22,0.07,0.22,0.08,0.11,0.19,0.08,0.19,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,19,14,1426,15.8,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.04,0.04,0.01,0.05,0.89,3.16,0.51,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,8,6,538,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.13,0.15,1.50,5.17,2.83,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.16,0.03,0.16,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,26,24,2037,22.6,0.00,0.04,0.04,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.07,0.08,1.55,4.47,4.87,0.00,0.04,0.04,0.00,0.04,0.01,0.07,0.08,0.01,0.08,Matches
213,Sean Davis,us USA,MF,Nashville SC,29,1993,32,21,1869,20.8,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.01,0.05,0.19,4.09,0.82,0.00,0.05,0.05,0.00,0.05,0.04,0.01,0.05,0.04,0.05,Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,22,13,1377,15.3,0.00,0.07,0.07,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.08,0.08,1.90,3.59,3.73,0.00,0.07,0.07,0.00,0.07,0.00,0.08,0.08,0.00,0.08,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,12,10,858,9.5,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.01,0.01,0.00,0.01,0.21,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,9,7,481,5.3,0.19,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.21,0.21,0.11,0.32,3.02,5.09,7.36,0.19,0.00,0.19,0.19,0.19,0.21,0.10,0.31,0.21,0.31,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,30,25,2313,25.7,0.08,0.08,0.16,0.08,0.00,0.00,0.23,0.00,0.07,0.07,0.11,0.18,2.26,7.04,6.15,0.08,0.08,0.16,0.08,0.16,0.07,0.11,0.18,0.07,0.18,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,3,0,92,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,0.30,0.00,0.30,8.00,2.00,13.0,0.00,0.00,0.00,0.00,0.00,0.28,0.03,0.32,0.28,0.32,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,4,0,83,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,4.44,15.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,8,5,481,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.04,0.94,2.26,3.58,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,5,2,166,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.11,0.56,2.78,2.22,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,2,1,135,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,3,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,7,3,314,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.03,0.03,0.06,0.09,0.57,3.71,2.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,3,1,97,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.91,0.91,8.18,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,3,0,47,0.5,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,6.00,6.00,10.0,0.00,1.91,1.91,0.00,1.91,0.00,0.28,0.28,0.00,0.28,Matches
227,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,18,4,390,4.3,0.23,0.23,0.47,0.23,0.00,0.00,0.23,0.00,0.33,0.33,0.26,0.56,1.16,2.09,6.28,0.23,0.23,0.46,0.23,0.46,0.31,0.25,0.56,0.31,0.56,Matches
228,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,19,10,1027,11.4,0.26,0.18,0.44,0.26,0.00,0.00,0.61,0.00,0.04,0.04,0.26,0.31,3.33,2.81,5.44,0.26,0.18,0.44,0.26,0.44,0.04,0.26,0.31,0.04,0.31,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,34,29,2572,28.6,0.10,0.10,0.21,0.10,0.00,0.00,0.10,0.00,0.18,0.18,0.11,0.29,0.94,5.28,3.64,0.10,0.10,0.21,0.10,0.21,0.18,0.11,0.29,0.18,0.29,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,11,9,811,9.0,0.00,0.11,0.11,0.00,0.00,0.00,0.44,0.00,0.02,0.02,0.03,0.06,0.67,5.11,0.56,0.00,0.11,0.11,0.00,0.11,0.02,0.04,0.05,0.02,0.05,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,28,26,2306,25.6,0.43,0.16,0.59,0.35,0.08,0.08,0.04,0.00,0.40,0.34,0.15,0.50,2.77,5.23,5.27,0.43,0.16,0.59,0.35,0.51,0.40,0.15,0.56,0.34,0.50,Matches
233,Erik Duenas,us USA,"MF,DF",LAFC,18,2004,18,8,757,8.4,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.07,0.07,0.05,0.12,1.90,5.60,3.33,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.12,0.07,0.12,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,7,4,439,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.06,0.06,0.02,0.06,0.20,5.92,3.27,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,26,20,1465,16.3,0.12,0.06,0.18,0.12,0.00,0.00,0.12,0.00,0.10,0.10,0.17,0.28,2.33,4.91,5.15,0.12,0.06,0.18,0.12,0.18,0.10,0.17,0.28,0.10,0.28,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,4,1,135,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,3,1,113,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.08,0.15,1.54,2.31,7.69,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,25,19,1848,20.5,0.00,0.10,0.10,0.00,0.00,0.00,0.54,0.00,0.04,0.04,0.16,0.20,2.73,2.44,4.15,0.00,0.10,0.10,0.00,0.10,0.04,0.15,0.19,0.04,0.19,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,31,24,1971,21.9,0.14,0.09,0.23,0.14,0.00,0.00,0.09,0.00,0.06,0.06,0.15,0.21,1.28,3.70,4.75,0.14,0.09,0.23,0.14,0.23,0.06,0.15,0.21,0.06,0.21,Matches
240,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,34,34,2963,32.9,0.30,0.06,0.36,0.27,0.03,0.03,0.09,0.00,0.29,0.26,0.10,0.37,1.06,2.83,4.32,0.30,0.06,0.36,0.27,0.33,0.29,0.10,0.39,0.26,0.37,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,23,22,1854,20.6,0.05,0.00,0.05,0.05,0.00,0.00,0.24,0.00,0.01,0.01,0.07,0.08,0.63,5.78,1.02,0.05,0.00,0.05,0.05,0.05,0.01,0.07,0.08,0.01,0.08,Matches
242,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10,10,900,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,30,21,1871,20.8,0.10,0.14,0.24,0.10,0.00,0.00,0.38,0.00,0.05,0.05,0.12,0.16,2.69,3.17,5.96,0.10,0.14,0.24,0.10,0.24,0.05,0.11,0.17,0.05,0.17,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,32,31,2791,31.0,0.00,0.03,0.03,0.00,0.00,0.00,0.23,0.03,0.09,0.09,0.02,0.11,0.42,2.00,0.23,0.00,0.03,0.03,0.00,0.03,0.09,0.02,0.11,0.09,0.11,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,8,2,212,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,2.08,3.33,4.17,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,21,13,1324,14.7,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.01,0.01,0.07,0.08,1.90,4.63,2.52,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,30,7,1038,11.5,0.35,0.09,0.43,0.35,0.00,0.00,0.35,0.00,0.36,0.36,0.05,0.41,1.74,1.57,5.48,0.35,0.09,0.43,0.35,0.43,0.35,0.05,0.40,0.35,0.40,Matches
248,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,28,24,2223,24.7,0.08,0.00,0.08,0.08,0.00,0.00,0.45,0.00,0.06,0.06,0.03,0.09,1.50,2.47,4.86,0.08,0.00,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,27,1995,34,34,3030,33.7,0.39,0.24,0.62,0.27,0.12,0.12,0.18,0.00,0.23,0.14,0.39,0.54,4.07,3.77,10.4,0.39,0.24,0.62,0.27,0.50,0.23,0.40,0.63,0.14,0.54,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,22,7,728,8.1,0.00,0.25,0.25,0.00,0.00,0.00,0.37,0.00,0.07,0.07,0.17,0.25,2.10,6.67,4.81,0.00,0.25,0.25,0.00,0.25,0.08,0.18,0.25,0.08,0.25,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,21,11,1042,11.6,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.12,0.12,0.12,0.24,3.53,3.28,9.40,0.00,0.09,0.09,0.00,0.09,0.12,0.12,0.24,0.12,0.24,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,27,25,2208,24.5,0.37,0.16,0.53,0.33,0.04,0.04,0.20,0.00,0.29,0.25,0.14,0.40,2.78,6.37,5.02,0.37,0.16,0.53,0.33,0.49,0.28,0.14,0.43,0.25,0.40,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,19,14,1022,11.4,0.18,0.09,0.26,0.18,0.00,0.00,0.09,0.00,0.12,0.12,0.11,0.25,1.58,3.68,7.37,0.18,0.09,0.26,0.18,0.26,0.13,0.12,0.24,0.13,0.24,Matches
