0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
643,Brooklyn Raines,us USA,MF,Houston Dynamo,20-268,2005,18.8,1.38,1.38,1.01,0.11,0.00,0.05,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
644,Anthony Ramirez,us USA,MF,FC Dallas,19-347,2005,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
645,Christian Ramirez,us USA,"FW,MF",LA Galaxy,34-244,1991,10.2,1.47,1.47,1.27,0.10,0.00,0.00,0.10,0.00,0.20,0.20,0.10,0.00,0.00,0.00,0.10,0.00,Matches
646,Rubén Ramos,us USA,"MF,FW",LA Galaxy,18-316,2007,1.4,0.71,0.69,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
647,Alisa Randell,lr LBR,"MF,DF",Minnesota Utd,18-101,2007,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
648,Ryan Raposo,ca CAN,"DF,MF",LAFC,26-274,1999,0.2,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
649,Tim Ream,us USA,DF,Charlotte,38-060,1987,24.5,0.49,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
650,Federico Redondo,ar ARG,MF,Inter Miami,22-320,2003,9.8,1.73,1.74,1.63,0.00,0.10,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.10,0.00,0.00,0.00,Matches
651,Jayden Reid,us USA,DF,St. Louis,24-096,2001,5.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
652,Seymour Reid,jm JAM,FW,NYCFC,17-275,2008,0.9,3.33,3.38,2.22,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
653,William Reilly,us USA,MF,Atlanta Utd,23-001,2002,5.5,2.55,2.54,2.18,0.18,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
654,Marco Reus,de GER,"MF,FW",LA Galaxy,36-187,1989,16.5,4.55,4.55,3.52,0.36,0.12,0.18,0.12,0.24,0.61,0.61,0.55,0.00,0.00,0.06,0.00,0.00,Matches
655,Andrés Reyes,co COL,DF,San Diego FC,26-087,1999,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
656,Justin Reynolds,us USA,"DF,MF",Chicago Fire,21-122,2004,1.6,1.25,1.23,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
657,Alvaro Ribeiro,pt POR,DF,FC Dallas,20-231,2005,4.1,0.24,0.25,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
658,Andrew Rick,us USA,GK,Philadelphia Union,19-308,2006,13.7,0.22,0.22,0.07,0.15,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.00,0.00,0.00,0.00,Matches
659,Jamar Ricketts,us USA,"DF,MF",SJ Earthquakes,24-041,2001,10.2,1.76,1.77,1.27,0.00,0.39,0.00,0.10,0.00,0.39,0.39,0.29,0.00,0.10,0.00,0.00,0.00,Matches
660,Kalani Rienzi,us USA,"DF,MF",Seattle Sounders,23-160,2002,15.7,1.85,1.84,1.46,0.13,0.13,0.06,0.00,0.06,0.45,0.45,0.32,0.00,0.06,0.06,0.00,0.00,Matches
661,Chris Rindov,us USA,DF,LA Galaxy,24-057,2001,5.7,1.05,1.05,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
662,Rocco Ríos Novo,ar ARG,GK,Inter Miami,23-183,2002,8.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
663,Birk Risa,no NOR,DF,NYCFC,27-294,1998,11.7,1.11,1.11,1.03,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
664,Reid Roberts,us USA,DF,SJ Earthquakes,21-360,2003,9.9,1.11,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
665,Miles Robinson,us USA,DF,FC Cincinnati,28-265,1997,25.1,1.00,1.00,0.88,0.04,0.00,0.08,0.00,0.00,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,Matches
666,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,30-201,1995,15.2,0.79,0.79,0.79,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
667,Rodrigues,br BRA,DF,SJ Earthquakes,28-055,1997,16.5,1.58,1.58,1.21,0.00,0.06,0.12,0.12,0.06,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
668,Baltasar Rodríguez,ar ARG,"MF,FW",Inter Miami,22-148,2003,6.8,2.94,2.93,2.35,0.15,0.00,0.00,0.29,0.15,0.59,0.59,0.44,0.00,0.00,0.00,0.00,0.15,Matches
669,Jonathan Rodríguez,uy URU,FW,Portland Timbers,32-151,1993,1.7,6.47,6.43,2.35,0.00,0.00,1.76,2.35,0.00,1.18,1.17,0.00,0.00,0.00,0.59,0.59,0.00,Matches
670,Memo Rodriguez,us USA,MF,Sporting KC,29-342,1995,7.3,4.25,4.26,2.05,1.51,0.00,0.41,0.14,0.14,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
671,Nicolás Rodríguez,co COL,"MF,FW",Orlando City,21-223,2004,2.4,2.92,2.88,2.08,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
672,Sam Rogers,us USA,DF,Chicago Fire,26-201,1999,18.9,0.37,0.37,0.21,0.00,0.00,0.16,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.00,Matches
673,Matías Rojas,py PAR,"MF,FW",Portland Timbers,30-031,1995,3.9,4.62,4.60,2.31,2.05,0.00,0.26,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
674,Alex Roldan,sv SLV,"DF,MF",Seattle Sounders,29-129,1996,23.5,2.77,2.76,2.43,0.04,0.00,0.21,0.09,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
675,Cristian Roldan,us USA,MF,Seattle Sounders,30-184,1995,29.2,3.08,3.08,2.71,0.00,0.07,0.10,0.17,0.03,0.34,0.34,0.31,0.00,0.00,0.00,0.03,0.00,Matches
676,Nicolás Romero,ar ARG,DF,Minnesota Utd,22-006,2003,23.6,0.89,0.89,0.76,0.00,0.00,0.13,0.00,0.00,0.25,0.25,0.21,0.00,0.00,0.04,0.00,0.00,Matches
677,Tomas Romero,sv SLV,GK,NYCFC,24-350,2000,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
678,David Romney,us USA,DF,SJ Earthquakes,32-175,1993,29.7,0.81,0.81,0.74,0.07,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
679,Connor Ronan,ie IRL,MF,Colorado Rapids,27-273,1998,11.3,3.27,3.27,2.83,0.27,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
680,Anderson Rosa,br BRA,DF,Colorado Rapids,24-021,2001,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
681,Joseph Rosales,hn HON,"DF,MF",Minnesota Utd,25-028,2000,16.1,3.48,3.48,2.17,0.50,0.25,0.37,0.19,0.00,0.37,0.37,0.12,0.06,0.06,0.12,0.00,0.00,Matches
682,Keegan Rosenberry,us USA,DF,Colorado Rapids,31-358,1993,11.7,1.37,1.37,1.03,0.34,0.00,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
683,Daniel Rosero,co COL,DF,Sporting KC,32-059,1993,2.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
684,Diego Rossi,uy URU,"FW,MF",Columbus Crew,27-274,1998,27.7,3.39,3.39,2.42,0.29,0.25,0.22,0.22,0.00,0.25,0.25,0.18,0.04,0.00,0.04,0.00,0.00,Matches
685,Sigurd Rosted,no NOR,DF,Toronto FC,31-135,1994,28.1,0.60,0.60,0.43,0.00,0.00,0.11,0.07,0.00,0.07,0.07,0.04,0.00,0.00,0.00,0.04,0.00,Matches
686,Paul Rothrock,us USA,"FW,MF",Seattle Sounders,26-329,1999,24.0,2.67,2.66,2.00,0.13,0.08,0.13,0.33,0.00,0.46,0.46,0.38,0.00,0.00,0.00,0.08,0.00,Matches
687,Kye Rowles,au AUS,DF,D.C. United,27-163,1998,29.8,0.44,0.44,0.40,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
688,Diego Rubio,cl CHI,"FW,MF",Austin,32-203,1993,10.4,2.79,2.79,2.40,0.00,0.00,0.00,0.38,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
689,David Ruíz,hn HON,"MF,FW",Inter Miami,21-299,2004,1.4,2.86,2.79,1.43,0.00,0.71,0.00,0.71,0.00,0.71,0.70,0.00,0.00,0.00,0.00,0.71,0.00,Matches
690,Pablo Ruíz,ar ARG,MF,Real Salt Lake,26-349,1998,13.4,4.63,4.63,3.06,1.12,0.07,0.15,0.00,0.22,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
691,Albert Rusnák,sk SVK,"MF,FW",Seattle Sounders,31-150,1994,23.9,5.23,5.24,3.22,1.67,0.04,0.25,0.00,0.04,0.50,0.50,0.38,0.08,0.04,0.00,0.00,0.00,Matches
692,Johnny Russell,sct SCO,"FW,MF",Real Salt Lake,35-240,1990,3.9,4.62,4.67,3.59,0.26,0.26,0.51,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
693,Jacen Russell-Rowe,ca CAN,"FW,MF",Columbus Crew,23-082,2002,19.2,2.40,2.40,1.98,0.00,0.10,0.16,0.00,0.16,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
694,Cesar Ruvalcaba,us USA,DF,Columbus Crew,24-144,2001,3.4,1.18,1.19,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
695,Rwan,br BRA,"FW,MF",Real Salt Lake,24-198,2001,6.8,3.53,3.53,2.50,0.15,0.00,0.74,0.15,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
696,Emmanuel Sabbi,us USA,FW,Vancouver W'caps,27-345,1997,19.9,2.51,2.51,1.46,0.05,0.30,0.30,0.35,0.05,0.35,0.35,0.20,0.00,0.00,0.05,0.10,0.00,Matches
697,Besard Sabovic,se SWE,MF,Austin,27-333,1998,19.5,2.26,2.25,1.54,0.15,0.10,0.10,0.36,0.00,0.10,0.10,0.05,0.00,0.00,0.05,0.00,0.00,Matches
698,Anisse Saidi,tn TUN,MF,San Diego FC,17-167,2008,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
699,Ryan Sailor,us USA,DF,Inter Miami,27-007,1998,1.1,0.91,0.95,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
700,Adam Saldaña,us USA,MF,LAFC,23-300,2002,2.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
701,Nathan Saliba,ca CAN,MF,CF Montréal,21-097,2004,14.0,1.64,1.64,1.07,0.29,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
702,Dániel Sallói,hu HUN,"FW,MF",Sporting KC,29-138,1996,24.3,2.51,2.51,1.89,0.04,0.12,0.45,0.00,0.00,0.25,0.25,0.16,0.00,0.04,0.04,0.00,0.00,Matches
703,Diadie Samassékou,ml MLI,MF,Houston Dynamo,29-327,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
704,Lucas Sanabria,uy URU,"MF,FW",LA Galaxy,21-343,2003,10.9,1.19,1.19,1.01,0.00,0.00,0.09,0.00,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
705,Cooper Sanchez,us USA,MF,Atlanta Utd,17-253,2008,1.1,1.82,1.78,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
706,Ilie Sánchez,es ESP,MF,Austin,35-013,1990,18.2,1.15,1.15,0.93,0.11,0.00,0.11,0.00,0.00,0.11,0.11,0.00,0.05,0.00,0.05,0.00,0.00,Matches
707,William Sands,us USA,DF,NE Revolution,25-151,2000,8.2,1.83,1.83,1.34,0.12,0.00,0.00,0.37,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.24,0.00,Matches
708,Edvard Sandvik Tagseth,no NOR,MF,Nashville SC,24-315,2001,27.2,2.50,2.50,1.65,0.70,0.00,0.07,0.04,0.04,0.18,0.18,0.15,0.04,0.00,0.00,0.00,0.00,Matches
709,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,23-247,2002,3.5,2.29,2.26,1.14,0.29,0.29,0.29,0.29,0.00,0.29,0.28,0.00,0.00,0.00,0.29,0.00,0.00,Matches
710,Jeong Sangbin,kr KOR,FW,St. Louis,23-247,2002,7.0,2.43,2.42,2.14,0.00,0.00,0.14,0.00,0.14,0.43,0.43,0.43,0.00,0.00,0.00,0.00,0.00,Matches
711,Sergio Santos Gomes,br BRA,"FW,DF",Houston Dynamo,31-091,1994,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
712,Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,31-091,1994,7.2,4.44,4.46,3.75,0.14,0.00,0.28,0.28,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,Matches
713,Rafael Santos,br BRA,"DF,FW",Colorado Rapids,27-302,1998,4.2,3.57,3.57,2.14,1.43,0.00,0.00,0.00,0.00,0.71,0.71,0.48,0.24,0.00,0.00,0.00,0.00,Matches
714,Rafael Santos,br BRA,DF,Orlando City,27-302,1998,7.5,2.13,2.13,1.73,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
715,Samuel Sarver,us USA,"FW,MF",FC Dallas,22-276,2003,1.8,3.33,3.27,1.67,0.00,0.00,0.56,1.11,0.00,1.67,1.64,1.11,0.00,0.00,0.00,0.56,0.00,Matches
716,Nick Scardina,us USA,DF,Charlotte,24-165,2001,8.9,1.80,1.80,1.46,0.22,0.00,0.00,0.11,0.00,0.34,0.34,0.22,0.00,0.00,0.00,0.11,0.00,Matches
717,Rodrigo Schlegel,ar ARG,DF,Orlando City,28-245,1997,29.8,0.64,0.64,0.54,0.00,0.00,0.10,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
718,Tate Schmitt,us USA,DF,Nashville SC,28-190,1997,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
719,David Schnegg,at AUT,"DF,MF",D.C. United,27-066,1998,30.0,1.87,1.87,1.43,0.33,0.03,0.00,0.07,0.00,0.17,0.17,0.13,0.03,0.00,0.00,0.00,0.00,Matches
720,Patrick Schulte,us USA,GK,Columbus Crew,24-266,2001,25.0,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
721,Tarik Scott,us USA,"MF,DF",FC Dallas,20-225,2005,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
722,Dante Sealy,tt TRI,"FW,MF",CF Montréal,22-231,2003,26.9,2.90,2.90,1.97,0.33,0.30,0.11,0.15,0.04,0.19,0.19,0.11,0.04,0.00,0.04,0.00,0.00,Matches
723,Gabe Segal,us USA,"FW,MF",Houston Dynamo,24-201,2001,1.7,4.12,4.06,2.35,0.00,0.00,1.76,0.00,0.00,0.59,0.58,0.59,0.00,0.00,0.00,0.00,0.00,Matches
724,Telasco Segovia,ve VEN,"MF,FW",Inter Miami,22-246,2003,18.0,3.22,3.23,2.67,0.28,0.17,0.00,0.11,0.00,0.56,0.56,0.50,0.00,0.06,0.00,0.00,0.00,Matches
725,Eddie Segura,co COL,DF,LAFC,28-305,1997,27.7,1.12,1.12,1.01,0.00,0.00,0.07,0.00,0.04,0.22,0.22,0.14,0.00,0.00,0.07,0.00,0.00,Matches
726,Amar Sejdic,us USA,MF,Columbus Crew,29-005,1996,3.8,1.05,1.06,1.05,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
727,Johnny Selemani,ca CAN,MF,Vancouver W'caps,17-263,2008,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
728,Brandon Servania,us USA,MF,D.C. United,26-267,1999,22.6,1.73,1.72,1.37,0.00,0.00,0.13,0.13,0.09,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
729,Nykolas Sessock,us USA,DF,Atlanta Utd,25-170,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
730,Jacob Shaffelburg,ca CAN,"MF,FW",Nashville SC,26-008,1999,12.3,3.33,3.32,2.11,0.08,0.24,0.33,0.49,0.08,0.57,0.57,0.24,0.00,0.08,0.16,0.08,0.00,Matches
731,Charles Sharp,us USA,FW,Toronto FC,24-164,2001,1.2,2.50,2.57,2.50,0.00,0.00,0.00,0.00,0.00,0.83,0.86,0.83,0.00,0.00,0.00,0.00,0.00,Matches
732,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,26-205,1999,1.2,3.33,3.43,2.50,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
733,Khiry Shelton,us USA,DF,Sporting KC,32-161,1993,20.0,1.15,1.15,0.85,0.25,0.00,0.00,0.00,0.05,0.15,0.15,0.10,0.05,0.00,0.00,0.00,0.00,Matches
734,Jason Shokalook,us USA,FW,Chicago Fire,23-065,2002,0.2,5.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,Matches
735,Jonathan Shore,us USA,MF,NYCFC,18-235,2007,15.5,2.06,2.06,1.68,0.00,0.13,0.13,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
736,Show,ao ANG,MF,FC Dallas,26-273,1999,3.4,0.88,0.89,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
737,Xande Silva,pt POR,FW,Atlanta Utd,28-263,1997,2.5,4.40,4.36,2.80,0.00,1.20,0.40,0.00,0.00,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,Matches
738,Xande Silva,pt POR,"FW,MF",St. Louis,28-263,1997,2.4,3.33,3.35,2.92,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
739,Mateo Silvetti,ar ARG,"FW,MF",Inter Miami,19-324,2006,1.1,2.73,2.78,0.91,0.00,0.91,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
740,Jailson Siqueira,br BRA,"MF,DF",LAFC,30-088,1995,0.7,1.43,1.34,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
741,Jonathan Sirois,ca CAN,GK,CF Montréal,24-160,2001,23.0,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
742,Pablo Sisniega,mx MEX,GK,San Diego FC,30-150,1995,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
743,Jack Skahan,us USA,"MF,FW",SJ Earthquakes,27-300,1998,0.6,5.00,4.58,5.00,0.00,0.00,0.00,0.00,0.00,3.33,3.05,3.33,0.00,0.00,0.00,0.00,0.00,Matches
744,Bartosz Slisz,pl POL,MF,Atlanta Utd,26-250,1999,25.5,2.20,2.20,1.69,0.04,0.08,0.24,0.08,0.08,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
745,Tyger Smalls,,"FW,MF",Charlotte,23-077,2002,1.7,2.94,2.87,2.35,0.00,0.00,0.59,0.00,0.00,0.59,0.57,0.00,0.00,0.00,0.59,0.00,0.00,Matches
746,Alec Smir,us USA,GK,Minnesota Utd,26-235,1999,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
747,Brad Smith,au AUS,"DF,MF",FC Cincinnati,31-239,1994,3.6,1.67,1.68,1.39,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
748,Ian Smith,us USA,"DF,MF",Portland Timbers,23-141,2002,11.4,1.58,1.58,1.05,0.26,0.00,0.09,0.09,0.09,0.18,0.18,0.00,0.09,0.00,0.00,0.09,0.00,Matches
749,Kyle Smith,us USA,"DF,MF",Orlando City,33-329,1992,12.8,1.72,1.72,1.41,0.08,0.00,0.16,0.08,0.00,0.47,0.47,0.39,0.08,0.00,0.00,0.00,0.00,Matches
750,Artem Smoliakov,ua UKR,"DF,MF",LAFC,22-189,2003,12.5,2.16,2.16,1.84,0.16,0.00,0.08,0.08,0.00,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,Matches
751,Mohammed Sofo,gh GHA,FW,NY Red Bulls,21-034,2004,17.5,1.77,1.77,1.14,0.00,0.06,0.46,0.11,0.00,0.11,0.11,0.06,0.00,0.00,0.06,0.00,0.00,Matches
752,Pedro Soma,us USA,"MF,FW",San Diego FC,19-157,2006,0.8,1.25,1.27,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
753,Wessel Speel,nl NED,GK,Minnesota Utd,24-048,2001,2.2,0.45,0.45,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
754,Tyrese Spicer,tt TRI,"DF,FW",Toronto FC,25-000,2000,9.6,1.77,1.76,1.56,0.00,0.10,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.10,0.00,0.00,0.00,Matches
755,Tyrese Spicer,tt TRI,"MF,FW",Orlando City,25-000,2000,3.1,4.19,4.13,2.90,0.00,1.29,0.00,0.00,0.00,0.97,0.95,0.97,0.00,0.00,0.00,0.00,0.00,Matches
756,Dayne St. Clair,ca CAN,GK,Minnesota Utd,28-209,1997,30.0,0.23,0.23,0.07,0.17,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,Matches
757,Lazar Stefanovic,ca CAN,DF,Toronto FC,19-116,2006,6.4,0.78,0.78,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
758,Zack Steffen,us USA,GK,Colorado Rapids,30-246,1995,23.0,0.09,0.09,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
759,Daniel Steres,us USA,DF,Houston Dynamo,35-023,1990,4.4,1.14,1.13,0.91,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
760,Kimani Stewart-Baynes,ca CAN,"MF,FW",Colorado Rapids,20-321,2005,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
761,Jared Stroud,us USA,"FW,MF",D.C. United,29-147,1996,14.5,2.76,2.76,2.28,0.00,0.00,0.34,0.14,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,Matches
762,Peter Stroud,us USA,MF,NY Red Bulls,23-225,2002,19.1,1.99,1.99,1.41,0.00,0.10,0.26,0.21,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
763,Brad Stuver,us USA,GK,Austin,34-232,1991,34.0,0.32,0.32,0.26,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
764,Luis Suárez,uy URU,FW,Inter Miami,38-314,1987,25.4,3.39,3.39,2.91,0.04,0.16,0.16,0.08,0.04,0.59,0.59,0.47,0.00,0.00,0.12,0.00,0.00,Matches
765,Magomed-Shapi Suleymanov,ru RUS,"FW,MF",Sporting KC,25-353,1999,22.4,2.50,2.50,1.74,0.22,0.00,0.13,0.40,0.00,0.36,0.36,0.13,0.04,0.00,0.00,0.18,0.00,Matches
766,Cavan Sullivan,us USA,MF,Philadelphia Union,16-067,2009,2.5,4.00,4.09,3.60,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
767,Michael Sullivan,us USA,MF,Toronto FC,22-276,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
768,Nicklaus Sullivan,us USA,"MF,DF",LA Galaxy,23-136,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
769,Quinn Sullivan,us USA,"MF,FW",Philadelphia Union,21-252,2004,21.7,4.56,4.56,3.69,0.28,0.14,0.37,0.05,0.05,0.55,0.55,0.46,0.00,0.00,0.09,0.00,0.00,Matches
770,Finn Surman,nz NZL,DF,Portland Timbers,22-072,2003,30.2,0.56,0.56,0.50,0.03,0.00,0.03,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,Matches
771,Sam Surridge,eng ENG,FW,Nashville SC,27-129,1998,32.6,2.27,2.27,1.41,0.06,0.21,0.25,0.25,0.09,0.46,0.46,0.28,0.00,0.09,0.06,0.03,0.00,Matches
