#%		Only M/G boundary	Min tun Muller/MacDo	Age model Tiedemann
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
28.8700	25.9200	1015.4052	2.8432	0.6854	932.3678	2.9326	0.7069	936.4138	2.3514	0.5668
29.0400	35.1600	1021.3844	2.8432	0.9297	938.1648	2.9326	0.9589	943.6437	2.3514	0.7689
29.0600	37.7200	1022.0878	2.8432	0.9974	938.8467	2.9326	1.0287	944.4943	2.3514	0.8248
29.1900	46.7000	1026.6601	2.8432	1.2348	943.2797	2.9326	1.2736	950.0230	2.3513	1.0212
29.2000	43.0000	1027.0118	2.8432	1.1370	943.6207	2.9326	1.1727	950.4483	2.3514	0.9403
29.2600	25.2200	1029.1221	2.8432	0.6669	945.6667	2.9326	0.6878	953.0000	2.7229	0.6386
29.3500	22.0000	1032.2876	2.8432	0.5817	948.7356	2.9326	0.6000	955.9571	3.0435	0.6227
29.3700	22.5500	1032.9910	2.8432	0.5963	949.4176	2.9326	0.6150	956.6143	3.0435	0.6383
29.5200	37.0000	1038.2667	2.8432	0.9678	954.5326	2.9326	0.9983	961.5429	3.0435	1.0360
29.6800	43.6400	1043.8942	2.8432	1.1291	959.9885	2.9326	1.1646	966.8000	3.0435	1.2086
29.8300	40.5900	1049.1699	2.8432	1.0271	965.1035	2.9326	1.0594	971.7286	3.0435	1.0995
29.9600	34.3100	1053.7423	2.8432	0.8584	969.5364	2.9326	0.8854	976.0000	3.3409	1.0087
30.1100	31.1000	1059.0180	2.8432	0.7693	974.6513	2.9326	0.7935	980.1096	3.6500	0.9876
30.2600	49.6000	1064.2938	2.8432	1.2410	979.7663	2.9326	1.2800	984.2192	3.6500	1.5932
30.4000	45.1300	1069.2178	2.8432	1.1548	984.5402	2.9326	1.1911	988.0548	3.6500	1.4825
30.5400	33.0900	1074.1418	2.8432	0.8655	989.3142	2.9326	0.8928	991.8904	3.6500	1.1112
30.6800	15.9000	1079.0658	2.8432	0.4204	994.0881	2.9326	0.4336	995.7260	3.6500	0.5397
30.6900	14.1400	1079.4176	2.8432	0.3739	994.4291	2.9326	0.3856	996.0000	3.4574	0.4547
30.8300	24.1000	1084.3416	2.8432	0.6510	999.2031	2.9326	0.6714	1000.0645	3.4444	0.7886
31.0000	32.0000	1090.3208	2.8432	0.8643	1005.0000	2.9149	0.8861	1005.0000	3.4825	1.0587
31.1600	55.8000	1095.9482	2.8432	1.4913	1010.5244	2.8962	1.5191	1009.5405	3.5238	1.8483
31.2900	36.8700	1100.5205	2.8432	0.9854	1015.0130	2.8962	1.0038	1013.2297	3.5238	1.2213
31.4600	60.0800	1106.4997	2.8432	1.6057	1020.8827	2.8962	1.6357	1018.0541	3.5238	1.9901
31.5900	26.3000	1111.0720	2.8432	0.6954	1025.3713	2.8962	0.7084	1021.7432	3.5238	0.8619
31.7400	21.1600	1116.3478	2.8432	0.5595	1030.5505	2.8962	0.5699	1026.0000	3.5238	0.6934
31.9400	28.4500	1123.3821	2.8432	0.7523	1037.4560	2.8962	0.7663	1031.6757	3.5238	0.9323
32.0400	32.4400	1126.8993	2.8432	0.8485	1040.9088	2.8962	0.8644	1034.5135	3.5238	1.0517
32.1600	30.9400	1131.1199	2.8432	0.8093	1045.0521	2.8962	0.8244	1037.9189	3.5238	1.0030
32.3300	31.1000	1137.0990	2.8432	0.8135	1050.9218	2.8962	0.8287	1042.7432	3.5238	1.0082
32.5000	48.0000	1143.0782	2.8432	1.2556	1056.7915	2.8962	1.2790	1047.5676	3.5238	1.5561
32.6400	48.2300	1148.0023	2.8432	1.2479	1061.6254	2.8962	1.2711	1051.5405	3.5238	1.5466
32.7400	49.4400	1151.5194	2.8432	1.2792	1065.0782	2.8962	1.3030	1054.3784	3.5238	1.5854
32.8100	51.4200	1153.9814	2.8432	1.3304	1067.4951	2.8962	1.3552	1056.3649	3.5238	1.6489
32.9400	44.8100	1158.5537	2.8432	1.1594	1071.9837	2.8962	1.1810	1060.0541	3.5238	1.4369
33.0700	39.4000	1163.1261	2.8432	1.0082	1076.4723	2.8962	1.0270	1063.7432	3.5238	1.2496
33.2200	24.3400	1168.4018	2.8432	0.6228	1081.6515	2.8962	0.6344	1068.0000	2.6144	0.5727
33.3400	32.1100	1172.6224	2.8432	0.8217	1085.7948	2.8962	0.8370	1074.0706	1.9767	0.5713
33.4600	36.8700	1176.8430	2.8432	0.9330	1089.9381	2.8962	0.9504	1080.1412	1.9768	0.6487
33.5900	21.6600	1181.4153	2.8432	0.5481	1094.4267	2.8962	0.5583	1086.7176	1.9768	0.3811
33.7200	24.8200	1185.9876	2.8432	0.6210	1098.9153	2.8962	0.6326	1093.2941	1.9767	0.4318
33.8300	49.5000	1189.8565	2.8432	1.2385	1102.7134	2.8962	1.2616	1098.8588	1.9767	0.8611
33.9200	53.5500	1193.0219	2.8432	1.3398	1105.8208	2.8963	1.3648	1103.4118	1.9767	0.9315
33.9800	51.8300	1195.1322	2.8432	1.2968	1107.8925	2.8962	1.3210	1106.4471	1.9768	0.9016
34.0100	52.0000	1196.1874	2.8432	1.3010	1108.9283	2.8962	1.3253	1107.9647	1.9768	0.9046
34.0700	52.4800	1198.2977	2.8432	1.3131	1111.0000	2.7733	1.2808	1111.0000	1.4870	0.6867
34.0900	60.6000	1199.0011	2.8432	1.5162	1111.8130	2.4600	1.3119	1113.3448	0.8529	0.4549
34.1200	50.3000	1200.0563	2.8432	1.2585	1113.0325	2.4600	1.0889	1116.8621	0.8529	0.3775
34.3600	25.2200	1208.4975	2.8432	0.6238	1122.7886	2.4600	0.5398	1145.0000	1.1272	0.2473
34.4700	47.6500	1212.3663	2.8432	1.1787	1127.2602	2.4600	1.0198	1147.9118	3.7778	1.5661
34.5600	57.2900	1215.5318	2.8432	1.4171	1130.9187	2.4600	1.2261	1150.2941	3.7779	1.8830
34.6100	42.3000	1217.2904	2.8432	1.0463	1132.9512	2.4600	0.9053	1151.6176	3.7778	1.3903
34.7300	36.9900	1221.5110	2.8432	0.9150	1137.8293	2.4600	0.7917	1154.7941	3.7778	1.2157
34.8900	64.4600	1227.1384	2.8432	1.5945	1144.3333	2.4600	1.3796	1159.0294	3.7778	2.1186
35.0400	41.9800	1232.4142	2.8432	1.0384	1150.4309	2.4600	0.8985	1163.0000	3.4935	1.2759
35.1300	42.6600	1235.5796	2.8432	1.0552	1154.0894	2.4600	0.9130	1165.8993	3.1042	1.1521
35.2700	35.4700	1240.5037	2.8432	0.8875	1159.7805	2.4600	0.7679	1170.4094	3.1042	0.9689
35.3800	40.9700	1244.3725	2.8432	1.0251	1164.2520	2.4600	0.8869	1173.9530	3.1042	1.1192
35.4900	36.4900	1248.2414	2.8432	0.9130	1168.7236	2.4600	0.7899	1177.4966	3.1042	0.9968
35.7400	26.6900	1257.0343	2.8432	0.6678	1178.8862	2.4600	0.5778	1185.5503	3.1042	0.7291
35.8600	31.2800	1261.2549	2.8432	0.7826	1183.7642	2.4600	0.6771	1189.4161	3.1042	0.8545
35.9700	39.6300	1265.1238	2.8432	1.0028	1188.2358	2.4600	0.8677	1192.9597	3.1042	1.0949
36.1100	15.2000	1270.0478	2.8432	0.3846	1193.9268	2.4600	0.3328	1197.4698	3.1042	0.4199
36.2800	33.8800	1276.0270	2.8432	0.8573	1200.8374	2.4600	0.7418	1202.9463	3.1042	0.9360
36.3800	49.6900	1279.5442	2.8432	1.2715	1204.9024	2.4600	1.1001	1206.1678	3.1042	1.3882
36.5300	25.9600	1284.8199	2.8432	0.6790	1211.0000	2.3300	0.5565	1211.0000	3.3153	0.7918
36.6100	35.5100	1287.6337	2.8432	0.9289	1214.7736	2.1200	0.6926	1213.1053	3.8000	1.2414
36.7500	42.9000	1292.5577	2.8432	1.1344	1221.3774	2.1200	0.8458	1216.7895	3.8000	1.5161
36.8100	49.5000	1294.6680	2.8432	1.3229	1224.2075	2.1200	0.9864	1218.3684	3.8000	1.7681
36.9400	62.2400	1299.2403	2.8432	1.6811	1230.3396	2.1200	1.2535	1221.7895	3.8000	2.2469
37.2400	33.8200	1309.7918	2.8432	0.9423	1244.4906	2.1200	0.7026	1229.6842	3.3707	1.1172
37.3400	26.6600	1313.3089	2.8432	0.7504	1249.2075	2.1200	0.5595	1233.6563	2.1143	0.5580
37.4700	37.7400	1317.8813	2.8432	1.0838	1255.3396	2.1200	0.8081	1240.5625	1.8824	0.7175
37.5400	55.3000	1320.3433	2.8432	1.6037	1258.6415	2.1200	1.1958	1244.2812	1.8824	1.0618
37.6100	47.7000	1322.8053	2.8432	1.3833	1261.9434	2.1200	1.0315	1248.0000	2.3465	1.1417
37.7300	60.9400	1327.0259	2.8432	1.8020	1267.6038	2.1200	1.3436	1252.3784	2.7408	1.7370
37.7400	65.7700	1327.3776	2.8432	1.9448	1268.0755	2.1200	1.4501	1252.7432	2.7408	1.8747
37.8900	40.9100	1332.6533	2.8432	1.1515	1275.1509	2.1200	0.8586	1258.2162	2.7407	1.1100
37.9300	39.6000	1334.0602	2.8432	1.0921	1277.0377	2.1200	0.8143	1259.6757	2.7407	1.0528
38.0600	42.9000	1338.6325	2.8432	1.1344	1283.1698	2.1200	0.8458	1264.4189	2.7407	1.0935
38.1300	53.9500	1341.0945	2.8432	1.4112	1286.4717	2.1200	1.0522	1266.9730	2.7407	1.3603
38.2100	20.5800	1343.9083	2.8432	0.5383	1290.2453	2.1200	0.4014	1269.8919	2.7407	0.5189
38.2700	14.2000	1346.0186	2.8432	0.3714	1293.0755	2.1200	0.2770	1272.0811	2.7407	0.3581
38.3500	19.6600	1348.8323	2.8432	0.5143	1296.8491	2.1200	0.3835	1275.0000	2.7086	0.4899
38.4700	20.6400	1353.0529	2.8432	0.5399	1302.5094	2.1200	0.4026	1279.4651	2.6875	0.5103
38.5800	37.0800	1356.9218	2.8432	0.9699	1307.6981	2.1200	0.7232	1283.5581	2.6875	0.9168
38.6100	41.7100	1357.9769	2.8432	1.0910	1309.1132	2.1200	0.8135	1284.6744	1.7030	0.6535
38.8600	30.2000	1366.7698	2.8432	0.7900	1320.9057	2.1200	0.5890	1300.0000	1.2688	0.3525
38.9900	28.0800	1371.3421	2.8432	0.7345	1327.0377	2.1200	0.5477	1314.6250	0.8889	0.2296
39.1000	28.4200	1375.2110	2.8432	0.7434	1332.2264	2.4575	0.6425	1327.0000	1.3743	0.3593
39.3500	54.7200	1384.0039	2.8432	1.4313	1341.6868	2.7459	1.3823	1340.8209	2.1482	1.0814
39.4700	59.9400	1388.2245	2.8432	1.5679	1345.7011	2.9894	1.6485	1344.2239	3.5263	1.9446
39.6000	27.4000	1392.7968	2.8432	0.7167	1350.0498	2.9894	0.7536	1347.9104	3.5263	0.8889
39.7200	23.1900	1397.0174	2.8432	0.6000	1354.0641	2.9893	0.6308	1351.3134	3.5263	0.7442
39.7700	21.3400	1398.7760	2.8432	0.5461	1355.7367	2.9894	0.5741	1352.7313	3.5263	0.6773
39.8500	24.5600	1401.5898	2.8432	0.6215	1358.4128	2.9894	0.6534	1355.0000	3.2268	0.7053
39.9700	28.3500	1405.8104	2.8432	0.7093	1362.4270	2.9893	0.7458	1358.9294	3.0539	0.7619
40.0800	33.7800	1409.6792	2.8432	0.8356	1366.1068	2.9894	0.8785	1362.5314	3.0539	0.8975
40.2100	40.3000	1414.2515	2.8432	0.9739	1370.4555	2.9894	1.0240	1366.7882	3.0539	1.0461
40.3600	41.7000	1419.5273	2.8432	0.9959	1375.4733	2.9894	1.0471	1371.7000	3.2447	1.1366
40.8500	53.8000	1436.7614	2.8432	1.3614	1391.8648	2.9894	1.4314	1386.5126	3.3080	1.5839
40.8800	48.7000	1437.8165	2.8432	1.2462	1392.8683	2.9894	1.3102	1387.4195	3.3080	1.4499
40.9700	25.4300	1440.9820	2.8432	0.6724	1395.8790	2.9893	0.7070	1390.1402	3.3080	0.7823
41.0600	38.3700	1444.1474	2.8432	1.0364	1398.8897	2.9893	1.0897	1392.8609	3.3080	1.2058
41.1000	47.1000	1445.5543	2.8432	1.2856	1400.2278	2.9894	1.3517	1394.0701	3.3080	1.4957
41.2300	19.5600	1450.1266	2.8432	0.5283	1404.5765	2.9894	0.5555	1398.0000	3.0281	0.5627
41.2700	20.0400	1451.5335	2.8432	0.5413	1405.9146	2.9894	0.5691	1399.6842	2.3750	0.4522
41.3500	16.5900	1454.3472	2.8432	0.4481	1408.5907	2.9894	0.4711	1403.0526	2.3750	0.3743
41.4700	15.8400	1458.5678	2.8432	0.4233	1412.6050	2.9893	0.4451	1408.1053	2.3750	0.3536
41.5800	29.8200	1462.4367	2.8432	0.7885	1416.2847	2.9894	0.8290	1412.7368	2.3750	0.6587
41.7100	42.3300	1467.0090	2.8432	1.1072	1420.6335	2.9894	1.1642	1418.2105	2.3750	0.9249
41.8600	59.5000	1472.2847	2.8432	1.5225	1425.6512	2.9894	1.6008	1424.5263	2.3750	1.2718
41.9900	22.3600	1476.8571	2.8432	0.5785	1430.0000	3.3729	0.6863	1430.0000	3.1462	0.6402
42.0900	35.5700	1480.3742	2.8432	0.9304	1432.4702	4.0482	1.3247	1431.8367	5.4445	1.7817
42.3500	31.3300	1489.5189	2.8432	0.8373	1438.8929	4.0482	1.1922	1436.6122	5.4444	1.6034
42.4500	43.6000	1493.0360	2.8432	1.1777	1441.3631	4.0482	1.6768	1438.4490	5.4444	2.2551
42.6000	57.3000	1498.3118	2.8432	1.5640	1445.0685	4.0482	2.2268	1441.2041	5.4445	2.9949
42.7300	21.2900	1502.8841	2.8432	0.5751	1448.2798	4.0482	0.8188	1443.5918	5.4445	1.1012
42.7700	17.7000	1504.2909	2.8432	0.4781	1449.2679	4.0483	0.6807	1444.3265	5.4444	0.9155
42.8500	26.0500	1507.1047	2.8432	0.6962	1451.2440	4.0483	0.9913	1445.7959	5.4444	1.3332
42.9700	39.8100	1511.3253	2.8432	1.0526	1454.2083	4.0482	1.4988	1448.0000	4.3341	1.6046
43.0800	47.4100	1515.1941	2.8432	1.2132	1456.9256	4.0482	1.7273	1451.1026	3.5455	1.5128
43.2100	19.4200	1519.7665	2.8432	0.4804	1460.1369	4.0482	0.6840	1454.7692	3.5455	0.5990
43.3100	31.1700	1523.2836	2.8432	0.7533	1462.6071	4.0481	1.0725	1457.5897	3.5454	0.9393
43.3600	30.5000	1525.0422	2.8432	0.7284	1463.8423	4.0481	1.0371	1459.0000	2.5991	0.6659
43.4900	28.3000	1529.6145	2.8432	0.6517	1467.0536	4.0482	0.9280	1464.5152	2.3571	0.5403
43.5900	40.7000	1533.1317	2.8432	0.9142	1469.5238	4.0482	1.3016	1468.7576	2.7659	0.8893
43.7800	57.7300	1539.8143	2.8432	1.2146	1474.2173	4.0482	1.7294	1475.0000	3.3342	1.4244
43.8500	36.8700	1542.2763	2.8432	0.7548	1475.9464	4.0482	1.0747	1476.5556	4.5000	1.1946
43.9500	18.4000	1545.7935	2.8432	0.3662	1478.4167	4.0482	0.5214	1478.7778	4.5000	0.5796
44.1000	16.6000	1551.0692	2.8432	0.3115	1482.1220	4.0482	0.4435	1482.1111	4.5000	0.4930
44.2300	14.5600	1555.6415	2.8432	0.2856	1485.3333	4.0482	0.4067	1485.0000	4.5000	0.4521
44.2700	10.6200	1557.0484	2.8432	0.2114	1486.3214	4.0482	0.3009	1485.8889	4.5000	0.3345
44.3600	17.2900	1560.2138	2.8432	0.3539	1488.5446	4.0482	0.5039	1487.8889	4.5000	0.5602
44.5800	39.7600	1567.9516	2.8432	0.8705	1493.9792	4.0482	1.2394	1492.7778	4.5000	1.3777
44.7100	44.7200	1572.5239	2.8432	1.0045	1497.1905	4.0482	1.4302	1495.6667	4.5000	1.5898
44.8600	51.0000	1577.7997	2.8432	1.2035	1500.8958	4.0482	1.7136	1499.0000	3.9730	1.6818
44.9900	34.0000	1582.3720	2.8432	0.8314	1504.1071	4.0482	1.1837	1502.7143	3.5000	1.0234
45.0900	28.3300	1585.8891	2.8432	0.7088	1506.5774	4.0482	1.0092	1505.5714	3.5000	0.8726
45.3500	32.0700	1595.0338	2.8432	0.8571	1513.0000	3.3255	1.0025	1513.0000	2.9853	0.8999
45.3900	45.9000	1596.4406	2.8432	1.2398	1515.5987	1.5392	0.6712	1515.6207	1.5263	0.6655
45.4400	40.6000	1598.1992	2.8432	1.0966	1518.8471	1.5392	0.5937	1518.8966	1.5263	0.5887
45.5300	20.2000	1601.3647	2.8432	0.5514	1524.6943	1.5392	0.2985	1524.7931	1.5263	0.2960
45.6100	16.9400	1604.1784	2.8432	0.4624	1529.8917	1.5392	0.2503	1530.0345	1.5263	0.2482
45.6400	16.6300	1605.2335	2.8432	0.4539	1531.8408	1.5392	0.2457	1532.0000	1.5891	0.2537
45.7500	18.6300	1609.1024	2.8432	0.5085	1538.9873	1.5392	0.2753	1538.8444	1.6071	0.2874
45.8200	19.7000	1611.5644	2.8432	0.5377	1543.5350	1.5392	0.2911	1543.2000	1.6071	0.3039
45.9100	31.3600	1614.7299	2.8432	0.8560	1549.3822	1.5392	0.4634	1548.8000	1.6071	0.4838
46.0200	40.1500	1618.5988	2.8432	1.0959	1556.5287	1.5392	0.5933	1555.6444	1.6071	0.6195
46.1400	79.1300	1622.8194	2.8432	2.1598	1564.3248	1.5392	1.1693	1563.1111	1.6071	1.2209
46.3900	47.9000	1631.6123	2.8432	1.2802	1580.5669	1.5392	0.6930	1578.6667	1.6071	0.7236
46.5400	45.5300	1636.8880	2.8432	1.2039	1590.3121	1.5392	0.6518	1588.0000	1.5041	0.6369
46.6800	20.7300	1641.8120	2.8432	0.5363	1599.4076	1.5392	0.2904	1597.9474	1.4074	0.2655
46.7900	36.7600	1645.6809	2.8432	0.9406	1606.5541	1.5392	0.5092	1605.7632	1.4074	0.4656
46.9200	52.8000	1650.2532	2.8432	1.3361	1615.0000	1.8737	0.8805	1615.0000	1.8294	0.8597
47.0300	26.6200	1654.1221	2.8432	0.6660	1619.3629	2.5213	0.5906	1618.8824	2.8333	0.6637
47.1300	23.5400	1657.6393	2.8432	0.5823	1623.3291	2.5213	0.5164	1622.4118	2.8333	0.5803
47.2600	56.2000	1662.2116	2.8432	1.3742	1628.4852	2.5213	1.2186	1627.0000	2.3708	1.1459
47.4100	45.9100	1667.4873	2.8432	1.0965	1634.4346	2.5213	0.9723	1634.2222	2.0769	0.8010
47.5300	24.0400	1671.7079	2.8432	0.5673	1639.1941	2.5213	0.5031	1640.0000	2.0377	0.4066
47.6500	18.7100	1675.9285	2.8432	0.4468	1643.9536	2.5213	0.3963	1646.0000	2.0000	0.3143
47.7700	23.0000	1680.1491	2.8432	0.5885	1648.7131	2.5213	0.5219	1652.0000	2.2443	0.4646
47.9300	32.0800	1685.7766	2.8432	0.8118	1655.0591	2.5213	0.7199	1658.4762	2.4706	0.7054
48.0300	24.0000	1689.2938	2.8432	0.6005	1659.0253	2.5213	0.5325	1662.5238	2.4706	0.5218
48.1900	31.1700	1694.9212	2.8432	0.7533	1665.3713	2.5213	0.6680	1669.0000	1.9614	0.5197
48.2600	40.4600	1697.3832	2.8432	0.9663	1668.1477	2.5213	0.8569	1674.2500	1.3333	0.4532
48.3200	35.7200	1699.4935	2.8432	0.8429	1670.5274	2.5213	0.7475	1678.7500	1.3333	0.3953
48.3800	26.9300	1701.6038	2.8432	0.6355	1672.9072	2.5213	0.5635	1683.2500	1.3333	0.2980
48.4300	39.8300	1703.3624	2.8432	0.7814	1674.8903	2.5213	0.6929	1687.0000	2.4375	0.6699
48.5400	60.1000	1707.2313	2.8432	1.1449	1679.2532	2.5213	1.0152	1689.8140	3.9091	1.5741
48.6300	42.6900	1710.3967	2.8432	0.8011	1682.8228	2.5213	0.7104	1692.1163	3.9091	1.1014
48.7700	27.1000	1715.3208	2.8432	0.4931	1688.3755	2.5213	0.4373	1695.6977	3.9091	0.6780
48.9100	39.8000	1720.2448	2.8432	0.7016	1693.9283	2.5213	0.6221	1699.2791	3.9091	0.9646
49.0800	47.0200	1726.2240	2.8432	0.8422	1700.6709	2.5213	0.7469	1703.6279	3.9091	1.1580
49.1900	49.0700	1730.0929	2.8432	0.8789	1705.0338	2.5213	0.7794	1706.4419	3.9091	1.2085
49.2900	57.7300	1733.6100	2.8432	1.0341	1709.0000	2.7626	1.0048	1709.0000	2.9437	1.0706
49.4200	23.9600	1738.1823	2.8432	0.4360	1713.3593	2.9822	0.4573	1714.2553	2.4737	0.3793
49.5400	41.6100	1742.4029	2.8432	0.7572	1717.3832	2.9821	0.7942	1719.1064	2.4737	0.6587
49.6300	63.2900	1745.5684	2.8432	1.1696	1720.4012	2.9821	1.2268	1722.7447	2.4737	1.0176
49.7600	59.8500	1750.1407	2.8432	1.1061	1724.7605	2.9821	1.1601	1728.0000	2.8964	1.1268
49.9100	23.5600	1755.4164	2.8432	0.4421	1729.7904	2.9821	0.4637	1732.4118	3.4000	0.5287
50.0300	21.5000	1759.6370	2.8432	0.4035	1733.8144	2.9821	0.4232	1735.9412	3.4000	0.4825
50.1300	33.0700	1763.1542	2.8432	0.6300	1737.1677	2.9822	0.6608	1738.8824	3.4000	0.7533
50.2600	42.2400	1767.7265	2.8432	0.8046	1741.5269	2.9821	0.8440	1742.7059	3.4893	0.9875
50.4100	45.2000	1773.0023	2.8432	0.8739	1746.5569	2.9821	0.9166	1746.9070	3.5764	1.0993
50.5400	56.5700	1777.5746	2.8432	1.1098	1750.9162	2.9822	1.1640	1750.5349	3.5833	1.3987
50.7000	38.7600	1783.2020	2.8432	0.7714	1756.2814	2.9822	0.8091	1755.0000	3.2875	0.8920
50.7900	36.7600	1786.3675	2.8432	0.7316	1759.2994	2.9821	0.7674	1758.1395	2.8667	0.7376
50.9100	23.7500	1790.5881	2.8432	0.4794	1763.3234	2.9821	0.5029	1762.3256	2.8666	0.4834
50.9900	31.1100	1793.4018	2.8432	0.6280	1766.0060	2.9822	0.6587	1765.1163	2.8667	0.6332
51.1300	36.7800	1798.3258	2.8432	0.7529	1770.7006	2.9821	0.7897	1770.0000	3.2298	0.8553
51.4100	18.6900	1808.1739	2.8432	0.3932	1780.0898	2.9822	0.4124	1778.1200	3.4483	0.4769
51.5200	19.9300	1812.0428	2.8432	0.4250	1783.7784	2.9821	0.4458	1781.3100	3.4483	0.5154
51.6400	32.4700	1816.2634	2.8432	0.6924	1787.8024	2.9821	0.7262	1784.7900	3.4483	0.8397
51.7700	38.9000	1820.8357	2.8432	0.8406	1792.1617	2.9821	0.8816	1788.5600	3.4483	1.0194
51.9100	44.3000	1825.7597	2.8432	0.9698	1796.8563	2.9822	1.0172	1792.6200	3.4483	1.1762
52.0300	47.9200	1829.9803	2.8432	1.0491	1800.8802	2.9822	1.1004	1796.1000	3.4483	1.2724
52.1300	51.8000	1833.4975	2.8432	1.1340	1804.2335	2.9821	1.1895	1799.0000	2.8428	1.1339
52.2000	37.8400	1835.9595	2.8432	0.8284	1806.5808	2.9821	0.8689	1802.0800	2.2727	0.6622
52.2900	33.2300	1839.1249	2.8432	0.7275	1809.5988	2.9821	0.7630	1806.0400	2.2727	0.5815
52.4400	40.2800	1844.4007	2.8432	0.8818	1814.6287	2.9821	0.9249	1812.6400	2.2727	0.7049
52.6300	46.6300	1851.0833	2.8432	1.0209	1821.0000	2.9183	1.0478	1821.0000	2.2540	0.8093
52.7600	32.0200	1855.6556	2.8432	0.6919	1825.5940	2.8298	0.6886	1826.8367	2.2273	0.5420
52.9000	38.4700	1860.5796	2.8432	0.8313	1830.5414	2.8298	0.8274	1833.1224	2.2273	0.6512
52.9800	29.6500	1863.3934	2.8432	0.6407	1833.3684	2.8298	0.6377	1836.7143	2.2273	0.5019
53.1200	53.0000	1868.3174	2.8432	1.1452	1838.3158	2.8298	1.1398	1843.0000	2.8089	1.1314
53.2700	51.4000	1873.5931	2.8432	1.1107	1843.6165	2.8298	1.1054	1847.0385	3.7143	1.4509
53.4100	32.1000	1878.5172	2.8432	0.6936	1848.5639	2.8298	0.6904	1850.8077	3.7143	0.9061
53.5400	20.3800	1883.0895	2.8432	0.4404	1853.1579	2.8298	0.4383	1854.3077	3.7143	0.5753
53.6800	27.3300	1888.0135	2.8432	0.5983	1858.1053	2.8298	0.5955	1858.0769	3.7143	0.7816
53.7900	44.8000	1891.8824	2.8432	0.9808	1861.9925	2.8298	0.9762	1861.0385	3.7143	1.2813
53.9000	51.0500	1895.7513	2.8432	1.1321	1865.8797	2.8298	1.1268	1864.0000	2.5938	1.0328
53.9800	45.3500	1898.5650	2.8432	1.0057	1868.7068	2.8298	1.0010	1868.3636	1.8333	0.6485
54.1200	19.1500	1903.4890	2.8432	0.4247	1873.6541	2.8298	0.4227	1876.0000	1.8333	0.2738
54.2300	23.4800	1907.3579	2.8432	0.5274	1877.5414	2.8298	0.5249	1882.0000	1.8750	0.3478
54.2400	19.5900	1907.7096	2.8432	0.4400	1877.8947	2.8298	0.4379	1882.4000	2.5000	0.3869
54.4200	31.8200	1914.0405	2.8432	0.7238	1884.2556	2.8298	0.7203	1889.6000	2.5000	0.6364
54.5300	34.9700	1917.9094	2.8432	0.7954	1888.1429	2.8298	0.7917	1894.0000	2.9572	0.8273
54.6400	23.4100	1921.7783	2.8432	0.5325	1892.0301	2.8298	0.5300	1897.0395	3.6190	0.6778
54.7700	15.5000	1926.3506	2.8432	0.3570	1896.6241	2.8298	0.3553	1900.6316	3.6191	0.4544
54.9100	23.0000	1931.2746	2.8432	0.5297	1901.5714	2.8298	0.5272	1904.5000	3.6191	0.6742
55.0400	22.1100	1935.8469	2.8432	0.5092	1906.1654	2.8298	0.5068	1908.0921	3.6191	0.6481
55.1800	37.5200	1940.7710	2.8432	0.8748	1911.1128	2.8298	0.8706	1911.9605	3.6190	1.1134
55.2900	54.3100	1944.6398	2.8432	1.2662	1915.0000	2.8566	1.2721	1915.0000	3.2397	1.4428
55.3900	58.0500	1948.1570	2.8432	1.3534	1918.4643	2.8866	1.3740	1918.4426	2.9047	1.3827
55.4300	58.1800	1949.5639	2.8432	1.3564	1919.8500	2.8866	1.3771	1919.8197	2.9048	1.3858
55.5800	19.5000	1954.8396	2.8432	0.4602	1925.0464	2.8866	0.4672	1924.9836	2.9048	0.4701
55.6900	20.7200	1958.7085	2.8432	0.4890	1928.8571	2.8866	0.4964	1928.7705	2.9048	0.4996
55.7600	26.9900	1961.1705	2.8432	0.6369	1931.2821	2.8866	0.6466	1931.1803	2.9048	0.6507
55.9000	34.1300	1966.0945	2.8432	0.8054	1936.1321	2.8866	0.8177	1936.0000	3.2503	0.9207
56.1000	26.0800	1973.1289	2.8432	0.6229	1943.0607	2.8866	0.6324	1941.6410	3.5455	0.7767
56.2000	18.6500	1976.6460	2.8432	0.4454	1946.5250	2.8866	0.4522	1944.4615	3.5454	0.5554
56.2700	20.0000	1979.1080	2.8432	0.4777	1948.9500	2.8866	0.4849	1946.4359	3.5454	0.5956
56.4100	33.8000	1984.0321	2.8432	0.8169	1953.8000	2.8866	0.8293	1950.3846	3.5454	1.0186
56.4400	39.6600	1985.0872	2.8432	0.9585	1954.8393	2.8866	0.9731	1951.2308	3.5454	1.1952
56.5400	40.6600	1988.6044	2.8432	1.0058	1958.3036	2.8866	1.0211	1954.0513	3.5455	1.2542
56.6800	57.2000	1993.5284	2.8432	1.4474	1963.1536	2.8866	1.4695	1958.0000	3.0632	1.5594
56.7900	51.2600	1997.3973	2.8432	1.3117	1966.9643	2.8866	1.3317	1962.2128	2.6111	1.2046
57.0800	23.1500	2007.5971	2.8432	0.6121	1977.0107	2.8866	0.6215	1973.3191	2.6111	0.5622
57.1100	22.1400	2008.6522	2.8432	0.5917	1978.0500	2.8866	0.6008	1974.4681	2.6111	0.5434
57.2300	28.2800	2012.8728	2.8432	0.7639	1982.2071	2.8866	0.7755	1979.0638	2.6111	0.7015
